A
1000 Generated by Infinite Flight Airport Editing (World Parser)/AB

1      400 0 0 YADD Arubiddy Station
100   43.89   4   0 0.25 0 0 0 16  -31.80920026  125.91638010    0.00    0.00 0  0 0 0 34  -31.81821023  125.92284217    0.00    0.00 0  0 0 0
100   32.92   4   0 0.25 0 0 0 1   -31.81923534  125.91720433    0.00    0.00 0  0 0 0 19  -31.80939750  125.91923388    0.00    0.00 0  0 0 0
100   28.96   4   0 0.25 0 0 0 07  -31.81591869  125.91271626    0.00    0.00 0  0 0 0 25  -31.81257246  125.92292811    0.00    0.00 0  0 0 0
110   4 0.25   0.00 New Taxiway 2
112 -31.81055556  125.90970858 -31.81050994  125.90986960 
112 -31.80953260  125.91448024 -31.80951136  125.91468020 
112 -31.80869123  125.91795779 -31.80868243  125.91805091 
112 -31.80837908  125.91935459 -31.80837468  125.91940115 
111 -31.80843623  125.91942701 
112 -31.81236815  125.92270558 -31.81246940  125.92278807 
111 -31.81251613  125.92270558 
112 -31.81268748  125.92290721 -31.81268748  125.92294387 
111 -31.81275758  125.92302636 
111 -31.81824737  125.92813554 
112 -31.81917202  125.92899516 -31.81932779  125.92915097 
112 -31.81999761  125.92977424 -31.82011443  125.92989339 
112 -31.82107242  125.93080996 -31.82117367  125.93087412 
112 -31.82115030  125.93097495 -31.82109578  125.93095662 
112 -31.82068299  125.93068164 -31.82059732  125.93058999 
111 -31.81989481  125.92994433 
112 -31.80972017  125.93028527 -31.80952312  125.93028527 
112 -31.80841828  125.93043246 -31.80833347  125.93043246 
112 -31.80754184  125.93029939 -31.80740991  125.93022177 
111 -31.80746645  125.93012196 
112 -31.80802247  125.93018850 -31.80817326  125.93021068 
112 -31.80796593  125.93005543 -31.80785284  125.92999998 
112 -31.80783399  125.92946770 -31.80786226  125.92934571 
112 -31.80831462  125.92934571 -31.80839001  125.92933462 
112 -31.80846540  125.92881343 -31.80852195  125.92853620 
112 -31.80868154  125.92835920 -31.80883232  125.92811524 
112 -31.80877578  125.92771603 -31.80881348  125.92749424 
112 -31.80869096  125.92743879 -31.80865327  125.92733899 
112 -31.80877578  125.92722810 -31.80883232  125.92717265 
112 -31.80889829  125.92715047 -31.80889829  125.92709502 
112 -31.80913166  125.92684238 -31.80920954  125.92686987 
112 -31.80957560  125.92668658 -31.80972359  125.92661326 
111 -31.80964570  125.92647579 
112 -31.80913166  125.92538518 -31.80904599  125.92517439 
112 -31.80899147  125.92468866 -31.80896031  125.92455119 
111 -31.80875781  125.92409295 
112 -31.80818622  125.92225319 -31.80804461  125.92175330 
112 -31.80811614  125.92077805 -31.80810906  125.92071140 
112 -31.80810198  125.92011985 -31.80810198  125.91997822 
111 -31.80824359  125.91951165 
112 -31.80754971  125.91897843 -31.80752846  125.91897010 
111 -31.80752846  125.91891178 
112 -31.80812322  125.91928670 -31.80816571  125.91929503 
111 -31.80832856  125.91908674 
113 -31.81053616  125.90947071 
112 -31.81273244  125.92311702 -31.81268408  125.92309426 
112 -31.81258736  125.92311133 -31.81254383  125.92312271 
112 -31.81235039  125.92346416 -31.81231654  125.92357798 
112 -31.81134959  125.92546601 -31.81120798  125.92567431 
112 -31.81075483  125.92624920 -31.81062030  125.92637418 
112 -31.81028044  125.92678243 -31.81027336  125.92678243 
112 -31.81027336  125.92692407 -31.81028752  125.92699073 
112 -31.81045037  125.92718236 -31.81049993  125.92723235 
112 -31.81074067  125.92722402 -31.81078315  125.92720735 
112 -31.81123630  125.92716569 -31.81132835  125.92719069 
111 -31.81166113  125.92717403 
112 -31.81505185  125.92688376 -31.81529259  125.92687543 
111 -31.81546960  125.92690876 
