A
1000 Generated by Infinite Flight Airport Editing (World Parser)

1       30 1 0 EDWX Westerstede-Felde
100   14.94   1   0 0.00 1 2 1 6    53.28760600  007.92678100    0.00   15.85 2  9 0 0 24   53.28977700  007.93479000    0.00   17.07 2  9 0 0
110   2 0.00 166.21 New Taxiway 36
111  53.28921988  007.92948604 
111  53.28923150  007.92956414 
111  53.28915817  007.92959404 
111  53.28914638  007.92951816 
111  53.28911445  007.92953299 
111  53.28912421  007.92960752 
111  53.28901013  007.92965433 
111  53.28899918  007.92958194 
111  53.28896282  007.92959774 
111  53.28897346  007.92966649 
111  53.28867907  007.92978812 
111  53.28865041  007.92976250 
111  53.28868171  007.92987741 
111  53.28869652  007.92984225 
111  53.28915636  007.92966308 
111  53.28921556  007.93006847 
111  53.28945056  007.92997419 
111  53.28939820  007.92960567 
111  53.28919965  007.92968458 
111  53.28919248  007.92964127 
111  53.28944077  007.92954634 
113  53.28941854  007.92940110 
110   2 0.00 346.54 New Taxiway 32
111  53.28927204  007.92869648 
111  53.28923122  007.92871131 
111  53.28923987  007.92877751 
111  53.28911529  007.92882900 
111  53.28910649  007.92876280 
111  53.28906985  007.92877628 
111  53.28908011  007.92884248 
111  53.28897590  007.92888514 
111  53.28896630  007.92881760 
111  53.28893223  007.92883194 
111  53.28894168  007.92889961 
111  53.28882435  007.92894669 
111  53.28881409  007.92887804 
111  53.28877819  007.92889397 
111  53.28878845  007.92896262 
111  53.28849521  007.92908149 
111  53.28846279  007.92906576 
111  53.28849542  007.92918681 
111  53.28850488  007.92913851 
113  53.28928977  007.92882140 
110   2 0.00   0.00 New Taxiway 32
111  53.28935648  007.92928287 
111  53.28933523  007.92913698 
111  53.28858747  007.92943557 
111  53.28855835  007.92942046 
111  53.28858843  007.92953181 
111  53.28860518  007.92949196 
111  53.28900253  007.92933313 
111  53.28901521  007.92942326 
111  53.28905163  007.92940791 
111  53.28903917  007.92932087 
111  53.28915569  007.92926938 
111  53.28916961  007.92936255 
111  53.28920332  007.92935029 
111  53.28919160  007.92925345 
111  53.28930738  007.92920931 
113  53.28931984  007.92929758 
110   2 0.00 345.73 New Taxiway 35
111  53.28889897  007.92946240 
111  53.28892315  007.92961441 
111  53.28941854  007.92940110 
113  53.28939803  007.92926257 
110   2 0.00 256.02 New Taxiway 34
111  53.28929103  007.92852335 
111  53.28871943  007.92875505 
111  53.28874434  007.92890951 
113  53.28931448  007.92868027 
110   2 0.00 255.32 New Taxiway 33
111  53.28849298  007.92844857 
111  53.28851863  007.92861039 
111  53.28923241  007.92832476 
113  53.28920822  007.92816294 
110   2 0.00 346.59 New Taxiway 32
111  53.28912061  007.92811482 
111  53.28913062  007.92819145 
111  53.28916705  007.92817782 
111  53.28914568  007.92803985 
111  53.28829263  007.92837887 
111  53.28827122  007.92835519 
111  53.28830199  007.92846937 
111  53.28831095  007.92843526 
111  53.28852046  007.92835526 
111  53.28853268  007.92843599 
111  53.28856958  007.92841979 
111  53.28855927  007.92834257 
111  53.28866484  007.92830125 
111  53.28867578  007.92837978 
111  53.28871375  007.92836454 
111  53.28870259  007.92828433 
111  53.28880739  007.92824399 
111  53.28881800  007.92831927 
111  53.28885456  007.92830514 
111  53.28884313  007.92822941 
111  53.28896084  007.92818132 
111  53.28897224  007.92826039 
111  53.28900764  007.92824665 
113  53.28899698  007.92816545 
110   2 0.00 346.94 New Taxiway 32
111  53.28917591  007.92857063 
111  53.28915466  007.92842475 
111  53.28912021  007.92843823 
111  53.28911069  007.92837081 
111  53.28907551  007.92838429 
111  53.28908577  007.92845049 
111  53.28896119  007.92850198 
111  53.28895240  007.92843578 
111  53.28891576  007.92844927 
111  53.28892602  007.92851547 
111  53.28881536  007.92856082 
111  53.28880657  007.92849463 
111  53.28876040  007.92851301 
111  53.28877066  007.92857799 
111  53.28867026  007.92861967 
111  53.28866000  007.92855102 
111  53.28862409  007.92856695 
111  53.28863435  007.92863560 
111  53.28838812  007.92873245 
111  53.28836651  007.92870889 
111  53.28839729  007.92882308 
111  53.28840644  007.92878884 
111  53.28882195  007.92862089 
111  53.28883221  007.92871406 
111  53.28887105  007.92869567 
111  53.28885860  007.92860863 
111  53.28897512  007.92855715 
111  53.28898904  007.92865031 
111  53.28902275  007.92863806 
111  53.28901102  007.92854121 
111  53.28912681  007.92849708 
113  53.28913927  007.92858534 
110   1 0.00   0.00 Taxiway
111  53.28766384  007.92672134 
111  53.28776454  007.92665260 
111  53.28889067  007.93081265 
111  53.28878537  007.93085843 
111  53.28884454  007.93107703 
111  53.28895113  007.93103380 
111  53.28993378  007.93466938 
111  53.28983811  007.93474355 
111  53.28990163  007.93497669 
111  53.29003801  007.93487608 
111  53.28900003  007.93106263 
111  53.28895079  007.93087585 
111  53.28774650  007.92640892 
113  53.28760785  007.92651520 
110   3 0.00   0.00 Grass Apron
111  53.28869652  007.92984225 
