I
1050 Generated by WorldEditor 1.6.0r1

1     56 1 0 ENVA Trondheim Vaernes
1302 city Trondheim
1302 country Norway
1302 datum_lat 63.4575000
1302 datum_lon 010.9241667
1302 iata_code TRD
1302 transition_alt 7000
100 45.11 1 0 0.00 1 3 1 09  63.45762431  010.88675811  253    0 3 3 0 1 27  63.45752618  010.94651422  227    0 3 3 0 1
110 2 0.00 0.0000 North Ramp
111  63.45934297  010.91563775
111  63.45934225  010.91592364
111  63.45934165  010.91616518
111  63.45934100  010.91642801
111  63.45933724  010.91793394
111  63.45933660  010.91818968
111  63.45933591  010.91846671
111  63.45933221  010.91995136
111  63.45933157  010.92020710
111  63.45933089  010.92047702
111  63.45933013  010.92078187
111  63.45932785  010.92173752
111  63.45988563  010.92173987
111  63.45988761  010.92142888
111  63.45988920  010.92118026
111  63.45989114  010.92087480
111  63.45990027  010.91943992
111  63.45990199  010.91916998
111  63.45990375  010.91889295
111  63.45991321  010.91740831
111  63.45991479  010.91715970
111  63.45991803  010.91665068
111  63.45991823  010.91581314
113  63.45991826  010.91564265
110 2 0.00 0.0000 shoulder A5east
112  63.45608903  010.92497454  63.45605819  010.92512091
111  63.45608903  010.92497454
111  63.45719112  010.92497783
111  63.45719520  010.92483807
112  63.45719520  010.92483807  63.45719262  010.92463771
111  63.45712550  010.92462438
111  63.45632304  010.92459603
114  63.45632304  010.92459603  63.45618693  010.92462301
110 2 0.00 0.0000 shoulder A5west
112  63.45628421  010.92372378  63.45636180  010.92374376
111  63.45628421  010.92372378
111  63.45709461  010.92373156
112  63.45709461  010.92373156  63.45715797  010.92359990
111  63.45718433  010.92340404
113  63.45611168  010.92337366
110 2 0.00 0.0000 East Apron
111  63.45518533  010.92243000
111  63.45509385  010.92243102
111  63.45499827  010.92243102
111  63.45464055  010.92243103
111  63.45459283  010.92242872
111  63.45435723  010.92243097
111  63.45431294  010.92243354
111  63.45420122  010.92242850
111  63.45415290  010.92243074
111  63.45378581  010.92243010
111  63.45378579  010.92226537
111  63.45347298  010.92226549
111  63.45347295  010.92303139
111  63.45378573  010.92303266
111  63.45398465  010.92303302
111  63.45420135  010.92303521
111  63.45435701  010.92303521
111  63.45464069  010.92303522
111  63.45499801  010.92303522
111  63.45509372  010.92303776
111  63.45526790  010.92303780
111  63.45549028  010.92303784
111  63.45549196  010.92154151
111  63.45549423  010.92091154
111  63.45543111  010.92091155
111  63.45527524  010.92091158
113  63.45518529  010.92091160
110 2 0.00 0.0000 concret pad se
111  63.45398244  010.92495082
111  63.45433318  010.92496986
111  63.45440980  010.92484415
111  63.45441321  010.92479462
111  63.45441491  010.92460033
111  63.45408630  010.92458509
114  63.45408630  010.92458509  63.45398925  010.92458890
110 2 0.00 0.0000 N Apron
111  63.46497527  010.93178786
111  63.46542503  010.93179249
111  63.46542551  010.93164742
111  63.46543897  010.93164259
111  63.46543971  010.93147809
111  63.46542724  010.93147809
111  63.46546327  010.92958548
111  63.46546701  010.92930448
111  63.46548765  010.92852236
111  63.46548669  010.92846825
111  63.46561213  010.92815891
111  63.46562025  010.92779628
111  63.46553840  010.92779628
111  63.46553240  010.92803279
112  63.46553240  010.92803279  63.46552709  010.92820174
111  63.46544310  010.92826361
111  63.46512151  010.92822134
113  63.46504839  010.92820912
110 5 0.00 0.0000 old RWY stub
111  63.45680990  010.94093326
111  63.45634053  010.94212837
111  63.45636808  010.94220373
112  63.45639104  010.94218660  63.45639104  010.94219002
111  63.45638645  010.94222428
111  63.45642472  010.94227909
111  63.45645381  010.94232362
111  63.45645840  010.94237158
111  63.45649208  010.94236130
111  63.45651351  010.94239213
111  63.45652575  010.94241268
112  63.45656402  010.94235102  63.45656709  010.94235102
111  63.45663597  010.94224141
111  63.45666659  010.94212494
111  63.45669414  010.94209411
111  63.45671711  010.94204958
111  63.45673395  010.94200505
111  63.45681967  010.94178582
111  63.45685029  010.94172416
111  63.45691305  010.94159741
111  63.45693601  010.94152205
113  63.45702149  010.94137643
110 2 0.00 0.0000 NE Apron
111  63.46108250  010.94059070
111  63.46156983  010.94040860
111  63.46140594  010.93802540
111  63.46134216  010.93804920
111  63.46129432  010.93741672
111  63.46107159  010.93746190
113  63.46106177  010.93747167
110 2 0.00 0.0000 shoulder A8
111  63.45580483  010.93850317
111  63.45579829  010.93852026
111  63.45588123  010.93887435
111  63.45599909  010.93919914
111  63.45609658  010.93940367
112  63.45610827  010.93966296  63.45606256  010.93977001
111  63.45610827  010.93966296
111  63.45599134  010.93994842
112  63.45599134  010.93994842  63.45597847  010.93997960
111  63.45599346  010.94001740
111  63.45639318  010.94085713
111  63.45653350  010.94055740
112  63.45658174  010.94050422  63.45661095  010.94049939
111  63.45658174  010.94050422
112  63.45658174  010.94050422  63.45659834  010.94050147
112  63.45663981  010.94055503  63.45666138  010.94059726
111  63.45663981  010.94055503
112  63.45663981  010.94055503  63.45669934  010.94067159
111  63.45680990  010.94093326
111  63.45702149  010.94137643
111  63.45717227  010.94171450
112  63.45707951  010.94116746  63.45698893  010.94098186
111  63.45707951  010.94116746
111  63.45659061  010.94014316
111  63.45636032  010.93966069
111  63.45624355  010.93944335
111  63.45617480  010.93937253
113  63.45606784  010.93919670
110 2 0.00 0.0000 NW Apron
111  63.46087425  010.92096823
111  63.46065927  010.92096823
111  63.46065927  010.92120458
111  63.46072607  010.92120623
112  63.46072607  010.92120623  63.46079729  010.92121098
111  63.46080899  010.92142749
111  63.46091317  010.92142987
112  63.46091317  010.92142987  63.46091742  010.92124191
111  63.46097483  010.92122764
111  63.46112366  010.92122764
112  63.46121508  010.92144415  63.46122146  010.92164162
111  63.46121508  010.92144415
111  63.46121402  010.92203182
111  63.46131713  010.92203182
111  63.46131607  010.92152028
112  63.46131607  010.92152028  63.46132245  010.92123478
111  63.46140005  010.92122764
111  63.46268423  010.92123006
111  63.46268104  010.92014271
111  63.46159778  010.92012846
111  63.46159459  010.92073516
112  63.46159459  010.92073516  63.46157546  010.92094929
111  63.46148616  010.92094691
111  63.46123572  010.92094582
112  63.46123572  010.92094582  63.46119531  010.92094582
111  63.46118428  010.92086360
111  63.46118399  010.92008767
111  63.46116732  010.92008772
111  63.46088926  010.92008867
111  63.46081891  010.92008891
111  63.46081891  010.92023329
111  63.46087520  010.92023458
113  63.46087524  010.92061793
110 2 0.00 0.0000 Turnpad W
111  63.45727697  010.89063184
111  63.45742525  010.89063184
111  63.45742397  010.88945030
113  63.45727719  010.88945057
110 2 0.00 0.0000 Turnpad E
111  63.45772084  010.94649746
111  63.45772087  010.94656947
111  63.45786482  010.94657093
111  63.45786479  010.94535167
113  63.45772269  010.94535510
110 1 0.00 0.0000 Asphalt Area
111  63.45578127  010.89693264
111  63.45575020  010.90886666
111  63.45574881  010.90940144
111  63.45574759  010.90987027
111  63.45574687  010.91014621
111  63.45573994  010.91045320
111  63.45545878  010.91045614
111  63.45545463  010.91058472
112  63.45545463  010.91058472  63.45543230  010.91084462
111  63.45530282  010.91084531
111  63.45192021  010.91080351
112  63.45192021  010.91080351  63.45182864  010.91080753
111  63.45182257  010.91100962
111  63.45182757  010.91196798
111  63.45182933  010.91255841
111  63.45189212  010.91255596
111  63.45190132  010.91354454
111  63.45305522  010.91353588
111  63.45305133  010.91332284
111  63.45454328  010.91332594
111  63.45454306  010.91357930
111  63.45457279  010.91357914
111  63.45457283  010.91401211
111  63.45461134  010.91378178
111  63.45483314  010.91378047
111  63.45483347  010.91374910
111  63.45481139  010.91374932
111  63.45481101  010.91372048
111  63.45486058  010.91371984
111  63.45486058  010.91396111
111  63.45483298  010.91396065
111  63.45483336  010.91384079
111  63.45463304  010.91384086
111  63.45457449  010.91417898
111  63.45457339  010.91501001
111  63.45461097  010.91493541
111  63.45483560  010.91493494
111  63.45483552  010.91491291
111  63.45481886  010.91491327
111  63.45481928  010.91487724
111  63.45485812  010.91487677
111  63.45485812  010.91508686
111  63.45483602  010.91508680
111  63.45483602  010.91498534
111  63.45461781  010.91498628
111  63.45457066  010.91507979
111  63.45457013  010.91589989
111  63.45483402  010.91590060
111  63.45483402  010.91587799
111  63.45481918  010.91587799
111  63.45481875  010.91584360
111  63.45485749  010.91584407
111  63.45485770  010.91605252
111  63.45483528  010.91605275
111  63.45483476  010.91595618
