A
1000 Generated by Infinite Flight Airport Editing (World Parser)/AB

1      278 0 0 YARI ARIZONA HS
100   49.99   4   0 0.25 0 0 0 1   -19.52096196  141.35534770    0.00    0.00 0  0 0 0 19  -19.53187100  141.35346200    0.00    0.00 0  0 0 0
110   4 0.25   0.00 New Taxiway 16
111 -19.53183476  141.35331654 
111 -19.53254240  141.35323311 
112 -19.53273540  141.35292216 -19.53276399  141.35280839 
112 -19.53273540  141.35223957 -19.53266392  141.35218648 
112 -19.53273540  141.35217890 -19.53283547  141.35232300 
112 -19.53303561  141.35258845 -19.53307850  141.35270980 
112 -19.53314283  141.35289940 -19.53321431  141.35298283 
112 -19.53344261  141.35341148 -19.53348979  141.35345320 
112 -19.53362346  141.35379525 -19.53361559  141.35401216 
112 -19.53340330  141.35437924 -19.53326177  141.35442095 
112 -19.53296299  141.35447100 -19.53290795  141.35457946 
112 -19.53275856  141.35465454 -19.53251481  141.35472129 
112 -19.53227893  141.35499659 -19.53212954  141.35517179 
112 -19.53002420  141.35694763 -19.52993771  141.35702104 
112 -19.52872685  141.35799379 -19.52839819  141.35842510 
112 -19.52790519  141.35878300 -19.52781006  141.35899406 
111 -19.52468083  141.36559698 
111 -19.52457357  141.36556447 
112 -19.52782188  141.35875282 -19.52783721  141.35873656 
112 -19.52815897  141.35829762 -19.52820494  141.35829762 
112 -19.52854203  141.35802126 -19.52875654  141.35779366 
112 -19.52933878  141.35728969 -19.52938475  141.35724092 
112 -19.52995884  141.35682748 -19.53031109  141.35659143 
112 -19.53127517  141.35576525 -19.53140495  141.35562755 
112 -19.53166450  141.35535215 -19.53183136  141.35515544 
112 -19.53207238  141.35489972 -19.53216508  141.35474235 
112 -19.53216508  141.35456531 -19.53216508  141.35446696 
112 -19.53203530  141.35385715 -19.53218362  141.35366044 
112 -19.53198045  141.35370082 -19.53191993  141.35376503 
112 -19.53183520  141.35380356 -19.53181502  141.35379928 
113 -19.53176660  141.35363232 
112 -19.53212974  141.35382497 -19.53205308  141.35393200 
112 -19.53207728  141.35409468 -19.53208132  141.35423596 
112 -19.53221850  141.35452708 -19.53224675  141.35459557 
112 -19.53233148  141.35461698 -19.53238797  141.35462126 
112 -19.53252515  141.35461698 -19.53256550  141.35461698 
112 -19.53269865  141.35449711 -19.53274706  141.35443289 
112 -19.53289232  141.35434727 -19.53295688  141.35431730 
112 -19.53304968  141.35424880 -19.53312230  141.35420171 
112 -19.53333615  141.35396625 -19.53341684  141.35384637 
112 -19.53336843  141.35354241 -19.53335632  141.35342682 
112 -19.53318282  141.35338829 -19.53314248  141.35338401 
112 -19.53295284  141.35355954 -19.53293267  141.35361091 
112 -19.53298915  141.35388491 -19.53298108  141.35395768 
112 -19.53285197  141.35390631 -19.53279952  141.35391059 
112 -19.53277127  141.35382497 -19.53276320  141.35379500 
112 -19.53270268  141.35384209 -19.53264619  141.35386350 
112 -19.53261392  141.35375647 -19.53261795  141.35370938 
112 -19.53275917  141.35346107 -19.53283987  141.35327698 
111 -19.53258164  141.35331979 
113 -19.53233955  141.35355526 
112 -19.53307388  141.35283174 -19.53308195  141.35276753 
112 -19.53295688  141.35256631 -19.53292863  141.35245500 
112 -19.53283987  141.35240791 -19.53279952  141.35237794 
112 -19.53285600  141.35251494 -19.53286407  141.35260484 
113 -19.53282373  141.35299871 
110   4 0.25   0.00 New Taxiway 14
111 -19.52941535  141.35409641 
112 -19.52940269  141.35413671 -19.52939003  141.35416358 
112 -19.52939003  141.35460695 -19.52937736  141.35482192 
111 -19.52911144  141.35494284 
112 -19.52830101  141.35509063 -19.52817438  141.35509063 
112 -19.52808574  141.35507720 -19.52800976  141.35507720 
112 -19.52769319  141.35511750 -19.52760454  141.35513094 
111 -19.52749058  141.35496971 
112 -19.52741460  141.35460695 -19.52741460  141.35458008 
113 -19.52731330  141.35445916 
111 -19.52759188  141.35441886 
112 -19.52751590  141.35462039 -19.52751590  141.35466070 
111 -19.52760454  141.35490254 
112 -19.52779449  141.35499658 -19.52792112  141.35498315 
112 -19.52819971  141.35483536 -19.52827568  141.35483536 
112 -19.52871889  141.35471444 -19.52880753  141.35470100 
111 -19.52901014  141.35467413 
112 -19.52922541  141.35443229 -19.52922541  141.35431137 
113 -19.52913677  141.35415015 
14  -19.53207823  141.35363672    6 0 New Tower Viewpoint 25
15  -19.52863664  141.35485469 206.01 New Ramp Start 24
15  -19.53211531  141.35345968   0.00 New Ramp Start 27
19  -19.53144788  141.35391212 0 New Windsock 26


130 Airport Boundary
111 -019.53362274  141.35379028
111 -019.53344345  141.35340881
111 -019.53303528  141.35258484
111 -019.53273582  141.35217285
111 -019.52096176  141.35534668
111 -019.52457428  141.36557007
111 -019.52468109  141.36560059
113 -019.53340340  141.35438538
99
