I
1050 Generated by WorldEditor 1.7.0r3

1   2585 0 0 KPVF Placerville Airport
100 23.00 1 0 0.25 0 2 0 05  38.72179192 -120.75944226    0   46 1 0 0 0 23  38.72669844 -120.74721503    0   42 1 0 0 0
110 2 0.00 0.0000 Hangar 96
111  38.72264290 -120.76523915
111  38.72262314 -120.76519356
111  38.72262487 -120.76514417
111  38.72264908 -120.76510174
111  38.72267032 -120.76510332
111  38.72266834 -120.76514543
111  38.72271157 -120.76514955
111  38.72270910 -120.76520020
111  38.72266439 -120.76519830
113  38.72266167 -120.76524041
110 2 0.00 0.0000 Hangar 95
111  38.72264851 -120.76509159
111  38.72262875 -120.76504600
111  38.72263048 -120.76499661
111  38.72265469 -120.76495418
111  38.72267593 -120.76495577
111  38.72267396 -120.76499787
111  38.72271718 -120.76500199
111  38.72271471 -120.76505265
111  38.72267000 -120.76505075
113  38.72266729 -120.76509286
110 2 0.00 0.0000 Hangar 94
111  38.72265594 -120.76494767
111  38.72263618 -120.76490208
111  38.72263791 -120.76485268
111  38.72266212 -120.76481026
111  38.72268336 -120.76481184
111  38.72268138 -120.76485395
111  38.72272461 -120.76485807
111  38.72272214 -120.76490873
111  38.72267743 -120.76490683
113  38.72267471 -120.76494893
110 2 0.00 0.0000 Hangar 93
111  38.72279374 -120.76473743
111  38.72279263 -120.76478597
111  38.72279134 -120.76484276
111  38.72279046 -120.76488162
111  38.72274394 -120.76487866
111  38.72274504 -120.76483811
111  38.72270362 -120.76483521
111  38.72270452 -120.76477772
111  38.72274622 -120.76478035
113  38.72274679 -120.76473712
110 2 0.00 0.0000 Hangar 92
111  38.72266192 -120.76479886
111  38.72264216 -120.76475327
111  38.72264388 -120.76470388
111  38.72266809 -120.76466145
111  38.72268933 -120.76466303
111  38.72268736 -120.76470514
111  38.72273059 -120.76470926
111  38.72272812 -120.76475992
111  38.72268341 -120.76475802
113  38.72268069 -120.76480012
110 2 0.00 0.0000 Hangar 91
111  38.72277283 -120.76459544
111  38.72279342 -120.76464042
111  38.72279261 -120.76468985
111  38.72276920 -120.76473300
111  38.72274793 -120.76473206
111  38.72274913 -120.76468991
111  38.72270584 -120.76468710
111  38.72270737 -120.76463639
111  38.72275210 -120.76463693
113  38.72275157 -120.76459535
110 2 0.00 0.0000 Hangar 90
111  38.72266619 -120.76465169
111  38.72264642 -120.76460610
111  38.72264815 -120.76455671
111  38.72267236 -120.76451428
111  38.72269360 -120.76451587
111  38.72269163 -120.76455797
111  38.72273485 -120.76456209
111  38.72273238 -120.76461275
111  38.72268768 -120.76461085
113  38.72268743 -120.76465243
110 2 0.00 0.0000 Hangar 89
111  38.72277774 -120.76444418
111  38.72279834 -120.76448916
111  38.72279753 -120.76453859
111  38.72277412 -120.76458174
111  38.72275285 -120.76458080
111  38.72275404 -120.76453864
111  38.72271075 -120.76453585
111  38.72271228 -120.76448513
111  38.72275702 -120.76448567
113  38.72275649 -120.76444409
110 2 0.00 0.0000 Hangar 88
111  38.72267214 -120.76450320
111  38.72265238 -120.76445761
111  38.72265411 -120.76440822
111  38.72267832 -120.76436579
111  38.72269956 -120.76436738
111  38.72269759 -120.76440949
111  38.72274081 -120.76441360
111  38.72273834 -120.76446426
111  38.72269363 -120.76446236
113  38.72269359 -120.76450499
110 2 0.00 0.0000 Hangar 87
111  38.72278082 -120.76429765
111  38.72279191 -120.76432186
111  38.72280142 -120.76434263
111  38.72280019 -120.76439786
111  38.72277719 -120.76443520
111  38.72275592 -120.76443427
111  38.72275712 -120.76439211
111  38.72271383 -120.76438931
111  38.72271536 -120.76433859
111  38.72276009 -120.76433913
113  38.72275956 -120.76429756
110 2 0.00 0.0000 Hangar 86
111  38.72267512 -120.76435546
111  38.72265536 -120.76430987
111  38.72265709 -120.76426048
111  38.72268130 -120.76421806
111  38.72270254 -120.76421964
111  38.72270056 -120.76426175
111  38.72274379 -120.76426586
111  38.72274317 -120.76431626
111  38.72269661 -120.76431462
113  38.72269657 -120.76435726
110 2 0.00 0.0000 Hangar 85
111  38.72278512 -120.76415033
111  38.72280572 -120.76419530
111  38.72280490 -120.76424473
111  38.72278149 -120.76428788
