I
1050 Generated by WorldEditor 2.3.0r2

1   1311 0 0 KAOV Ava Bill Martin Memorial
1302 flatten 1
100 15.24 1 0 0.00 0 2 0 13  36.97557120 -092.68617025    0    0 2 0 0 0 31  36.96822352 -092.67773990    0    0 2 0 0 0
110 2 0.00 0.0000 New Taxiway 24
111  36.97168975 -092.67933661
111  36.97166813 -092.67932015
111  36.97164693 -092.67935957
111  36.97160006 -092.67932389
111  36.97162127 -092.67928447
111  36.97159278 -092.67926278
111  36.97164388 -092.67916458
113  36.97174085 -092.67923841
110 2 0.00 0.0000 New Taxiway 23
111  36.97206785 -092.68002624
111  36.97193106 -092.67965322
111  36.97192422 -092.67963455
111  36.97200181 -092.67958685
113  36.97214544 -092.67997855
110 2 0.00 0.0000 New Taxiway 23
111  36.97214486 -092.68019261
111  36.97213353 -092.68016490
111  36.97210742 -092.68010106
111  36.97208923 -092.68005621
111  36.97217714 -092.68000280
113  36.97223277 -092.68013921
110 2 0.00 0.0000 New Taxiway 23
111  36.97221274 -092.68034789
111  36.97216547 -092.68023260
111  36.97215496 -092.68020698
111  36.97223039 -092.68016018
113  36.97228818 -092.68030109
110 2 0.00 0.0000 New Taxiway 23
111  36.97228253 -092.68051394
111  36.97227187 -092.68048806
111  36.97225788 -092.68045410
111  36.97223338 -092.68039465
111  36.97227187 -092.68037338
111  36.97228560 -092.68040672
111  36.97232309 -092.68038440
111  36.97234426 -092.68043577
111  36.97230677 -092.68045809
113  36.97232102 -092.68049267
110 5 0.00 0.0000 New Taxiway 22
111  36.97202397 -092.68050481
111  36.97209012 -092.68043081
112  36.97209012 -092.68043081  36.97211672 -092.68037459
111  36.97210532 -092.68028205
111  36.97186244 -092.67966583
112  36.97186244 -092.67966583  36.97182582 -092.67958540
112  36.97168815 -092.67950015  36.97159647 -092.67948980
111  36.97168815 -092.67950015
111  36.97139936 -092.67951478
111  36.97139811 -092.67945012
111  36.97153306 -092.67944700
112  36.97156907 -092.67940722  36.97157962 -092.67938202
111  36.97156907 -092.67940722
111  36.97160006 -092.67932389
111  36.97164693 -092.67935957
111  36.97163310 -092.67941966
112  36.97163310 -092.67941966  36.97163102 -092.67943774
111  36.97163890 -092.67944070
111  36.97174058 -092.67944219
112  36.97184826 -092.67952075  36.97187935 -092.67958389
111  36.97184826 -092.67952075
111  36.97191463 -092.67966432
111  36.97193106 -092.67965322
111  36.97206785 -092.68002624
111  36.97209604 -092.68010563
111  36.97210742 -092.68010106
111  36.97213353 -092.68016490
111  36.97212114 -092.68017276
111  36.97214779 -092.68024407
111  36.97216547 -092.68023260
111  36.97221274 -092.68034789
111  36.97219131 -092.68036047
111  36.97223103 -092.68046673
111  36.97225788 -092.68045410
111  36.97227187 -092.68048806
111  36.97224292 -092.68049855
112  36.97222536 -092.68052125  36.97220838 -092.68052089
111  36.97222536 -092.68052125
111  36.97217671 -092.68051692
113  36.97210769 -092.68060497
110 1 0.00 0.0000 New Taxiway 14
111  36.97140557 -092.68000122
111  36.97142684 -092.67997475
111  36.97144581 -092.67999864
111  36.97142521 -092.68002428
111  36.97144547 -092.68004745
111  36.97142695 -092.68007120
111  36.97140652 -092.68004742
111  36.97138646 -092.68007250
111  36.97136748 -092.68004861
111  36.97138682 -092.68002454
111  36.97136633 -092.68000082
113  36.97138484 -092.67997707
110 2 0.00 0.0000 New Taxiway 11
111  36.97223247 -092.68080217
111  36.97232451 -092.68067192
111  36.97240723 -092.68076799
111  36.97231519 -092.68089824
113  36.97227684 -092.68085369
110 2 0.00 0.0000 New Taxiway 10
111  36.97232899 -092.68091427
111  36.97242053 -092.68078350
111  36.97251677 -092.68089526
113  36.97242522 -092.68102603
110 1 0.00 0.0000 New Taxiway 9
111  36.97144523 -092.67989419
111  36.97165429 -092.68013231
111  36.97172830 -092.68021856
111  36.97183221 -092.68033963
111  36.97193299 -092.68045707
111  36.97199196 -092.68052578
111  36.97201347 -092.68051303
111  36.97202397 -092.68050481
111  36.97210769 -092.68060497
111  36.97210798 -092.68065758
111  36.97218784 -092.68075033
111  36.97223247 -092.68080217
111  36.97227684 -092.68085369
111  36.97231519 -092.68089824
111  36.97232899 -092.68091427
111  36.97242522 -092.68102603
111  36.97261647 -092.68124814
111  36.97247655 -092.68142797
111  36.97197418 -092.68084918 102
112  36.97188274 -092.68085703  36.97186271 -092.68087217
111  36.97188274 -092.68085703 102
111  36.97167086 -092.68112821 102
111  36.97159905 -092.68122012
112  36.97159905 -092.68122012  36.97154381 -092.68129860 102
112  36.97157951 -092.68147414  36.97159509 -092.68153318
111  36.97157951 -092.68147414
111  36.97159093 -092.68151134
111  36.97129702 -092.68118044
111  36.97133098 -092.68118871
112  36.97133098 -092.68118871  36.97137453 -092.68119900 102
112  36.97149720 -092.68115639  36.97154449 -092.68110413
111  36.97149720 -092.68115639 102
111  36.97158940 -092.68103603 102
111  36.97178976 -092.68077445
112  36.97178976 -092.68077445  36.97182638 -092.68070612 102
111  36.97179230 -092.68064283
113  36.97129537 -092.68007611
110 1 0.00 0.0000 New Taxiway 7
111  36.97526028 -092.68570818
112  36.97535265 -092.68570117  36.97538696 -092.68568045
111  36.97535265 -092.68570117
111  36.97540321 -092.68565063
112  36.97540321 -092.68565063  36.97544064 -092.68561432
112  36.97554572 -092.68554348  36.97560244 -092.68552414
111  36.97554572 -092.68554348
112  36.97554572 -092.68554348  36.97559983 -092.68552503
112  36.97572865 -092.68561706  36.97579575 -092.68569826
111  36.97572865 -092.68561706
112  36.97572865 -092.68561706  36.97575906 -092.68567917
112  36.97576176 -092.68578838  36.97575655 -092.68583993
111  36.97576176 -092.68578838
112  36.97576176 -092.68578838  36.97574618 -092.68594258
111  36.97561311 -092.68604206
112  36.97561311 -092.68604206  36.97558785 -092.68606811
113  36.97557663 -092.68609478
111  36.97551287 -092.68599100
112  36.97558383 -092.68598360  36.97560230 -092.68596828
111  36.97558383 -092.68598360
111  36.97566287 -092.68589143
112  36.97570448 -092.68578296  36.97571247 -092.68571786
111  36.97570448 -092.68578296
112  36.97570448 -092.68578296  36.97570882 -092.68574764
112  36.97568538 -092.68566125  36.97566515 -092.68561658
111  36.97568538 -092.68566125
112  36.97568538 -092.68566125  36.97564325 -092.68561010
112  36.97556058 -092.68561654  36.97552512 -092.68562564
111  36.97556058 -092.68561654
112  36.97556058 -092.68561654  36.97552824 -092.68562484
111  36.97550568 -092.68564293
113  36.97534949 -092.68580840
130 Airport Boundary 2
111  36.97603391 -092.68760589
111  36.96679587 -092.67701143
111  36.96771429 -092.67573879
111  36.96863344 -092.67680312
111  36.96905160 -092.67627038
111  36.96912944 -092.67624310
111  36.97195755 -092.67943709
111  36.97283539 -092.68163981
113  36.97599976 -092.68527068
120 Linear Feature 21
111  36.97167977 -092.68024073 1
111  36.97169638 -092.68025952 1
115  36.97171294 -092.68027827
120 Linear Feature 21
111  36.97178500 -092.68036310 1
111  36.97180110 -092.68038132 1
115  36.97181817 -092.68040063
120 Linear Feature 21
111  36.97188596 -092.68048000 1
