I
1130 Generated by WorldEditor 2.2.0r2

1   2433 0 0 E48 Upton Co
1302 gui_label 2D
100 22.86 1 0 0.00 0 2 0 10  31.12756969 -102.23672630    0    0 2 0 0 0 28  31.12297800 -102.22476400    0    0 2 0 0 0
110 2 0.00 0.0000 Taxiway 7
111  31.12460315 -102.22485956
111  31.12465509 -102.22467155
111  31.12480497 -102.22472725
113  31.12475217 -102.22491626
110 2 0.00 0.0000 Taxiway 6
111  31.12519613 -102.22508688
111  31.12520632 -102.22505103
111  31.12516780 -102.22503581
111  31.12518200 -102.22498630
111  31.12522124 -102.22500165
111  31.12523260 -102.22496484
111  31.12527055 -102.22497981
111  31.12525849 -102.22502225
111  31.12524524 -102.22506891
113  31.12523556 -102.22510300
110 2 0.00 0.0000 Taxiway 5
111  31.12584436 -102.22478858
111  31.12589414 -102.22460033
111  31.12602128 -102.22464696
113  31.12597003 -102.22483406
110 2 0.00 0.0000 Taxiway 4
111  31.12577470 -102.22613732
111  31.12579398 -102.22607690
111  31.12576711 -102.22606599
111  31.12577770 -102.22602974
111  31.12580527 -102.22604152
111  31.12582320 -102.22598533
111  31.12595034 -102.22603784
113  31.12590303 -102.22619189
110 2 0.00 0.0000 Taxiway 3
111  31.12557719 -102.22633213
111  31.12539268 -102.22625614
111  31.12544827 -102.22607307
111  31.12549772 -102.22609386
111  31.12555121 -102.22611635
111  31.12555992 -102.22608829
111  31.12558548 -102.22609857
111  31.12557758 -102.22612743
111  31.12559672 -102.22613548
113  31.12563396 -102.22615113
110 2 0.00 0.0000 Taxiway 2
112  31.12509043 -102.22755133  31.12500764 -102.22740108
111  31.12509043 -102.22755133
111  31.12494141 -102.22716586
112  31.12494141 -102.22716586  31.12491369 -102.22704673
112  31.12514650 -102.22706804  31.12523890 -102.22721436
111  31.12514650 -102.22706804
111  31.12528488 -102.22742947
114  31.12528488 -102.22742947  31.12534598 -102.22758836
110 1 0.00 0.0000 Taxiway 1
111  31.12402323 -102.22719630
111  31.12402663 -102.22719473
112  31.12402663 -102.22719473  31.12409298 -102.22729382
112  31.12428310 -102.22726392  31.12441619 -102.22719860
111  31.12428310 -102.22726392
111  31.12443957 -102.22717019
112  31.12443957 -102.22717019  31.12445413 -102.22715088
112  31.12447408 -102.22711770  31.12448260 -102.22710154
111  31.12447408 -102.22711770
112  31.12447408 -102.22711770  31.12449867 -102.22707105
112  31.12448093 -102.22696442  31.12446280 -102.22689732
111  31.12448093 -102.22696442
111  31.12407541 -102.22589958
111  31.12456986 -102.22567469
112  31.12456986 -102.22567469  31.12461687 -102.22561620
112  31.12469876 -102.22541190  31.12474679 -102.22526746
111  31.12469876 -102.22541190
111  31.12483449 -102.22495123
111  31.12475217 -102.22491626
111  31.12480497 -102.22472725
111  31.12489104 -102.22475926
111  31.12497178 -102.22448523
111  31.12565901 -102.22475437
111  31.12570389 -102.22474078
111  31.12584436 -102.22478858
111  31.12596144 -102.22483081
111  31.12592831 -102.22495750
112  31.12592831 -102.22495750  31.12592654 -102.22503694
112  31.12596463 -102.22505350  31.12596226 -102.22508182
111  31.12596463 -102.22505350
111  31.12580581 -102.22560510
112  31.12580581 -102.22560510  31.12581123 -102.22562813
112  31.12580022 -102.22569814  31.12579135 -102.22573787
111  31.12580022 -102.22569814
111  31.12575839 -102.22583827
111  31.12577197 -102.22596372
111  31.12580691 -102.22597836
111  31.12582320 -102.22598533
111  31.12580527 -102.22604152
111  31.12577770 -102.22602974
111  31.12576711 -102.22606599
111  31.12579398 -102.22607690
111  31.12577470 -102.22613732
111  31.12565816 -102.22609295
111  31.12561238 -102.22607972
111  31.12559672 -102.22613548
111  31.12557758 -102.22612743
111  31.12558548 -102.22609857
111  31.12555992 -102.22608829
111  31.12555121 -102.22611635
111  31.12549772 -102.22609386
111  31.12551141 -102.22604534
111  31.12464572 -102.22572305
111  31.12454657 -102.22577948
111  31.12433930 -102.22591285
112  31.12433930 -102.22591285  31.12428548 -102.22595568
112  31.12427657 -102.22610184  31.12429135 -102.22618543
111  31.12427657 -102.22610184
111  31.12430539 -102.22619256
111  31.12458510 -102.22690790
112  31.12458510 -102.22690790  31.12462697 -102.22699743
112  31.12475704 -102.22700830  31.12482162 -102.22698924
111  31.12475704 -102.22700830
111  31.12484910 -102.22696953
111  31.12507087 -102.22685759
111  31.12514650 -102.22706804
112  31.12514650 -102.22706804  31.12505409 -102.22692172
112  31.12494141 -102.22716586  31.12496913 -102.22728499
111  31.12494141 -102.22716586
112  31.12494141 -102.22716586  31.12491160 -102.22711073
112  31.12483252 -102.22711384  31.12479171 -102.22712006
111  31.12483252 -102.22711384
111  31.12472891 -102.22716192
111  31.12452947 -102.22726507
111  31.12430457 -102.22738138
112  31.12430457 -102.22738138  31.12417596 -102.22745854
