A
1000 Generated by Infinite Flight Airport Editing (World Parser)

1      668 1 0 KORD CHICAGO OHARE INTL
100   45.72   1   0 0.00 1 3 0 10   41.96899478 -087.93153178    0.00   60.96 3  2 1 0 28   41.96906900 -087.88372800    0.00   67.06 3  2 1 0
100   45.72   1   0 0.00 1 3 0 04R  41.95332800 -087.89941900    0.00   60.96 3  8 1 0 22L  41.96992200 -087.87974400    0.00   60.96 3  8 1 0
100   60.96   1   0 0.00 1 3 0 14R  41.99043540 -087.93314000    0.00   46.02 3  2 1 0 32L  41.97005669 -087.91021480    0.00  125.88 3 12 1 0
100   45.72   1   0 0.00 1 3 0 14L  42.00243600 -087.91536900  608.99    9.14 3  2 1 0 32R  41.98140600 -087.89171400    0.00    0.00 3  8 1 0
100   45.72   1   0 0.00 1 3 0 09R  41.98389700 -087.91835300    0.00   29.87 3  8 1 0 27L  41.98390000 -087.88905000    0.00   60.96 3  2 1 0
100   45.72   1   0 0.00 0 3 0 04L  41.98165600 -087.91391700    0.00  121.92 2  0 0 0 22R  41.99753600 -087.89637200    0.00   60.96 3  8 0 0
100   45.72   2   0 0.00 1 3 0 09L  42.00283213 -087.92667583    0.00  121.92 3  2 1 0 27R  42.00283075 -087.89908247    0.00  121.92 3  2 1 0
102 H1   41.97741218 -087.88450889   0.00   30.48   60.96   2 0   0 0.00 1
21   41.98438364 -087.91519833  2  89.98   3.00 09R PAPI-4L
21   41.96952052 -087.92845676  2  89.86   3.00 10  PAPI-4L
21   41.99680674 -087.90804769  2 140.10   3.00 14L PAPI-4L
21   41.98776249 -087.93119758  3 140.07   3.00 14R PAPI-4R
21   41.99675186 -087.89822346  3 219.40   3.00 22R PAPI-4R
21   41.98440828 -087.89215329  3 270.00   3.00 27L PAPI-4R
21   41.96957139 -087.88693341  3 269.90   3.00 28  PAPI-4R
21   41.96992016 -087.91276102  6 180.00   3.00 WW  WIG-WAG
21   41.97161581 -087.91333332  6  45.14   3.00 WW  WIG-WAG
21   41.97135287 -087.91301690  6  45.14   3.00 WW  WIG-WAG
21   41.97058265 -087.91205378  6  90.00   3.00 WW  WIG-WAG
21   41.97027941 -087.91206228  6  90.00   3.00 WW  WIG-WAG
21   41.96991879 -087.91339746  6 145.05   3.00 WW  WIG-WAG
21   41.96991226 -087.92041467  6 180.00   3.00 WW  WIG-WAG
21   41.96991212 -087.92092953  6 180.00   3.00 WW  WIG-WAG
21   41.96990578 -087.92509818  6 180.00   3.00 WW  WIG-WAG
21   41.96990779 -087.92555171  6 180.00   3.00 WW  WIG-WAG
21   41.96990602 -087.92632874  6 180.00   3.00 WW  WIG-WAG
21   41.96990604 -087.92680291  6 180.00   3.00 WW  WIG-WAG
21   41.96990361 -087.93102688  6 180.00   3.00 WW  WIG-WAG
21   41.96990601 -087.93157151  6 180.00   3.00 WW  WIG-WAG
21   41.96809116 -087.92097896  6 334.54   3.00 WW  WIG-WAG
21   41.96816537 -087.92061862  6 334.54   3.00 WW  WIG-WAG
21   41.96808510 -087.91125603  6 320.00   3.00 WW  WIG-WAG
21   41.96830874 -087.91092080  6 320.00   3.00 WW  WIG-WAG
21   41.96822445 -087.90110288  6 360.00   3.00 WW  WIG-WAG
21   41.96822445 -087.90155674  6 360.00   3.00 WW  WIG-WAG
21   41.96833323 -087.90511643  6 320.00   3.00 WW  WIG-WAG
21   41.96813744 -087.90543824  6 320.00   3.00 WW  WIG-WAG
21   41.96824633 -087.89041533  6 360.00   3.00 WW  WIG-WAG
21   41.96823563 -087.89412134  6 360.00   3.00 WW  WIG-WAG
21   41.96823589 -087.89469914  6 360.00   3.00 WW  WIG-WAG
21   41.96824633 -087.89095177  6 360.00   3.00 WW  WIG-WAG
21   41.96541935 -087.88636942  6 189.20   3.00 WW  WIG-WAG
21   41.96545919 -087.88678423  6 189.20   3.00 WW  WIG-WAG
21   41.96002544 -087.89321241  6  71.78   3.00 WW  WIG-WAG
21   41.95970876 -087.89307951  6  71.78   3.00 WW  WIG-WAG
21   41.95686532 -087.89706070  6  71.78   3.00 WW  WIG-WAG
21   41.95656318 -087.89694374  6  71.78   3.00 WW  WIG-WAG
21   41.95384149 -087.90026444  6 138.51   3.00 WW  WIG-WAG
21   41.95413691 -087.90000160  6 122.73   3.00 WW  WIG-WAG
21   41.96984311 -087.89417100  6 180.00   3.00 WW  WIG-WAG
21   41.96984396 -087.89465715  6 180.00   3.00 WW  WIG-WAG
21   41.98181431 -087.91541114  6  90.00   3.00 WW  WIG-WAG
21   41.98151255 -087.91541079  6  90.00   3.00 WW  WIG-WAG
21   41.97067409 -087.88011329  6 180.00   3.00 WW  WIG-WAG
21   41.97028569 -087.88089093  6 114.43   3.00 WW  WIG-WAG
21   41.96987108 -087.88214921  6 180.00   3.00 WW  WIG-WAG
21   41.96987108 -087.88273121  6 180.00   3.00 WW  WIG-WAG
21   41.96990356 -087.88356940  6 180.00   3.00 WW  WIG-WAG
21   41.96817085 -087.88516387  6  33.79   3.00 WW  WIG-WAG
21   41.96831619 -087.88555797  6  33.79   3.00 WW  WIG-WAG
21   41.96990469 -087.88465307  6 180.00   3.00 WW  WIG-WAG
21   41.96998272 -087.89045960  6 180.00   3.00 WW  WIG-WAG
21   41.96998253 -087.89094744  6 180.00   3.00 WW  WIG-WAG
21   41.96978348 -087.89551913  6 237.64   3.00 WW  WIG-WAG
21   41.97005010 -087.89575777  6 237.64   3.00 WW  WIG-WAG
21   41.96998634 -087.89969713  6 170.05   3.00 WW  WIG-WAG
21   41.96970449 -087.90009816  6 121.05   3.00 WW  WIG-WAG
21   41.96986480 -087.90108998  6 180.00   3.00 WW  WIG-WAG
21   41.96986480 -087.90157336  6 180.00   3.00 WW  WIG-WAG
21   41.96976920 -087.90241618  6 233.55   3.00 WW  WIG-WAG
21   41.97002540 -087.90295484  6 188.34   3.00 WW  WIG-WAG
21   41.97002503 -087.90722943  6 191.30   3.00 WW  WIG-WAG
21   41.96980941 -087.90787200  6 132.58   3.00 WW  WIG-WAG
21   41.97026084 -087.90910061  6 270.00   3.00 WW  WIG-WAG
21   41.97078127 -087.90942815  6 211.27   3.00 WW  WIG-WAG
21   41.97237908 -087.91137631  6 231.00   3.00 WW  WIG-WAG
21   41.97266705 -087.91169659  6 231.00   3.00 WW  WIG-WAG
21   41.97332785 -087.91270000  6 270.00   3.00 WW  WIG-WAG
21   41.97371717 -087.91267243  6 270.00   3.00 WW  WIG-WAG
21   41.97498296 -087.91433639  6 235.75   3.00 WW  WIG-WAG
21   41.97540875 -087.91506113  6 173.44   3.00 WW  WIG-WAG
21   41.97563718 -087.91531026  6 270.35   3.00 WW  WIG-WAG
21   41.97615776 -087.91567527  6 221.63   3.00 WW  WIG-WAG
21   41.97773056 -087.91766852  6 268.80   3.00 WW  WIG-WAG
21   41.97826607 -087.91804414  6 215.11   3.00 WW  WIG-WAG
21   41.97982568 -087.92005523  6 272.13   3.00 WW  WIG-WAG
21   41.98026722 -087.92001798  6 272.13   3.00 WW  WIG-WAG
21   41.98106476 -087.92119574  6 227.53   3.00 WW  WIG-WAG
21   41.98176770 -087.92198079  6 179.17   3.00 WW  WIG-WAG
21   41.98192921 -087.92239951  6 274.35   3.00 WW  WIG-WAG
21   41.98235674 -087.92235800  6 274.35   3.00 WW  WIG-WAG
21   41.98402854 -087.92474142  6 274.35   3.00 WW  WIG-WAG
21   41.98444509 -087.92470716  6 274.35   3.00 WW  WIG-WAG
21   41.99100370 -087.93218872  6 255.36   3.00 WW  WIG-WAG
21   41.99059749 -087.93202495  6 255.36   3.00 WW  WIG-WAG
21   41.98313608 -087.91854833  6 360.00   3.00 WW  WIG-WAG
21   41.98313536 -087.91783363  6 360.00   3.00 WW  WIG-WAG
21   41.98472105 -087.91795116  6 180.00   3.00 WW  WIG-WAG
21   41.98472182 -087.91844552  6 180.00   3.00 WW  WIG-WAG
21   41.98466796 -087.91628275  6 180.00   3.00 WW  WIG-WAG
21   41.98466905 -087.91597057  6 180.00   3.00 WW  WIG-WAG
21   41.98479992 -087.91499160  6 131.14   3.00 WW  WIG-WAG
21   41.98460944 -087.91520102  6 131.14   3.00 WW  WIG-WAG
21   41.98312885 -087.91595709  6 360.00   3.00 WW  WIG-WAG
21   41.98312855 -087.91628402  6 360.00   3.00 WW  WIG-WAG
