I
1050 Generated by WorldEditor 2.2.0r2

1   1209 0 0 04Y Hawley Muni
100 22.86 1 0 0.00 0 2 0 16  46.88821883 -096.35278504    0    0 1 0 0 1 34  46.87938078 -096.34845384    0    0 1 0 0 1
110 1 0.00 0.0000 New Taxiway 13
111  46.88825032 -096.35274633
111  46.88822890 -096.35283990
111  46.88820818 -096.35283124
111  46.88818617 -096.35292769 102
111  46.88797308 -096.35313025 102
111  46.88783604 -096.35307808
112  46.88783604 -096.35307808  46.88780614 -096.35305630 102
111  46.88778968 -096.35299941 102
111  46.88771677 -096.35269553
113  46.88822924 -096.35273578
110 2 0.00 0.0000 New Taxiway 12
111  46.87859789 -096.35232686
111  46.87811202 -096.35207554
111  46.87815893 -096.35187603
113  46.87864860 -096.35212238
110 2 0.00 0.0000 New Taxiway 11
111  46.87870929 -096.35183933
111  46.87822180 -096.35159234
111  46.87826927 -096.35139227
113  46.87875833 -096.35163569
110 2 0.00 0.0000 New Taxiway 10
111  46.87824786 -096.35008303
111  46.87772908 -096.35009229
111  46.87772682 -096.34987956
113  46.87824718 -096.34987415
110 2 0.00 0.0000 New Taxiway 9
111  46.87978937 -096.35137825
111  46.87922550 -096.35109693
111  46.87928337 -096.35083190
113  46.87984754 -096.35111994
110 2 0.00 0.0000 New Taxiway 8
111  46.87893713 -096.35156220
111  46.87893421 -096.35157480
111  46.87830777 -096.35125846
111  46.87829477 -096.35130365
111  46.87810141 -096.35125817
111  46.87810119 -096.35122929
111  46.87758440 -096.35124450
111  46.87758471 -096.35118549
111  46.87758487 -096.35106470
111  46.87750744 -096.35106560
111  46.87750652 -096.35097642
111  46.87749849 -096.35097642
111  46.87749756 -096.35082408
111  46.87785744 -096.35081907
111  46.87785679 -096.35094021
111  46.87790112 -096.35093980
111  46.87790116 -096.35113016
111  46.87810155 -096.35112741
111  46.87809938 -096.35079130
111  46.87827885 -096.35078949
111  46.87828024 -096.35105187
111  46.87833620 -096.35111167
111  46.87838125 -096.35090958
111  46.87887352 -096.35115251
111  46.87882497 -096.35135536
111  46.87834100 -096.35111632
113  46.87831024 -096.35124935
110 2 0.00 0.0000 New Taxiway 7
111  46.87882247 -096.35204370
111  46.87881918 -096.35205649
111  46.87818909 -096.35174092
113  46.87819192 -096.35172916
110 2 0.00 0.0000 New Taxiway 6
111  46.87870197 -096.35253869
111  46.87807682 -096.35222499
111  46.87807911 -096.35221568
113  46.87870556 -096.35252511
110 1 0.00 0.0000 New Taxiway 5
