I
1050 Generated by WorldEditor 1.7.21r1

1    562 1 0 MDST Cibao Intl
100 45.00 1 0 0.00 1 3 1 11  19.40872568 -070.61683280    0   61 3 1 0 1 29  19.40341520 -070.59247678    0   61 3 1 0 1
110 1 0.00 0.0000 E2
111  19.40345235 -070.60061578
111  19.40320039 -070.59933689
112  19.40370138 -070.59979670  19.40391670 -070.59974854
112  19.40440498 -070.59961852  19.40465223 -070.59955036
111  19.40470518 -070.59922685
111  19.40490818 -070.60015630
112  19.40449615 -070.59995312  19.40421180 -070.60003177
114  19.40376316 -070.60014027  19.40357107 -070.60019660
110 1 0.00 0.0000 E1
112  19.40554623 -070.60439521  19.40532545 -070.60442160
111  19.40554623 -070.60439521
112  19.40554623 -070.60439521  19.40555063 -070.60439521
112  19.40457666 -070.60463392  19.40437163 -070.60469038
111  19.40442042 -070.60496775
111  19.40421987 -070.60407962
112  19.40458490 -070.60425946  19.40486266 -070.60418759
112  19.40548066 -070.60402455  19.40564148 -070.60397993
111  19.40567253 -070.60366476
113  19.40589169 -070.60455518
110 1 0.00 103.0000 Apron
111  19.40442042 -070.60496775
111  19.40461051 -070.60584512
111  19.40381769 -070.60606477
111  19.40388186 -070.60637274
111  19.40336064 -070.60649470
111  19.40289294 -070.60435454
111  19.40276180 -070.60438725
111  19.40258881 -070.60443281
111  19.40227425 -070.60300952
111  19.40233565 -070.60300788
111  19.40233283 -070.60296544
111  19.40236436 -070.60296101
112  19.40238062 -070.60274107  19.40239515 -070.60260757
111  19.40241454 -070.60255433
111  19.40245343 -070.60255613
111  19.40245719 -070.60250951
112  19.40251131 -070.60243543  19.40251844 -070.60239671
111  19.40251131 -070.60243543
112  19.40251131 -070.60243543  19.40252102 -070.60238271
111  19.40249799 -070.60228278
111  19.40246918 -070.60228286
111  19.40248010 -070.60214330
111  19.40270972 -070.60213702
112  19.40268830 -070.60169467  19.40267095 -070.60160697
111  19.40259222 -070.60133397
111  19.40252430 -070.60131181
111  19.40250362 -070.60137213
111  19.40239477 -070.60142392
111  19.40223545 -070.60107203
111  19.40216208 -070.60075021
111  19.40182462 -070.60076216
111  19.40176155 -070.60076345
111  19.40159296 -070.59995328
111  19.40170086 -070.59992081
111  19.40166620 -070.59974936
111  19.40156635 -070.59976812
111  19.40154381 -070.59971467
111  19.40188196 -070.59962704
111  19.40169596 -070.59872518
111  19.40161986 -070.59835621
111  19.40291413 -070.59804093
111  19.40292956 -070.59803707
111  19.40320039 -070.59933689
111  19.40345235 -070.60061578
113  19.40421987 -070.60407962
