I
1050 Generated by WorldEditor 2.1.0r1

1     79 0 0 LFEY Ile D'yeu
100 25.00 1 0 0.25 0 1 0 14  46.72133010 -002.39681326    0    0 2 0 0 0 32  46.71268315 -002.38688618    0    0 2 0 0 0
100 50.00 3 0 0.25 0 0 0 04  46.71523288 -002.39491861   75    0 0 0 0 0 22  46.71949477 -002.39063713    0    0 0 0 0 0
110 1 0.00 0.0000 New Taxiway 9
111  46.71791687 -002.39140977
111  46.71788494 -002.39145867
111  46.71788097 -002.39145322
111  46.71778124 -002.39131636
111  46.71781377 -002.39126805
113  46.71791279 -002.39140416
110 3 0.00 0.0000 New Taxiway 7
111  46.71715244 -002.38869016
111  46.71707254 -002.38859907
111  46.71699760 -002.38873842
111  46.71698859 -002.38872817
111  46.71695133 -002.38879717
111  46.71696042 -002.38880755
111  46.71689507 -002.38892888
111  46.71686872 -002.38889931
111  46.71672691 -002.38874008
111  46.71697489 -002.38827575
113  46.71722470 -002.38855662
110 2 0.00 0.0000 New Taxiway 6
111  46.71730614 -002.38886526
111  46.71737770 -002.38872883
111  46.71754706 -002.38892255
111  46.71742154 -002.38915729
111  46.71725356 -002.38896475
111  46.71729001 -002.38889607
111  46.71713610 -002.38871970
111  46.71711970 -002.38870105
112  46.71711970 -002.38870105  46.71707854 -002.38868059
111  46.71704289 -002.38872022
111  46.71701941 -002.38876314
111  46.71702796 -002.38877290
111  46.71699074 -002.38884250
111  46.71698165 -002.38883218
111  46.71696496 -002.38886268
111  46.71702294 -002.38892936
111  46.71701437 -002.38894524
111  46.71695660 -002.38887796
111  46.71691599 -002.38895238
111  46.71690509 -002.38894014
111  46.71689507 -002.38892888
111  46.71696042 -002.38880755
111  46.71695133 -002.38879717
111  46.71698859 -002.38872817
111  46.71699760 -002.38873842
111  46.71707254 -002.38859907
113  46.71715244 -002.38869016
110 1 0.00 0.0000 New Taxiway 5
111  46.71715244 -002.38869016
111  46.71722470 -002.38855662
111  46.71737770 -002.38872883
113  46.71730614 -002.38886526
110 3 0.00 0.0000 Big Grass
111  46.71766781 -002.39065590
111  46.71798121 -002.39009050
111  46.71773837 -002.38980156
111  46.71809488 -002.38931110
111  46.71842641 -002.38994400
111  46.71869408 -002.39052392
111  46.71857182 -002.39073817
111  46.71795138 -002.39135488
112  46.71795138 -002.39135488  46.71794773 -002.39137272
111  46.71795714 -002.39138955
111  46.71813204 -002.39163549
111  46.71799369 -002.39177793
111  46.71785453 -002.39149116
111  46.71745668 -002.39093690
112  46.71745668 -002.39093690  46.71742499 -002.39085922
111  46.71741955 -002.39072923
111  46.71746174 -002.39015499
111  46.71750700 -002.39020693
112  46.71749977 -002.39023015  46.71749757 -002.39024413
111  46.71749977 -002.39023015
111  46.71749014 -002.39054443
112  46.71749999 -002.39068582  46.71750808 -002.39074898
111  46.71749999 -002.39068582
111  46.71754578 -002.39067769
112  46.71753449 -002.39052695  46.71753085 -002.39044349
111  46.71753449 -002.39052695
111  46.71753814 -002.39025255
112  46.71754038 -002.39024525  46.71754247 -002.39024396
111  46.71754038 -002.39024525
111  46.71758689 -002.39029863
112  46.71758689 -002.39029863  46.71757124 -002.39034498
111  46.71756835 -002.39045374
111  46.71757158 -002.39064013
114  46.71757158 -002.39064013  46.71760518 -002.39069216
110 1 0.00 0.0000 14 Turnaround
111  46.72110230 -002.39637317
111  46.72111398 -002.39635359
111  46.72127463 -002.39634219
112  46.72127463 -002.39634219  46.72136633 -002.39639292
112  46.72140328 -002.39667617  46.72138155 -002.39686065
111  46.72140328 -002.39667617
113  46.72138872 -002.39670315
110 1 0.00 0.0000 32 Turnaround
111  46.71308755 -002.38714126
111  46.71308175 -002.38715289
111  46.71274016 -002.38677147
111  46.71276143 -002.38673251
112  46.71276143 -002.38673251  46.71278168 -002.38671147
111  46.71280964 -002.38671164
111  46.71291487 -002.38673794
112  46.71291487 -002.38673794  46.71294557 -002.38675393
113  46.71296421 -002.38679247
110 1 0.00 0.0000 Asphalt Ramp
111  46.71629952 -002.39082726
111  46.71628462 -002.39085708
111  46.71601837 -002.39055659
111  46.71603551 -002.39052337
112  46.71603551 -002.39052337  46.71611919 -002.39055552
111  46.71618142 -002.39047427
111  46.71645511 -002.38997528
111  46.71669979 -002.38952921
112  46.71669979 -002.38952921  46.71674619 -002.38939212
111  46.71669162 -002.38927590
111  46.71653908 -002.38908984
111  46.71672691 -002.38874008
111  46.71686872 -002.38889931
111  46.71689507 -002.38892888
111  46.71690509 -002.38894014
111  46.71691599 -002.38895238
111  46.71697297 -002.38901875
111  46.71701437 -002.38894524
111  46.71702294 -002.38892936
111  46.71708110 -002.38882159
111  46.71713610 -002.38871970
111  46.71729001 -002.38889607
111  46.71725356 -002.38896475
111  46.71720577 -002.38891006
