I
1000 Generated by WorldEditor

1    710 1 0 KARR AURORA MUNI
100 30.48 2 0 0.25 0 3 0 09  41.77014400 -088.48537000   52    0 3 8 0 0 27  41.77042100 -088.46153600   52  152 3 8 0 1
100 30.00 2 0 0.25 0 3 0 15  41.78005232 -088.48617751   47    0 3 0 0 1 33  41.76742233 -088.47506611   46    0 3 8 0 0
100 22.86 1 0 0.25 0 2 0 18  41.77657069 -088.47164376   31    0 1 0 0 1 36  41.76780285 -088.47163276   30    0 2 0 0 1
110 1 0.00 0.0000 New Taxiway 19
111  41.76630220 -088.46874706 20
111  41.76625939 -088.46874706 20
111  41.76625939 -088.46865213 20
111  41.76591195 -088.46863889 20
111  41.76592018 -088.46882212 20
111  41.76580491 -088.46881771 20
111  41.76582467 -088.46765648 20
111  41.76627256 -088.46765427 20
111  41.76627421 -088.46755051 20
113  41.76631702 -088.46754389 20
110 1 0.00 0.0000 New Taxiway 18
111  41.76797867 -088.46370286 20
111  41.76798067 -088.46320866 20
111  41.76809224 -088.46320599 20
111  41.76809224 -088.46311783 20
111  41.76831739 -088.46312852 20
113  41.76830145 -088.46370553 20
110 1 0.00 0.0000 New Taxiway 17
111  41.76831415 -088.46279843 20
111  41.76789375 -088.46279042 20
111  41.76790371 -088.46234431 20
113  41.76831415 -088.46234698 20
110 1 0.00 0.0000 New Taxiway 16
111  41.76755503 -088.46372272 20
111  41.76755703 -088.46334339 20
111  41.76783597 -088.46334339 20
113  41.76783198 -088.46371203 20
110 1 0.00 0.0000 New Taxiway 15
111  41.76698649 -088.46370602 20
111  41.76698251 -088.46321717 20
111  41.76745472 -088.46323320 20
113  41.76745272 -088.46371136 20
110 1 0.00 0.0000 New Taxiway 14
111  41.76692652 -088.46370866 20
111  41.76644676 -088.46370866 20
111  41.76644676 -088.46321736 20
113  41.76692652 -088.46321413 20
110 1 0.00 0.0000 New Taxiway 13
111  41.76593910 -088.46438897 20
111  41.76594074 -088.46423223 20
111  41.76587488 -088.46422781 20
111  41.76588311 -088.46376200 20
111  41.76624372 -088.46376862 20
111  41.76625031 -088.46388121 20
111  41.76628324 -088.46388783 20
113  41.76627830 -088.46438677 20
110 1 0.00 0.0000 New Taxiway 12
111  41.76627275 -088.46529223 20
111  41.76591049 -088.46529002 20
111  41.76590390 -088.46462552 20
111  41.76626946 -088.46464097 20
111  41.76627005 -088.46475798 20
113  41.76627191 -088.46512665 20
110 1 0.00 0.0000 New Taxiway 11
111  41.76726400 -088.46582098 20
111  41.76644398 -088.46580773 20
111  41.76645056 -088.46534633 20
113  41.76726236 -088.46534633 20
110 1 0.00 0.0000 New Taxiway 10
111  41.76731583 -088.46572117 20
111  41.76732128 -088.46535261 20
111  41.76759753 -088.46535444 20
113  41.76759345 -088.46572117 20
110 1 0.00 0.0000 New Taxiway 9
111  41.76824516 -088.46563340 20
111  41.76817465 -088.46563340 20
111  41.76817094 -088.46544762 20
113  41.76824393 -088.46544762 20
110 1 0.00 0.0000 New Taxiway 8
111  41.76808557 -088.46608622 20
111  41.76808557 -088.46570472 20
111  41.76825259 -088.46570472 20
113  41.76824888 -088.46609452 20
110 1 0.00 0.0000 New Taxiway 7
111  41.76785546 -088.46565164 20
111  41.76785670 -088.46535142 20
111  41.76807691 -088.46535308 20
113  41.76807939 -088.46565496 20
110 1 0.00 0.0000 New Taxiway 6
111  41.76697907 -088.46836849 20
111  41.76698695 -088.46709907 20
111  41.76698730 -088.46704167 20
111  41.76735121 -088.46704829 20
113  41.76733639 -088.46838174 20
110 1 0.00 0.0000 New Taxiway 4
111  41.76790330 -088.46819875 20
111  41.76791196 -088.46749048 20
111  41.76810371 -088.46749730 20
111  41.76823857 -088.46750210 20
113  41.76823362 -088.46820373 20
110 1 0.00 0.0000 New Taxiway 3
111  41.76800599 -088.46851888 20
111  41.76800599 -088.46821202 20
111  41.76823115 -088.46821700 20
113  41.76822744 -088.46851722 20
110 1 0.00 0.0000 27&36 Filler Taxi
111  41.77059970 -088.47177213
112  41.77043892 -088.47193362  41.77040942 -088.47211094
111  41.77043892 -088.47193362
112  41.77043892 -088.47193362  41.77039243 -088.47209834
111  41.77016710 -088.47193455
112  41.77000109 -088.47177193  41.76984494 -088.47176513
111  41.77000109 -088.47177193
112  41.77000109 -088.47177193  41.76985500 -088.47177861
111  41.77002807 -088.47149831
112  41.77017148 -088.47136048  41.77019307 -088.47121579
111  41.77044364 -088.47134297
112  41.77058653 -088.47150071  41.77070097 -088.47151258
111  41.77058653 -088.47150071
114  41.77058653 -088.47150071  41.77068780 -088.47150739
110 2 0.00 0.0000 09&33 Filler Taxi
111  41.77056514 -088.47804864
112  41.77036801 -088.47819025  41.77032320 -088.47841805
111  41.77010238 -088.47785217
111  41.77010224 -088.47782081
112  41.76998993 -088.47754209  41.76989696 -088.47746418
111  41.76988348 -088.47701948
111  41.76990978 -088.47704189
112  41.77011182 -088.47688222  41.77014714 -088.47664306
111  41.77037778 -088.47722434
111  41.77037778 -088.47727133
114  41.77048354 -088.47754638  41.77056548 -088.47765367
110 2 0.00 0.0000 Taxiway 09
111  41.77002004 -088.48535595
111  41.76898190 -088.48532604
111  41.76908186 -088.47694992
112  41.76897452 -088.47664737  41.76885574 -088.47654127
111  41.76897452 -088.47664737
112  41.76897452 -088.47664737  41.76908775 -088.47674637
111  41.76942544 -088.47704570
112  41.76922134 -088.47721293  41.76920546 -088.47750028
111  41.76921119 -088.47810517
112  41.76934314 -088.47839128  41.76948952 -088.47852258
111  41.76977997 -088.47877322
112  41.77009462 -088.47858407  41.77021390 -088.47818695
111  41.77009462 -088.47858407
112  41.77009462 -088.47858407  41.77009582 -088.47890064
