I
1100 Generated by WorldEditor 1.6.1r1

1    652 0 0 0B1 BETHEL RGNL
100 22.86 1 0 0.25 0 1 0 14  44.42827639 -070.81586820    0    0 1 0 0 0 32  44.42207295 -070.80405295    0    0 1 0 0 0
110 1 0.00 0.0000 New Taxiway 2
111  44.42815975 -070.81540822
112  44.42825346 -070.81545316  44.42829883 -070.81546760
111  44.42825346 -070.81545316
112  44.42825346 -070.81545316  44.42829058 -070.81546326
111  44.42833182 -070.81541850
111  44.42857686 -070.81516455
111  44.42864528 -070.81509363
112  44.42871170 -070.81506421  44.42874779 -070.81507720
111  44.42871170 -070.81506421
112  44.42871170 -070.81506421  44.42874481 -070.81507511
111  44.42875355 -070.81509796
111  44.42886285 -070.81529433
112  44.42889894 -070.81537086  44.42890306 -070.81540118
111  44.42889275 -070.81542861
112  44.42884326 -070.81549214  44.42880098 -070.81551813
111  44.42874736 -070.81544883
112  44.42871269 -070.81541856  44.42869104 -070.81541422
111  44.42866114 -070.81543877
113  44.42834226 -070.81576631
110 2 0.00 0.0000 New Taxiway 8
111  44.42123980 -070.80576347
111  44.42122248 -070.80555557
111  44.42151944 -070.80551053
113  44.42153429 -070.80571323
110 2 0.00 0.0000 New Taxiway 7
111  44.42150088 -070.80532516
111  44.42121011 -070.80537540
111  44.42119649 -070.80517443
113  44.42148851 -070.80512592
110 2 0.00 0.0000 New Taxiway 9
111  44.42151573 -070.80625722
111  44.42130837 -070.80629369
111  44.42128002 -070.80597486
113  44.42148852 -070.80594180
110 2 0.00 0.0000 New Taxiway 10
111  44.42155039 -070.80642272
111  44.42156066 -070.80657152
111  44.42131121 -070.80661934
113  44.42129642 -070.80645967
110 2 0.00 0.0000 New Taxiway 11
111  44.42124194 -070.80497338
111  44.42117659 -070.80498402
111  44.42115326 -070.80498782
111  44.42115017 -070.80487665
111  44.42118729 -070.80486943
111  44.42118419 -070.80481168
111  44.42122750 -070.80480591
113  44.42123311 -070.80487093
110 2 0.00 0.0000 New Taxiway 14
111  44.42249996 -070.80699858
111  44.42246988 -070.80700700
111  44.42246043 -070.80692037
113  44.42249051 -070.80691315
110 2 0.00 0.0000 New Taxiway 13
111  44.42257557 -070.80758570
111  44.42254292 -070.80759171
111  44.42253003 -070.80745937
113  44.42256182 -070.80745576
110 2 0.00 0.0000 New Taxiway 12
111  44.42255323 -070.80741125
111  44.42252917 -070.80741726
111  44.42251457 -070.80728612
113  44.42253948 -070.80728251
110 1 0.00 0.0000 New Taxiway 1
111  44.42254835 -070.80518590
112  44.42246817 -070.80514349  44.42242540 -070.80513351
111  44.42238621 -070.80516345
111  44.42211163 -070.80543060
111  44.42208248 -070.80545896
112  44.42205130 -070.80562320  44.42206318 -070.80571884
111  44.42210476 -070.80576665
112  44.42212851 -070.80584773  44.42213445 -070.80589971
111  44.42213742 -070.80595584
111  44.42214930 -070.80608681
112  44.42221909 -070.80622195  44.42227254 -070.80627184
111  44.42235124 -070.80624066
111  44.42244775 -070.80727599
111  44.42249675 -070.80726352
111  44.42254575 -070.80774376
111  44.42177216 -070.80788097
111  44.42169940 -070.80698701
112  44.42168158 -070.80691841  44.42166080 -070.80687891
111  44.42163704 -070.80687267
111  44.42139056 -070.80693088
111  44.42138016 -070.80677912
111  44.42149153 -070.80675833
112  44.42157022 -070.80680199  44.42161031 -070.80680822
111  44.42163110 -070.80675625
111  44.42160140 -070.80641530
111  44.42155039 -070.80642272
111  44.42129642 -070.80645967
111  44.42125841 -070.80646520
111  44.42114556 -070.80511596
111  44.42118862 -070.80510972
111  44.42117659 -070.80498402
111  44.42124194 -070.80497338
111  44.42123311 -070.80487093
111  44.42152271 -070.80478957
112  44.42156131 -070.80463157  44.42159695 -070.80456712
111  44.42164001 -070.80451307
111  44.42199339 -070.80413469
111  44.42212703 -070.80437793
112  44.42203200 -070.80434051  44.42198003 -070.80431972
111  44.42193994 -070.80436962
111  44.42169198 -070.80461909
112  44.42162813 -070.80475215  44.42160140 -070.80483946
111  44.42165040 -070.80491638
111  44.42184640 -070.80529476
112  44.42194588 -070.80536960  44.42201567 -070.80538623
111  44.42205576 -070.80532802
111  44.42230372 -070.80507023
112  44.42235718 -070.80494133  44.42236015 -070.80487688
113  44.42234827 -070.80480620
111  44.42151573 -070.80625722
111  44.42148852 -070.80594180
111  44.42148480 -070.80589860
111  44.42124475 -070.80593325
111  44.42126950 -070.80630053
113  44.42130837 -070.80629369
111  44.42151944 -070.80551053
111  44.42122248 -070.80555557
111  44.42123980 -070.80576347
113  44.42153429 -070.80571323
111  44.42148851 -070.80512592
111  44.42119649 -070.80517443
111  44.42121011 -070.80537540
113  44.42150088 -070.80532516
130 BND
111  44.42136417 -070.80838531
112  44.42129019 -070.80687411  44.42128591 -070.80677532
111  44.42122179 -070.80646007
111  44.42111260 -070.80512109
112  44.42109348 -070.80463186  44.42108493 -070.80455104
111  44.42100582 -070.80419479
111  44.42065516 -070.80267702
111  44.42091602 -070.80255428
111  44.42214758 -070.80257523
112  44.42766761 -070.81310532  44.42778731 -070.81331640
111  44.42872214 -070.81483705
111  44.42948128 -070.81606820
111  44.42844933 -070.81712340
111  44.42789623 -070.81670582
111  44.42798285 -070.81641994
111  44.42729983 -070.81586896
111  44.42384329 -070.80905371
111  44.42277422 -070.81013446
111  44.42263096 -070.80862262
111  44.42195745 -070.80867351
113  44.42194248 -070.80832923
120 Linear Feature 28
111  44.42857686 -070.81516455 4
115  44.42871269 -070.81541856
120 Linear Feature 26
111  44.42191385 -070.80596657 1
111  44.42191932 -070.80604977 1
115  44.42192595 -070.80613865
120 Linear Feature 26
111  44.42194035 -070.80624028 1
111  44.42194581 -070.80632347 1
115  44.42195245 -070.80641235
120 Linear Feature 26
111  44.42196379 -070.80753119 1
111  44.42196095 -070.80748903 1
115  44.42195833 -070.80745022
120 Linear Feature 26
111  44.42194936 -070.80735794 1
111  44.42194651 -070.80731578 1
115  44.42194389 -070.80727697
120 Linear Feature 26
111  44.42192976 -070.80719047 1
111  44.42192692 -070.80714831 1
115  44.42192430 -070.80710950
120 Linear Feature 26
111  44.42191842 -070.80702155 1
111  44.42191558 -070.80697939 1
115  44.42191296 -070.80694058
120 Linear Feature 26
111  44.42189883 -070.80685408 1
111  44.42189598 -070.80681192 1
115  44.42189336 -070.80677311
120 Linear Feature 26
111  44.42188543 -070.80667794 1
111  44.42188258 -070.80663578 1
115  44.42187996 -070.80659697
120 Linear Feature 26
111  44.42196266 -070.80649928 1
111  44.42196598 -070.80654137 1
115  44.42196904 -070.80658012
120 Linear Feature 26
111  44.42197997 -070.80666888 1
111  44.42198329 -070.80671098 1
115  44.42198634 -070.80674973
120 Linear Feature 26
111  44.42199727 -070.80684267 1
111  44.42200059 -070.80688476 1
115  44.42200365 -070.80692351
120 Linear Feature 26
111  44.42201100 -070.80700308 1
111  44.42201432 -070.80704517 1
115  44.42201737 -070.80708392
120 Linear Feature 26
111  44.42203009 -070.80717603 1
111  44.42203341 -070.80721812 1
115  44.42203647 -070.80725687
120 Linear Feature 26
111  44.42204426 -070.80734468 1
111  44.42204773 -070.80738675 1
115  44.42205092 -070.80742548
120 Linear Feature 26
111  44.42234562 -070.80686165 1
111  44.42234160 -070.80681968 1
115  44.42233789 -070.80678104
120 Linear Feature 26
111  44.42232672 -070.80669442 1
111  44.42232269 -070.80665245 1
115  44.42231899 -070.80661381
120 Linear Feature 26
111  44.42231297 -070.80652358 1
111  44.42230895 -070.80648161 1
115  44.42230524 -070.80644297
120 Linear Feature 26
111  44.42229836 -070.80635755 1
111  44.42229434 -070.80631558 1
115  44.42229063 -070.80627694
120 Linear Feature 25
111  44.42183167 -070.80605998 1
115  44.42191932 -070.80604977
120 Linear Feature 25
111  44.42185816 -070.80633369 1
115  44.42194581 -070.80632347
120 Linear Feature 25
111  44.42200213 -070.80748273 1
115  44.42196095 -070.80748903
120 Linear Feature 25
111  44.42198769 -070.80730948 1
115  44.42194651 -070.80731578
120 Linear Feature 25
111  44.42196810 -070.80714201 1
115  44.42192692 -070.80714831
120 Linear Feature 25
111  44.42195676 -070.80697309 1
115  44.42191558 -070.80697939
120 Linear Feature 25
111  44.42193717 -070.80680562 1
115  44.42189598 -070.80681192
120 Linear Feature 25
111  44.42192376 -070.80662948 1
115  44.42188258 -070.80663578
120 Linear Feature 25
111  44.42192487 -070.80654858 1
115  44.42196598 -070.80654137
120 Linear Feature 25
111  44.42194218 -070.80671818 1
115  44.42198329 -070.80671098
120 Linear Feature 25
111  44.42195948 -070.80689196 1
115  44.42200059 -070.80688476
120 Linear Feature 25
111  44.42197321 -070.80705238 1
115  44.42201432 -070.80704517
120 Linear Feature 25
111  44.42199230 -070.80722533 1
115  44.42203341 -070.80721812
120 Linear Feature 25
111  44.42200665 -070.80739424 1
115  44.42204773 -070.80738675
120 Linear Feature 25
111  44.42238257 -070.80681112 1
115  44.42234160 -070.80681968
120 Linear Feature 25
111  44.42236367 -070.80664389 1
115  44.42232269 -070.80665245
120 Linear Feature 25
111  44.42234992 -070.80647305 1
115  44.42230895 -070.80648161
120 Linear Feature 25
111  44.42233531 -070.80630701 1
115  44.42229434 -070.80631558
120 Linear Feature 24
111  44.42169198 -070.80461909 55
111  44.42166516 -070.80456438 55
115  44.42164001 -070.80451307
120 Linear Feature 23
111  44.42211163 -070.80543060 55
111  44.42208316 -070.80537832 55
115  44.42205576 -070.80532802
120 Linear Feature 22
111  44.42202837 -070.80576432 1
112  44.42191969 -070.80566028  44.42184854 -070.80564296 1
111  44.42179836 -070.80566706 1
112  44.42183823 -070.80548559  44.42182895 -070.80539897 1
111  44.42180420 -070.80533544 1
112  44.42191969 -070.80542929  44.42198053 -070.80545239 1
115  44.42205169 -070.80541136
120 Linear Feature 21
111  44.42167325 -070.80581977 1
112  44.42169078 -070.80571081  44.42169078 -070.80564296 1
