I
1050 Generated by WorldEditor 2.1.0r1

1    694 1 0 LYKV Morava
1302 city Kraljevo
1302 country Serbia
1302 datum_lat 43.8181028
1302 datum_lon 020.5860917
1302 iata_code KVO
1302 icao_code LYKV
1302 region_code LY
1302 state Raška
1302 transition_alt 10000
1302 flatten 1
100 30.00 2 0 0.25 0 0 0 14  43.82545280  020.57693060    0    0 3 0 0 0 32  43.81075280  020.59524440    0    0 3 0 0 0
110 2 0.00 175.0000 concrete patch
112  43.82375123  020.58302967  43.82374226  020.58321859
111  43.82387139  020.58320368
112  43.82400590  020.58304707  43.82401487  020.58287306
113  43.82388215  020.58285815
110 2 0.00 175.0000 main concrete
111  43.81066376  020.59510104
111  43.81084845  020.59537565
111  43.81086851  020.59540548
111  43.81088794  020.59545519
111  43.81090438  020.59552353
111  43.81090737  020.59557738
111  43.81087449  020.59590461
111  43.81122895  020.59644239
111  43.81142598  020.59674133
111  43.81170248  020.59675790
111  43.81206267  020.59730881
111  43.81209106  020.59727360
111  43.81262612  020.59809377
111  43.81270832  020.59820562
111  43.81287350  020.59842896
111  43.81303665  020.59860846
111  43.81326457  020.59885182
111  43.81333681  020.59880349
111  43.81310266  020.59856186
111  43.81309519  020.59852906
111  43.81309768  020.59847728
111  43.81355060  020.59790679
111  43.81358503  020.59787696
111  43.81361301  020.59785907
111  43.81367542  020.59784416
111  43.81373999  020.59784714
111  43.81445236  020.59810363
111  43.81450616  020.59811556
111  43.81455781  020.59810960
111  43.81460086  020.59810065
111  43.81465251  020.59807679
111  43.81471707  020.59803205
111  43.81538928  020.59721098
111  43.81539707  020.59722177
111  43.81541072  020.59721308
111  43.81543225  020.59720992
111  43.81547355  020.59723372
111  43.81550741  020.59726852
111  43.81566683  020.59750671
111  43.81650156  020.59645676
111  43.81634214  020.59621856
111  43.81632923  020.59619288
111  43.81632409  020.59615219
111  43.81632502  020.59610489
111  43.81633118  020.59606155
111  43.81632340  020.59605077
111  43.81666694  020.59561021
111  43.81665237  020.59558863
111  43.81662222  020.59554392
111  43.81648185  020.59533582
111  43.81648400  020.59529704
111  43.81649692  020.59525529
111  43.81675231  020.59494609
111  43.81676937  020.59497503
111  43.81689898  020.59481546
111  43.81716878  020.59523230
111  43.81735563  020.59498387
111  43.81655502  020.59374311
111  43.81656363  020.59368942
111  43.81664326  020.59358205
111  43.81643602  020.59328796
111  43.81645994  020.59325482
111  43.81647638  020.59327760
111  43.81650029  020.59324239
111  43.81609529  020.59262364
111  43.81606238  020.59257338
111  43.81602801  020.59249467
111  43.81601157  020.59242425
111  43.81600559  020.59231654
111  43.81601755  020.59222748
111  43.81603548  020.59217777
111  43.81606238  020.59211770
111  43.81615533  020.59200171
111  43.82297803  020.58348708
111  43.82318919  020.58322355
111  43.82329791  020.58314244
111  43.82335461  020.58311993
111  43.82344576  020.58309809
111  43.82369683  020.58310986
111  43.82371548  020.58294873
111  43.82370177  020.58291799
111  43.82366681  020.58288517
111  43.82364349  020.58283846
111  43.82363752  020.58277642
111  43.82363855  020.58271999
111  43.82365024  020.58264816
111  43.82430666  020.58182897
111  43.82440628  020.58170463
111  43.82646049  020.57914101
111  43.82646776  020.57914964
111  43.82647552  020.57913888
111  43.82653314  020.57905901
111  43.82653833  020.57906476
112  43.82671685  020.57907196  43.82680154  020.57914504
111  43.82671685  020.57907196
111  43.82672619  020.57905757
111  43.82677024  020.57912605
111  43.82714660  020.57971115
111  43.82725551  020.57988047
111  43.82714020  020.58002528
111  43.82685800  020.58037967
111  43.82717352  020.58085730
111  43.82702303  020.58104145
111  43.82706662  020.58111194
111  43.82726808  020.58086507
111  43.82734172  020.58077483
111  43.82736687  020.58074402
111  43.82740321  020.58069949
111  43.82743236  020.58066377
111  43.82763159  020.58041962
111  43.82768030  020.58035994
111  43.82776939  020.58025076
111  43.82691953  020.57894211
111  43.82655970  020.57838803
111  43.82649135  020.57828278
111  43.82647017  020.57831213
111  43.82647142  020.57824653
111  43.82648014  020.57798585
111  43.82627998  020.57768003
111  43.82594459  020.57716757
111  43.82589850  020.57714858
111  43.82571542  020.57714685
111  43.82566934  020.57714167
111  43.82563197  020.57712614
111  43.82554479  020.57725216
111  43.82560457  020.57734365
111  43.82559087  020.57735919
111  43.82563446  020.57739889
111  43.82602297  020.57798045
111  43.82630453  020.57840189
111  43.82632694  020.57845886
111  43.82635559  020.57852792
111  43.82638123  020.57860643
111  43.82638922  020.57866948
111  43.82639295  020.57874371
111  43.82639171  020.57882830
111  43.82637925  020.57890253
111  43.82636306  020.57896813
111  43.82634812  020.57901129
111  43.82631200  020.57908034
111  43.82356115  020.58251889
111  43.82344370  020.58266570
111  43.82339015  020.58270195
111  43.82333410  020.58271404
111  43.82329300  020.58271921
111  43.82324443  020.58271404
111  43.82318589  020.58268814
111  43.82314354  020.58265707
111  43.82310369  020.58260528
111  43.82287631  020.58224928
111  43.82255532  020.58174673
111  43.82239253  020.58149185
111  43.82235765  020.58142280
111  43.82233648  020.58136584
111  43.82232527  020.58129333
111  43.82232527  020.58123464
111  43.82233274  020.58116732
111  43.82233897  020.58111553
111  43.82235267  020.58107065
111  43.82238505  020.58100505
111  43.82531717  020.57734533
111  43.82554943  020.57705544
111  43.82539519  020.57681679
111  43.82539339  020.57677702
111  43.82536291  020.57678696
111  43.82532383  020.57683565
111  43.82368568  020.57887666
111  43.82348971  020.57912082
113  43.81072589  020.59502362
111  43.81600607  020.59193677
111  43.81594689  020.59199145
111  43.81588950  020.59202624
111  43.81581776  020.59203867
111  43.81574781  020.59202376
111  43.81569222  020.59199642
111  43.81563483  020.59193677
111  43.81557251  020.59184202
111  43.81541867  020.59160812
111  43.81527492  020.59138958
111  43.81529068  020.59132498
111  43.81587536  020.59061662
112  43.81587536  020.59061662  43.81594801  020.59067416
112  43.81597543  020.59044825  43.81591523  020.59035188
112  43.81583859  020.59056419  43.81586869  020.59067926
111  43.81583859  020.59056419
111  43.81525391  020.59127255
111  43.81519632  020.59127007
111  43.81508509  020.59110096
111  43.81489591  020.59081333
111  43.81486005  020.59072634
111  43.81484570  020.59065427
111  43.81483852  020.59056479
111  43.81484390  020.59050762
111  43.81486543  020.59042063
111  43.81489591  020.59033364
111  43.82193735  020.58155187
111  43.82196963  020.58151955
111  43.82205572  020.58149469
111  43.82211131  020.58148724
111  43.82217050  020.58149967
111  43.82222251  020.58153695
111  43.82224941  020.58156429
111  43.82225300  020.58155435
111  43.82245587  020.58187060
111  43.82277948  020.58237505
