A
1000 Generated by Infinite Flight Airport Editing (World Parser)

1       97 0 0 EDXQ Rotenburg Wuemme
100   29.87   1   0 0.00 0 2 0 08   53.12569337  009.34260513    0.00    0.00 2  0 0 0 26   53.12720141  009.35442933    0.00    0.00 2  0 0 0
100   29.87   3   0 0.00 0 0 1 7    53.12626185  009.34330552    0.00    0.00 0  0 0 0 25   53.12766429  009.35430893    0.00    0.00 0  0 0 0
110   1 0.00   0.00 Taxiway
111  53.12582493  009.34255943 
111  53.12584487  009.34271567 
111  53.12596423  009.34250257 
111  53.12599495  009.34250622 
111  53.12702912  009.34281913 
112  53.12702912  009.34281913  53.12718127  009.34286531 
112  53.12740167  009.34349606  53.12746811  009.34401900 
111  53.12740167  009.34349606 
111  53.12766556  009.34558724 
111  53.12743272  009.34595373 
111  53.12739650  009.34601410 
111  53.12737839  009.34604859 
111  53.12753049  009.34724398 
111  53.12791393  009.34748870 
111  53.12815195  009.34934706 
111  53.12786219  009.34981704 
111  53.12801483  009.35106313 
111  53.12838479  009.35127440 
111  53.12890822  009.35526202 
112  53.12890822  009.35526202  53.12893221  009.35544954 
112  53.12871306  009.35553860  53.12865702  009.35549598 
111  53.12871306  009.35553860 
111  53.12740800  009.35458717 
112  53.12740800  009.35458717  53.12737829  009.35456542 
112  53.12733275  009.35438186  53.12732071  009.35429700 
111  53.12733275  009.35438186 
111  53.12706995  009.35447500 
111  53.12708008  009.35454734 
111  53.12830400  009.35543588 
112  53.12830400  009.35543588  53.12831305  009.35544227 
112  53.12838232  009.35560204  53.12839451  009.35568236 
111  53.12838232  009.35560204 
111  53.12851939  009.35666081 
111  53.12834384  009.35672596 
111  53.12844060  009.35747535 
111  53.12889879  009.35731883 
111  53.12879859  009.35656419 
111  53.12862768  009.35662062 
111  53.12853167  009.35589595 
112  53.12853167  009.35589595  53.12851771  009.35578539 
112  53.12865974  009.35570148  53.12871257  009.35574945 
111  53.12865974  009.35570148 
111  53.12913215  009.35611412 
111  53.12949558  009.35654216 
111  53.12937974  009.35569674 
112  53.12937974  009.35569674  53.12941348  009.35598322 
112  53.12907523  009.35575840  53.12905779  009.35562338 
111  53.12907523  009.35575840 
111  53.12878881  009.35354526 
111  53.12879943  009.35351428 
111  53.12906230  009.35341250 
111  53.12905699  009.35335718 
111  53.12879412  009.35344569 
111  53.12877421  009.35342799 
111  53.12751196  009.34347885 
112  53.12751196  009.34347885  53.12745574  009.34301641 
111  53.12731156  009.34284867 
111  53.12734148  009.34279577 
111  53.12738864  009.34279577 
111  53.12741947  009.34284262 
111  53.12744304  009.34284262 
111  53.12749020  009.34274741 
111  53.12752737  009.34276555 
111  53.12760899  009.34260233 
111  53.12735146  009.34225475 
111  53.12728980  009.34239983 
111  53.12730249  009.34241796 
111  53.12723358  009.34254339 
111  53.12723448  009.34257815 
111  53.12729705  009.34265976 
111  53.12729524  009.34272021 
111  53.12725897  009.34278519 
112  53.12725897  009.34278519  53.12719730  009.34270812 
112  53.12707489  009.34265825  53.12699418  009.34263256 
111  53.12707489  009.34265825 
112  53.12681373  009.34257815  53.12679378  009.34257664 
