I
1050 Generated by WorldEditor 2.0.0r4

1    675 0 0 KMCX WHITE COUNTY AIRPORT
100 23.00 1 0 0.25 0 2 0 18  40.71706375 -086.76699896    0    0 2 12 0 1 36  40.70333802 -086.76659931    0    0 2 12 0 1
110 2 0.00 0.0000 New Taxiway 11
111  40.71094195 -086.76378569
111  40.71108401 -086.76379259
111  40.71107861 -086.76400969
111  40.71094580 -086.76400357
113  40.71093639 -086.76400281
110 2 0.00 0.0000 New Taxiway 10
111  40.71094507 -086.76403134
111  40.71106276 -086.76403624
111  40.71105973 -086.76421330
113  40.71094024 -086.76420816
110 2 0.00 0.0000 New Taxiway 9
111  40.71093995 -086.76421922
111  40.71105872 -086.76422532
111  40.71105501 -086.76440149
113  40.71093519 -086.76439565
110 2 0.00 0.0000 New Taxiway 8
111  40.71093482 -086.76440906
111  40.71105484 -086.76441173
111  40.71105197 -086.76458902
113  40.71093016 -086.76458189
110 2 0.00 0.0000 New Taxiway 7
111  40.71092978 -086.76459594
111  40.71104961 -086.76460014
111  40.71104742 -086.76477543
113  40.71092503 -086.76477212
110 2 0.00 0.0000 New Taxiway 6
111  40.71092471 -086.76478395
111  40.71104641 -086.76478699
111  40.71104371 -086.76496339
113  40.71092002 -086.76495789
110 2 0.00 0.0000 New Taxiway 5
111  40.71091905 -086.76499386
111  40.71104197 -086.76499698
111  40.71103916 -086.76517183
113  40.71091434 -086.76516828
110 2 0.00 0.0000 New Taxiway 4
111  40.71091340 -086.76520311
111  40.71103919 -086.76520555
111  40.71103548 -086.76538329
111  40.71091121 -086.76537973
113  40.71091088 -086.76536905
110 2 0.00 0.0000 New Taxiway 9
111  40.71062767 -086.76503710
111  40.71064146 -086.76429963
111  40.71074095 -086.76430276
113  40.71072802 -086.76503913
110 2 0.00 0.0000 New Taxiway 8
111  40.71027539 -086.76494876
111  40.71029006 -086.76411142
111  40.71043352 -086.76411496
113  40.71041993 -086.76495205
110 2 0.00 0.0000 New Taxiway 7
111  40.71025258 -086.76542693
111  40.71025261 -086.76524479
111  40.71039276 -086.76524483
113  40.71039266 -086.76542762
110 2 0.00 0.0000 New Taxiway 3
111  40.70951772 -086.76545834
111  40.70951997 -086.76521211
111  40.70925024 -086.76520339
111  40.70924552 -086.76545020
111  40.70920163 -086.76545154
111  40.70920659 -086.76506152
111  40.70925050 -086.76506433
111  40.70925900 -086.76482701
111  40.70952892 -086.76483380
111  40.70952406 -086.76513719
111  40.71004779 -086.76515081
113  40.71004446 -086.76547367
110 1 0.00 0.0000 New Taxiway 1
111  40.71706323 -086.76688691
111  40.71678474 -086.76688364
111  40.71678290 -086.76685662 3 102
111  40.71688557 -086.76682653 3 102
111  40.71695836 -086.76645354 3 102
111  40.71692792 -086.76627103 3 102
111  40.71689711 -086.76608631 3 102
111  40.71669354 -086.76599582 3 102
111  40.71617830 -086.76594991 3 102
111  40.71186223 -086.76582519 3 102
111  40.71135096 -086.76585099 3 102
111  40.71116705 -086.76591642 3 102
111  40.71113243 -086.76609897 3 102
111  40.71109816 -086.76627972 3 102
111  40.71115726 -086.76665290 3 102
111  40.71124672 -086.76669641
111  40.71125644 -086.76671573
111  40.71079356 -086.76669084 102
111  40.71079315 -086.76668632 3 102
111  40.71089613 -086.76664934 3 102
111  40.71094055 -086.76641555 3 102
111  40.71080791 -086.76635819 3 102
111  40.71045131 -086.76632605 3 102
111  40.71024139 -086.76631774 3 102
111  40.70893584 -086.76626412 3 102
111  40.70878400 -086.76632324 3 102
111  40.70882437 -086.76658726 3 102
111  40.70891386 -086.76662961 102
111  40.70892558 -086.76664104
111  40.70846365 -086.76663654 102
111  40.70846570 -086.76661113 3 102
111  40.70856564 -086.76658338 3 102
111  40.70861523 -086.76631898 3 102
111  40.70846788 -086.76625067 3 102
111  40.70630932 -086.76618556
112  40.70630932 -086.76618556  40.70627214 -086.76618933 3 102
112  40.70619313 -086.76637968  40.70618369 -086.76652054
111  40.70619313 -086.76637968
112  40.70619313 -086.76637968  40.70619228 -086.76652364 3 102
111  40.70625760 -086.76655472
111  40.70627727 -086.76658521
111  40.70605840 -086.76657872
111  40.70605456 -086.76654917 3 102
112  40.70612191 -086.76636861  40.70613269 -086.76622096
111  40.70612191 -086.76636861
112  40.70612191 -086.76636861  40.70611683 -086.76624053 3 102
112  40.70600322 -086.76617690  40.70596387 -086.76617274
111  40.70600322 -086.76617690 3 102
111  40.70356636 -086.76610737
112  40.70356636 -086.76610737  40.70347508 -086.76612299 3 102
112  40.70344270 -086.76630048  40.70343564 -086.76638562
111  40.70344270 -086.76630048
112  40.70344270 -086.76630048  40.70344823 -086.76644886 3 102
112  40.70354805 -086.76647747  40.70357531 -086.76647913
111  40.70354805 -086.76647747
111  40.70336579 -086.76646757 3 102
111  40.70336579 -086.76619963
112  40.70336579 -086.76619963  40.70338181 -086.76603176 3 102
112  40.70353180 -086.76600489  40.70361343 -086.76600200
111  40.70353180 -086.76600489 3 102
111  40.70847212 -086.76615066 3 102
111  40.70861609 -086.76609449 3 102
111  40.70860554 -086.76602638 3 102
111  40.70857658 -086.76583946 3 102
111  40.70838319 -086.76575688 3 102
111  40.70838490 -086.76560444 3 102
111  40.70914351 -086.76562474 102
111  40.70914454 -086.76561191
112  40.70914454 -086.76561191  40.70923220 -086.76559934
112  40.70924552 -086.76545020  40.70925053 -086.76539360
111  40.70924552 -086.76545020
111  40.70925024 -086.76520339
111  40.70951997 -086.76521211
111  40.70951772 -086.76545834
112  40.70951772 -086.76545834  40.70952338 -086.76552061
112  40.70960136 -086.76557978  40.70966052 -086.76559870
111  40.70960136 -086.76557978
111  40.70978492 -086.76558523
111  40.70978547 -086.76564323
111  40.70992004 -086.76563934
111  40.70993536 -086.76599928
112  40.70993536 -086.76599928  40.70994061 -086.76612105
112  40.71010974 -086.76619297  40.71026007 -086.76620738
111  40.71010974 -086.76619297 102
111  40.71038853 -086.76621327 102
111  40.71047825 -086.76622115 102
111  40.71057276 -086.76625049 3 102
111  40.71080982 -086.76624128 3 102
111  40.71095185 -086.76619038 3 102
111  40.71093704 -086.76609564 3 102
111  40.71090790 -086.76590923 3 102
111  40.71069245 -086.76581628 3 102
111  40.71025565 -086.76578383 3 102
111  40.71004247 -086.76576943 3 102
111  40.71004285 -086.76565357
111  40.71004446 -086.76547367
111  40.71004779 -086.76515081
