I
1050 Generated by WorldEditor

1    125 1 0 EGPC Wick
1302 city Wick
1302 country United Kingdom
1302 datum_lat 58.458755556
1302 datum_lon -3.092963889
1302 faa_code 
1302 iata_code WIC
1302 icao_code EGPC
1302 region_code EG
1302 state Scotland
1302 transition_alt 3000
1302 transition_level 
100 45.11 1 0 0.00 0 3 0 13  58.46370476 -003.10551392  248    0 4 10 0 2 31  58.45381622 -003.08045182  308    0 4 10 0 2
102 H2  58.45388259 -003.08764152 307.47 10.00 10.00 2 0 0 0.00 1
102 H1  58.45425301 -003.08889898 307.47 10.00 10.00 2 0 0 0.00 1
110 2 0.00 0.0000 New Taxiway 162
111  58.45397393 -003.08022092
111  58.45451699 -003.07945276
112  58.45489521 -003.07920178  58.45503216 -003.07916438
111  58.45524849 -003.07924002
112  58.45532703 -003.07914298  58.45535827 -003.07906337
111  58.45532703 -003.07914298
112  58.45532703 -003.07914298  58.45534567 -003.07909546
112  58.45546063 -003.07878636  58.45549880 -003.07872666
111  58.45547735 -003.07861453
111  58.45541929 -003.07844376
111  58.45532043 -003.07815302
111  58.45530875 -003.07811869
111  58.45536003 -003.07805670
111  58.45568889 -003.07901892
111  58.45564395 -003.07907270
112  58.45556469 -003.07887269  58.45552427 -003.07881786
111  58.45546972 -003.07888028
112  58.45538165 -003.07910331  58.45535558 -003.07917558
111  58.45540080 -003.07930879
112  58.45558925 -003.07953935  58.45553613 -003.07946871
111  58.45580286 -003.07992890
111  58.45681060 -003.08241222
112  58.45704018 -003.08286927  58.45717428 -003.08300799
111  58.45733525 -003.08295242
112  58.45804382 -003.08331067  58.45835796 -003.08373454
111  58.45861848 -003.08434569
111  58.45994700 -003.08990400
111  58.46100235 -003.09418152
112  58.46108007 -003.09444223  58.46105487 -003.09438202
111  58.46119922 -003.09468262
111  58.46305035 -003.09835897
112  58.46329495 -003.09887201  58.46325106 -003.09877485
111  58.46365028 -003.09974355
111  58.46437983 -003.10165571
112  58.46456868 -003.10256904  58.46459640 -003.10294441
111  58.46455211 -003.10348282
112  58.46455868 -003.10358056  58.46456938 -003.10363685
111  58.46460446 -003.10364977
111  58.46478280 -003.10377456
112  58.46483319 -003.10381357  58.46485343 -003.10383524
111  58.46487764 -003.10391651
112  58.46492696 -003.10398770  58.46495438 -003.10401766
111  58.46498883 -003.10397957
111  58.46507164 -003.10383747
111  58.46508621 -003.10387720
111  58.46536440 -003.10349101
111  58.46538327 -003.10348079
111  58.46541406 -003.10356409
111  58.46479185 -003.10443578
111  58.46475177 -003.10433887
112  58.46484904 -003.10410002  58.46485034 -003.10393300
111  58.46477985 -003.10387203
111  58.46458416 -003.10372897
112  58.46450437 -003.10378083  58.46449133 -003.10384565
112  58.46434270 -003.10439229  58.46428533 -003.10456180
111  58.46408767 -003.10495337
111  58.46386018 -003.10529377
111  58.46369633 -003.10484651
112  58.46383041 -003.10492775  58.46389532 -003.10491315
111  58.46397661 -003.10480271
112  58.46442101 -003.10336527  58.46450740 -003.10241316
111  58.46426342 -003.10178755
111  58.46347517 -003.09968835
111  58.46308448 -003.09877413
111  58.46153509 -003.09568266
112  58.46146919 -003.09568300  58.46143291 -003.09572824
111  58.46145280 -003.09579324
111  58.46187983 -003.09754644
112  58.46193321 -003.09801545  58.46194591 -003.09827289
111  58.46192189 -003.09851585
111  58.46169006 -003.09976936
111  58.46144241 -003.09913892
112  58.46158440 -003.09918801  58.46164548 -003.09912962
111  58.46167761 -003.09903198
112  58.46182327 -003.09817823  58.46182709 -003.09773665
111  58.46162586 -003.09765897
111  58.46088939 -003.09772483
111  58.46055870 -003.09688229
111  58.46139001 -003.09689077
112  58.46148659 -003.09677149  58.46150568 -003.09667860
111  58.46150097 -003.09657611
111  58.46110692 -003.09495115
112  58.46090624 -003.09445999  58.46082031 -003.09427225
111  58.46076732 -003.09394526
111  58.45857293 -003.08472493
112  58.45844112 -003.08457426  58.45835908 -003.08458632
111  58.45831187 -003.08474287
111  58.45767589 -003.08960614
111  58.45734098 -003.08875655
111  58.45801711 -003.08383683
112  58.45800772 -003.08365801  58.45799501 -003.08356087
111  58.45796518 -003.08350205
112  58.45697942 -003.08326388  58.45652186 -003.08356964
111  58.45621685 -003.08437838
111  58.45596847 -003.08508590
111  58.45596792 -003.08528089
111  58.45579285 -003.08483697
111  58.45593032 -003.08479500
112  58.45630091 -003.08380155  58.45645155 -003.08347246
111  58.45673506 -003.08315076
112  58.45681394 -003.08300081  58.45682624 -003.08286565
111  58.45679262 -003.08279177
111  58.45571116 -003.08001286
112  58.45521510 -003.07944485  58.45494503 -003.07935881
111  58.45463504 -003.07958579
111  58.45421688 -003.08017436
113  58.45415698 -003.08068514
110 1 0.00 0.0000 New Taxiway 173
111  58.45250741 -003.09054380
111  58.45298740 -003.08916053
111  58.45305192 -003.08925169
111  58.45329096 -003.08958938
111  58.45333419 -003.08965044
113  58.45285923 -003.09097608
110 1 0.00 0.0000 New Taxiway 172
111  58.45233879 -003.09325186
111  58.45206588 -003.09307471
111  58.45199894 -003.09302550
111  58.45226670 -003.09149351
111  58.45267692 -003.09175267
113  58.45239930 -003.09329940
110 1 0.00 0.0000 New Taxiway 168
111  58.45215430 -003.09898538
111  58.45217278 -003.09913989
111  58.45188636 -003.09923701
111  58.45165538 -003.09706943
111  58.45229289 -003.09686195
113  58.45248692 -003.09885294
110 2 0.00 0.0000 New Taxiway 164
111  58.45586027 -003.10380133
111  58.45574798 -003.10464573
111  58.45562093 -003.10457735
111  58.45572330 -003.10384418
112  58.45514978 -003.10391052  58.45499760 -003.10382649
111  58.45471496 -003.10338666
111  58.45320255 -003.10069572
112  58.45306766 -003.10080188  58.45299698 -003.10090853
112  58.45299126 -003.10118429  58.45293174 -003.10132649
112  58.45278960 -003.10121373  58.45272636 -003.10113552
112  58.45277711 -003.10083812  58.45282547 -003.10070303
112  58.45297528 -003.10062285  58.45303108 -003.10051620
111  58.45301650 -003.10035593
112  58.45256113 -003.09874961  58.45243257 -003.09802315
111  58.45233467 -003.09680513
112  58.45234378 -003.09533646  58.45238098 -003.09469012
111  58.45251404 -003.09396744
111  58.45249882 -003.09389098
111  58.45214895 -003.09367760
112  58.45205203 -003.09340341  58.45202237 -003.09318899
111  58.45207204 -003.09308308
111  58.45233879 -003.09325186
112  58.45237573 -003.09342866  58.45242603 -003.09347796
112  58.45252008 -003.09349367  58.45258843 -003.09350599
111  58.45262088 -003.09342548
111  58.45288834 -003.09187634
112  58.45291604 -003.09152858  58.45295613 -003.09132791
