I
1050 Generated by WorldEditor 1.6.0r1

1     18 1 0 MHRO Roatan
100 45.11 1 0 0.25 0 3 0 07  16.31218630 -086.53329829  158    0 3 0 0 0 25  16.32106400 -086.51344200    0    0 3 0 0 0
110 2 0.00 0.0000 New Taxiway 22
111  16.31733227 -086.52811199
111  16.31726318 -086.52807979
111  16.31731045 -086.52795475
113  16.31738682 -086.52799643
110 2 0.00 0.0000 New Taxiway 20
111  16.31527056 -086.52925397
111  16.31519379 -086.52921397
111  16.31522992 -086.52913280
113  16.31530895 -086.52916927
110 1 0.00 0.0000 New Taxiway 21
111  16.31701061 -086.52896913
111  16.31699906 -086.52896316
111  16.31697836 -086.52900471
111  16.31696044 -086.52899484
111  16.31694184 -086.52902950
111  16.31686825 -086.52898969
111  16.31688447 -086.52895303
111  16.31686718 -086.52894351
111  16.31688673 -086.52890171
111  16.31688199 -086.52889876
111  16.31697236 -086.52868445
113  16.31710487 -086.52873854
110 1 0.00 0.0000 New Taxiway 18
111  16.32124769 -086.51353134
112  16.32155215 -086.51388146  16.32158190 -086.51415359
112  16.32130377 -086.51433995  16.32119136 -086.51438817
112  16.32092734 -086.51451357  16.32084303 -086.51456179
111  16.32079345 -086.51466341
111  16.31601932 -086.52535249
112  16.31616021 -086.52565970  16.31632442 -086.52574234
111  16.31742600 -086.52628106
111  16.31780883 -086.52617411
111  16.31787451 -086.52621261
111  16.31793609 -086.52618908
111  16.31800829 -086.52623612
111  16.31771396 -086.52696465
111  16.31784684 -086.52701899
111  16.31784765 -086.52706395
111  16.31775343 -086.52710701
111  16.31763569 -086.52705450
111  16.31731149 -086.52779967
111  16.31741929 -086.52785489
111  16.31739353 -086.52791724
111  16.31708385 -086.52777330
111  16.31688265 -086.52820818
111  16.31619506 -086.52789601
111  16.31617907 -086.52793146
111  16.31535189 -086.52753333
112  16.31520074 -086.52750806  16.31511490 -086.52752069
111  16.31502066 -086.52759555
111  16.31291126 -086.53232763
112  16.31289654 -086.53258985  16.31293930 -086.53272352
111  16.31301151 -086.53293826
112  16.31294062 -086.53335744  16.31280525 -086.53357224
111  16.31294062 -086.53335744
112  16.31294062 -086.53335744  16.31275394 -086.53356582
112  16.31237059 -086.53345319  16.31224516 -086.53339238
111  16.31194214 -086.53323969
111  16.31196551 -086.53319193
111  16.31200236 -086.53320897
113  16.31237013 -086.53338678
111  16.31619574 -086.52731173
111  16.31654844 -086.52649119
112  16.31646446 -086.52614800  16.31627972 -086.52604689
111  16.31604179 -086.52593217
112  16.31571429 -086.52603231  16.31562098 -086.52623258
111  16.31532176 -086.52692245
112  16.31545210 -086.52725631  16.31564338 -086.52734478
111  16.31588410 -086.52746241
114  16.31607725 -086.52744880  16.31616962 -086.52739144
110 1 0.00 0.0000 New Taxiway 17
111  16.31435098 -086.53042896
111  16.31430316 -086.53040761
111  16.31547972 -086.52779194
111  16.31552171 -086.52781527
111  16.31537615 -086.52813124
111  16.31544240 -086.52813221
111  16.31576430 -086.52824790
112  16.31576846 -086.52827415  16.31576306 -086.52829263
111  16.31574751 -086.52829262
111  16.31542281 -086.52817790
113  16.31535656 -086.52818179
110 2 0.00 0.0000 New Taxiway 14
111  16.31784684 -086.52701899
111  16.31771396 -086.52696465
111  16.31800829 -086.52623612
113  16.31820202 -086.52631764
110 2 0.00 0.0000 New Taxiway 13
111  16.31775343 -086.52710701
111  16.31784765 -086.52706395
111  16.31793029 -086.52706567
111  16.31798154 -086.52698300
111  16.31808237 -086.52702606
111  16.31799641 -086.52719657
111  16.31794021 -086.52716901
111  16.31792203 -086.52720174
111  16.31798815 -086.52722585
111  16.31790054 -086.52742047
111  16.31793856 -086.52743425
111  16.31777822 -086.52780110
111  16.31773194 -086.52778044
111  16.31762450 -086.52801812
111  16.31748331 -086.52795781
111  16.31751305 -086.52790488
111  16.31747247 -086.52788378
112  16.31743515 -086.52791022  16.31742027 -086.52791884
111  16.31739353 -086.52791724
111  16.31741929 -086.52785489
111  16.31731149 -086.52779967
113  16.31763569 -086.52705450
110 2 0.00 0.0000 New Taxiway 12
111  16.31672009 -086.52857257
111  16.31683074 -086.52863236
111  16.31689358 -086.52881740
111  16.31665315 -086.52932982
111  16.31574607 -086.52889142
111  16.31617907 -086.52793146
111  16.31619506 -086.52789601
113  16.31688265 -086.52820818
110 1 0.00 0.0000 New Taxiway 10
111  16.31200236 -086.53320897
111  16.31196551 -086.53319193
111  16.32083723 -086.51333217
113  16.32088004 -086.51335274
130 Airport Boundary 11
111  16.31142316 -086.53321897
111  16.31404419 -086.52755504
111  16.31581743 -086.52194337
111  16.31620972 -086.52175932
