I
1100 Generated by WorldEditor 2.2.0r2

1    640 0 0 0C8 Cushing Field
100 54.86 3 0 0.25 0 0 0 18  41.52299432 -088.60520487    0    0 0 0 0 0 36  41.51526307 -088.60493505    0    0 0 0 0 0
110 2 0.00 0.0000 New Taxiway 103
111  41.51604900 -088.60406650
111  41.51605718 -088.60348436
111  41.51612665 -088.60348982
113  41.51611575 -088.60406650
110 2 0.00 0.0000 New Taxiway 102
111  41.51628275 -088.60406423
111  41.51629229 -088.60366582
111  41.51638628 -088.60366582
111  41.51638764 -088.60348936
111  41.51651568 -088.60348936
113  41.51650751 -088.60406969
110 2 0.00 0.0000 New Taxiway 101
111  41.52046465 -088.60418070
111  41.52047963 -088.60362580
111  41.52069894 -088.60362944
113  41.52068941 -088.60419343
110 2 0.00 0.0000 New Taxiway 100
111  41.52118693 -088.60421791
111  41.52096724 -088.60421005
111  41.52098881 -088.60309137
113  41.52121046 -088.60309661
110 2 0.00 0.0000 New Taxiway 99
111  41.52163023 -088.60423887
111  41.52140466 -088.60422839
111  41.52143408 -088.60310971
113  41.52165573 -088.60312019
110 2 0.00 0.0000 New Taxiway 98
111  41.52206569 -088.60336646
111  41.52190289 -088.60335598
111  41.52190877 -088.60312543
113  41.52207550 -088.60314115
110 2 0.00 0.0000 New Taxiway 97
111  41.52227950 -088.60337432
111  41.52211473 -088.60336646
111  41.52212258 -088.60313591
113  41.52228931 -088.60314115
110 2 0.00 0.0000 New Taxiway 110
111  41.52296289 -088.60378762
111  41.52297270 -088.60356711
111  41.52326203 -088.60358676
113  41.52325549 -088.60380509
110 2 0.00 0.0000 New Taxiway 109
111  41.52296289 -088.60328329
111  41.52296453 -088.60313482
111  41.52360529 -088.60316321
113  41.52359876 -088.60331167
110 2 0.00 0.0000 New Taxiway 111
111  41.52309366 -088.60393172
111  41.52309366 -088.60395573
111  41.52329145 -088.60395791
111  41.52329145 -088.60401468
111  41.52309203 -088.60401468
111  41.52308876 -088.60418497
111  41.52276538 -088.60416351
111  41.52277044 -088.60405617
111  41.52272384 -088.60405622
111  41.52272648 -088.60396768
111  41.52277459 -088.60396821
111  41.52277596 -088.60393917
111  41.52294393 -088.60394327
113  41.52294655 -088.60392735
110 1 0.00 0.0000 New Taxiway 107
112  41.52366286 -088.60392442  41.52362853 -088.60391787
111  41.52356805 -088.60394625
111  41.52319699 -088.60392660
111  41.52317248 -088.60388293
111  41.52293402 -088.60386652
112  41.52282810 -088.60380049  41.52276566 -088.60379291
111  41.52282810 -088.60380049
112  41.52282810 -088.60380049  41.52275318 -088.60378381
111  41.52245148 -088.60374076
112  41.52200661 -088.60371560  41.52199707 -088.60371196
111  41.52200661 -088.60371560
112  41.52200661 -088.60371560  41.52184451 -088.60371014
111  41.52182065 -088.60391051
112  41.52181166 -088.60441318  41.52181279 -088.60441622
111  41.52181166 -088.60441318
112  41.52181166 -088.60441318  41.52177079 -088.60470125
111  41.52154290 -088.60468389
111  41.51628443 -088.60450460
112  41.51619833 -088.60443776  41.51616564 -088.60438682
111  41.51619833 -088.60443776
112  41.51619833 -088.60443776  41.51616700 -088.60436499
111  41.51617616 -088.60428456
111  41.51616203 -088.60380673
111  41.51620205 -088.60380673
112  41.51620911 -088.60428141  41.51620911 -088.60429415
111  41.51620911 -088.60428141
112  41.51620911 -088.60428141  41.51619413 -088.60447971
111  41.51632309 -088.60445928
111  41.51661397 -088.60447003
112  41.51656664 -088.60438879  41.51656800 -088.60433058
111  41.51656664 -088.60438879
112  41.51656664 -088.60438879  41.51656664 -088.60438515
111  41.51656925 -088.60409280
111  41.51659514 -088.60408651
112  41.51658808 -088.60433171  41.51658671 -088.60433535
111  41.51658808 -088.60433171
112  41.51658808 -088.60433171  41.51658671 -088.60442085
111  41.51668458 -088.60446689
111  41.52095209 -088.60460658
112  41.52082781 -088.60429723  41.52083189 -088.60404253
111  41.52082781 -088.60429723
112  41.52082781 -088.60429723  41.52082781 -088.60428632
111  41.52086735 -088.60358045
111  41.52089560 -088.60358045
112  41.52087330 -088.60425938  41.52087330 -088.60426483
111  41.52087330 -088.60425938
112  41.52087330 -088.60425938  41.52084742 -088.60452682
111  41.52102679 -088.60461177
111  41.52120065 -088.60462547
112  41.52126280 -088.60450852  41.52125462 -088.60437388
111  41.52126280 -088.60450852
112  41.52126280 -088.60450852  41.52126007 -088.60450124
111  41.52128373 -088.60364459
111  41.52133906 -088.60365214
112  41.52131364 -088.60450474  41.52131500 -088.60451384
111  41.52131364 -088.60450474
112  41.52131364 -088.60450474  41.52129457 -088.60459935
111  41.52136029 -088.60463470
111  41.52159045 -088.60463301
112  41.52177122 -088.60443306  41.52178825 -088.60427690
111  41.52177122 -088.60443306
112  41.52177122 -088.60443306  41.52177236 -088.60443155
111  41.52178817 -088.60385963
112  41.52200002 -088.60366723  41.52217438 -088.60369088
