I
1050 Generated by WorldEditor 2.1.0r1

1   6198 0 0 KCAG Craig-Moffat
1302 flatten 1
100 30.48 1 0 1.00 0 2 0 07  40.49427591 -107.53170154    0    0 2 0 0 1 25  40.49616321 -107.51163394    0    0 2 0 0 1
110 2 0.00 0.0000 New Taxiway 30
111  40.49381720 -107.51850964
111  40.49381800 -107.51870987
111  40.49379798 -107.51871071
111  40.49379903 -107.51877282
111  40.49364604 -107.51877573
111  40.49364469 -107.51871236
111  40.49362245 -107.51871268
113  40.49362135 -107.51850975
110 2 0.00 0.0000 New Taxiway 29
111  40.49396574 -107.51932305
111  40.49383234 -107.51931802
111  40.49383255 -107.51941670
111  40.49366601 -107.51941583
111  40.49366332 -107.51917523
111  40.49383190 -107.51916988
111  40.49383222 -107.51922992
113  40.49396757 -107.51923275
110 2 0.00 0.0000 New Taxiway 28
111  40.49342556 -107.52005814
111  40.49342759 -107.51986469
111  40.49383271 -107.51986207
113  40.49383337 -107.52005706
110 2 0.00 0.0000 New Taxiway 27
111  40.49369046 -107.52069861
111  40.49371614 -107.52044100
111  40.49389743 -107.52047328
111  40.49387807 -107.52073383
113  40.49374916 -107.52070963
110 4 0.00 0.0000 New Taxiway 26
111  40.49396960 -107.52081954
112  40.49394707 -107.52079732  40.49392867 -107.52079780
111  40.49394707 -107.52079732
111  40.49376000 -107.52079680
111  40.49374916 -107.52070963
111  40.49387807 -107.52073383
111  40.49392269 -107.52073895
112  40.49392269 -107.52073895  40.49395691 -107.52073484
113  40.49396921 -107.52069181
110 2 0.00 0.0000 New Taxiway 25
111  40.49307780 -107.52075506
111  40.49308062 -107.52107876
111  40.49308436 -107.52150929
111  40.49299966 -107.52150783
113  40.49299254 -107.52075825
110 2 0.00 0.0000 New Taxiway 24
111  40.49277047 -107.52105504
111  40.49276838 -107.52096892
111  40.49254604 -107.52097637
111  40.49254163 -107.52065847
111  40.49292190 -107.52064031
111  40.49292399 -107.52075915
111  40.49293047 -107.52112621
111  40.49277105 -107.52113282
111  40.49278056 -107.52139677
111  40.49255784 -107.52140569
113  40.49255151 -107.52106492
110 2 0.00 0.0000 New Taxiway 22
111  40.49278920 -107.52163653
111  40.49256638 -107.52164581
111  40.49256091 -107.52146185
113  40.49278256 -107.52145219
110 2 0.00 0.0000 New Taxiway 21
111  40.49301879 -107.52331884
111  40.49297095 -107.52332454
111  40.49296944 -107.52329476
111  40.49288653 -107.52330395
111  40.49287595 -107.52315671
111  40.49271603 -107.52317409
111  40.49270244 -107.52297285
