I
1050 Generated by WorldEditor 2.2.0r2

1    279 0 0 SSFK Forte Coimbra
100 29.87 3 0 0.25 0 0 0 04 -19.91056627 -057.78281740    0    0 0 0 0 0 22 -19.90277546 -057.77765736    0    0 0 0 0 0
110 3 0.00 0.0000 New Taxiway 1
111 -19.90991586 -057.78253473
111 -19.91003378 -057.78300744
111 -19.91001790 -057.78303156
111 -19.90982969 -057.78320280
111 -19.90945189 -057.78293986
111 -19.90915528 -057.78378495
111 -19.90962876 -057.78413225
113 -19.91049530 -057.78293827
130 Airport Boundary
111 -19.91211405 -057.78254934
111 -19.90119154 -057.77570221
111 -19.90086239 -057.77628092
111 -19.90063381 -057.77646150
111 -19.90046727 -057.77655180
111 -19.90029747 -057.77685046
111 -19.90884542 -057.78251311
111 -19.90815703 -057.78377617
113 -19.91049831 -057.78531643
14 -19.90990100 -057.78389683  82.02 0 Tower Viewpoint
1300 -19.90955122 -057.78311881 -145.62 tie_down turboprops|props Ramp GA 4
1301 A general_aviation 
1300 -19.90948105 -057.78322930 -145.62 tie_down turboprops|props Ramp GA 3
1301 A general_aviation 
1300 -19.90946010 -057.78363573 -145.62 tie_down jets|turboprops|props Ramp GA 2
1301 B general_aviation 
1300 -19.90935301 -057.78380322 -145.62 tie_down jets|turboprops|props Ramp GA 1
1301 B general_aviation 
99
