A
1000 Generated by InfiniteFlight-AirportParser

1      584 1 0 LFPV Velizy
100   45.11   1   0 0.25 1 3 1 09   48.77412500  002.18927800    0.00  132.89 3  1 0 0 27   48.77460600  002.21393300    0.00    0.00 3  2 0 0
21   48.77461165  002.19363692  2  88.30   3.00 09  PAPI-4L
21   48.77461165  002.19363692  2  88.30   3.00 09  PAPI-4L
21   48.77412811  002.20997710  2 268.31   3.00 27  PAPI-4L
21   48.77412811  002.20997710  2 268.31   3.00 27  PAPI-4L
110   2 0.00 128.30 xxx
111  48.77130229  002.19806645 
111  48.76493903  002.21029099 
111  48.76508971  002.21047155 
113  48.77145297  002.19824701 
110   2 0.00 128.30 xxx
111  48.76941250  002.20288026 
111  48.76533240  002.21071851 
111  48.76582750  002.21131174 
113  48.76990760  002.20347349 
110   2 0.00 123.50 xxx
111  48.77409349  002.19053053 
111  48.77126240  002.19702067 
111  48.77142251  002.19718147 
113  48.77425360  002.19069133 
110   2 0.00  61.50 xxx
111  48.77065787  002.20463175 
111  48.77290907  002.21092284 
111  48.77315013  002.21072425 
113  48.77089893  002.20443316 
110   2 0.00  88.30 xxx
111  48.77126965  002.19701105 
111  48.77141116  002.20424547 
111  48.77160035  002.20423695 
113  48.77145884  002.19700253 
110   2 0.00 241.50 xxx
111  48.77324931  002.20703050 
111  48.77117743  002.20124048 
111  48.77100869  002.20137950 
113  48.77308057  002.20716952 
110   2 0.00  61.70 xxx
111  48.77084917  002.20447818 
111  48.77210667  002.20802176 
111  48.77283121  002.20742982 
113  48.77157371  002.20388624 
110   2 0.00  89.50 xxx
111  48.77306064  002.20702791 
111  48.77308410  002.21110659 
111  48.77327336  002.21110409 
113  48.77324990  002.20702541 
110   2 0.00  86.70 xxx
111  48.77270915  002.18964264 
111  48.77285316  002.19343213 
111  48.77304485  002.19341536 
113  48.77290084  002.18962587 
110   2 0.00  62.00 xxx
111  48.77173441  002.20709797 
111  48.77263584  002.20967035 
111  48.77282959  002.20951403 
113  48.77192816  002.20694165 
110   2 0.00  40.90 xxx
111  48.77289649  002.21090832 
111  48.77434779  002.21281590 
111  48.77447351  002.21259568 
113  48.77302221  002.21068810 
110   2 0.00  89.00 xxx
111  48.77101705  002.20233076 
111  48.77104099  002.20441140 
111  48.77142495  002.20440124 
113  48.77140101  002.20232060 
110   2 0.00 180.00 xxx
111  48.77283164  002.20742279 
111  48.77225836  002.20742279 
111  48.77225836  002.20912921 
113  48.77283164  002.20912921 
110   2 0.00  88.00 xxx
111  48.76938061  002.20176126 
111  48.76942092  002.20351230 
111  48.76990339  002.20348674 
113  48.76986308  002.20173570 
110   2 0.00 268.30 xxx
111  48.77441649  002.21390401 
111  48.77437710  002.21189041 
111  48.77407551  002.21190399 
113  48.77411490  002.21391759 
110   2 0.00 178.30 xxx
111  48.77412360  002.18986952 
111  48.77275271  002.18993126 
111  48.77275840  002.19022248 
113  48.77412929  002.19016074 
110   2 0.00 162.00 xxx
111  48.77051999  002.20110290 
111  48.76958867  002.20156203 
111  48.76964801  002.20183910 
113  48.77057933  002.20137997 
110   2 0.00 137.90 xxx
111  48.77001134  002.20096308 
111  48.76940077  002.20180013 
111  48.76958466  002.20210892 
113  48.77019523  002.20127187 
110   2 0.00 110.90 xxx
111  48.77299641  002.18851756 
111  48.77271166  002.18964903 
111  48.77289359  002.18975444 
113  48.77317834  002.18862297 
110   2 0.00  17.00 xxx
111  48.77366195  002.19200668 
111  48.77408165  002.19220138 
111  48.77424205  002.19140532 
113  48.77382235  002.19121062 
110   2 0.00 196.80 xxx
111  48.77414337  002.18830534 
111  48.77345013  002.18798775 
111  48.77339463  002.18826666 
113  48.77408787  002.18858425 
110   2 0.00   8.00 xxx
111  48.77049261  002.20139087 
111  48.77115267  002.20153162 
111  48.77117939  002.20124313 
113  48.77051933  002.20110238 
110   2 0.00 323.00 xxx
111  48.77312501  002.18878196 
111  48.77358505  002.18825596 
111  48.77345299  002.18799004 
113  48.77299295  002.18851604 
110   2 0.00 162.00 xxx
111  48.77053386  002.20172014 
111  48.76998081  002.20199279 
111  48.77004014  002.20226986 
113  48.77059319  002.20199721 
110   2 0.00  24.00 xxx
111  48.76908803  002.20255060 
111  48.76948897  002.20282144 
111  48.76962397  002.20236140 
113  48.76922303  002.20209056 
110   2 0.00  90.00 xxx
111  48.77262651  002.20908572 
111  48.77262651  002.20992228 
111  48.77282949  002.20992228 
113  48.77282949  002.20908572 
110   2 0.00  38.30 xxx
111  48.76556424  002.20918238 
111  48.76599476  002.20969822 
111  48.76611376  002.20946962 
113  48.76568324  002.20895378 
110   2 0.00  36.20 xxx
111  48.76503395  002.21038276 
111  48.76547665  002.21087431 
111  48.76559005  002.21063924 
113  48.76514735  002.21014769 
110   2 0.00  38.30 xxx
111  48.76696424  002.20655238 
111  48.76739476  002.20706823 
111  48.76751376  002.20683962 
113  48.76708324  002.20632377 
110   2 0.00 150.00 xxx
111  48.77276855  002.20579174 
111  48.77229345  002.20620795 
111  48.77238945  002.20646026 
113  48.77286455  002.20604405 
110   2 0.00  38.30 xxx
111  48.76791324  002.20488238 
111  48.76834376  002.20539824 
111  48.76846276  002.20516962 
113  48.76803224  002.20465376 
