I
1050 Generated by WorldEditor 2.1.0r1

1    419 0 0 W78 William M Tuck
100 22.86 1 0 0.00 0 2 0 1  36.70454400 -078.84762200    0    0 2 0 0 1 19  36.71552319 -078.84841837    0    0 2 0 0 1
100 60.96 3 0 0.00 0 0 0 6  36.70580993 -078.85213367    0    0 0 0 0 0 24  36.71022310 -078.84602664    0    0 0 0 0 0
110 2 0.00 0.0000 New Taxiway 19
111  36.71498478 -078.85054034
111  36.71497806 -078.85053982
111  36.71501381 -078.84979265
113  36.71501913 -078.84979302
110 2 0.00 0.0000 New Taxiway 3
111  36.70906007 -078.84967146
111  36.70888354 -078.84979554
111  36.70881541 -078.84964308
113  36.70899084 -078.84951798
110 2 0.00 0.0000 New Taxiway 2
111  36.71093728 -078.84989209
111  36.71092660 -078.85018586
111  36.71069546 -078.85017042
113  36.71070901 -078.84987827
110 2 0.00 0.0000 New Taxiway 1
111  36.71494135 -078.85053702
111  36.71479330 -078.85052662
111  36.71482835 -078.84973771
113  36.71497775 -078.84974915
110 2 0.00 0.0000 New Taxiway 1
111  36.71527832 -078.85056255
111  36.71512954 -078.85055138
111  36.71516598 -078.84976355
113  36.71531473 -078.84977401
110 1 0.00 0.0000 New Taxiway 5
112  36.70452645 -078.84814154  36.70452313 -078.84808049
111  36.70452645 -078.84814154
111  36.70454137 -078.84772047
111  36.70517165 -078.84776824
111  36.70516954 -078.84779939
112  36.70516954 -078.84779939  36.70507143 -078.84783117
111  36.70505400 -078.84795299
111  36.70503932 -078.84825713
112  36.70503932 -078.84825713  36.70504022 -078.84828580
112  36.70505484 -078.84833009  36.70506352 -078.84835026
111  36.70505484 -078.84833009
112  36.70505484 -078.84833009  36.70508507 -078.84840036
111  36.70514857 -078.84842275
111  36.70528024 -078.84843739
111  36.70904100 -078.84871035
112  36.70904100 -078.84871035  36.70912348 -078.84870255
112  36.70921279 -078.84863513  36.70924939 -078.84858219
111  36.70921279 -078.84863513
112  36.70921279 -078.84863513  36.70922965 -078.84861074
112  36.70925448 -078.84853438  36.70926585 -078.84849057
111  36.70925448 -078.84853438
111  36.70925640 -078.84835743
112  36.70925640 -078.84835743  36.70921960 -078.84811151
111  36.70905509 -078.84807926
111  36.70905584 -078.84805036
111  36.70955879 -078.84808773
111  36.70955776 -078.84811615
112  36.70955776 -078.84811615  36.70936981 -078.84821370
111  36.70936986 -078.84839345
111  36.70936282 -078.84857188
112  36.70936282 -078.84857188  36.70936424 -078.84860063
112  36.70938382 -078.84864499  36.70939553 -078.84866522
111  36.70938382 -078.84864499
112  36.70938382 -078.84864499  36.70943122 -078.84872684
111  36.70954155 -078.84874457
111  36.71523645 -078.84915457
112  36.71523645 -078.84915457  36.71530139 -078.84914441
112  36.71535840 -078.84907956  36.71537881 -078.84904827
