I
1050 Generated by WorldEditor 2.1.0r1

1     22 1 0 KNIP Navy Jacksonville
1302 city Jacksonville
1302 country United States
1302 datum_lat 30.2337060
1302 datum_lon -081.6760572
1302 faa_code NIP
1302 iata_code NIP
1302 icao_code KNIP
1302 region_code K7
1302 state Florida
1302 transition_alt 18000
1302 transition_level 18000
100 60.96 1 0 0.25 1 3 1 10  30.23158802 -081.69293609  304    0 3 1 0 1 28  30.23173418 -081.66443059    0   29 3 1 0 1
100 60.96 1 0 0.25 0 3 1 14  30.24256670 -081.67883420  833   30 1 0 0 0 32  30.23100830 -081.66537220    0   29 2 11 0 1
102 H2  30.22906469 -081.66545660  89.81 30.50 30.50 2 0 0 0.00 0
102 H1  30.22821946 -081.66544773  89.82 30.50 30.50 2 0 0 0.00 0
110 2 0.00 89.6600 main
111  30.22782163 -081.66619547
111  30.22782168 -081.66620480
111  30.22783401 -081.66620658
111  30.22783401 -081.66630642
111  30.22775621 -081.66630464
111  30.22775544 -081.66651770
111  30.22784477 -081.66651622
111  30.22784374 -081.66673925
111  30.22785774 -081.66673924
111  30.22795533 -081.66673917
111  30.22803047 -081.66674179
111  30.22803484 -081.66592375
111  30.22803837 -081.66526441
111  30.22924535 -081.66527298
111  30.22923853 -081.66592781
111  30.22923726 -081.66604944
111  30.22930777 -081.66613148
111  30.22970578 -081.66613552
111  30.22970549 -081.66631892
111  30.22979098 -081.66631892
111  30.22979052 -081.66660509
111  30.22970502 -081.66660509
111  30.22970479 -081.66674802
111  30.22984573 -081.66674715
111  30.23008575 -081.66675022
111  30.23013130 -081.66675222
111  30.23013131 -081.66673637
111  30.23015221 -081.66673075
111  30.23020320 -081.66671363
111  30.23021765 -081.66670806
111  30.23024653 -081.66669258
111  30.23026739 -081.66667772
111  30.23031928 -081.66663934
111  30.23036956 -081.66657929
111  30.23038935 -081.66655638
111  30.23040700 -081.66652419
111  30.23043428 -081.66646785
111  30.23045353 -081.66640718
111  30.23046477 -081.66635023
111  30.23046851 -081.66632051
111  30.23046958 -081.66629884
111  30.23047921 -081.66629761
111  30.23048135 -081.66620660
111  30.23048349 -081.66612921
111  30.23048456 -081.66611250
111  30.23049793 -081.66603635
111  30.23051451 -081.66597754
111  30.23053912 -081.66592430
111  30.23057121 -081.66587477
111  30.23060384 -081.66583144
111  30.23144790 -081.66486876
111  30.23145699 -081.66486752
111  30.23145967 -081.66442413
111  30.23132997 -081.66442377
111  30.23132997 -081.66441552
111  30.23213803 -081.66441936
111  30.23213803 -081.66442761
111  30.23200802 -081.66442690
111  30.23199907 -081.66607169
111  30.23223543 -081.66634806
111  30.23199611 -081.66661461
111  30.23199072 -081.66760526
111  30.23144406 -081.66760092
111  30.23144406 -081.66752539
111  30.23143443 -081.66752478
111  30.23143443 -081.66748701
111  30.23142480 -081.66742820
111  30.23141624 -081.66739539
111  30.23140394 -081.66736072
111  30.23138415 -081.66731862
111  30.23134136 -081.66725671
111  30.23128894 -081.66720161
111  30.23124401 -081.66717313
111  30.23119426 -081.66715147
111  30.23114291 -081.66713785
111  30.23109210 -081.66713661
111  30.23103837 -081.66714106
111  30.23098780 -081.66715147
111  30.23093859 -081.66717128
111  30.23088563 -081.66720037
111  30.23084070 -081.66723814
111  30.23081823 -081.66725981
111  30.23079523 -081.66728519
111  30.23077812 -081.66730500
111  30.23074442 -081.66736133
111  30.23073051 -081.66738610
111  30.23071553 -081.66742572
111  30.23070163 -081.66747587
111  30.23068772 -081.66753963
111  30.23068665 -081.66759597
111  30.23067221 -081.66759721
111  30.23067649 -081.66772474
111  30.23068184 -081.66772474
111  30.23068344 -081.66775136
111  30.23068986 -081.66778541
111  30.23071553 -081.66784917
111  30.23073051 -081.66787579
111  30.23075351 -081.66791294
111  30.23078454 -081.66795008
111  30.23080967 -081.66797051
111  30.23080967 -081.66797856
111  30.23032934 -081.66797608
111  30.23032881 -081.66797051
111  30.23036197 -081.66793894
111  30.23038604 -081.66790984
111  30.23041813 -081.66785970
111  30.23042509 -081.66784855
111  30.23045130 -081.66778541
111  30.23046627 -081.66772226
111  30.23047109 -081.66772226
111  30.23047323 -081.66743996
111  30.23046360 -081.66744058
111  30.23046413 -081.66742077
111  30.23046039 -081.66739229
111  30.23045451 -081.66736257
111  30.23044862 -081.66733471
111  30.23043472 -081.66730066
111  30.23042295 -081.66727714
111  30.23040155 -081.66724371
111  30.23037919 -081.66721622
111  30.23037855 -081.66721028
111  30.23021370 -081.66720929
111  30.23021434 -081.66721523
111  30.23020311 -081.66722699
111  30.23016834 -081.66727590
111  30.23015657 -081.66730190
111  30.23014748 -081.66732605
111  30.23013250 -081.66737310
111  30.23013180 -081.66737857
111  30.23012645 -081.66737729
111  30.23012003 -081.66741939
111  30.23011887 -081.66769872
111  30.23012416 -081.66775862
