I
1050 Generated by WorldEditor 2.2.0r2

1     83 1 0 KSNS Salinas Muni
100 45.72 1 0 0.25 0 2 0 8  36.66291983 -121.61855793  120   91 2 0 0 0 26  36.66095850 -121.59823542    0   89 2 0 0 0
100 45.72 1 0 0.25 0 3 0 13  36.66861340 -121.61002704    0   61 2 0 0 1 31  36.65739595 -121.60126383    0    0 3 8 0 0
110 1 0.00 0.0000 New Taxiway 229
111  36.66867003 -121.61062130
112  36.66867003 -121.61062130  36.66859026 -121.61065020
111  36.66855667 -121.61056912
111  36.66852980 -121.61022084
113  36.66890101 -121.61051473
110 2 0.00 0.0000 New Taxiway 25
111  36.66761375 -121.60247971
111  36.66781289 -121.60222756
111  36.66793281 -121.60237411
113  36.66773368 -121.60262626
110 1 0.00 0.0000 New Taxiway 24
111  36.66656487 -121.60283372
112  36.66656487 -121.60283372  36.66673167 -121.60285099
111  36.66681512 -121.60271379
111  36.66685964 -121.60260433
112  36.66685964 -121.60260433  36.66686955 -121.60262987
112  36.66690847 -121.60266453  36.66693066 -121.60267756
111  36.66690847 -121.60266453
112  36.66690847 -121.60266453  36.66693018 -121.60267728
112  36.66697536 -121.60267356  36.66699707 -121.60266736
111  36.66697536 -121.60267356
111  36.66690494 -121.60288064
112  36.66690494 -121.60288064  36.66689726 -121.60298641
111  36.66699319 -121.60310348
111  36.66734467 -121.60333656
112  36.66734467 -121.60333656  36.66743486 -121.60340052
112  36.66753544 -121.60350019  36.66760838 -121.60357347
111  36.66753544 -121.60350019
111  36.66777361 -121.60375350
111  36.66778501 -121.60376490
111  36.66812241 -121.60328080
112  36.66812241 -121.60328080  36.66814815 -121.60322470
111  36.66811708 -121.60317289
111  36.66807992 -121.60313290
111  36.66737084 -121.60261679
111  36.66754094 -121.60239050
111  36.66761375 -121.60247971
111  36.66773368 -121.60262626
111  36.66785557 -121.60276636
111  36.66813515 -121.60241481
111  36.66834490 -121.60266954
111  36.66814956 -121.60295740
112  36.66814956 -121.60295740  36.66813675 -121.60299349
111  36.66814683 -121.60301790
111  36.66819054 -121.60308196
111  36.66832307 -121.60320683
111  36.66787846 -121.60385827
111  36.66809782 -121.60409356
111  36.66604963 -121.60705327
111  36.66587932 -121.60729938
111  36.66584477 -121.60735951
112  36.66584477 -121.60735951  36.66579607 -121.60746673
111  36.66583726 -121.60753337
111  36.66585287 -121.60754661
111  36.66584075 -121.60757143
