I
1050 Generated by WorldEditor 2.1.0r1

1   2203 0 0 KBVU Boulder City Muni
1302 city Boulder City
1302 country USA
1302 datum_lat 35.9473081
1302 datum_lon -114.8610842
1302 faa_code BVU
1302 icao_code KBVU
1302 state Nevada
100 22.86 1 0 0.00 0 2 0 9  35.94746716 -114.86905370    0   83 2 0 0 1 27  35.94508733 -114.85198178   98   46 2 0 0 1
100 22.86 1 0 0.00 0 2 0 15  35.95379884 -114.86346428    0   76 2 0 0 1 33  35.94356228 -114.86019174    0   92 2 0 0 1
110 2 0.00 0.0000 New Taxiway 78
111  35.94934854 -114.86027149
111  35.94936688 -114.86026863
111  35.94936857 -114.86028868
113  35.94935043 -114.86029103
110 2 0.00 0.0000 New Taxiway 78
111  35.94936625 -114.86039464
111  35.94938459 -114.86039177
111  35.94938628 -114.86041183
113  35.94936815 -114.86041418
110 2 0.00 0.0000 New Taxiway 78
111  35.94938143 -114.86050466
111  35.94939978 -114.86050180
111  35.94940146 -114.86052185
113  35.94938333 -114.86052420
110 2 0.00 0.0000 New Taxiway 78
111  35.94940041 -114.86062969
111  35.94941875 -114.86062682
111  35.94942044 -114.86064688
113  35.94940231 -114.86064922
110 2 0.00 0.0000 New Taxiway 78
111  35.94941508 -114.86073752
111  35.94943343 -114.86073465
111  35.94943511 -114.86075471
113  35.94941698 -114.86075705
110 2 0.00 0.0000 New Taxiway 78
111  35.94975945 -114.86055502
111  35.94977780 -114.86055216
111  35.94977949 -114.86057222
113  35.94976135 -114.86057456
110 2 0.00 0.0000 New Taxiway 78
111  35.94972716 -114.86031755
111  35.94974551 -114.86031468
111  35.94974720 -114.86033474
113  35.94972906 -114.86033708
110 2 0.00 0.0000 New Taxiway 78
111  35.94969849 -114.86008547
111  35.94971683 -114.86008260
111  35.94971852 -114.86010266
113  35.94970039 -114.86010500
110 2 0.00 0.0000 New Taxiway 56
111  35.94871917 -114.86007584
111  35.94871462 -114.86004896
111  35.94877762 -114.86003771
111  35.94878040 -114.86006240
113  35.94875459 -114.86009772
110 2 0.00 0.0000 New Taxiway 55
111  35.95008805 -114.86103642
111  35.95010928 -114.86103489
111  35.95011216 -114.86107666
113  35.95009092 -114.86107845
110 2 0.00 0.0000 New Taxiway 55
111  35.94833303 -114.85975078
111  35.94837208 -114.85974208
111  35.94837748 -114.85978109
113  35.94833843 -114.85979005
110 2 0.00 0.0000 New Taxiway 55
111  35.94885540 -114.86014239
111  35.94887648 -114.86013900
111  35.94888188 -114.86017801
113  35.94886080 -114.86018166
110 2 0.00 0.0000 New Taxiway 55
111  35.94889044 -114.86040961
111  35.94891152 -114.86040623
111  35.94891692 -114.86044524
113  35.94889584 -114.86044889
110 2 0.00 0.0000 New Taxiway 55
111  35.94892626 -114.86067517
111  35.94894735 -114.86067178
111  35.94895275 -114.86071079
113  35.94893167 -114.86071444
110 2 0.00 0.0000 New Taxiway 55
111  35.94923543 -114.86018082
111  35.94925652 -114.86017744
111  35.94926192 -114.86021645
113  35.94924083 -114.86022009
110 2 0.00 0.0000 New Taxiway 55
111  35.94927276 -114.86044577
111  35.94929385 -114.86044238
111  35.94929741 -114.86047190
113  35.94927632 -114.86047554
110 2 0.00 0.0000 New Taxiway 55
111  35.94962350 -114.86037111
111  35.94964459 -114.86036772
111  35.94965011 -114.86040789
113  35.94962903 -114.86041153
110 2 0.00 0.0000 New Taxiway 55
111  35.94965883 -114.86063610
111  35.94967991 -114.86063271
111  35.94968493 -114.86067162
113  35.94966384 -114.86067527
110 2 0.00 0.0000 New Taxiway 55
111  35.94969283 -114.86090427
111  35.94971392 -114.86090089
111  35.94971843 -114.86093980
113  35.94969734 -114.86094345
110 2 0.00 0.0000 New Taxiway 55
111  35.95003964 -114.86071942
111  35.95006073 -114.86071603
111  35.95006600 -114.86075745
113  35.95004491 -114.86076109
110 2 0.00 0.0000 New Taxiway 55
111  35.95009279 -114.86110473
111  35.95011401 -114.86110320
111  35.95011690 -114.86114497
113  35.95009565 -114.86114676
110 2 0.00 0.0000 New Taxiway 55
111  35.94886406 -114.86020658
111  35.94888514 -114.86020320
111  35.94888998 -114.86024345
113  35.94886889 -114.86024709
110 2 0.00 0.0000 New Taxiway 55
111  35.94889910 -114.86047381
111  35.94892018 -114.86047043
111  35.94892502 -114.86051068
113  35.94890393 -114.86051432
110 2 0.00 0.0000 New Taxiway 55
111  35.94893492 -114.86073936
111  35.94895601 -114.86073598
111  35.94896084 -114.86077623
113  35.94893976 -114.86077987
110 2 0.00 0.0000 New Taxiway 55
111  35.94924409 -114.86024502
111  35.94926518 -114.86024163
111  35.94927001 -114.86028188
113  35.94924893 -114.86028553
110 2 0.00 0.0000 New Taxiway 55
111  35.94928246 -114.86052000
111  35.94930355 -114.86051661
111  35.94930734 -114.86054995
113  35.94928626 -114.86055360
110 2 0.00 0.0000 New Taxiway 55
111  35.94963189 -114.86043570
111  35.94965298 -114.86043232
111  35.94965901 -114.86047561
113  35.94963792 -114.86047925
110 2 0.00 0.0000 New Taxiway 55
111  35.94966693 -114.86069943
111  35.94968795 -114.86069543
111  35.94969375 -114.86073669
113  35.94967274 -114.86074095
110 2 0.00 0.0000 New Taxiway 55
111  35.94970072 -114.86096606
111  35.94972180 -114.86096267
111  35.94972708 -114.86100409
113  35.94970599 -114.86100773
110 2 0.00 0.0000 New Taxiway 55
111  35.95004829 -114.86078714
111  35.95006937 -114.86078375
111  35.95007465 -114.86082517
113  35.95005356 -114.86082882
110 2 0.00 0.0000 New Taxiway 18
111  35.94989739 -114.85984948
111  35.94994491 -114.85983902
111  35.95022212 -114.85977801
111  35.95032074 -114.86045403
111  35.94999258 -114.86052831
111  35.94996769 -114.86035081
113  35.94992117 -114.86001903
110 2 0.00 0.0000 New Taxiway 17
111  35.94877076 -114.85947042
111  35.94958449 -114.85929910
111  35.94962987 -114.85966369
111  35.94918381 -114.85975241
111  35.94880546 -114.85982648
111  35.94877483 -114.85959672
111  35.94877947 -114.85958955
111  35.94877820 -114.85958298
113  35.94878395 -114.85957872
110 2 0.00 0.0000 New Taxiway 16
111  35.94865213 -114.85864014
111  35.94946560 -114.85846697
111  35.94951087 -114.85882397
111  35.94868886 -114.85899740
111  35.94867344 -114.85888076
111  35.94867753 -114.85887693
111  35.94867600 -114.85886826
113  35.94868452 -114.85886616
110 2 0.00 0.0000 New Taxiway 15
111  35.94917882 -114.85795052
111  35.94934346 -114.85792266
111  35.94938057 -114.85822044
113  35.94921557 -114.85825193
110 2 0.00 0.0000 New Taxiway 14
111  35.94916095 -114.85767323
111  35.94919475 -114.85790129
111  35.94917325 -114.85790492
111  35.94900753 -114.85793684
111  35.94900472 -114.85791189
111  35.94902381 -114.85790894
113  35.94899845 -114.85770855
110 2 0.00 0.0000 New Taxiway 13
111  35.94871321 -114.85703573
111  35.94873733 -114.85703048
111  35.94873567 -114.85700622
111  35.94894422 -114.85696024
111  35.94894765 -114.85698470
111  35.94898159 -114.85697731
