I
1050 Generated by WorldEditor 2.1.0r1

1     83 1 0 LGBL Almiros / Nea Anchialos
1302 city Volos
1302 country Greece
1302 datum_lat 39.2194444
1302 datum_lon 022.7944444
1302 iata_code VOL
1302 icao_code LGBL
1302 state Thessaly
1302 transition_alt 9000
100 28.00 1 0 0.00 0 1 0 08R  39.21595318  022.77903249   13   99 2 0 0 0 26L  39.21962210  022.81052915   13   98 2 0 0 0
100 45.00 1 0 0.00 0 0 0 08  39.21764389  022.77866950    0  315 3 7 0 1 26  39.22132831  022.81026463    0  288 3 7 0 1
102 H7  39.21495819  022.77252189 324.21 200.00 6.00 15 0 0 0.00 0
110 2 0.00 192.5700 HAS R
111  39.22650275  022.78138245
111  39.22652713  022.78122817
111  39.22624993  022.78115622
111  39.22625230  022.78113969
111  39.22628665  022.78114879
111  39.22629102  022.78111428
111  39.22625879  022.78110647
111  39.22624604  022.78111451
111  39.22622213  022.78113629
111  39.22619625  022.78113011
111  39.22595463  022.78108322
111  39.22592066  022.78106605
111  39.22586874  022.78121956
111  39.22588301  022.78123429
111  39.22594446  022.78137462
111  39.22597988  022.78142436
111  39.22602863  022.78144279
111  39.22606878  022.78144096
111  39.22610850  022.78141734
111  39.22614577  022.78136882
111  39.22617103  022.78131398
111  39.22620002  022.78131872
111  39.22621112  022.78130705
113  39.22622555  022.78131049
110 2 0.00 348.6900 HAS R
111  39.22458671  022.78414300
111  39.22456356  022.78398842
111  39.22428610  022.78405874
111  39.22428339  022.78404230
111  39.22431783  022.78403376
111  39.22431165  022.78399970
111  39.22427955  022.78400840
111  39.22427015  022.78402212
111  39.22425451  022.78405404
111  39.22422877  022.78406111
111  39.22413314  022.78400405
111  39.22410747  022.78400362
111  39.22397728  022.78411154
111  39.22401722  022.78433224
111  39.22404711  022.78437608
111  39.22407588  022.78440635
111  39.22412506  022.78442172
111  39.22416578  022.78442261
111  39.22420694  022.78439582
111  39.22424132  022.78434979
111  39.22425675  022.78429656
111  39.22425721  022.78424200
111  39.22428811  022.78423352
111  39.22429491  022.78421726
113  39.22430926  022.78421332
110 2 0.00 181.1900 HAS R
111  39.22240958  022.78324230
111  39.22240894  022.78339974
111  39.22269169  022.78340062
111  39.22269186  022.78341742
111  39.22265680  022.78341713
111  39.22265771  022.78345208
111  39.22269051  022.78345164
111  39.22270180  022.78344055
111  39.22272196  022.78341318
111  39.22274828  022.78341273
111  39.22283481  022.78344619
111  39.22284753  022.78347150
111  39.22301906  022.78334658
111  39.22301110  022.78332640
111  39.22299236  022.78318405
111  39.22296956  022.78313377
111  39.22293362  022.78309295
111  39.22289550  022.78307662
111  39.22284008  022.78308056
111  39.22279811  022.78310894
111  39.22276598  022.78315774
111  39.22274671  022.78323073
111  39.22271612  022.78322869
111  39.22270700  022.78324292
113  39.22269233  022.78324317
110 2 0.00 62.0100 HAS L
111  39.22191298  022.77669589
111  39.22191955  022.77671282
111  39.22191803  022.77672666
111  39.22193219  022.77676312
111  39.22191994  022.77677301
111  39.22188940  022.77682010
111  39.22187562  022.77685643
111  39.22186920  022.77690054
111  39.22187903  022.77696766
111  39.22191567  022.77703356
111  39.22194895  022.77706077
111  39.22203006  022.77707723
111  39.22204563  022.77708647
111  39.22216100  022.77694818
111  39.22216259  022.77693259
111  39.22205971  022.77666629
111  39.22204459  022.77665095
111  39.22205152  022.77662541
111  39.22205771  022.77660262
111  39.22203874  022.77655435
111  39.22201943  022.77656742
111  39.22203475  022.77661112
111  39.22202194  022.77662208
111  39.22189126  022.77629842
113  39.22178230  022.77637223
110 2 0.00 81.3300 HAS L
111  39.22270062  022.77573695
111  39.22270281  022.77575567
111  39.22269333  022.77576964
111  39.22269806  022.77580996
111  39.22266326  022.77581894
111  39.22263785  022.77583976
111  39.22261549  022.77587050
111  39.22260123  022.77592142
111  39.22259565  022.77596919
111  39.22260226  022.77601624
111  39.22263609  022.77608406
111  39.22266838  022.77610706
111  39.22274827  022.77614874
111  39.22287484  022.77604186
111  39.22287557  022.77601615
111  39.22284048  022.77578030
111  39.22283654  022.77574672
111  39.22284925  022.77572519
111  39.22286059  022.77570598
111  39.22285411  022.77565250
111  39.22283262  022.77565724
111  39.22283672  022.77570491
111  39.22282192  022.77571023
111  39.22277512  022.77535028
113  39.22265382  022.77537700
110 2 0.00 112.3900 HAS L
111  39.22378226  022.77523261
111  39.22377676  022.77525016
111  39.22376309  022.77525594
111  39.22375125  022.77529375
111  39.22371202  022.77528136
111  39.22366806  022.77529187
111  39.22363776  022.77531492
111  39.22360961  022.77534784
111  39.22358981  022.77540194
111  39.22358905  022.77546654
111  39.22359447  022.77550453
111  39.22361243  022.77553901
111  39.22363446  022.77558284
111  39.22366651  022.77563221
111  39.22381896  022.77560388
111  39.22382960  022.77558918
111  39.22388550  022.77536191
111  39.22389536  022.77533041
111  39.22391480  022.77532026
111  39.22393214  022.77531119
111  39.22394767  022.77526090
111  39.22392731  022.77525085
111  39.22391202  022.77529456
111  39.22389719  022.77528940
111  39.22399901  022.77494890
113  39.22388409  022.77489211
110 2 0.00 7.7800 HAS L
111  39.22496804  022.77559072
111  39.22495350  022.77558822
111  39.22494577  022.77557256
111  39.22491924  022.77556871
111  39.22491114  022.77550016
111  39.22489464  022.77545864
111  39.22487367  022.77542490
111  39.22483565  022.77539535
111  39.22479807  022.77538595
111  39.22475021  022.77539269
111  39.22471517  022.77542097
111  39.22468449  022.77545779
111  39.22466836  022.77550147
111  39.22465896  022.77555923
111  39.22466379  022.77568720
111  39.22484551  022.77575402
111  39.22489673  022.77575198
111  39.22492281  022.77575647
111  39.22493527  022.77577824
111  39.22494640  022.77579766
111  39.22498799  022.77580457
111  39.22499047  022.77577661
111  39.22495386  022.77576837
111  39.22495404  022.77574854
111  39.22523486  022.77579109
113  39.22524887  022.77563327
110 2 0.00 44.5100 HAS L
111  39.22579041  022.77641833
111  39.22577988  022.77640514
111  39.22578088  022.77638661
111  39.22575820  022.77635822
111  39.22578441  022.77630192
111  39.22579127  022.77623282
111  39.22578112  022.77617788
111  39.22575359  022.77613217
111  39.22572961  022.77610654
111  39.22568089  022.77608927
111  39.22564615  022.77609089
111  39.22559901  022.77610928
111  39.22556012  022.77615139
111  39.22543606  022.77642884
111  39.22550743  022.77652047
111  39.22554482  022.77648091
111  39.22565876  022.77649314
111  39.22567766  022.77651679
111  39.22567764  022.77654385
111  39.22567762  022.77656801
111  39.22570786  022.77660550
111  39.22572275  022.77658494
111  39.22569713  022.77655021
111  39.22570641  022.77653440
111  39.22591248  022.77678432
113  39.22599649  022.77666824
110 2 0.00 268.5700 HAS L
111  39.22641780  022.77893533
111  39.22641791  022.77891639
111  39.22642898  022.77890453
111  39.22642922  022.77886375
111  39.22647936  022.77884426
111  39.22651849  022.77880018
111  39.22653474  022.77874898
111  39.22653636  022.77868522
111  39.22652582  022.77863254
111  39.22651318  022.77859543
111  39.22648252  022.77855905
111  39.22644729  022.77854502
111  39.22640690  022.77853811
111  39.22623090  022.77859058
111  39.22624668  022.77879134
111  39.22628496  022.77886411
111  39.22628476  022.77889808
111  39.22626958  022.77891676
111  39.22625604  022.77893343
111  39.22625593  022.77898756
111  39.22627773  022.77898724
111  39.22627949  022.77893934
111  39.22629475  022.77893709
111  39.22629709  022.77930208
113  39.22642014  022.77930032
110 2 0.00 94.4500 HAS L
111  39.22554859  022.78261629
111  39.22554977  022.78259741
111  39.22556147  022.78258661
111  39.22556400  022.78254596
111  39.22559811  022.78255074
111  39.22562505  022.78253948
111  39.22566688  022.78250007
111  39.22569179  022.78245247
111  39.22570180  022.78239357
111  39.22569309  022.78234365
111  39.22567605  022.78229506
111  39.22562986  022.78224981
111  39.22549826  022.78220647
111  39.22540790  022.78237322
111  39.22542009  022.78253285
111  39.22541799  022.78256671
111  39.22540181  022.78258392
111  39.22538737  022.78259928
111  39.22538422  022.78265326
111  39.22540598  022.78265498
111  39.22541042  022.78260737
111  39.22542577  022.78260655
111  39.22540765  022.78297080
113  39.22553047  022.78298054
110 2 0.00 313.3900 HAS L
111  39.22462377  022.78148729
111  39.22461399  022.78150141
111  39.22459961  022.78150086
111  39.22457855  022.78153125
111  39.22455044  022.78150607
111  39.22452158  022.78149798
111  39.22446450  022.78149502
111  39.22443202  022.78151402
111  39.22439240  022.78156661
111  39.22437446  022.78162160
111  39.22438315  022.78170345
111  39.22439862  022.78175208
111  39.22445896  022.78180941
111  39.22452621  022.78186386
111  39.22458127  022.78186727
111  39.22467488  022.78172832
111  39.22468697  022.78165409
111  39.22470452  022.78162877
111  39.22472547  022.78162771
111  39.22474417  022.78162676
111  39.22477197  022.78158625
111  39.22475546  022.78156788
111  39.22472960  022.78160232
111  39.22471700  022.78159098
111  39.22490216  022.78131514
113  39.22480893  022.78121145
110 2 0.00 268.0100 HAS L
111  39.22374730  022.78236399
111  39.22374760  022.78238293
111  39.22373680  022.78239519
111  39.22374045  022.78242050
111  39.22369879  022.78242828
111  39.22365574  022.78247167
111  39.22363373  022.78251231
111  39.22362028  022.78255397
111  39.22361561  022.78259627
111  39.22362355  022.78264198
111  39.22364412  022.78268776
111  39.22367033  022.78271836
111  39.22369899  022.78273917
111  39.22380736  022.78278933
111  39.22381624  022.78280090
111  39.22391143  022.78272536
111  39.22388165  022.78243033
111  39.22388110  022.78240255
111  39.22390562  022.78237805
111  39.22391502  022.78235071
111  39.22390796  022.78230587
111  39.22388618  022.78230698
111  39.22388547  022.78235493
111  39.22387026  022.78235774
111  39.22385992  022.78199299
113  39.22373696  022.78199925
110 2 0.00 89.6200 HAS L
111  39.22321114  022.78500453
111  39.22321148  022.78498560
111  39.22322370  022.78497912
111  39.22322444  022.78494480
111  39.22328875  022.78491842
111  39.22331974  022.78488418
111  39.22334096  022.78483916
111  39.22334723  022.78475408
111  39.22333487  022.78470234
111  39.22330681  022.78466113
111  39.22318667  022.78456866
111  39.22316471  022.78455051
111  39.22306963  022.78462022
111  39.22307499  022.78463743
111  39.22307920  022.78493057
111  39.22307858  022.78496454
111  39.22306317  022.78498289
111  39.22304348  022.78500763
111  39.22304305  022.78504754
111  39.22306859  022.78504847
111  39.22306805  022.78500339
111  39.22308808  022.78500374
111  39.22308589  022.78536872
113  39.22320894  022.78536951
110 2 0.00 179.4800 HAS R
111  39.21851822  022.81192609
111  39.21863478  022.81197246
111  39.21871730  022.81162339
111  39.21872981  022.81162804
111  39.21871944  022.81167128
111  39.21874563  022.81168027
111  39.21875480  022.81163962
111  39.21874984  022.81162245
111  39.21873538  022.81158962
111  39.21874267  022.81155698
111  39.21879156  022.81123907
111  39.21865447  022.81116373
111  39.21858763  022.81119072
111  39.21854561  022.81124180
111  39.21852790  022.81129646
111  39.21852399  022.81137186
111  39.21853724  022.81142715
111  39.21856870  022.81147601
111  39.21860564  022.81150424
111  39.21859689  022.81154342
111  39.21860480  022.81155882
113  39.21860074  022.81157701
110 2 0.00 179.4800 HAS R
111  39.21768177  022.80911862
111  39.21761240  022.80898913
111  39.21738029  022.80919754
111  39.21737269  022.80918390
111  39.21740155  022.80915820
111  39.21738528  022.80913024
111  39.21735860  022.80915486
111  39.21735427  022.80917230
111  39.21734990  022.80920964
111  39.21732853  022.80922948
111  39.21715690  022.80937795
111  39.21716606  022.80956520
111  39.21724277  022.80960854
111  39.21729427  022.80962778
111  39.21734214  022.80961936
111  39.21739145  022.80958764
111  39.21741627  022.80952858
111  39.21742576  022.80944312
111  39.21741094  022.80938031
111  39.21743658  022.80935650
111  39.21743774  022.80933809
113  39.21744965  022.80932704
110 2 0.00 179.4800 HAS R
111  39.21619302  022.80261273
111  39.21615578  022.80276264
111  39.21642528  022.80287306
111  39.21642153  022.80288915
111  39.21638815  022.80287529
111  39.21638090  022.80290898
111  39.21641228  022.80292127
111  39.21642564  022.80291507
111  39.21645123  022.80289677
111  39.21647644  022.80290654
111  39.21663439  022.80298695
111  39.21676288  022.80292233
111  39.21676375  022.80275110
111  39.21673983  022.80268021
111  39.21670031  022.80264034
111  39.21665574  022.80261726
111  39.21661099  022.80261822
111  39.21655763  022.80265306
111  39.21651884  022.80273028
111  39.21648858  022.80271855
111  39.21647656  022.80272859
113  39.21646251  022.80272314
110 2 0.00 179.4800 HAS R
111  39.21795027  022.80452112
111  39.21804463  022.80442135
111  39.21786482  022.80413969
111  39.21787474  022.80412881
111  39.21789693  022.80416385
111  39.21791720  022.80414065
111  39.21789602  022.80410833
111  39.21788220  022.80410417
111  39.21785301  022.80410159
111  39.21783596  022.80407571
111  39.21771840  022.80387215
111  39.21756620  022.80390163
111  39.21752668  022.80404601
111  39.21752621  022.80410148
111  39.21754245  022.80415168
111  39.21757119  022.80420072
111  39.21761526  022.80423210
111  39.21767626  022.80423096
111  39.21771298  022.80421485
111  39.21772618  022.80419398
111  39.21774665  022.80422504
111  39.21776096  022.80422504
113  39.21777047  022.80423946
110 2 0.00 255.4900 HAS L
111  39.21651862  022.81083677
111  39.21653103  022.81084689
111  39.21653299  022.81086529
111  39.21655250  022.81087935
111  39.21654339  022.81091658
111  39.21654709  022.81097342
111  39.21656502  022.81104903
111  39.21659401  022.81109098
111  39.21662909  022.81112336
111  39.21667613  022.81113174
111  39.21674401  022.81111035
111  39.21682176  022.81099547
111  39.21682803  022.81095782
111  39.21675482  022.81078915
111  39.21673777  022.81079291
111  39.21663561  022.81072874
111  39.21661336  022.81071059
111  39.21660909  022.81068410
111  39.21660527  022.81066046
111  39.21656972  022.81063176
111  39.21655842  022.81065582
111  39.21658901  022.81068304
111  39.21658243  022.81070096
111  39.21634106  022.81051087
113  39.21627726  022.81064668
110 2 0.00 255.4900 HAS L
111  39.21574210  022.80619582
111  39.21575551  022.80620348
111  39.21575954  022.80622131
111  39.21578843  022.80623781
111  39.21577316  022.80630296
111  39.21578586  022.80635875
111  39.21580785  022.80640817
111  39.21583969  022.80644309
111  39.21588931  022.80646320
111  39.21595482  022.80645240
111  39.21600034  022.80641153
111  39.21606081  022.80631302
111  39.21600714  022.80612364
111  39.21598053  022.80611994
111  39.21584555  022.80606683
111  39.21582148  022.80605308
111  39.21581425  022.80602769
111  39.21580779  022.80600502
111  39.21576936  022.80598336
111  39.21576091  022.80600930
111  39.21579426  022.80603044
111  39.21578979  022.80604941
111  39.21552944  022.80590704
113  39.21548175  022.80605345
110 2 0.00 255.4900 HAS L
111  39.21756151  022.80235251
111  39.21756799  022.80236951
111  39.21756221  022.80238651
111  39.21757615  022.80242310
111  39.21754026  022.80244438
111  39.21751296  022.80247894
111  39.21750585  022.80252845
111  39.21750202  022.80258678
111  39.21750771  022.80263671
111  39.21753603  022.80267882
111  39.21756454  022.80271098
111  39.21760347  022.80273195
111  39.21766127  022.80276320
111  39.21777959  022.80269122
111  39.21778128  022.80266017
111  39.21770499  022.80233934
111  39.21769338  022.80230886
111  39.21770046  022.80228339
111  39.21770678  022.80226066
111  39.21768809  022.80221220
111  39.21766871  022.80222509
111  39.21768377  022.80226893
111  39.21767090  022.80227977
111  39.21754211  022.80195488
113  39.21743272  022.80202762
110 2 0.00 179.4800 HAS R
111  39.21451967  022.78482865
111  39.21439795  022.78481848
111  39.21438050  022.78518272
111  39.21436750  022.78518195
111  39.21436980  022.78513679
111  39.21434272  022.78513590
111  39.21434111  022.78517818
111  39.21434902  022.78519339
111  39.21436899  022.78522098
111  39.21436778  022.78525492
111  39.21435168  022.78530157
111  39.21432683  022.78533273
111  39.21429531  022.78534967
111  39.21429516  022.78536235
111  39.21437484  022.78536725
111  39.21437342  022.78538504
111  39.21436260  022.78552103
111  39.21448911  022.78558794
111  39.21455066  022.78558301
111  39.21459225  022.78554589
111  39.21461898  022.78550032
111  39.21462370  022.78545456
111  39.21462097  022.78540230
111  39.21459595  022.78533120
111  39.21454481  022.78527677
111  39.21451055  022.78526514
111  39.21451201  022.78522440
111  39.21450154  022.78521180
113  39.21450222  022.78519289
110 2 0.00 255.4900 HAS L
111  39.21583087  022.78763140
111  39.21583844  022.78761517
111  39.21585264  022.78761224
111  39.21586893  022.78757729
111  39.21590157  022.78760018
111  39.21594279  022.78759942
111  39.21599016  022.78758327
111  39.21602416  022.78754186
111  39.21605314  022.78749117
111  39.21605635  022.78742392
111  39.21600890  022.78730384
111  39.21600630  022.78727097
111  39.21597653  022.78725802
111  39.21587360  022.78723854
111  39.21585701  022.78723688
111  39.21574460  022.78748284
111  39.21573104  022.78751194
111  39.21571061  022.78751805
111  39.21569238  022.78752350
111  39.21567094  022.78757001
111  39.21568983  022.78758406
111  39.21571024  022.78754399
111  39.21572426  022.78755208
111  39.21558237  022.78786775
113  39.21568899  022.78794707
110 2 0.00 255.4900 HAS L
111  39.21379286  022.78719804
111  39.21380383  022.78718546
111  39.21381807  022.78718813
111  39.21384169  022.78716106
111  39.21386692  022.78718932
111  39.21391100  022.78720636
111  39.21395380  022.78720681
111  39.21400093  022.78719367
111  39.21403524  022.78715508
111  39.21406069  022.78710392
111  39.21406805  022.78705169
111  39.21406023  022.78696389
111  39.21402617  022.78692539
111  39.21396288  022.78685384
111  39.21394657  022.78684204
111  39.21393496  022.78683364
111  39.21392268  022.78685237
111  39.21374488  022.78702301
111  39.21372520  022.78704557
111  39.21370429  022.78704353
111  39.21368563  022.78704170
111  39.21365442  022.78707784
111  39.21366919  022.78709852
111  39.21369793  022.78706814
111  39.21370945  022.78708126
111  39.21350103  022.78732787
113  39.21358444  022.78744465
110 2 0.00 255.4900 HAS L
111  39.21292566  022.78216864
111  39.21293880  022.78217706
111  39.21294222  022.78219509
111  39.21297052  022.78221322
111  39.21295887  022.78227868
111  39.21297444  022.78234865
111  39.21299739  022.78239819
111  39.21304196  022.78243020
111  39.21308777  022.78244884
111  39.21313127  022.78244062
111  39.21316657  022.78241656
111  39.21325060  022.78226024
111  39.21324096  022.78223945
111  39.21318409  022.78211789
111  39.21317501  022.78209722
111  39.21314750  022.78207646
111  39.21303340  022.78204565
111  39.21300983  022.78203055
111  39.21300346  022.78200477
111  39.21299778  022.78198176
111  39.21296012  022.78195794
111  39.21295080  022.78198337
111  39.21298340  022.78200638
111  39.21297829  022.78202508
111  39.21272304  022.78186809
113  39.21267041  022.78201165
110 2 0.00 255.4900 HAS L
111  39.21479805  022.78030845
111  39.21480488  022.78029169
111  39.21481893  022.78028772
111  39.21483365  022.78025349
111  39.21489766  022.78026048
111  39.21494641  022.78024501
111  39.21498524  022.78020467
111  39.21501636  022.78013334
111  39.21501404  022.78005843
111  39.21499036  022.78000327
111  39.21495137  022.77994212
111  39.21493045  022.77990038
111  39.21490276  022.77990660
111  39.21479643  022.77993047
111  39.21477897  022.77993439
111  39.21477741  022.77997264
111  39.21470536  022.78016647
111  39.21469311  022.78019653
111  39.21467298  022.78020412
111  39.21465502  022.78021090
111  39.21463567  022.78025892
111  39.21465515  022.78027156
111  39.21467375  022.78023005
111  39.21468811  022.78023710
111  39.21456038  022.78056268
113  39.21467032  022.78063403
110 2 0.00 255.4900 HAS L
111  39.21376293  022.77864933
111  39.21376856  022.77866682
111  39.21376196  022.77868332
111  39.21377408  022.77872097
111  39.21374918  022.77873570
111  39.21371800  022.77877571
111  39.21369517  022.77884912
111  39.21369638  022.77891998
111  39.21373123  022.77899205
111  39.21377189  022.77902535
111  39.21386429  022.77904707
111  39.21388650  022.77902537
111  39.21397671  022.77893720
111  39.21398663  022.77892751
111  39.21397740  022.77889635
111  39.21390677  022.77864791
111  39.21389667  022.77861655
111  39.21390499  022.77859171
111  39.21391242  022.77856954
111  39.21389614  022.77851966
111  39.21387617  022.77853094
111  39.21388905  022.77857592
111  39.21387567  022.77858568
111  39.21376308  022.77825093
113  39.21365034  022.77831458
110 2 0.00 255.4900 HAS L
111  39.21480800  022.77836366
111  39.21481136  022.77838209
111  39.21480278  022.77839699
111  39.21481002  022.77843668
111  39.21477794  022.77845298
111  39.21471388  022.77854349
111  39.21471770  022.77865424
111  39.21476648  022.77873878
111  39.21487867  022.77878446
111  39.21490271  022.77875997
111  39.21498576  022.77867534
111  39.21499844  022.77866241
111  39.21495012  022.77839229
111  39.21494409  022.77835923
111  39.21495541  022.77833646
111  39.21496552  022.77831613
111  39.21495571  022.77826351
111  39.21493459  022.77827046
111  39.21494166  022.77831754
111  39.21492724  022.77832439
111  39.21485809  022.77797053
113  39.21473886  022.77800979
110 2 0.00 153.0000 New Taxiway 14
111  39.22605170  022.77734865
111  39.22609063  022.77748121
111  39.22610674  022.77747968
111  39.22614014  022.77750990
111  39.22617913  022.77752532
111  39.22621991  022.77752442
111  39.22625848  022.77750731
111  39.22629106  022.77747565
111  39.22631447  022.77743254
111  39.22632641  022.77738220
111  39.22632572  022.77732956
111  39.22631246  022.77727978
111  39.22628793  022.77723771
111  39.22625454  022.77720750
111  39.22621554  022.77719208
111  39.22617477  022.77719297
111  39.22613620  022.77721009
111  39.22610362  022.77724175
111  39.22608021  022.77728486
111  39.22607338  022.77731436
113  39.22606827  022.77733520
110 2 0.00 153.0000 New Taxiway 14
111  39.22481727  022.78314907
111  39.22473597  022.78324436
111  39.22474297  022.78326316
111  39.22473341  022.78331434
111  39.22473658  022.78336682
111  39.22475215  022.78341548
111  39.22477861  022.78345554
111  39.22481337  022.78348309
111  39.22485301  022.78349542
111  39.22489367  022.78349133
111  39.22493136  022.78347123
111  39.22496240  022.78343707
111  39.22498374  022.78339221
111  39.22499329  022.78334103
111  39.22499013  022.78328855
111  39.22497455  022.78323989
111  39.22494809  022.78319983
111  39.22491334  022.78317229
111  39.22487369  022.78315995
111  39.22484993  022.78316255
113  39.22483303  022.78316404
110 2 0.00 153.0000 New Taxiway 14
111  39.22618062  022.77986926
111  39.22616441  022.78000947
111  39.22617905  022.78001830
111  39.22619675  022.78006573
111  39.22622493  022.78010378
111  39.22626085  022.78012872
111  39.22630098  022.78013811
111  39.22634139  022.78013104
111  39.22637813  022.78010819
111  39.22640760  022.78007180
111  39.22642692  022.78002544
111  39.22643420  022.77997364
111  39.22642872  022.77992147
111  39.22641102  022.77987404
111  39.22638283  022.77983600
111  39.22634692  022.77981105
111  39.22630679  022.77980166
111  39.22626638  022.77980874
111  39.22622964  022.77983159
111  39.22621252  022.77985301
113  39.22620016  022.77986797
110 2 0.00 153.0000 New Taxiway 15
111  39.21637289  022.80974133
111  39.21635113  022.80968357
111  39.21631714  022.80963665
111  39.21627395  022.80960476
111  39.21622540  022.80959070
111  39.21617579  022.80959575
111  39.21612954  022.80961944
111  39.21609076  022.80965968
111  39.21606288  022.80971289
111  39.21604840  022.80977433
111  39.21604859  022.80983856
111  39.21606344  022.80989986
111  39.21609163  022.80995279
111  39.21613065  022.80999264
111  39.21617704  022.81001588
111  39.21622668  022.81002043
111  39.21627515  022.81000590
111  39.21631815  022.80997357
111  39.21636717  022.80995079
111  39.21640859  022.80996651 102
111  39.21656934  022.81002749
111  39.21663607  022.80977164
111  39.21662911  022.80976305 102
111  39.21660153  022.80979963 102
111  39.21657049  022.80981876 102
111  39.21653216  022.80982842 102
111  39.21644171  022.80980151
113  39.21640217  022.80977963
110 2 0.00 153.0000 New Taxiway 15
111  39.21574351  022.80482385
111  39.21569951  022.80479385
111  39.21565061  022.80478193
111  39.21560117  022.80478914
111  39.21555556  022.80481484
111  39.21551786  022.80485675
111  39.21549140  022.80491115
111  39.21547853  022.80497319
111  39.21548041  022.80503737
111  39.21549686  022.80509799
111  39.21552642  022.80514965
111  39.21556646  022.80518778
111  39.21561344  022.80520897
111  39.21566316  022.80521135
111  39.21571123  022.80519471
111  39.21575335  022.80516052
111  39.21578580  022.80511183
111  39.21580568  022.80505295
111  39.21583480  022.80499718 102
111  39.21594057  022.80494499
111  39.21600222  022.80491863
111  39.21595149  022.80475428 102
111  39.21586606  022.80479546
113  39.21579475  022.80482984
110 2 0.00 153.0000 New Taxiway 15
111  39.21636656  022.80843807
111  39.21634792  022.80837852
111  39.21631651  022.80832870
111  39.21627512  022.80829305
111  39.21622743  022.80827472
111  39.21617767  022.80827536
111  39.21613027  022.80829489
111  39.21608943  022.80833160
111  39.21605879  022.80838221
111  39.21604107  022.80844222
111  39.21603784  022.80850632
111  39.21604939  022.80856879
111  39.21607470  022.80862409
111  39.21611151  022.80866731
111  39.21615656  022.80869460
111  39.21620583  022.80870355
111  39.21625496  022.80869335
111  39.21629958  022.80866491
111  39.21634969  022.80864653 102
111  39.21651689  022.80872587
111  39.21656369  022.80854560 102
111  39.21652082  022.80853908 102
111  39.21643201  022.80850421 102
113  39.21639373  022.80847887
110 2 0.00 153.0000 New Taxiway 14
111  39.21830748  022.81017933
111  39.21841619  022.81015929
111  39.21841856  022.81013866
111  39.21844871  022.81010320
111  39.21846889  022.81005746
111  39.21847713  022.81000591
111  39.21847262  022.80995359
111  39.21845582  022.80990563
111  39.21842835  022.80986672
111  39.21839291  022.80984067
111  39.21835297  022.80983003
111  39.21831244  022.80983584
111  39.21827528  022.80985754
111  39.21824513  022.80989299
111  39.21822495  022.80993874
111  39.21821671  022.80999029
111  39.21822121  022.81004261
111  39.21823802  022.81009057
111  39.21826549  022.81012948
111  39.21828629  022.81014452
113  39.21830093  022.81015553
110 2 0.00 153.0000 New Taxiway 14
111  39.21729817  022.80784848
111  39.21729954  022.80799021
111  39.21731508  022.80799591
111  39.21733843  022.80803907
111  39.21737097  022.80807080
111  39.21740951  022.80808800
111  39.21745029  022.80808899
111  39.21748930  022.80807367
111  39.21752274  022.80804353
111  39.21754732  022.80800153
111  39.21756065  022.80795178
111  39.21756142  022.80789915
111  39.21754954  022.80784880
111  39.21752620  022.80780564
111  39.21749366  022.80777390
111  39.21745511  022.80775670
111  39.21741434  022.80775571
111  39.21737532  022.80777104
111  39.21734189  022.80780118
111  39.21732764  022.80782586
113  39.21731730  022.80784317
110 2 0.00 153.0000 New Taxiway 14
111  39.21710260  022.80628772
111  39.21713183  022.80642435
111  39.21714799  022.80642476
111  39.21717907  022.80645884
111  39.21721678  022.80647886
111  39.21725745  022.80648285
111  39.21729708  022.80647043
111  39.21733180  022.80644281
111  39.21735820  022.80640269
111  39.21737371  022.80635401
111  39.21737680  022.80630152
111  39.21736718  022.80625037
111  39.21734578  022.80620556
111  39.21731470  022.80617148
111  39.21727698  022.80615146
111  39.21723632  022.80614747
111  39.21719668  022.80615989
111  39.21716197  022.80618751
111  39.21713556  022.80622763
111  39.21712665  022.80625617
113  39.21712006  022.80627631
110 2 0.00 153.0000 New Taxiway 14
111  39.21658205  022.80493788
111  39.21661902  022.80507135
111  39.21663515  022.80507023
111  39.21666809  022.80510126
111  39.21670685  022.80511763
111  39.21674763  022.80511774
111  39.21678645  022.80510158
111  39.21681949  022.80507073
111  39.21684353  022.80502820
111  39.21685621  022.80497818
111  39.21685630  022.80492554
111  39.21684378  022.80487544
111  39.21681988  022.80483279
111  39.21678693  022.80480176
111  39.21674817  022.80478539
111  39.21670739  022.80478528
111  39.21666858  022.80480144
111  39.21663554  022.80483229
111  39.21661150  022.80487481
111  39.21660423  022.80490413
113  39.21659881  022.80492484
110 2 0.00 153.0000 New Taxiway 14
111  39.21596343  022.80385799
111  39.21601955  022.80373616
111  39.21600859  022.80372083
111  39.21600612  022.80366829
