I
1050 Generated by WorldEditor 2.1.0r1

1    453 0 0 XUMG Yegoryevsk
1302 city Yegoryevsk
1302 country Russia
1302 datum_lat 55.45861
1302 datum_lon 39.03583
1302 local_code XUMG
1302 state Moscow Oblast
100 50.00 3 0 0.00 0 1 0 01R  55.45730519  039.03880850    0    0 0 0 0 0 19L  55.46150911  039.04031952    0    0 0 0 0 0
100 29.91 1 0 0.00 0 0 0 01L  55.45634257  039.03425330    0    0 1 0 0 0 19R  55.46098529  039.03715391    0    0 1 0 0 0
110 3 0.00 0.0000 New Taxiway 9
111  55.45717774  039.04128808
111  55.45725507  039.04115022
111  55.45738607  039.04116563
111  55.45765015  039.03998457
111  55.45698633  039.03951908
111  55.45676251  039.03943549
111  55.45665172  039.03997468
111  55.45666988  039.04002707
111  55.45669146  039.04004061
111  55.45667881  039.04011685
111  55.45665506  039.04015073
111  55.45662851  039.04011423
111  55.45661485  039.04015183
111  55.45663773  039.04022332
111  55.45663176  039.04026785
111  55.45666612  039.04029358
111  55.45666919  039.04036820
111  55.45674595  039.04044533
111  55.45673915  039.04046380
111  55.45676523  039.04048148
111  55.45677436  039.04044758
111  55.45680312  039.04041225
111  55.45679766  039.04036168
111  55.45684731  039.04034379
111  55.45688373  039.04039541
111  55.45689878  039.04037140
111  55.45691705  039.04039895
111  55.45693051  039.04038340
111  55.45694021  039.04042705
111  55.45691469  039.04045158
111  55.45707379  039.04080970
111  55.45709219  039.04078525
111  55.45716386  039.04101452
111  55.45715586  039.04109068
113  55.45718332  039.04110486
110 3 0.00 0.0000 New Taxiway 7
111  55.45737593  039.03842803
111  55.45731767  039.03840575
111  55.45689768  039.03918248
112  55.45690333  039.03925708  55.45692354  039.03928531
111  55.45690333  039.03925708
111  55.45768234  039.03984660
113  55.45806080  039.03946390
110 3 0.00 0.0000 New Taxiway 6
111  55.45657569  039.03942883
111  55.45634221  039.04013501
111  55.45633578  039.04034856
111  55.45641886  039.04038650
111  55.45640326  039.04049290
111  55.45644517  039.04049325
111  55.45644752  039.04052306
111  55.45646189  039.04053670
111  55.45647756  039.04047936
111  55.45645956  039.04047065
111  55.45645169  039.04033749
111  55.45651727  039.04026946
111  55.45654288  039.04015709
111  55.45653610  039.04013943
111  55.45654492  039.04009339
111  55.45656922  039.04010281
111  55.45658198  039.04004820
111  55.45657333  039.04002604
111  55.45657887  039.04000070
111  55.45659463  039.03999097
111  55.45663503  039.03980082
111  55.45659431  039.03966109
113  55.45661910  039.03958346
110 3 0.00 0.0000 New Taxiway 5
111  55.45635242  039.04107890
111  55.45633076  039.04106577
112  55.45633076  039.04106577  55.45631180  039.04106338
111  55.45629927  039.04113741
111  55.45629893  039.04121025
111  55.45628742  039.04121383
111  55.45627998  039.04124428
111  55.45629724  039.04126159
111  55.45629724  039.04128905
111  55.45631620  039.04128488
111  55.45631451  039.04126995
112  55.45631451  039.04126995  55.45634463  039.04125562
113  55.45634836  039.04119532
110 3 0.00 0.0000 New Taxiway 4
111  55.45626015  039.04163291
111  55.45625179  039.04156754
111  55.45625133  039.04154480
111  55.45623435  039.04153042
111  55.45623833  039.04149908
111  55.45625453  039.04149698
111  55.45625325  039.04151853
111  55.45627560  039.04152303
111  55.45628880  039.04147104
111  55.45625755  039.04145032
111  55.45624534  039.04147464
111  55.45623356  039.04147194
113  55.45621268  039.04157043
110 2 0.00 0.0000 New Taxiway 3
111  55.45619438  039.04130151
111  55.45592291  039.04120957
111  55.45589332  039.04145655
113  55.45616651  039.04154630
110 1 0.00 0.0000 New Taxiway 2
111  55.45633825  039.03396972
111  55.45633298  039.03401615
111  55.45634351  039.03402956
111  55.45633064  039.03409661
112  55.45631192  039.03408114  55.45631134  039.03408011
111  55.45629204  039.03414097
111  55.45627858  039.03414097
111  55.45626279  039.03420597
111  55.45625284  039.03420906
111  55.45624407  039.03427818
111  55.45626162  039.03428644
111  55.45625460  039.03435762
111  55.45626513  039.03435968
111  55.45625752  039.03442261
111  55.45624699  039.03441952
111  55.45623705  039.03447213
111  55.45840908  039.03583294
111  55.45678052  039.03890751
111  55.45678573  039.03895549
111  55.45671544  039.03904211
111  55.45669340  039.03912167
112  55.45669340  039.03912167  55.45662062  039.03922150
111  55.45657569  039.03942883
111  55.45661910  039.03958346
111  55.45659431  039.03966109
111  55.45663503  039.03980082
111  55.45659463  039.03999097
111  55.45657887  039.04000070
111  55.45657333  039.04002604
111  55.45658198  039.04004820
111  55.45656922  039.04010281
111  55.45654492  039.04009339
111  55.45653610  039.04013943
111  55.45654288  039.04015709
111  55.45651727  039.04026946
111  55.45645169  039.04033749
111  55.45645956  039.04047065
111  55.45647756  039.04047936
111  55.45646189  039.04053670
111  55.45644752  039.04052306
111  55.45644517  039.04049325
111  55.45640326  039.04049290
111  55.45638622  039.04060108
111  55.45632507  039.04058976
111  55.45621857  039.04130527
111  55.45619438  039.04130151
111  55.45616651  039.04154630
111  55.45621268  039.04157043
111  55.45623356  039.04147194
111  55.45624534  039.04147464
111  55.45625755  039.04145032
111  55.45628880  039.04147104
111  55.45627560  039.04152303
111  55.45625325  039.04151853
111  55.45625453  039.04149698
111  55.45623833  039.04149908
111  55.45623435  039.04153042
111  55.45625133  039.04154480
111  55.45625179  039.04156754
111  55.45626015  039.04163291
111  55.45633621  039.04165500
111  55.45635220  039.04157265
111  55.45632651  039.04151515
111  55.45634219  039.04146734
111  55.45637352  039.04151020
111  55.45640155  039.04144180
111  55.45636386  039.04139951
111  55.45638213  039.04133449
111  55.45639251  039.04134840
111  55.45639077  039.04136960
111  55.45641224  039.04139358
111  55.45646573  039.04125594
111  55.45641543  039.04118642
111  55.45642828  039.04112078
111  55.45674950  039.04127872
111  55.45672439  039.04138450
111  55.45676952  039.04141379
111  55.45679585  039.04130523
111  55.45706446  039.04145594
111  55.45705242  039.04155919
111  55.45708295  039.04162718
112  55.45708295  039.04162718  55.45711171  039.04156270
111  55.45717580  039.04156287
111  55.45719746  039.04148111
111  55.45714919  039.04144354
112  55.45714919  039.04144354  55.45713321  039.04142502
111  55.45713175  039.04139331
111  55.45713600  039.04129969
111  55.45717774  039.04128808
111  55.45718332  039.04110486
