I
1050 Generated by WorldEditor 2.1.0r1

1    287 1 0 EGVN RAF Brize Norton
1302 city Carterton
1302 country United Kingdom
1302 datum_lat 51.7499639
1302 datum_lon -001.5836167
1302 iata_code BZZ
1302 state England
1302 transition_alt 3000ft
100 55.00 1 0 0.25 1 3 0 07  51.74608439 -001.60412833    0  138 5 4 0 1 25  51.75387391 -001.56178752    0  179 5 4 1 1
110 2 0.00 0.0000 New Taxiway 163
111  51.75623832 -001.56429597
111  51.75614097 -001.56423305
111  51.75614791 -001.56420525
111  51.75618020 -001.56407581
113  51.75627906 -001.56413648
110 2 0.00 0.0000 New Taxiway 162
111  51.75954729 -001.57061433
111  51.75953188 -001.57061986
111  51.75944262 -001.57065446
111  51.75943122 -001.57067313
111  51.75943008 -001.57069294
111  51.75941994 -001.57066655
111  51.75941432 -001.57064006
111  51.75941428 -001.57063376
111  51.75936177 -001.57065348
111  51.75936180 -001.57065978
111  51.75922234 -001.57071215
111  51.75918885 -001.57049076
111  51.75923438 -001.57047325
111  51.75920403 -001.57027011
111  51.75930050 -001.57023684
111  51.75928749 -001.57016154
111  51.75929317 -001.57015946
111  51.75934143 -001.57014183
111  51.75946959 -001.57009499
111  51.75946634 -001.57006872
111  51.75948691 -001.57006369
111  51.75951385 -001.57024050
113  51.75949732 -001.57024541
110 2 0.00 0.0000 New Taxiway 17
111  51.74612633 -001.57255877
111  51.74606545 -001.57253209
111  51.74603916 -001.57252057
111  51.74597455 -001.57249225
111  51.74600811 -001.57228530
113  51.74616218 -001.57235182
110 2 0.00 0.0000 New Taxiway 16
111  51.74789514 -001.57280567
111  51.74789149 -001.57276987
111  51.74787751 -001.57274227
111  51.74777439 -001.57263495
112  51.74777439 -001.57263495  51.74774428 -001.57260596
111  51.74770795 -001.57262909
111  51.74764944 -001.57276708
111  51.74754459 -001.57266115
111  51.74762355 -001.57247350
111  51.74753979 -001.57237932
111  51.74761443 -001.57220130
111  51.74769854 -001.57229525
111  51.74777711 -001.57210851
111  51.74787958 -001.57222378
111  51.74777810 -001.57246045
112  51.74780132 -001.57257223  51.74783463 -001.57263007
111  51.74780132 -001.57257223
111  51.74792204 -001.57270130
113  51.74793871 -001.57269494
110 2 0.00 0.0000 New Taxiway 15
111  51.74775290 -001.57141746
111  51.74774789 -001.57142254
112  51.74764442 -001.57147871  51.74759653 -001.57156067
111  51.74764442 -001.57147871
111  51.74750816 -001.57179469
111  51.74753095 -001.57181726
111  51.74752416 -001.57183601
111  51.74744655 -001.57202048
111  51.74755377 -001.57213737
111  51.74753716 -001.57217686
111  51.74748128 -001.57211663
111  51.74734300 -001.57244531
111  51.74732499 -001.57248983
111  51.74716126 -001.57330249
112  51.74716126 -001.57330249  51.74713951 -001.57340869
111  51.74720889 -001.57346807
111  51.74720957 -001.57348564
111  51.74700451 -001.57337313
111  51.74701370 -001.57336186
112  51.74710845 -001.57327071  51.74712864 -001.57318541
111  51.74710845 -001.57327071
111  51.74713589 -001.57313607
112  51.74713589 -001.57313607  51.74714573 -001.57308088
111  51.74710897 -001.57304324
111  51.74702828 -001.57297035
111  51.74690296 -001.57330989
111  51.74679360 -001.57324178
111  51.74699361 -001.57274524
111  51.74708524 -001.57283592
111  51.74722560 -001.57246379
111  51.74713344 -001.57237311
111  51.74714469 -001.57233994
112  51.74721752 -001.57227388  51.74725946 -001.57226719
111  51.74721752 -001.57227388
112  51.74721752 -001.57227388  51.74723746 -001.57227067
111  51.74725083 -001.57224126
111  51.74739135 -001.57190631
111  51.74745528 -001.57175508
111  51.74759515 -001.57142840
112  51.74759515 -001.57142840  51.74762846 -001.57132665
111  51.74758013 -001.57123856
113  51.74758238 -001.57122929
110 2 0.00 0.0000 New Taxiway 14
111  51.74659361 -001.56918825
111  51.74659011 -001.56908529
111  51.74671143 -001.56880957
111  51.74678122 -001.56879397
111  51.74689824 -001.56890842
111  51.74692508 -001.56901073
111  51.74692508 -001.56915292
111  51.74690468 -001.56921881
111  51.74704855 -001.56936794
111  51.74691005 -001.56970088
111  51.74693475 -001.56981533
111  51.74697447 -001.56994019
111  51.74705970 -001.56999072
111  51.74710760 -001.56998007
111  51.74713981 -001.56996446
111  51.74721926 -001.56956736
111  51.74729120 -001.56960378
111  51.74733844 -001.56938181
111  51.74738138 -001.56941303
111  51.74719564 -001.57026446
112  51.74719564 -001.57026446  51.74718490 -001.57032862
111  51.74721939 -001.57040319
111  51.74721826 -001.57040750
111  51.74672219 -001.56985416
111  51.74669268 -001.56955397
113  51.74676792 -001.56937766
110 2 0.00 0.0000 New Taxiway 13
111  51.74579150 -001.57037613
111  51.74594378 -001.57108466
111  51.74586326 -001.57132223
113  51.74542861 -001.57154832
110 2 0.00 0.0000 New Taxiway 12
111  51.74531629 -001.56949552
111  51.74550466 -001.56884951
111  51.74570543 -001.56876107
111  51.74606403 -001.56901250
113  51.74609230 -001.56904888
110 2 0.00 0.0000 New Taxiway 14
111  51.74524053 -001.57074546
111  51.74522087 -001.57069329
111  51.74525317 -001.57066153
113  51.74527283 -001.57071370
110 2 0.00 0.0000 New Taxiway 14
111  51.74509904 -001.57049532
111  51.74501080 -001.57024286
111  51.74508896 -001.57017363
113  51.74517594 -001.57043220
110 2 0.00 0.0000 New Taxiway 11
111  51.74473665 -001.57097388
111  51.74459744 -001.57025231
111  51.74466507 -001.57003903
111  51.74507160 -001.56983814
113  51.74508770 -001.56984859
110 2 0.00 0.0000 New Taxiway 10
111  51.74495012 -001.57272784
111  51.74453838 -001.57239725
111  51.74449114 -001.57217357
111  51.74468655 -001.57153546
113  51.74470125 -001.57150278
110 2 0.10 73.4500 New Taxiway 3
111  51.74708957 -001.58750408
111  51.74710272 -001.58743186
112  51.74710272 -001.58743186  51.74713187 -001.58744285
111  51.74713894 -001.58741187
111  51.74714323 -001.58738692
111  51.74728148 -001.58663496
111  51.74729893 -001.58653889
111  51.74743676 -001.58661196
111  51.74741441 -001.58673516
112  51.74749250 -001.58692802  51.74759009 -001.58698455
111  51.74749250 -001.58692802
111  51.74747885 -001.58699855
112  51.74747885 -001.58699855  51.74744050 -001.58698413
111  51.74741967 -001.58700067
111  51.74734602 -001.58741274
111  51.74730788 -001.58749133
111  51.74727632 -001.58747646
112  51.74719136 -001.58754908  51.74712947 -001.58753250
113  51.74719136 -001.58754908
110 2 0.10 73.4500 New Taxiway 2
111  51.74677000 -001.58701979
111  51.74685285 -001.58659072
111  51.74687346 -001.58660204
111  51.74690414 -001.58645053
111  51.74714612 -001.58656311
111  51.74714482 -001.58657080
111  51.74700658 -001.58732276
111  51.74698973 -001.58737701
111  51.74689047 -001.58732883
113  51.74693439 -001.58710050
110 2 0.10 73.4500 New Taxiway 33
111  51.75948084 -001.57940077
111  51.75943665 -001.57948779
111  51.75903891 -001.57902816
111  51.75900438 -001.57868233
111  51.75911710 -001.57842285
111  51.75910605 -001.57840947
111  51.75908811 -001.57831903
111  51.75913044 -001.57823686
111  51.75917463 -001.57829041
111  51.75927092 -001.57806876
113  51.75934412 -001.57809776
110 2 0.00 0.0000 New Taxiway 210
111  51.75810045 -001.57918695
111  51.75807534 -001.57917207
111  51.75805554 -001.57913780
111  51.75804564 -001.57911495
111  51.75801453 -001.57910353
111  51.75788442 -001.57903498
111  51.75786462 -001.57900985
111  51.75785896 -001.57897330
111  51.75788017 -001.57885678
111  51.75793195 -001.57887842
111  51.75791722 -001.57894823
111  51.75791329 -001.57894823
111  51.75791427 -001.57896568
111  51.75792508 -001.57898155
111  51.75799579 -001.57901328
111  51.75800954 -001.57900535
111  51.75802525 -001.57898631
111  51.75819712 -001.57807877
111  51.75820203 -001.57803276
111  51.75820203 -001.57800103
111  51.75819221 -001.57795184
111  51.75817060 -001.57790742
111  51.75814605 -001.57787727
111  51.75811266 -001.57786141
111  51.75812739 -001.57783761
111  51.75831791 -001.57775669
111  51.75829336 -001.57784078
111  51.75826292 -001.57799309
111  51.75826292 -001.57803117
111  51.75826390 -001.57807560
111  51.75827077 -001.57811050
111  51.75828256 -001.57813589
111  51.75829238 -001.57816286
111  51.75830907 -001.57819301
111  51.75852397 -001.57829177
111  51.75854806 -001.57828407
111  51.75856443 -001.57826995
111  51.75857914 -001.57823428
111  51.75858634 -001.57819128
111  51.75858792 -001.57815765
111  51.75858602 -001.57812320
111  51.75857719 -001.57805974
111  51.75861184 -001.57804975
111  51.75862068 -001.57811321
111  51.75871646 -001.57811942
111  51.75871256 -001.57818205
111  51.75867623 -001.57817900
111  51.75864775 -001.57818518
111  51.75862938 -001.57821013
111  51.75861429 -001.57824805
111  51.75861410 -001.57829012
111  51.75862636 -001.57833882
111  51.75876477 -001.57840244
111  51.75879325 -001.57839768
111  51.75881387 -001.57838816
111  51.75883646 -001.57836594
111  51.75885021 -001.57833262
111  51.75885610 -001.57833104
111  51.75881387 -001.57865788
111  51.75880798 -001.57865471
111  51.75880896 -001.57863091
111  51.75880209 -001.57858807
111  51.75879227 -001.57855316
111  51.75877753 -001.57852302
111  51.75875593 -001.57849129
111  51.75831791 -001.57827868
111  51.75821578 -001.57829296
111  51.75820497 -001.57830883
111  51.75807828 -001.57901328
111  51.75808025 -001.57904819
111  51.75809203 -001.57908151
113  51.75811237 -001.57911783
110 2 0.10 73.4500 New Taxiway 32
111  51.75930959 -001.57779655
111  51.75925082 -001.57784611
111  51.75921872 -001.57786534
111  51.75919560 -001.57781212
111  51.75921381 -001.57777538
111  51.75923887 -001.57771633
111  51.75888403 -001.57731383
111  51.75885523 -001.57728115
111  51.75883171 -001.57700430
111  51.75882622 -001.57693978
111  51.75893990 -001.57668848
111  51.75893214 -001.57667183
111  51.75891567 -001.57658284
111  51.75894682 -001.57651607
111  51.75900132 -001.57655268
111  51.75911486 -001.57630167
111  51.75916458 -001.57635076
113  51.75929551 -001.57765618 3
110 2 0.10 73.4500 New Taxiway 31
111  51.76011060 -001.57751990
111  51.76004983 -001.57744850
111  51.75991863 -001.57615440
111  51.75995454 -001.57606515
111  51.76010187 -001.57623087
111  51.76014233 -001.57615885
111  51.76019414 -001.57622954
111  51.76019093 -001.57631484
111  51.76018831 -001.57632810
111  51.76035918 -001.57652031
113  51.76039371 -001.57686838
110 2 0.10 73.4500 New Taxiway 30
111  51.76029013 -001.57926247
111  51.76023489 -001.57919107
111  51.76009955 -001.57789474
111  51.76015755 -001.57782780
111  51.76044217 -001.57815387
111  51.76047932 -001.57819642
111  51.76053734 -001.57826289
111  51.76057463 -001.57861096
111  51.76053564 -001.57870343
111  51.76054656 -001.57879950
111  51.76060030 -001.57886128
111  51.76064343 -001.57889321
111  51.76074908 -001.57893778
111  51.76077084 -001.57890987
111  51.76076053 -001.57878079
111  51.76089448 -001.57874211
111  51.76091394 -001.57897275
111  51.76116479 -001.57891722
111  51.76117051 -001.57901674
111  51.76094905 -001.57906637
111  51.76092557 -001.57909356
111  51.76090963 -001.57919056
111  51.76084111 -001.57915964
111  51.76085011 -001.57910002
111  51.76083243 -001.57904219
111  51.76080087 -001.57902506
111  51.76062777 -001.57895652
111  51.76057609 -001.57892004
111  51.76051992 -001.57885833
111  51.76047158 -001.57887698
111  51.76049366 -001.57896940
111  51.76045212 -001.57904726
113  51.76040482 -001.57899984
110 2 0.00 113.7100 Cantilever floor
111  51.76063060 -001.57597018
111  51.76047461 -001.57539359
111  51.76307370 -001.57355990
113  51.76322978 -001.57413573
110 2 0.00 293.3400 Airtanker Hangar Floor
111  51.76237230 -001.57213032
111  51.76119135 -001.57296522
111  51.76098698 -001.57218006
111  51.76112318 -001.57208710
111  51.76107411 -001.57189883
111  51.76196562 -001.57127278
111  51.76201290 -001.57146064
113  51.76217227 -001.57135816
110 2 0.10 73.4500 New Taxiway 29
111  51.76333256 -001.57293612
111  51.76324279 -001.57289595
111  51.76318755 -001.57291827
111  51.76294863 -001.57308116
111  51.76276495 -001.57240282
111  51.76293482 -001.57174680
111  51.76337537 -001.57203465
113  51.76347481 -001.57238720
110 2 0.00 0.0000 New Taxiway 31
111  51.75776552 -001.56856148
111  51.75785355 -001.56872019
111  51.75777650 -001.56895710
111  51.75750598 -001.56877650
111  51.75727820 -001.56865912
111  51.75733015 -001.56836948
111  51.75736680 -001.56816448
111  51.75738885 -001.56804112
111  51.75710801 -001.56790996
111  51.75712073 -001.56783713
111  51.75652858 -001.56755355
111  51.75667623 -001.56675865
111  51.75724350 -001.56703136
111  51.75729130 -001.56677270
111  51.75731618 -001.56678358
111  51.75735558 -001.56657038
111  51.75733136 -001.56655590
111  51.75738353 -001.56627365
111  51.75729036 -001.56603497
111  51.75685713 -001.56582565
111  51.75689914 -001.56559986
111  51.75695090 -001.56534616
111  51.75697177 -001.56524384
111  51.75710193 -001.56532410
111  51.75719096 -001.56556134
111  51.75754458 -001.56650372
111  51.75753526 -001.56666714
111  51.75772958 -001.56715309
111  51.75768965 -001.56723480
111  51.75763722 -001.56720281
111  51.75762754 -001.56725865
111  51.75775619 -001.56731946
111  51.75774591 -001.56739000
111  51.75787167 -001.56745011
111  51.75785911 -001.56752134
111  51.75790269 -001.56754073
111  51.75789119 -001.56761240
111  51.75793333 -001.56763301
111  51.75794310 -001.56763780
111  51.75781477 -001.56832711
111  51.75780279 -001.56832926
113  51.75778967 -001.56841101
110 2 0.00 0.0000 New Taxiway 30
111  51.75707458 -001.56789395
111  51.75701188 -001.56822617
111  51.75696289 -001.56820411
113  51.75702485 -001.56787013
110 2 0.00 0.0000 New Taxiway 30
111  51.75595286 -001.56735676
111  51.75588576 -001.56772122
111  51.75583775 -001.56769970
113  51.75590492 -001.56733380
110 2 0.00 0.0000 New Taxiway 29
111  51.75534297 -001.56699876
111  51.75526411 -001.56743097
111  51.75530723 -001.56745419
111  51.75526191 -001.56769351
111  51.75487377 -001.56751155
111  51.75491193 -001.56731222
111  51.75494847 -001.56712003
111  51.75498201 -001.56713293
111  51.75533978 -001.56517977
111  51.75609365 -001.56554356
111  51.75614795 -001.56525974
111  51.75615397 -001.56526308
111  51.75631451 -001.56535209
111  51.75628012 -001.56554366
111  51.75618788 -001.56550228
111  51.75617480 -001.56557384
111  51.75678947 -001.56586820
111  51.75663040 -001.56673671
111  51.75648465 -001.56753251
111  51.75586998 -001.56723815
111  51.75585726 -001.56731098
111  51.75572310 -001.56725163
113  51.75572949 -001.56717938
110 2 0.00 0.0000 New Taxiway 18
111  51.76021501 -001.57224400
111  51.76006671 -001.57234259
111  51.76005521 -001.57232247
111  51.76016266 -001.57188639
111  51.76020083 -001.57179665
111  51.76030778 -001.57172952
113  51.76033473 -001.57174184
110 2 0.00 0.0000 New Taxiway 18
111  51.76033319 -001.57268245
111  51.76030482 -001.57266506
111  51.76041633 -001.57220474
113  51.76044328 -001.57221706
110 2 0.00 0.0000 New Taxiway 18
111  51.75992630 -001.57285292
111  51.75989881 -001.57283731
111  51.75997294 -001.57250832
113  51.76000520 -001.57252788
110 2 0.00 0.0000 New Taxiway 18
111  51.76011707 -001.57282707
111  51.76009177 -001.57281498
111  51.76019521 -001.57236487
113  51.76022582 -001.57237582
110 2 0.00 0.0000 New Taxiway 17
111  51.75985734 -001.57164107
111  51.75980619 -001.57160575
111  51.75989594 -001.57124873
111  51.75988086 -001.57122281
111  51.75986870 -001.57113356
111  51.75992046 -001.57108184
111  51.75995635 -001.57102385
111  51.76000450 -001.57097435
111  51.76003164 -001.57085554
111  51.76023123 -001.57071411
111  51.76030652 -001.57076078
111  51.76032753 -001.57074664
111  51.76033278 -001.57067733
111  51.76030565 -001.57058399
111  51.76055077 -001.57040860
111  51.76065100 -001.57052669
111  51.76068022 -001.57056110
111  51.76071885 -001.57060661
111  51.76073286 -001.57063490
111  51.76074161 -001.57067450
111  51.76074424 -001.57071410
111  51.76074073 -001.57076785
111  51.76063568 -001.57131097
111  51.76062518 -001.57138310
111  51.76062518 -001.57144957
111  51.76062605 -001.57151605
111  51.76063130 -001.57157404
111  51.76063656 -001.57164193
111  51.76083178 -001.57236467
111  51.76084316 -001.57244246
111  51.76084316 -001.57251742
111  51.76084228 -001.57259238
111  51.76083178 -001.57265744
111  51.76082040 -001.57272109
111  51.76069609 -001.57321470
111  51.76067245 -001.57327128
111  51.76064969 -001.57330805
111  51.76061642 -001.57334765
111  51.76008766 -001.57371962
111  51.76005702 -001.57374084
111  51.76002726 -001.57375357
111  51.75999137 -001.57376630
111  51.75993622 -001.57380024
111  51.75991258 -001.57382853
111  51.75990024 -001.57385338
111  51.75989993 -001.57358943
111  51.75992221 -001.57363335
111  51.75995022 -001.57365881
111  51.75998174 -001.57366729
111  51.76002201 -001.57365881
111  51.76005090 -001.57364325
111  51.76006665 -001.57362203
111  51.76007803 -001.57358102
111  51.76007191 -001.57352586
111  51.75996948 -001.57316661
111  51.75994584 -001.57314257
111  51.75992834 -001.57314540
111  51.75990470 -001.57315954
111  51.75989239 -001.57317620
111  51.75990270 -001.57313226
111  51.75992396 -001.57309717
111  51.75994485 -001.57306956
111  51.75997979 -001.57304505
111  51.76000518 -001.57302724
111  51.76023457 -001.57286633
111  51.76029182 -001.57286328
111  51.76035204 -001.57308316
111  51.76039406 -001.57305629
111  51.76047635 -001.57270977
111  51.76050948 -001.57273119
111  51.76042470 -001.57306619
111  51.76047460 -001.57308316
111  51.76051137 -001.57295304
111  51.76057601 -001.57297989
111  51.76063641 -001.57301950
111  51.76064444 -001.57302376
111  51.76069083 -001.57299547
111  51.76078100 -001.57263057
111  51.76079063 -001.57257117
111  51.76079589 -001.57252449
111  51.76079063 -001.57247923
111  51.76075386 -001.57250610
111  51.76072498 -001.57262491
111  51.76066457 -001.57258531
111  51.76066211 -001.57256642
111  51.76063851 -001.57248395
111  51.76066107 -001.57247074
111  51.76069259 -001.57242124
111  51.76071097 -001.57236891
111  51.76072760 -001.57228971
111  51.76072935 -001.57222323
111  51.76072322 -001.57217939
111  51.76068996 -001.57205917
111  51.76067595 -001.57206200
111  51.76066370 -001.57208180
111  51.76054954 -001.57254680
111  51.76052442 -001.57251617
111  51.76062780 -001.57209170
111  51.76063263 -001.57205073
111  51.76061149 -001.57196775
111  51.76063130 -001.57194602
111  51.76063831 -001.57192056
111  51.76064269 -001.57189086
111  51.76058222 -001.57166220
111  51.76054927 -001.57163143
111  51.76055777 -001.57159101
111  51.76053820 -001.57156401
111  51.76051568 -001.57148211
111  51.76062255 -001.57093616
111  51.76065669 -001.57090222
111  51.76066457 -001.57086262
111  51.76066720 -001.57080887
111  51.76065757 -001.57075795
111  51.76064356 -001.57072260
111  51.76062080 -001.57069855
111  51.76059191 -001.57069148
111  51.76057703 -001.57069148
111  51.76057790 -001.57070987
111  51.76060854 -001.57082160
111  51.76053824 -001.57086795
111  51.76050517 -001.57075505
111  51.76031494 -001.57089407
111  51.76028726 -001.57088525
111  51.76014982 -001.57098567
111  51.76017696 -001.57101396
111  51.76020847 -001.57106770
111  51.76022773 -001.57111438
111  51.76023824 -001.57117802
111  51.76024086 -001.57123884
111  51.76023649 -001.57128693
111  51.76022948 -001.57131521
111  51.76017871 -001.57127703
111  51.76018571 -001.57125440
111  51.76018659 -001.57121479
111  51.76018659 -001.57118368
111  51.76016995 -001.57112852
111  51.76015507 -001.57109740
111  51.76013494 -001.57107477
111  51.76010780 -001.57105214
111  51.76007278 -001.57104507
111  51.76003776 -001.57105780
111  51.75999224 -001.57110306
113  51.75998055 -001.57113573
110 2 0.00 0.0000 New Taxiway 16
111  51.75939260 -001.57160980
111  51.75936456 -001.57150194
111  51.75942721 -001.57145663
111  51.75934597 -001.57113840
111  51.75939386 -001.57110880
111  51.75941907 -001.57101104
111  51.75953757 -001.57092957
111  51.75958122 -001.57091884
111  51.75962488 -001.57095699
111  51.75964119 -001.57099240
111  51.75966363 -001.57139262
111  51.75962626 -001.57140076
111  51.75961573 -001.57130227
111  51.75956783 -001.57131449
113  51.75957917 -001.57148150
110 2 0.10 73.4500 New Taxiway 27
111  51.75576638 -001.57663765
111  51.75457979 -001.57762017
111  51.75456896 -001.57759326
111  51.75459773 -001.57757157
111  51.75462267 -001.57750340
111  51.75465911 -001.57732523
111  51.75467446 -001.57720284
111  51.75461917 -001.57703604
111  51.75461296 -001.57701733
111  51.75437043 -001.57628567
111  51.75417862 -001.57506175
111  51.75386981 -001.57411051
111  51.75385542 -001.57410276
111  51.75399161 -001.57343194
111  51.75479177 -001.57274995
111  51.75497754 -001.57261573
111  51.75534828 -001.57236268
111  51.75575335 -001.57213592
111  51.75707020 -001.57144651
111  51.75732193 -001.57121212
111  51.75737204 -001.57118899
111  51.75732823 -001.57097231
111  51.75731225 -001.57098199
111  51.75725835 -001.57071542
111  51.75727433 -001.57070574
111  51.75701741 -001.56943505
111  51.75668253 -001.56877474
111  51.75669923 -001.56875161
111  51.75739446 -001.56907651
112  51.75896513 -001.57185614  51.75954013 -001.57429981
111  51.75896513 -001.57185614
112  51.75896513 -001.57185614  51.75913170 -001.57248733
111  51.75923245 -001.57420566
112  51.75892878 -001.57497779  51.75859319 -001.57522022
111  51.75892878 -001.57497779
111  51.75867966 -001.57513479
