I
1130 Generated by WorldEditor 2.2.0r2

1     43 0 0 6R5 Alvin Airpark
1302 gui_label 2D
100 24.38 3 0 0.25 0 0 0 6  29.41460130 -095.29113426    0    0 0 0 0 0 24  29.41582500 -095.28695600    0    0 0 0 0 0
100 22.86 3 0 0.25 0 0 0 3  29.41327556 -095.28949528    0    0 0 0 0 0 21  29.41621056 -095.28655552    0    0 0 0 0 0
100 18.29 3 0 0.25 0 0 0 12  29.41470480 -095.29128673    0    0 0 0 0 0 30  29.41328437 -095.28936678    0    0 0 0 0 0
110 3 0.00 0.0000 Taxiway 6
111  29.41512139 -095.29001569
111  29.41481029 -095.29107263
111  29.41484882 -095.29113187
111  29.41476191 -095.29122153
111  29.41470970 -095.29115061
111  29.41475357 -095.29099957
111  29.41476301 -095.29100300
111  29.41563232 -095.28804241
111  29.41562022 -095.28803696
111  29.41569313 -095.28778122
111  29.41607473 -095.28828697
111  29.41629640 -095.28806746
111  29.41641846 -095.28794660
111  29.41644312 -095.28792218
111  29.41628821 -095.28771159
112  29.41628821 -095.28771159  29.41625604 -095.28766500
112  29.41627077 -095.28761551  29.41628941 -095.28758998
111  29.41627077 -095.28761551
111  29.41645617 -095.28743670
111  29.41657519 -095.28759812
111  29.41661941 -095.28755530
111  29.41608766 -095.28683030
111  29.41628503 -095.28663497
111  29.41688109 -095.28741444
111  29.41676233 -095.28753503
111  29.41691528 -095.28774610
111  29.41698867 -095.28784583
111  29.41720341 -095.28812664
111  29.41659066 -095.28871085
111  29.41661115 -095.28885208
111  29.41638700 -095.28908173
111  29.41643039 -095.28913859
111  29.41633064 -095.28923859
111  29.41630390 -095.28920329
111  29.41622270 -095.28909609
111  29.41619576 -095.28906052
111  29.41611550 -095.28895458
111  29.41608927 -095.28891994
111  29.41600958 -095.28881474
111  29.41598201 -095.28877835
112  29.41598201 -095.28877835  29.41594565 -095.28873720
112  29.41587007 -095.28875933  29.41583683 -095.28878498
111  29.41587007 -095.28875933
111  29.41578498 -095.28883971
112  29.41578498 -095.28883971  29.41574810 -095.28888205
112  29.41575697 -095.28894853  29.41577671 -095.28898252
111  29.41575697 -095.28894853
111  29.41583489 -095.28904964
111  29.41586276 -095.28908580
111  29.41594283 -095.28918970
111  29.41597233 -095.28922799
111  29.41605173 -095.28933101
111  29.41607926 -095.28936673
111  29.41615995 -095.28947144
111  29.41618782 -095.28950760
111  29.41621153 -095.28953837
111  29.41605750 -095.28969294
111  29.41603905 -095.28966796
111  29.41585698 -095.28942148
111  29.41575229 -095.28927768
111  29.41516749 -095.28985440
111  29.41543458 -095.29020692
111  29.41554516 -095.29035069
113  29.41544229 -095.29044677
111  29.41551862 -095.28865614
111  29.41545118 -095.28888682
111  29.41558982 -095.28906308
111  29.41564198 -095.28900675
113  29.41562766 -095.28880561
111  29.41619960 -095.28838474
111  29.41601257 -095.28857031
111  29.41632574 -095.28899753
113  29.41651609 -095.28880507
111  29.41643461 -095.28755279
111  29.41633371 -095.28765108
111  29.41654736 -095.28795171
113  29.41668482 -095.28789869
111  29.41593673 -095.28842479
111  29.41568558 -095.28808920
111  29.41555064 -095.28854833
113  29.41565986 -095.28870082
111  29.41562522 -095.28926686
111  29.41541925 -095.28899766
113  29.41522360 -095.28966495
111  29.41709015 -095.28812939
111  29.41693399 -095.28791919
111  29.41674778 -095.28799838
113  29.41658965 -095.28861684
111  29.41647171 -095.28810299
111  29.41628141 -095.28829684
111  29.41652264 -095.28861376
113  29.41667005 -095.28802607
110 2 0.00 0.0000 Taxiway 5h
111  29.41711860 -095.28771183
111  29.41698867 -095.28784583
111  29.41691528 -095.28774610
113  29.41704428 -095.28761195
110 2 0.00 0.0000 Taxiway 4h
111  29.41628271 -095.28776873
111  29.41641846 -095.28794660
111  29.41629640 -095.28806746
113  29.41616437 -095.28788701
110 2 0.00 0.0000 Taxiway 3h
111  29.41634696 -095.28940241
111  29.41626962 -095.28947813
111  29.41624584 -095.28944679
111  29.41618782 -095.28950760
111  29.41615995 -095.28947144
111  29.41621907 -095.28941150
111  29.41613831 -095.28930504
111  29.41607926 -095.28936673
111  29.41605173 -095.28933101
111  29.41611247 -095.28927098
111  29.41603290 -095.28916609
111  29.41597233 -095.28922799
111  29.41594283 -095.28918970
111  29.41600401 -095.28912801
111  29.41592418 -095.28902277
111  29.41586276 -095.28908580
111  29.41583489 -095.28904964
111  29.41589721 -095.28898723
111  29.41581980 -095.28888518
111  29.41589735 -095.28880861
111  29.41592013 -095.28883869
111  29.41598201 -095.28877835
111  29.41600958 -095.28881474
111  29.41594785 -095.28887531
111  29.41602792 -095.28898105
111  29.41608927 -095.28891994
111  29.41611550 -095.28895458
111  29.41605455 -095.28901576
111  29.41613482 -095.28912191
111  29.41619576 -095.28906052
111  29.41622270 -095.28909609
111  29.41616147 -095.28915714
111  29.41624313 -095.28926512
111  29.41630390 -095.28920329
111  29.41633064 -095.28923859
113  29.41626958 -095.28930010
110 2 0.00 0.0000 Taxiway 2h
111  29.41603905 -095.28966796
111  29.41587017 -095.28983651
111  29.41568619 -095.28958885
113  29.41585698 -095.28942148
110 2 0.00 0.0000 Taxiway 1h
