A
1000 Generated by Infinite Flight Airport Editing (World Parser)/AB

1       55 0 0 YDGY DE GRAY HS
100   49.99   4   0 0.25 0 0 0 13  -20.18313181  119.19916272    0.00    0.00 0  0 0 0 31  -20.17751500  119.19410200    0.00    0.00 0  0 0 0
110   3 0.25   0.00 New Taxiway 7
112 -20.17527299  119.19074068 -20.17535637  119.19078106 
112 -20.17553073  119.19106373 -20.17558380  119.19123334 
112 -20.17536396  119.19158869 -20.17529573  119.19172599 
112 -20.17509105  119.19161292 -20.17497733  119.19158869 
112 -20.17491669  119.19130602 -20.17485604  119.19120911 
114 -20.17501524  119.19074876 -20.17507588  119.19061146 
110   4 0.25   0.00 New Taxiway 6
111 -20.17746683  119.19431526 
112 -20.17691620  119.19401480 -20.17666104  119.19384311 
112 -20.17655360  119.19414357 -20.17644616  119.19414357 
112 -20.17639244  119.19474449 -20.17635215  119.19494479 
111 -20.17611041  119.19397188 
112 -20.17412279  119.19638985 -20.17390791  119.19644708 
111 -20.17402878  119.19598924 
111 -20.17663251  119.19203092 
112 -20.17625642  119.19167912 -20.17622890  119.19164003 
112 -20.17610966  119.19174753 -20.17606379  119.19180616 
112 -20.17591703  119.19173775 -20.17590785  119.19160094 
112 -20.17599041  119.19162049 -20.17598124  119.19162049 
112 -20.17567853  119.19153254 -20.17557763  119.19152276 
111 -20.17531162  119.19157163 
112 -20.17546756  119.19118073 -20.17551342  119.19099506 
112 -20.17532997  119.19081916 -20.17529328  119.19068234 
112 -20.17555929  119.19053576 -20.17567853  119.19047713 
112 -20.17604545  119.19051622 -20.17619221  119.19052599 
112 -20.17638484  119.19089734 -20.17645822  119.19107324 
112 -20.17631146  119.19141527 -20.17629311  119.19146413 
111 -20.17635732  119.19164980 
112 -20.17669708  119.19191011 -20.17671496  119.19192916 
112 -20.17698309  119.19198629 -20.17710821  119.19215768 
112 -20.17710821  119.19267185 -20.17717971  119.19291941 
112 -20.17735846  119.19333836 -20.17744784  119.19352880 
113 -20.17775172  119.19402392 
14  -20.17659389  119.19258405    6 0 New Tower Viewpoint 8
15  -20.17725195  119.19368573 131.72 New Ramp Start 7
19  -20.17714451  119.19442972 0 New Windsock 9


130 Airport Boundary
111 -020.18313217  119.19916534
111 -020.17638397  119.19089508
111 -020.17604446  119.19051361
111 -020.17556000  119.19053650
111 -020.17501450  119.19075012
111 -020.17402840  119.19599152
113 -020.17412186  119.19638824
99
