A
1050 Generated by WorldEditor 1.6.0r1

1    633 0 0 05C Griffith-Merrillville
100 22.86 1 0 0.25 0 2 0 08  41.51868349 -087.40833787    0    0 1 0 0 1 26  41.52101856 -087.39070958  341    0 1 0 0 1
110 2 0.00 0.0000 New Taxiway 5
111  41.52098834 -087.40117757
111  41.52115100 -087.40122850
111  41.52112350 -087.40138597
113  41.52096043 -087.40132968
110 2 0.00 0.0000 New Taxiway 4
111  41.52049993 -087.40072986
111  41.52039479 -087.40071475
111  41.52050687 -087.39937556
113  41.52060820 -087.39938852
110 2 0.00 0.0000 New Taxiway 3
111  41.52079564 -087.40077234
111  41.52069567 -087.40075843
111  41.52080285 -087.39942178
113  41.52090510 -087.39944041
110 2 0.00 0.0000 New Taxiway 2
111  41.52109970 -087.39942588
111  41.52121633 -087.39943972
111  41.52110509 -087.40082024
113  41.52098969 -087.40080240
110 2 0.00 0.0000 New Taxiway 1
111  41.52227959 -087.39808136
111  41.52216210 -087.39808267
111  41.52172159 -087.39808755
111  41.52172090 -087.39748273
113  41.52227830 -087.39748215
110 1 0.00 0.0000 New Taxiway 3
111  41.52111979 -087.39073353 102
111  41.52154021 -087.39083349 102
111  41.52173934 -087.39088084 102
111  41.52087916 -087.39741892
112  41.52087916 -087.39741892  41.52085641 -087.39763971 102
111  41.52098734 -087.39767431 102
111  41.52115312 -087.39771205
111  41.52116913 -087.39719625
111  41.52227918 -087.39719874
111  41.52227830 -087.39748215
111  41.52172090 -087.39748273
111  41.52172159 -087.39808755
111  41.52216210 -087.39808267
111  41.52216036 -087.39855712
111  41.52152003 -087.39855504
111  41.52151745 -087.39881601
111  41.52133641 -087.39878558
111  41.52129609 -087.39904481
111  41.52125103 -087.39901387
111  41.52121633 -087.39943972
111  41.52109970 -087.39942588
111  41.52098969 -087.40080240
111  41.52098684 -087.40083804
111  41.52091536 -087.40082836
112  41.52090699 -087.40106148  41.52091542 -087.40112337
111  41.52095524 -087.40116741
111  41.52098834 -087.40117757
111  41.52096043 -087.40132968
111  41.52095429 -087.40136319
111  41.52084315 -087.40132578
112  41.52082214 -087.40128286  41.52082340 -087.40125247
111  41.52082214 -087.40128286
111  41.52083384 -087.40112936
112  41.52083384 -087.40112936  41.52083553 -087.40111079
112  41.52086302 -087.40109243  41.52086428 -087.40107161
112  41.52085156 -087.40096476  41.52085325 -087.40092200
111  41.52085156 -087.40096476
111  41.52086143 -087.40082107
111  41.52082245 -087.40081579
111  41.52082570 -087.40077666
111  41.52079564 -087.40077234
111  41.52090510 -087.39944041
111  41.52098724 -087.39945503
111  41.52105744 -087.39886726
111  41.52088790 -087.39877105
111  41.52083761 -087.39884675
111  41.52076808 -087.39931709
111  41.52080285 -087.39942178
111  41.52069567 -087.40075843
111  41.52049993 -087.40072986
111  41.52060820 -087.39938852
111  41.52070723 -087.39939991
111  41.52078384 -087.39884935
111  41.52075388 -087.39874486
111  41.52056709 -087.39870001
111  41.52047207 -087.39937106
111  41.52050687 -087.39937556
111  41.52039479 -087.40071475
111  41.52027162 -087.40069428
111  41.52044178 -087.39868868 102
111  41.52032872 -087.39866028 102
111  41.52023711 -087.39863727
112  41.52023711 -087.39863727  41.52008363 -087.39861945 102
111  41.52004927 -087.39879097
111  41.52013903 -087.39813415 102
