I
1100 Generated by WorldEditor 1.7.1r2

1    891 0 0 KFPK Fitch H. Beach
100 22.86 2 0 0.25 0 2 0 03  42.57003767 -084.81371735    0    0 2 0 0 1 21  42.57905183 -084.80913239    0    0 2 0 0 1
100 30.48 3 0 0.25 0 0 0 14  42.57609636 -084.81556878  178    0 0 0 0 0 32  42.57087113 -084.81062476   58    0 0 0 0 0
110 2 0.00 0.0000 New Taxiway 4
111  42.56832503 -084.81201806
111  42.56825415 -084.81201806
111  42.56820139 -084.81201806
111  42.56816704 -084.81201806
111  42.56816712 -084.81178080
111  42.56819692 -084.81178068
111  42.56825198 -084.81178046
113  42.56832481 -084.81178017
110 2 0.00 0.0000 New Taxiway 3
111  42.56849762 -084.81207497
111  42.56846523 -084.81207496
111  42.56841662 -084.81207494
111  42.56837133 -084.81207492
111  42.56837123 -084.81177841
111  42.56840595 -084.81177821
111  42.56846067 -084.81177790
113  42.56849739 -084.81177769
110 2 0.00 0.0000 New Taxiway 2
111  42.56873616 -084.81206064
111  42.56868802 -084.81206142
111  42.56863879 -084.81206222
111  42.56858477 -084.81206309
111  42.56858478 -084.81180617
111  42.56863428 -084.81180617
111  42.56868193 -084.81180617
113  42.56873586 -084.81180617
110 2 0.00 0.0000 New Taxiway 1
111  42.56972780 -084.81204092
111  42.56961870 -084.81204297
111  42.56956747 -084.81204393
111  42.56944118 -084.81204631
111  42.56939895 -084.81204710
111  42.56927825 -084.81204937
111  42.56923739 -084.81205014
111  42.56911455 -084.81205244
111  42.56906252 -084.81205342
111  42.56894941 -084.81205555
111  42.56889703 -084.81205653
111  42.56886737 -084.81205709
111  42.56886737 -084.81193870
111  42.56897624 -084.81193575
111  42.56903785 -084.81193409
111  42.56914164 -084.81193128
111  42.56919825 -084.81192975
111  42.56930893 -084.81192675
111  42.56937128 -084.81192507
111  42.56946708 -084.81192247
111  42.56952701 -084.81192085
111  42.56964029 -084.81191779
111  42.56970511 -084.81191603
113  42.56972682 -084.81191545
110 1 0.00 0.0000 New Taxiway 5
111  42.56986261 -084.81183471
112  42.56982624 -084.81179463  42.56979843 -084.81179463
111  42.56982624 -084.81179463
111  42.56970554 -084.81179707
111  42.56970511 -084.81191603
111  42.56964029 -084.81191779
111  42.56964018 -084.81179838
111  42.56952694 -084.81180067
111  42.56952701 -084.81192085
111  42.56946708 -084.81192247
111  42.56946721 -084.81180187
111  42.56937055 -084.81180383
111  42.56937128 -084.81192507
111  42.56930893 -084.81192675
111  42.56930852 -084.81180508
111  42.56919825 -084.81180730
111  42.56919825 -084.81192975
111  42.56914164 -084.81193128
111  42.56914176 -084.81180844
111  42.56903796 -084.81181054
111  42.56903785 -084.81193409
111  42.56897624 -084.81193575
111  42.56897608 -084.81181178
111  42.56889516 -084.81181342
112  42.56876009 -084.81173543  42.56869627 -084.81166352
111  42.56876009 -084.81173543
112  42.56876009 -084.81173543  42.56873716 -084.81170958
112  42.56868165 -084.81168014  42.56865460 -084.81166826
111  42.56868165 -084.81168014
111  42.56868193 -084.81180617
111  42.56863428 -084.81180617
111  42.56863448 -084.81166392
112  42.56863448 -084.81166392  42.56860824 -084.81165713
111  42.56858970 -084.81165579
111  42.56846054 -084.81165948
111  42.56846067 -084.81177790
111  42.56840595 -084.81177821
111  42.56840579 -084.81166105
111  42.56825179 -084.81166545
111  42.56825198 -084.81178046
111  42.56819692 -084.81178068
111  42.56819706 -084.81166702
111  42.56813789 -084.81166871
111  42.56813789 -084.81157184
111  42.56852312 -084.81156216
112  42.56852312 -084.81156216  42.56855928 -084.81156038
111  42.56855955 -084.81151351
111  42.56856593 -084.81048050
111  42.56861786 -084.81048152
112  42.56861786 -084.81048152  42.56861849 -084.81059110
111  42.56867055 -084.81055799
111  42.56884602 -084.81044770
111  42.56981673 -084.81042884
112  42.56981673 -084.81042884  42.56990102 -084.81043356
111  42.56990693 -084.81055663
111  42.56990953 -084.81102183
111  42.56985394 -084.81102424
112  42.56982354 -084.81097094  42.56979616 -084.81097094
111  42.56982354 -084.81097094
111  42.56865629 -084.81098743
112  42.56863532 -084.81102118  42.56863316 -084.81105348
111  42.56863532 -084.81102118
111  42.56863489 -084.81157185
112  42.56868607 -084.81160354  42.56873698 -084.81160904
111  42.56868607 -084.81160354
112  42.56879710 -084.81166176  42.56884903 -084.81171529
111  42.56879710 -084.81166176
112  42.56879710 -084.81166176  42.56887469 -084.81174163
111  42.56890415 -084.81174121
111  42.56982670 -084.81172625
