I
1050 Generated by WorldEditor 2.3.0r2

1   3437 0 0 CFX6 Vulcan
100 22.86 1 0 0.00 0 1 0 16  50.40837715 -113.28518402   49    0 0 0 0 0 34  50.40028754 -113.28518356   49    0 0 0 0 0
100 41.15 3 0 0.00 0 0 0 05  50.40012779 -113.28885582    0    0 0 0 0 0 23  50.40266589 -113.27823354    0    0 0 0 0 0
110 5 0.00 0.0000 New Taxiway 9
111  50.39923370 -113.28338215
112  50.39913249 -113.28323270  50.39907250 -113.28319882
111  50.39913249 -113.28323270
111  50.39859862 -113.28323541
111  50.39859316 -113.27969639
112  50.39859316 -113.27969639  50.39860156 -113.27957781
112  50.39875897 -113.27969112  50.39877097 -113.27983793
111  50.39875897 -113.27969112
111  50.39875120 -113.28168875
111  50.39873644 -113.28168875
111  50.39873634 -113.28175592
111  50.39875361 -113.28175592
111  50.39873197 -113.28187984
111  50.39872753 -113.28233984
111  50.39872619 -113.28247873
111  50.39872486 -113.28261651
112  50.39872486 -113.28261651  50.39874549 -113.28295372
111  50.39889483 -113.28301648
113  50.39923370 -113.28300942
110 2 0.00 182.3680 New Taxiway 8
111  50.39903940 -113.28184016
111  50.39886883 -113.28183891
111  50.39886896 -113.28175592
111  50.39875361 -113.28175592
111  50.39873634 -113.28175592
111  50.39873644 -113.28168875
111  50.39875120 -113.28168875
111  50.39886906 -113.28168875
111  50.39886919 -113.28160179
113  50.39903976 -113.28160304
110 2 0.00 182.3680 New Taxiway 8
111  50.40106176 -113.28018918
111  50.40086067 -113.28018770
111  50.40086106 -113.27992495
113  50.40106216 -113.27992643
110 2 0.00 182.3680 New Taxiway 8
111  50.39988221 -113.27947225
111  50.39975263 -113.27947186
111  50.39975233 -113.27928319
113  50.39988191 -113.27928358
110 2 0.00 182.3680 New Taxiway 8
111  50.40101004 -113.27947131
111  50.40088046 -113.27947092
111  50.40088016 -113.27930683
113  50.40100974 -113.27930722
110 2 0.00 182.3680 New Taxiway 8
111  50.40009318 -113.28103298
111  50.39996360 -113.28103259
111  50.39996310 -113.28075925
113  50.40009268 -113.28075963
110 2 0.00 142.8995 New Taxiway 8
111  50.40036480 -113.28103037
111  50.40023522 -113.28102998
111  50.40023472 -113.28075663
113  50.40036430 -113.28075702
110 2 0.00 0.0000 New Taxiway 8
111  50.39898358 -113.28259036
111  50.39885400 -113.28258997
111  50.39885378 -113.28243985
111  50.39875907 -113.28243851
111  50.39872619 -113.28247873
111  50.39872753 -113.28233984
111  50.39876135 -113.28238046
111  50.39885369 -113.28238176
111  50.39885346 -113.28223189
113  50.39898304 -113.28223228
110 2 0.00 0.0000 New Taxiway 8
111  50.40066225 -113.28106048
111  50.40053267 -113.28106009
111  50.40053213 -113.28076411
113  50.40066171 -113.28076450
110 2 0.00 0.0000 New Taxiway 8
111  50.40094485 -113.28104275
111  50.40081527 -113.28104236
111  50.40081473 -113.28074637
113  50.40094431 -113.28074676
110 5 0.00 0.0000 New Taxiway 7
111  50.40011998 -113.28300397
111  50.40058802 -113.28301664
112  50.40072105 -113.28288654  50.40076503 -113.28276490
111  50.40072105 -113.28288654
111  50.40119307 -113.28084263
112  50.40103949 -113.28061487  50.40091451 -113.28059448
111  50.40103949 -113.28061487
111  50.40095506 -113.28061480
111  50.40094431 -113.28074676
111  50.40081473 -113.28074637
111  50.40082408 -113.28061469
111  50.40066797 -113.28061456
111  50.40066171 -113.28076450
111  50.40053213 -113.28076411
112  50.40046449 -113.28061440  50.40040663 -113.28059352
111  50.40046449 -113.28061440
111  50.40034577 -113.28061430
112  50.40034577 -113.28061430  50.40034021 -113.28067312
111  50.40036430 -113.28075702
111  50.40023472 -113.28075663
112  50.40025481 -113.28061422  50.40024578 -113.28055649
111  50.40025481 -113.28061422
111  50.40011246 -113.28061411
111  50.40010865 -113.28074654
111  50.40009268 -113.28075963
111  50.39996310 -113.28075925
111  50.39995049 -113.28069705
112  50.39995049 -113.28069705  50.39993216 -113.28064259
111  50.39988150 -113.28061391
111  50.39963266 -113.28061371
112  50.39963266 -113.28061371  50.39954032 -113.28061262
112  50.39962907 -113.28038784  50.39971655 -113.28038566
111  50.39962907 -113.28038784
111  50.40109310 -113.28042561
112  50.40109310 -113.28042561  50.40120408 -113.28041620
111  50.40131050 -113.28030816
111  50.40133991 -113.28018350
111  50.40106176 -113.28018918
111  50.40106216 -113.27992643
111  50.40119321 -113.27996226
111  50.40139485 -113.27995192
111  50.40152826 -113.27938507
112  50.40140732 -113.27912532  50.40127654 -113.27909708
111  50.40140732 -113.27912532
111  50.40098130 -113.27913104
111  50.40097869 -113.27920332
112  50.40104990 -113.27930736  50.40105436 -113.27938063
111  50.40104990 -113.27930736
111  50.40100974 -113.27930722
