I
810 versionVersion - data cycle 2013.10, build 20131334, metadata NavXP810.  Copyright � 2013, Robin A. Peel (robin@x-plane.com).   This data is free software; you can redistribute it and/or modify it under the terms of the GNU General Public License as published by the Free Software Foundation; either version 2 of the License, or (at your option) any later version.  This program is distributed in the hope that it will be useful, but WITHOUT ANY WARRANTY; without even the implied warranty of MERCHANTABILITY or FITNESS FOR A PARTICULAR PURPOSE.  See the GNU General Public License for more details.  You should have received a copy of the GNU General Public License along with this program ("AptNavGNULicence.txt"); if not, write to the Free Software Foundation, Inc., 59 Temple Place, Suite 330, Boston, MA 02111-1307, USA.
2 38.08777618 -77.32491302        0      396    50   0.000  APH A P HILL NDB
2 57.08382034   9.68009281        0      398    25   0.000   GL AALBORG NDB
2 56.31862640  10.45933056        0      324    20   0.000   ML AARHUS NDB
2 56.28795242  10.77527523        0      374    20   0.000   TU AARHUS NDB
2 68.72318268 -52.78476334        0      336    25   0.000   AA AASIAAT NDB
2 53.76666641  91.40499878        0      360    80   0.000   AK ABAKAN NDB
2 53.69833374  91.34999847        0      360    80   0.000   AB ABAKAN NDB
2 30.06113815 -92.12327576        0      230    50   0.000  BNZ ABBEVILLE NDB
2 49.01544571 -122.48777771        0      344    50   0.000   XX ABBOTSFORD NDB
2  0.50000000 173.85000610      108      396    25   0.000   AA ABEMAMA NDB
2 57.13833237  -2.40472198        0      336    15   0.000   AQ ABERDEEN NDB
2 39.53586197 -76.10639191        0      349    50   0.000  APG ABERDEEN NDB
2 57.07751465  -2.10570002        0      348    25   0.000  ATF ABERDEEN/DYCE NDB
2 52.11633301  -4.55983305        0      370    20   0.000   AP ABERPORTH NDB
2  5.25041723  -3.95802808        0      294    50   0.000   PB ABIDJAN FELIX HOUPHOUET BOIGNY NDB
2  5.34908295  -3.89041710        0      306    50   0.000   AN ABIDJAN NDB
2 19.21528053 -92.16999817      200      341    50   0.000  PM1 ABKATUM 1A NDB
2 19.27333641 -92.15499878      200      350    50   0.000  PM2 ABKATUM 5 NDB
2 25.89999962  49.58333206      229      290    25   0.000   AB ABQAIQ NDB
2 40.16011047 -89.33802795        0      329    50   0.000  AAA ABRAHAM NDB
2 -17.96450043 -38.69383240        0      290    75   0.000   AV ABROLHOS NDB
2  9.02803707   7.27704477        0      321    25   0.000   AG ABUJA NDB
2 25.87780571  55.02294540       23      285    25   0.000  ABM ABUMUSA ISLAND NDB
2 33.33528519  36.42818832        0      264    75   0.000  ABD ABYAD NDB
2 29.95627785 -91.86333466        0      269    50   0.000   AR ACADI NDB
2  9.55169392 -69.23286438      640      225    25   0.000  AGV ACARIGUA NDB
2 37.57030487 -75.79830933        0      336    50   0.000  BDB ACCOMACK NDB
2  5.67617178  -0.13803300        0      409    50   0.000   AA ACCRA NDB
2 56.27222061  90.61111450      899      420    80   0.000   NZ ACHINSK NDB
2 38.51985931 -90.05919647        0      350    50   0.000   CP ACORE NDB
2 48.87385941 -123.29000092        0      378    50   0.000   AP ACTIVE PASS NDB
2 -34.78952789 -56.26302719      174      395    40   0.000  ASI ADAMI NDB
2 13.07133293 -59.49052811        0      345    50   0.000  BGI ADAMS NDB
2 36.97083282  35.26166534        0      395    50   0.000  ADA ADANA NDB
2  8.99737167  38.86257172     7822      333    50   0.000   AB ADDIS ABABA NDB
2  8.99884701  38.82015610        0      352   150   0.000   BL ADDIS ABABA NDB
2 34.23233414 -96.93313599        0      400    50   0.000   AI ADDMO NDB
2 -34.94638824 138.54611206       20      362    85   0.000   AD ADELAIDE NDB
2 12.87027836  45.00555420        0      361   200   0.000   AD ADEN NDB
2 37.72416687  38.45916748     2215      381    50   0.000  KHD ADIYAMAN NDB
2 27.78527832  -0.23027800        0      340   125   0.000  ADR ADRAR NDB
2 41.86997223 -84.07746887        0      278    50   0.000  ADG ADRIAN NDB
2 78.17681122  16.01250839        0      326    25   0.000  ADV ADVENT NDB
2  1.39833903  99.42897034      935      233    50   0.000   AG AEK GODANG NDB
2 -34.54641724 -58.43949890       20      280    25   0.000    P AEROPARQUE JORGE NEWBERY NDB
2 -34.52011490 -58.48653412       53      260    25   0.000   OP AEROPARQUE JORGE NEWBERY NDB
2 -34.58491516 -58.36888885       37      375    25   0.000    N AEROPARQUE NDB
2  5.41113901  -2.91647196        0      393    50   0.000  AFO AFIENOU NDB
2 -22.86697197 -43.36686707      112      270    50   0.000  AFS AFONSOS NDB
2 38.80389023  30.54694366        0      324    50   0.000  KFK AFYON NDB
2 16.95633316   7.97483301     1716      340    25   0.000   AS AGADES NDB
2 30.32361031  -9.45472240        0      402    50   0.000  AML AGADIR NDB
2 30.32027817  -9.31944370        0      396    50   0.000  ALS AGADIR NDB
2 -10.36666679  56.59999847        0      429    50   0.000  AGG AGALEGA NDB
2 23.88734627  91.23439026        0      237    50   0.000   AT AGARTALA NDB
2 10.83161068  72.17994690       13      360   100   0.000   AT AGATTI NDB-DME
2 44.67599869 -124.06510925        0      350    50   0.000   ON AGGET NDB
2 30.75000000  49.68333435       88      365    75   0.000   AJ AGHAJARI NDB
2 55.26499939  94.87750244     1230      921    80   0.000   RO AGINSKOYE NDB
2 28.82193375  22.07175064      171      400    25   0.000   ZT AGIP C97 NDB
2 44.13944626  39.02666855       35      381    80   0.000   AG AGOY NDB
2 27.15018845  77.96530151        0      249    75   0.000   AG AGRA NDB
2 39.66914749  43.02204895     5462      289    50   0.000  ARI AGRI NDB
2 10.61666679 -69.28333282        0      323    50   0.000  ADA AGUADA GRANDE NDB
2 26.59365654 127.23616028       44      268    50   0.000   AN AGUNI NDB
2 52.88805389   8.12250042        0      290   150   0.000  AHL AHLHORN NDB
2 23.14138985  72.69966888        0      215    75   0.000   AH AHMEDABAD NDB
2 31.34413910  48.74458313       66      415    50   0.000  AWZ AHWAZ NDB
2 35.14227676 136.99656677        0      397    30   0.000   NG AICHI NDB
2 37.76427460  23.42381668        0      382    50   0.000  EGN AIGINA NDB
2 33.65180588 -81.67697144        0      347    50   0.000  AIK AIKEN NDB
2 16.69214439  -9.60037804        0      310    25   0.000   AA AIOUN EL ATROUSS NDB
2 36.73691559 -87.41374969        0      273    50   0.000   FK AIRBE NDB
2 39.49311066 -83.73816681        0      407    50   0.000   IL AIRBO NDB
2 34.19133377 -77.86630249        0      281    50   0.000   IL AIRLI NDB
2 39.92533493 -86.23805237        0      209    50   0.000   EY AIRPA NDB
2 46.54830551 -93.67544556        0      397    50   0.000  AIT AITKIN NDB
2 -18.82500076 -159.77333069        0      320    50   0.000   AI AITUTAKI NDB
2 43.50777817   5.36047220      367      413    25   0.000  ALM AIX LES MILLES NDB
2 23.74294662  92.80286407        0      366    50   0.000   AZ AIZAWL NDB
2 41.94916534   8.81833363        0      365    75   0.000   RO AJACCIO NDB
2 41.89880753   8.61208344        0      341    50   0.000   IS AJACCIO/CAMPO DELL ORO NDB
2 50.48530579 -104.73612213        0      219    25   0.000  ZRS AJAX NDB
2 19.39916992 -92.03888702      200      304    50   0.000  PA1 AKAL C NDB
2 19.42805862 -92.07527924      200      255    50   0.000  PA2 AKAL J NDB
2 43.13451767 144.14379883        0      221    50   0.000   KQ AKAN NDB
2 43.97222137  76.33583069        0      288    50   0.000   AI AKCHI NDB
2 34.52777863 136.69667053        0      380    50   0.000   AK AKENO NDB
2 40.56666565  48.38333130        0      420    80   0.000   AU AKHSU NDB
2 43.41666794  70.75000000        0      905    50   0.000   OL AKKOL NDB
2 68.22616577 -135.01480103        0      208    50   0.000  YKD AKLAVIK NDB
2 20.69409943  77.05242920        0      211    50   0.000   KL AKOLA NDB
2 61.39527893  -6.68111086        0      381   100   0.000   AB AKRABERG NDB
2 41.06972122 -81.38735962        0      362    50   0.000   AK AKRON NDB
2 41.06972122 -81.38747406        0      362    50   0.000   AK AKRON NDB
