I
1050 Generated by WorldEditor 2.3.0r2

1    195 0 0 EIAB Abbeyshrule
100 17.98 1 0 0.00 0 0 0 10  53.59128585 -007.64899761  169    0 1 0 0 0 28  53.59151693 -007.63666494   29    0 0 0 0 0
110 1 0.00 0.0000 New Taxiway 73
111  53.59137013 -007.64871918
112  53.59137013 -007.64871918  53.59140068 -007.64880951
112  53.59128098 -007.64903745  53.59110579 -007.64902695
112  53.59121690 -007.64866952  53.59122570 -007.64856472
113  53.59121690 -007.64866952
110 3 0.00 0.0000 New Taxiway 69
112  53.59119754 -007.64520336  53.59115078 -007.64524642
111  53.59119754 -007.64520336
111  53.59108452 -007.64528027
111  53.59093653 -007.64538100
111  53.59088763 -007.64519480
111  53.59073282 -007.64529855
111  53.59071708 -007.64523862
111  53.59128979 -007.64482559
113  53.59128582 -007.64502563
110 3 0.00 0.0000 New Taxiway 68
111  53.59120395 -007.64604797
111  53.59063636 -007.64635374
112  53.59060193 -007.64629909  53.59059282 -007.64626187
111  53.59060193 -007.64629909
111  53.59058537 -007.64621337
111  53.59091515 -007.64602953
111  53.59089303 -007.64582276
111  53.59108636 -007.64574980
111  53.59115921 -007.64572230
112  53.59126500 -007.64585673  53.59126933 -007.64595010
111  53.59126500 -007.64585673
111  53.59126314 -007.64597433
114  53.59126314 -007.64597433  53.59126014 -007.64600726
110 2 0.00 0.0000 New Taxiway 67
111  53.59231571 -007.64243038
111  53.59250732 -007.64206360
111  53.59264417 -007.64225552
111  53.59261962 -007.64230251
113  53.59245256 -007.64262229
110 2 0.00 0.0000 New Taxiway 67
111  53.59286312 -007.64262254
111  53.59292611 -007.64249838
111  53.59326496 -007.64300669
113  53.59320197 -007.64313085
110 2 0.00 0.0000 New Taxiway 67
111  53.59322018 -007.64315680
111  53.59327330 -007.64304839
111  53.59353055 -007.64341498
113  53.59347743 -007.64352339
110 2 0.00 0.0000 New Taxiway 66
111  53.59321221 -007.64391211
111  53.59337232 -007.64427388
111  53.59318504 -007.64453311
111  53.59302494 -007.64417134
112  53.59302487 -007.64409992  53.59303633 -007.64407378
111  53.59302487 -007.64409992
111  53.59302959 -007.64411188
111  53.59318474 -007.64390884
114  53.59318474 -007.64390884  53.59319674 -007.64390445
110 2 0.00 0.0000 New Taxiway 65
111  53.59278995 -007.64361871
111  53.59266959 -007.64361725
111  53.59266884 -007.64328825
113  53.59278920 -007.64328971
110 2 0.00 0.0000 New Taxiway 64
111  53.59039877 -007.64675342
111  53.59031408 -007.64634815
111  53.59048398 -007.64624749
111  53.59049718 -007.64631066
111  53.59051255 -007.64638424
111  53.59054187 -007.64652454
111  53.59055747 -007.64659921
113  53.59056866 -007.64665276
110 2 0.00 0.0000 New Taxiway 63
111  53.59086968 -007.64583157
111  53.59089482 -007.64599946
111  53.59077252 -007.64604562
111  53.59076493 -007.64599876
111  53.59053632 -007.64608504
111  53.59054392 -007.64613189
111  53.59042513 -007.64617672
113  53.59039999 -007.64600883
110 2 0.00 0.0000 New Taxiway 62
111  53.59040674 -007.64574158
111  53.59034210 -007.64549546
111  53.59071708 -007.64523862
111  53.59073282 -007.64529855
111  53.59088763 -007.64519480
113  53.59093653 -007.64538100
110 1 0.00 0.0000 New Taxiway 60
111  53.59126797 -007.64618946
112  53.59119375 -007.64611839  53.59115429 -007.64613282
111  53.59119375 -007.64611839
111  53.59068610 -007.64640003
112  53.59068610 -007.64640003  53.59066951 -007.64642192
112  53.59060562 -007.64656813  53.59056304 -007.64660460
111  53.59060562 -007.64656813
111  53.59055747 -007.64659921
111  53.59054187 -007.64652454
112  53.59054187 -007.64652454  53.59063394 -007.64643129
112  53.59051255 -007.64638424  53.59045706 -007.64641621
111  53.59051255 -007.64638424
111  53.59049718 -007.64631066
111  53.59052962 -007.64629304
111  53.59055476 -007.64625414
112  53.59057879 -007.64617934  53.59058785 -007.64613735
111  53.59057879 -007.64617934
111  53.59058537 -007.64621337
111  53.59060193 -007.64629909
