I
1050 Generated by WorldEditor 2.1.0r1

1    110 1 0 LEZL Sevilla-San Pablo
1302 city Seville
1302 country Spain
1302 iata_code SVQ
1302 state Andalusia
1302 transition_alt 6000
100 45.11 1 1 0.25 1 3 0 09  37.41787572 -005.91208330    0   50 3 1 0 0 27  37.41800208 -005.87410276    0   52 3 1 0 0
110 1 0.00 271.0000 Asphalt
112  37.42010256 -005.90574941  37.42008560 -005.90582590
111  37.42010256 -005.90574941
111  37.42000649 -005.90643249
111  37.41997823 -005.91210882
112  37.41911360 -005.91344652  37.41818115 -005.91345008
111  37.41911360 -005.91344652
112  37.41911360 -005.91344652  37.41850610 -005.91337715
111  37.41824756 -005.91271186
111  37.41814442 -005.91249663
111  37.41813877 -005.91254999
111  37.41813453 -005.91264960
111  37.41759908 -005.91263182
111  37.41762451 -005.90632060
111  37.41753692 -005.90632060
111  37.41754540 -005.90335534
112  37.41754540 -005.90335534  37.41754257 -005.90326818
111  37.41751431 -005.90325394
111  37.41612130 -005.90324149
112  37.41612130 -005.90324149  37.41560139 -005.90323260
111  37.41540784 -005.90256556
111  37.41525949 -005.90237168
112  37.41522982 -005.90241437  37.41521711 -005.90247484
111  37.41522982 -005.90241437
111  37.41514788 -005.90290886
112  37.41511680 -005.90292309  37.41510691 -005.90297467
111  37.41510267 -005.90290174
111  37.41519874 -005.90235389
112  37.41519874 -005.90235389  37.41520581 -005.90230586
111  37.41519874 -005.90228274
111  37.41504334 -005.90209775
111  37.41750442 -005.89904179
112  37.41750442 -005.89904179  37.41755952 -005.89897953
111  37.41756518 -005.89880699
111  37.41758397 -005.89235342
111  37.41758888 -005.89167155
111  37.41759908 -005.88845609
112  37.41742955 -005.88827821  37.41727131 -005.88830490
111  37.41742955 -005.88827821
111  37.41390462 -005.88909469
112  37.41383116 -005.88919608  37.41382974 -005.88928857
111  37.41390745 -005.88931881
111  37.41419130 -005.88952839
112  37.41443854 -005.89000148  37.41464051 -005.89014391
111  37.41443854 -005.89000148
111  37.41411089 -005.88977949
112  37.41411089 -005.88977949  37.41404590 -005.88973147
111  37.41393853 -005.88971902
111  37.41389049 -005.88974748
111  37.41388202 -005.89024729
111  37.41383963 -005.89024729
111  37.41384246 -005.88981685
111  37.41383681 -005.88978127
112  37.41383681 -005.88978127  37.41378171 -005.88983641
111  37.41376340 -005.88993088
111  37.41376659 -005.88910905
111  37.41366630 -005.88910802
111  37.41262188 -005.88909733
111  37.41263627 -005.88672514
111  37.40979621 -005.88669184
111  37.40981401 -005.88508496
111  37.40937181 -005.88506896
112  37.40935344 -005.88501560  37.40929552 -005.88501738
111  37.40937463 -005.88497291
111  37.40945375 -005.88497113
112  37.40951591 -005.88487865  37.40951450 -005.88478616
111  37.40945516 -005.88478616
111  37.40921358 -005.88478438
111  37.40905676 -005.88468122
112  37.40907088 -005.88464031  37.40904122 -005.88460830
111  37.40907795 -005.88459585
111  37.40911892 -005.88462075
111  37.40914435 -005.88460118
111  37.40922912 -005.88460118
111  37.40923194 -005.88469901
111  37.41004712 -005.88470790
111  37.41004712 -005.88453181
111  37.40990701 -005.88453393
111  37.40990857 -005.88430122
111  37.40990859 -005.88430024
111  37.40991033 -005.88403955
111  37.40991035 -005.88403816
111  37.40991136 -005.88388774
111  37.40990302 -005.88380080
111  37.40991150 -005.88372432
111  37.40991242 -005.88362427
111  37.40991483 -005.88336237
111  37.40991715 -005.88311069
111  37.40939300 -005.88310891
111  37.40939583 -005.88202929
111  37.41007256 -005.88203818
111  37.41008103 -005.88112752
111  37.41016054 -005.88112934
111  37.41059420 -005.88113925
111  37.41059392 -005.88115032
111  37.41057940 -005.88295520
111  37.41057698 -005.88325241
111  37.41057622 -005.88334536
111  37.41057383 -005.88363767
111  37.41057151 -005.88392265
111  37.41057047 -005.88405046
111  37.41056837 -005.88430793
111  37.41056739 -005.88442779
111  37.41046814 -005.88443402
111  37.41043755 -005.88444671
111  37.41043423 -005.88452473
112  37.41045401 -005.88469548  37.41046955 -005.88474884
111  37.41045401 -005.88469548
112  37.41045401 -005.88469548  37.41049216 -005.88475240
111  37.41055856 -005.88477552
111  37.41146275 -005.88478264
112  37.41148535 -005.88472217  37.41148676 -005.88467236
111  37.41148535 -005.88472217
111  37.41148111 -005.88463501
112  37.41148111 -005.88463501  37.41147122 -005.88456564
112  37.41137515 -005.88441090  37.41137515 -005.88430418
112  37.41140482 -005.88427039  37.41140482 -005.88424726
111  37.41140482 -005.88427039
111  37.41144014 -005.88108125
112  37.41144014 -005.88108125  37.41144014 -005.88103856
111  37.41140906 -005.88103678
111  37.41011211 -005.88102256
112  37.41011211 -005.88102256  37.41005560 -005.88102790
112  37.41002605 -005.88108521  37.40998834 -005.88112765
112  37.40996106 -005.88117948  37.40995879 -005.88123071
111  37.40996106 -005.88117948
111  37.40996004 -005.88140867
111  37.40989140 -005.88140782
111  37.40989431 -005.88119746
112  37.40989431 -005.88119746  37.40989529 -005.88107518
112  37.40984133 -005.88097143  37.40984525 -005.88092325
111  37.40989529 -005.88085903
111  37.40989688 -005.88080966
111  37.40995612 -005.88080962
112  37.40998261 -005.88085285  37.40999831 -005.88085285
111  37.40998261 -005.88085285
112  37.40998261 -005.88085285  37.41001302 -005.88085408
111  37.41004540 -005.88089237
111  37.41085677 -005.88090226
112  37.41085677 -005.88090226  37.41090779 -005.88089731
111  37.41092251 -005.88082197
111  37.41094115 -005.87814410
