I
1050 Generated by WorldEditor 2.1.0r1

1     76 1 0 OBKS Sakhir Airbase
1302 city Manama
1302 country Bahrain
1302 datum_lat 26.0347222
1302 datum_lon 050.5244444
1302 iata_code KHB
1302 icao_code OBKS
1302 region_code OB
1302 transition_alt 13000
100 45.00 1 0 0.00 0 1 0 17  26.04904280  050.52330780    0   63 0 7 0 1 35  26.02025890  050.52574280  298   61 0 3 0 1
110 2 0.00 153.0000 New Taxiway 34
111  26.04440357  050.52259493
111  26.04440692  050.52237095
111  26.03703503  050.52220804
111  26.03620377  050.52218967
111  26.03620244  050.52209400
111  26.03620167  050.52203908
111  26.03621612  050.52143038
111  26.03587726  050.52142305
111  26.03576413  050.52147697
111  26.03473337  050.52145469
111  26.03472132  050.52200708
111  26.03472240  050.52206172
111  26.03472421  050.52216153
111  26.03399872  050.52214584
111  26.03046552  050.52206946
111  26.03046538  050.52204812
111  26.03044370  050.52203970
111  26.03042141  050.52201307
111  26.03041114  050.52199348
111  26.03040185  050.52198851
111  26.03040045  050.52191351
111  26.03040848  050.52140628
111  26.02905959  050.52137728
111  26.02905156  050.52188451
111  26.02905366  050.52203510
111  26.02895906  050.52203422
111  26.02895570  050.52225819
111  26.03399012  050.52236793
113  26.03703326  050.52243427
110 2 0.00 153.0000 apn
111  26.04826192  050.52921350
111  26.04826066  050.52819675
111  26.04435112  050.52820652
111  26.04434485  050.52922882
111  26.04436111  050.52922876
111  26.04441355  050.52922855
111  26.04455975  050.52922798
111  26.04459171  050.52922786
111  26.04459171  050.52930863
111  26.04475489  050.52930970
111  26.04475210  050.52989633
111  26.04486923  050.52989710
111  26.04486923  050.53020749
111  26.04607394  050.53021539
111  26.04607394  050.52990500
111  26.04614504  050.52990547
111  26.04614782  050.52931883
111  26.04630020  050.52931983
111  26.04629957  050.52927001
111  26.04626181  050.52926893
111  26.04626327  050.52920749
111  26.04646514  050.52920641
111  26.04647739  050.52922607
111  26.04655292  050.52922579
111  26.04655954  050.52920591
111  26.04706889  050.52920318
111  26.04709225  050.52922377
111  26.04734263  050.52922094
113  26.04786193  050.52921507
110 1 0.00 153.0000 New Taxiway 23
111  26.03472421  050.52216153
111  26.03472240  050.52206172
111  26.03472132  050.52200708
111  26.03040045  050.52191351
111  26.03040185  050.52198851
111  26.03041114  050.52199348
111  26.03042141  050.52201307
111  26.03044256  050.52203180
111  26.03046538  050.52204812
111  26.03046552  050.52206946
113  26.03399872  050.52214584
110 1 0.00 153.0000 New Taxiway 26
111  26.04647739  050.52922607
111  26.04646965  050.52924547
111  26.04629923  050.52924439
111  26.04629957  050.52927001
111  26.04630020  050.52931983
111  26.04637182  050.52931828
112  26.04648030  050.52943415  26.04650548  050.52955486
111  26.04648030  050.52943415
111  26.04655675  050.52943294
112  26.04655675  050.52943294  26.04656740  050.52930900
111  26.04668077  050.52931159
111  26.04701377  050.52930438
112  26.04709784  050.52939514  26.04711140  050.52948028
111  26.04709784  050.52939514
111  26.04716583  050.52939747
112  26.04716583  050.52939747  26.04717164  050.52930478
111  26.04723949  050.52929949
111  26.04734498  050.52929720
111  26.04734263  050.52922094
111  26.04709225  050.52922377
111  26.04706804  050.52924542
111  26.04656647  050.52924729
113  26.04655292  050.52922579
110 1 0.00 153.0000 New Taxiway 25
111  26.04452127  050.52929466
112  26.04452127  050.52929466  26.04452611  050.52923358
111  26.04455975  050.52922798
111  26.04441355  050.52922855
112  26.04445026  050.52929466  26.04445188  050.52935573
113  26.04445026  050.52929466
110 1 0.00 153.0000 main
111  26.02055343  050.52077713
112  26.02055343  050.52077713  26.02044065  050.52078689
111  26.02037048  050.52080641
111  26.02034263  050.52058253
111  26.01999528  050.52060930
111  26.02000731  050.52085025
111  26.01955320  050.52104602
111  26.01946148  050.52084690
111  26.01910962  050.52098411
111  26.01934119  050.52156473
111  26.01471590  050.52569087
112  26.01471590  050.52569087  26.01436374  050.52600844
111  26.01450538  050.52647560
111  26.01461966  050.52693907
112  26.01461966  050.52693907  26.01476401  050.52749390
111  26.01530834  050.52754476
111  26.01926218  050.52752994
112  26.01937345  050.52767011  26.01937706  050.52779460
111  26.01937345  050.52767011
111  26.01937526  050.52937481
112  26.01937526  050.52937481  26.01937165  050.52948324
111  26.01930794  050.52958846
111  26.01957390  050.52932018
112  26.01944384  050.52923692  26.01941858  050.52911644
111  26.01944384  050.52923692
111  26.01944218  050.52766969
112  26.01944218  050.52766969  26.01944218  050.52754319
111  26.01954338  050.52752888
111  26.02809867  050.52749681
112  26.02819391  050.52762510  26.02819752  050.52773225
111  26.02819391  050.52762510
111  26.02819516  050.52811177
111  26.02864626  050.52810899
111  26.02864125  050.52865283
111  26.03101204  050.52863611
111  26.03101011  050.52859842
111  26.03106842  050.52859148
111  26.03114862  050.52987723
111  26.03121253  050.52987584
111  26.03122631  050.52982006
111  26.03122380  050.52968897
111  26.03120250  050.52959693
111  26.03117869  050.52900287
111  26.03120501  050.52896576
111  26.03122806  050.52896379
111  26.03122907  050.52898390
111  26.03254829  050.52897916
111  26.03254578  050.52754140
111  26.03116992  050.52756371
111  26.03115864  050.52758044
111  26.03116626  050.52773213
111  26.03110355  050.52773960
111  26.03109599  050.52761252
112  26.03109599  050.52761252  26.03109795  050.52749880
111  26.03120375  050.52748562
111  26.03982229  050.52744239
112  26.03989121  050.52755257  26.03988995  050.52764601
111  26.03989121  050.52755257
111  26.03989044  050.52926803
111  26.04436236  050.52924270
111  26.04436111  050.52922876
111  26.04434485  050.52922882
111  26.04435112  050.52820652
111  26.04826066  050.52819675
111  26.04826192  050.52921350
111  26.04786219  050.52922187
111  26.04786344  050.52929858
111  26.04821806  050.52930974
112  26.04828071  050.52939063  26.04827820  050.52945758
111  26.04828071  050.52939063
111  26.04828918  050.52997027
112  26.04828918  050.52997027  26.04828709  050.53005512
111  26.04823801  050.53006093
111  26.04829420  050.53023270
111  26.04911516  050.53024177
112  26.04911516  050.53024177  26.05001444  050.53022518
111  26.05055282  050.52952235
111  26.05185019  050.52794371
112  26.05185019  050.52794371  26.05228346  050.52741726
111  26.05301826  050.52738668
111  26.05344239  050.52737898
111  26.05344239  050.52739690
111  26.05344239  050.52745541
111  26.05346034  050.52745509
111  26.05346067  050.52737667
111  26.05348260  050.52737667
111  26.05348391  050.52729652
111  26.05346198  050.52729652
111  26.05346319  050.52720631
111  26.05344764  050.52720631
111  26.05344514  050.52728270
111  26.05344466  050.52729729
111  26.05337707  050.52729729
112  26.05326042  050.52712052  26.05325681  050.52694774
111  26.05326042  050.52712052
111  26.05324201  050.52356882
112  26.05324201  050.52356882  26.05322123  050.52210907
111  26.05189529  050.52165961
111  26.05054081  050.52129725
112  26.04825623  050.52122299  26.04732695  050.52144063
111  26.04654406  050.52147599
111  26.04568163  050.52147562
111  26.03997603  050.52135549
112  26.03997603  050.52135549  26.03898143  050.52134648
111  26.03855957  050.52122696
112  26.03848379  050.52110446  26.03847498  050.52101007
111  26.03848379  050.52110446
111  26.03846033  050.51664017
112  26.03846033  050.51664017  26.03845773  050.51605313
112  26.03851626  050.51507576  26.03851987  050.51457973
111  26.03851626  050.51507576
111  26.03852709  050.51313983
112  26.03852709  050.51313983  26.03852889  050.51303206
112  26.03854152  050.51291291  26.03854152  050.51282923
111  26.03854152  050.51291291
111  26.03854423  050.51282923
111  26.03844728  050.51282789
111  26.03844126  050.51293165
112  26.03844126  050.51293165  26.03843675  050.51302202
112  26.03832088  050.51292998  26.03832238  050.51284296
111  26.03832088  050.51292998
111  26.03832238  050.51282957
111  26.03824921  050.51282856
111  26.03824199  050.51288881
111  26.03821854  050.51292495
111  26.03821673  050.51307156
111  26.03823839  050.51310168
111  26.03828891  050.52098596
112  26.03828891  050.52098596  26.03828891  050.52115264
111  26.03810486  050.52111649
111  26.03770317  050.52097671
111  26.03683817  050.52062648
112  26.03683817  050.52062648  26.03576697  050.52020664
111  26.03495798  050.52017664
111  26.02908104  050.52004810
112  26.02908104  050.52004810  26.02876526  050.52004007
111  26.02850500  050.52007341
111  26.02548289  050.52034093
112  26.02537980  050.52024180  26.02536897  050.52016951
111  26.02526525  050.51988116
111  26.02518710  050.51989252
112  26.02528967  050.52017925  26.02532395  050.52031580
113  26.02518995  050.52036686
111  26.03832011  050.51318216
112  26.03832011  050.51318216  26.03832324  050.51308105
112  26.03844332  050.51317867  26.03844437  050.51327862
111  26.03844332  050.51317867
111  26.03843718  050.51504860
112  26.03843718  050.51504860  26.03843267  050.51556070
112  26.03838456  050.51664682  26.03838456  050.51731622
111  26.03838456  050.51664682
111  26.03841214  050.52112893
112  26.03841214  050.52112893  26.03841301  050.52116960
112  26.03836776  050.52113280  26.03836718  050.52109213
113  26.03836776  050.52113280
111  26.03117125  050.52783162
111  26.03118636  050.52813272
111  26.03112725  050.52813799
113  26.03110945  050.52783878
111  26.03119162  050.52823747
111  26.03120396  050.52848355
111  26.03114798  050.52848656
113  26.03113324  050.52823877
111  26.03120888  050.52858143
111  26.03122569  050.52891654
111  26.03119816  050.52891663
111  26.03117182  050.52888734
113  26.03115392  050.52858632
111  26.03090578  050.52748144
112  26.03101194  050.52761217  26.03101890  050.52772935
111  26.03101194  050.52761217
111  26.03101981  050.52774865
111  26.03096667  050.52775055
111  26.03095973  050.52761508
111  26.03093798  050.52758215
111  26.02869799  050.52759587
112  26.02869799  050.52759587  26.02866753  050.52759587
112  26.02878254  050.52749306  26.02882562  050.52749242
113  26.02878254  050.52749306
111  26.03104258  050.52814333
111  26.03098687  050.52814485
111  26.03097154  050.52784570
113  26.03102518  050.52784178
111  26.03106271  050.52849243
111  26.03100479  050.52849469
111  26.03099199  050.52824477
113  26.03104814  050.52823978
111  26.03488917  050.52717186
111  26.03474338  050.52717255
111  26.03474170  050.52711398
113  26.03488856  050.52711212
111  26.03465827  050.52727987
111  26.03461287  050.52728055
111  26.03461119  050.52716985
113  26.03465766  050.52716798
111  26.03451940  050.52730966
111  26.03447399  050.52731035
111  26.03447348  050.52726484
111  26.03444504  050.52726298
111  26.03444452  050.52721643
111  26.03447296  050.52721829
111  26.03447232  050.52716053
113  26.03451878  050.52715867
111  26.03441064  050.52730221
111  26.03436523  050.52730290
111  26.03436523  050.52717916
113  26.03441170  050.52717729
111  26.03422803  050.52734116
111  26.03411927  050.52733930
111  26.03411927  050.52714378
113  26.03422970  050.52714378
111  26.01530651  050.52745375
112  26.01470215  050.52691978  26.01458168  050.52645283
111  26.01470215  050.52691978
111  26.01456963  050.52636570
112  26.01477242  050.52575576  26.01506155  050.52549213
111  26.01477242  050.52575576
111  26.01937976  050.52164890
111  26.01953035  050.52202649
111  26.01964479  050.52196393
112  26.02007447  050.52265209  26.02015679  050.52316151
111  26.02007447  050.52265209
112  26.02007447  050.52265209  26.01991184  050.52292914
111  26.01994597  050.52343186
111  26.02007849  050.52529973
111  26.02002227  050.52530643
111  26.02002976  050.52546086
111  26.01968642  050.52548991
111  26.01971546  050.52608875
111  26.02005880  050.52605970
111  26.02009053  050.52671404
111  26.02092379  050.52663807
111  26.02098804  050.52660902
111  26.02169480  050.52606385
111  26.03397784  050.52502579
111  26.03399457  050.52504627
111  26.03408218  050.52624977
111  26.03411170  050.52665516
112  26.03411170  050.52665516  26.03412675  050.52685999
111  26.03399792  050.52688234
111  26.03394939  050.52688978
111  26.03391760  050.52691027
111  26.03386059  050.52691087
112  26.03384318  050.52688778  26.03384318  050.52687097
111  26.03384318  050.52688778
111  26.03384550  050.52659683
111  26.03356661  050.52659975
111  26.03356429  050.52689071
112  26.03356429  050.52689071  26.03356312  050.52690882
111  26.03353873  050.52691425
111  26.03338552  050.52691585
111  26.03338218  050.52716352
111  26.03377036  050.52715979
111  26.03378709  050.52717841
113  26.03378375  050.52737208
111  26.04556084  050.52405734
111  26.04564617  050.52469611
111  26.04577835  050.52467376
111  26.04589882  050.52648021
111  26.04588376  050.52707056
112  26.04588376  050.52707056  26.04587874  050.52725121
111  26.04576162  050.52725307
111  26.04519775  050.52731266
111  26.04429589  050.52731638
111  26.04425908  050.52734804
111  26.03997956  050.52736350
111  26.03601855  050.52737780
111  26.03599177  050.52735359
111  26.03591983  050.52732380
112  26.03581609  050.52714317  26.03581525  050.52699295
111  26.03581609  050.52714317
111  26.03581910  050.52686943
111  26.03535127  050.52686943
111  26.03514647  050.52691412
111  26.03435386  050.52690955
111  26.03431320  050.52688628
112  26.03421559  050.52677765  26.03420862  050.52668584
111  26.03421559  050.52677765
113  26.03408699  050.52502081
111  26.04853537  050.52379722
112  26.04853537  050.52379722  26.04856147  050.52379499
112  26.04858557  050.52384862  26.04857754  050.52387991
111  26.04858557  050.52384862
111  26.04848116  050.52439839
111  26.04861769  050.52444085
111  26.04816593  050.52652818
111  26.04798924  050.52711594
112  26.04798924  050.52711594  26.04795310  050.52724109
111  26.04785672  050.52724556
111  26.04722425  050.52730590
111  26.04661788  050.52724555
112  26.04647934  050.52713158  26.04645926  050.52701984
111  26.04647934  050.52713158
111  26.04636891  050.52645443
111  26.04626048  050.52466436
111  26.04638497  050.52465989
113  26.04639501  050.52398275
111  26.03401101  050.52411706
111  26.03390741  050.52252158
111  26.04540655  050.52276004
112  26.04540655  050.52276004  26.04566294  050.52276470
112  26.04558045  050.52314839  26.04551024  050.52315510
113  26.04558045  050.52314839
111  26.02877018  050.52455779
111  26.02867380  050.52391963
111  26.02861597  050.52306964
111  26.02862320  050.52257627
112  26.02862320  050.52257627  26.02862561  050.52238321
111  26.02876536  050.52239394
111  26.03383764  050.52251925
113  26.03393804  050.52412813
111  26.02794065  050.52238912
112  26.02805871  050.52248833  26.02807317  050.52256876
111  26.02805871  050.52248833
111  26.02814786  050.52312648
111  26.02819605  050.52395233
111  26.02820944  050.52459916
111  26.02061625  050.52525074
111  26.02050348  050.52457831
111  26.02042542  050.52334926
112  26.02132860  050.52225566  26.02227359  050.52218513
113  26.02132860  050.52225566
111  26.02129788  050.52172283
112  26.02042614  050.52211197  26.02002457  050.52250670
111  26.02042614  050.52211197
112  26.02042614  050.52211197  26.02018520  050.52196488
111  26.02022536  050.52168931
111  26.02044789  050.52157946
111  26.02038097  050.52090359
112  26.02056837  050.52085704  26.02068884  050.52084587
111  26.02056837  050.52085704
111  26.02525769  050.52045447
112  26.02537415  050.52054385  26.02539422  050.52063769
111  26.02537415  050.52054385
111  26.02542635  050.52088348
111  26.02544241  050.52173925
113  26.02542233  050.52180181
111  26.02553271  050.52180844
111  26.02551263  050.52173470
111  26.02549456  050.52087893
111  26.02546243  050.52056388
112  26.02546243  050.52056388  26.02544838  050.52045439
111  26.02555078  050.52041641
111  26.02851075  050.52016573
112  26.02907855  050.52014065  26.02939061  050.52014103
111  26.02907855  050.52014065
111  26.03496123  050.52026552
112  26.03680877  050.52071602  26.03782535  050.52112147
111  26.03680877  050.52071602
111  26.03768195  050.52106999
111  26.03808962  050.52120515
112  26.03964514  050.52144972  26.04034194  050.52146838
111  26.03964514  050.52144972
111  26.04568162  050.52156484
111  26.04654107  050.52156358
112  26.04821445  050.52132213  26.04922757  050.52107498
111  26.05051929  050.52139147
111  26.05186731  050.52174586
112  26.05316739  050.52356360  26.05324262  050.52503000
111  26.05316739  050.52356360
112  26.05318580  050.52712458  26.05319082  050.52728661
111  26.05307537  050.52730710
111  26.05301681  050.52730896
112  26.05178533  050.52789748  26.05132185  050.52846366
111  26.05178533  050.52789748
111  26.05051034  050.52945818
112  26.04934914  050.53013608  26.04864974  050.53020872
111  26.04934914  050.53013608
112  26.04934914  050.53013608  26.04923202  050.53013794
111  26.04920350  050.52999871
111  26.04920323  050.52937243
112  26.04920323  050.52937243  26.04920725  050.52920482
111  26.04933358  050.52920607
111  26.04968974  050.52920023
111  26.04968523  050.52831276
111  26.05005395  050.52831614 20
111  26.05009138  050.52912646
112  26.05009138  050.52912646  26.05010544  050.52933207 20
111  26.04988168  050.52934849 20
111  26.04927402  050.52946562 20
111  26.04922041  050.52946018
111  26.04921996  050.52954011 20
111  26.04927211  050.52952008 20
111  26.04989286  050.52940461 20
112  26.05014887  050.52911408  26.05013046  050.52885148
111  26.05014887  050.52911408 20
111  26.05011057  050.52831634 20
111  26.05011038  050.52790166 20
112  26.05001557  050.52776602  26.04991713  050.52774398 20
111  26.04992466  050.52767817 20
111  26.04992488  050.52757763 20
111  26.04992585  050.52713040 20
111  26.04992633  050.52691087
111  26.04989839  050.52691218
111  26.04987086  050.52691348
111  26.04968873  050.52692205
111  26.04969041  050.52560720
111  26.04892408  050.52560534
111  26.04885380  050.52558858
111  26.04908973  050.52451772
111  26.04921689  050.52454379
111  26.04935242  050.52388078
111  26.04938086  050.52358280
111  26.04963017  050.52356045
111  26.04959169  050.52296263
111  26.04939760  050.52297939
111  26.04938381  050.52282228
111  26.04619099  050.52308971
111  26.04616255  050.52297797
111  26.04615920  050.52287182
112  26.04606717  050.52259805  26.04599188  050.52247514
111  26.04606717  050.52259805
111  26.04626796  050.52254591
111  26.04626963  050.52230381
111  26.04588981  050.52238575
112  26.04551836  050.52224049  26.04529415  050.52223490
111  26.04551836  050.52224049
111  26.03620167  050.52203908
111  26.03620244  050.52209400
111  26.03620377  050.52218967
111  26.03703503  050.52220804
111  26.04440692  050.52237095
111  26.04440357  050.52259493
111  26.03703326  050.52243427
111  26.03399012  050.52236793
111  26.02895570  050.52225819
111  26.02895906  050.52203422
111  26.02905366  050.52203510
113  26.02905156  050.52188451
111  26.04913309  050.53000560
112  26.04913309  050.53000560  26.04913115  050.53015433
111  26.04900527  050.53016188
111  26.04849595  050.53015541
112  26.04836910  050.53001315  26.04836814  050.52986981
111  26.04836910  050.53001315
111  26.04836426  050.52939775
112  26.04836426  050.52939775  26.04836620  050.52930398
111  26.04845044  050.52929536
111  26.04900624  050.52929536
112  26.04911981  050.52937619  26.04915063  050.52945082
111  26.04911981  050.52937619
112  26.04911981  050.52937619  26.04913125  050.52940512
113  26.04913115  050.52943331
110 5 0.00 153.0000 New Taxiway 32
111  26.04646965  050.52924547
111  26.04647739  050.52922607
111  26.04646514  050.52920641
111  26.04626327  050.52920749
111  26.04626181  050.52926893
111  26.04629957  050.52927001
113  26.04629923  050.52924439
110 5 0.00 153.0000 New Taxiway 31
111  26.04706804  050.52924542
111  26.04709225  050.52922377
111  26.04706889  050.52920318
111  26.04656635  050.52920426
111  26.04655292  050.52922579
113  26.04656647  050.52924729
110 5 0.00 153.0000 New Taxiway 30
111  26.04829420  050.53023270
111  26.04829848  050.53025478
111  26.04912181  050.53025155
112  26.04912181  050.53025155  26.05001168  050.53025273
111  26.05057053  050.52952988
111  26.05186308  050.52795304
112  26.05186308  050.52795304  26.05228930  050.52744443
111  26.05302038  050.52740207
111  26.05344239  050.52739690
111  26.05344239  050.52737898
111  26.05301826  050.52738668
112  26.05185019  050.52794371  26.05141691  050.52847017
111  26.05185019  050.52794371
111  26.05055282  050.52952235
112  26.04911516  050.53024177  26.04821587  050.53025835
113  26.04911516  050.53024177
110 5 0.00 153.0000 New Taxiway 28
111  26.04913115  050.52943331
112  26.04911981  050.52937619  26.04910836  050.52934726
111  26.04911981  050.52937619
112  26.04911981  050.52937619  26.04908898  050.52930155
111  26.04900624  050.52929536
111  26.04845044  050.52929536
112  26.04836426  050.52939775  26.04836233  050.52949151
111  26.04836426  050.52939775
111  26.04836910  050.53001315
112  26.04836910  050.53001315  26.04837007  050.53015649
111  26.04849595  050.53015541
111  26.04900527  050.53016188
112  26.04913309  050.53000560  26.04913502  050.52985687
113  26.04913309  050.53000560
111  26.04911446  050.53000817
112  26.04911446  050.53000817  26.04911350  050.53012673
111  26.04900602  050.53014074
111  26.04849863  050.53013535
112  26.04838534  050.53001572  26.04838340  050.52990147
111  26.04838534  050.53001572
111  26.04838050  050.52940031
