A
1000 Generated by Infinite Flight Airport Editing (World Parser)/AB

1       10 0 0 NFNH Laucala Island
100   28.04   2   0 1.00 0 3 0 17  -16.74218687 -179.66733797    0.00    0.00 2  0 1 1 35  -16.75244371 -179.66688904    0.00    0.00 2  0 1 1
21  -16.74314580 -179.66680216  2 177.60   3.00 New PAPI-4L
21  -16.75180184 -179.66740722  2 357.60   3.00 New PAPI-4L
110   2 1.00 357.70 New Taxiway 15
111 -16.74992171 -179.66693174 
111 -16.74992171 -179.66673813 
111 -16.74962095 -179.66674996 
113 -16.74962404 -179.66693604 
14  -16.74964859 -179.66681447    6 0 New Tower Viewpoint 67
15  -16.74982260 -179.66681447 359.22 New Ramp Start 66
18  -16.74727750 -179.66619200 1 BCN
19  -16.74974050 -179.66749907 0 New Windsock 68
51 12290 Laucala MBZ


130 Airport Boundary
111 -016.75244331 -179.66688538
111 -016.74218750 -179.66734314
111 -016.74962044 -179.66674805
113 -016.74992180 -179.66673279
99
