I
1050 Generated by WorldEditor 2.1.0r1

1    959 0 0 8WC Washington County
100 18.29 1 0 0.25 0 3 0 2  37.92400523 -090.73373442    0    0 2 0 0 1 20  37.93440310 -090.72926085    0    0 2 0 0 1
110 2 0.00 0.0000 New Taxiway 3
111  37.92585905 -090.73151520
111  37.92581199 -090.73133926
111  37.92641401 -090.73107834
113  37.92646203 -090.73125301
110 2 0.00 0.0000 New Taxiway 3
111  37.92485501 -090.73235333
111  37.92480422 -090.73215309
111  37.92493510 -090.73210054
113  37.92498429 -090.73229959
110 2 0.00 0.0000 New Taxiway 3
111  37.92369896 -090.73272685
111  37.92364396 -090.73252707
111  37.92384129 -090.73243909
113  37.92389653 -090.73264051
110 1 0.00 0.0000 New Taxiway 2
111  37.92459786 -090.73337990
112  37.92465973 -090.73327039  37.92467675 -090.73321358
111  37.92466593 -090.73314621
111  37.92456425 -090.73277249
111  37.92453074 -090.73264933
112  37.92447348 -090.73257744  37.92443554 -090.73254942
111  37.92438768 -090.73255726
112  37.92432661 -090.73258427  37.92428101 -090.73260445
112  37.92420642 -090.73259022  37.92416789 -090.73258075
112  37.92410906 -090.73256517  37.92408765 -090.73255949
111  37.92407408 -090.73256326
111  37.92389653 -090.73264051
111  37.92384129 -090.73243909
111  37.92400083 -090.73237029
111  37.92407336 -090.73233005
112  37.92409272 -090.73231120  37.92409739 -090.73230288
111  37.92409638 -090.73228527
111  37.92408515 -090.73224847
111  37.92468625 -090.73198205
111  37.92472927 -090.73210157
111  37.92474864 -090.73218697
111  37.92478347 -090.73217808
111  37.92480422 -090.73215309
111  37.92485501 -090.73235333
111  37.92478383 -090.73236440
111  37.92469966 -090.73239681
112  37.92463101 -090.73249038  37.92460686 -090.73254877
111  37.92462027 -090.73260046
111  37.92465653 -090.73273299
111  37.92476768 -090.73313921
112  37.92482674 -090.73321006  37.92486295 -090.73323460
111  37.92492458 -090.73323223
111  37.92493204 -090.73323981
111  37.92583645 -090.73284994
112  37.92589563 -090.73275036  37.92591505 -090.73270270
111  37.92590632 -090.73263386
111  37.92581125 -090.73229413
112  37.92577735 -090.73225099  37.92575362 -090.73222820
