I
1050 Generated by WorldEditor 1.6.0r1

1    537 0 0 KVLA Vandalia Municipal Airport
100 30.00 1 0 0.25 0 2 0 18  38.99760376 -089.16729768    0    0 2 0 0 1 36  38.98662481 -089.16721774   73    0 2 0 0 1
100 23.00 1 0 0.25 0 2 0 09  38.99024589 -089.17016789    0    0 1 0 0 1 27  38.99028528 -089.15957386    0    0 1 0 0 1
110 1 0.00 0.0000 New Taxiway 4
111  38.99019672 -089.15996293
112  38.99007604 -089.15976612  38.98999615 -089.15975956
111  38.98990012 -089.15975738
111  38.98990267 -089.15957150
113  38.99019693 -089.15957507
110 1 0.00 0.0000 New Taxiway 3
111  38.99702281 -089.16716661
112  38.99717680 -089.16694353  38.99717578 -089.16687530
111  38.99717884 -089.16674933
111  38.99731856 -089.16674802
112  38.99732162 -089.16700914  38.99732263 -089.16712331
113  38.99740830 -089.16714037
110 1 0.00 0.0000 New Taxiway 2
111  38.99015136 -089.17015085
111  38.98986496 -089.17015085
111  38.98986496 -089.16996060
112  38.99001198 -089.16995404  38.99006807 -089.16994857
112  38.99017600 -089.16971130  38.99019215 -089.16960087
113  38.99019555 -089.16990046
110 2 0.00 0.0000 New Taxiway 5
111  38.98766208 -089.16400541
111  38.98675743 -089.16401111
111  38.98675769 -089.16388290
113  38.98766068 -089.16387566
110 2 0.00 0.0000 New Taxiway 5
111  38.98717709 -089.16455032
111  38.98676740 -089.16455092
111  38.98676416 -089.16431726
113  38.98717534 -089.16431974
110 2 0.00 0.0000 New Taxiway 5
111  38.98799861 -089.16544729
111  38.98775209 -089.16545051
111  38.98774954 -089.16511711
113  38.98799686 -089.16511646
110 1 0.00 0.0000 New Taxiway 1
111  38.98663632 -089.16705196
112  38.98668943 -089.16690618  38.98669062 -089.16677938
111  38.98668890 -089.16570522
111  38.98672018 -089.16566802
111  38.98724008 -089.16565557
111  38.98727883 -089.16562539
111  38.98741078 -089.16561547
111  38.98740993 -089.16511800
111  38.98774954 -089.16511711
111  38.98775209 -089.16545051
111  38.98799861 -089.16544729
111  38.98799686 -089.16511646
111  38.98820961 -089.16511590
112  38.98824177 -089.16501803  38.98824059 -089.16491932
112  38.98823966 -089.16430694  38.98823966 -089.16425683
112  38.98818442 -089.16421674  38.98814264 -089.16421400
111  38.98754160 -089.16421174
111  38.98754160 -089.16432195
111  38.98717534 -089.16431974
111  38.98676416 -089.16431726
111  38.98675743 -089.16401111
111  38.98766208 -089.16400541
111  38.98766261 -089.16411183
112  38.98779874 -089.16401705  38.98779854 -089.16391113
111  38.98779874 -089.16401705
112  38.98779874 -089.16401705  38.98779988 -089.16395023
112  38.98774352 -089.16378426  38.98767343 -089.16378046
111  38.98774352 -089.16378426
112  38.98774352 -089.16378426  38.98768063 -089.16378426
111  38.98766019 -089.16378518
111  38.98766068 -089.16387566
111  38.98675769 -089.16388290
111  38.98675939 -089.16368064
111  38.98788741 -089.16367347
112  38.98789526 -089.16402366  38.98789526 -089.16407681
112  38.98796962 -089.16409124  38.98803218 -089.16409124
111  38.98833310 -089.16409721
112  38.98834162 -089.16512609  38.98834091 -089.16522723
111  38.98825026 -089.16529374
111  38.98824292 -089.16614411
112  38.98836835 -089.16626089  38.98847340 -089.16625695
112  38.99005140 -089.16627845  38.99011601 -089.16627089
111  38.99019532 -089.16602149
111  38.99024417 -089.16642100
111  38.99015312 -089.16658349
112  38.99002829 -089.16643612  38.98992696 -089.16643612
112  38.98835192 -089.16642587  38.98830052 -089.16642744
112  38.98824912 -089.16657072  38.98824300 -089.16667936
112  38.98824529 -089.16691395  38.98824529 -089.16697037
112  38.98839826 -089.16707271  38.98849515 -089.16708714
111  38.98794054 -089.16710454
111  38.98802866 -089.16705731
112  38.98811432 -089.16690616  38.98811432 -089.16680540
112  38.98811380 -089.16635957  38.98811257 -089.16630919
112  38.98803915 -089.16622575  38.98798530 -089.16622260
111  38.98711556 -089.16620529
111  38.98708252 -089.16618325
112  38.98690874 -089.16618640  38.98688059 -089.16618797
112  38.98680297 -089.16638907  38.98679991 -089.16652027
112  38.98680909 -089.16687714  38.98681317 -089.16696636
112  38.98700895 -089.16708850  38.98717489 -089.16713195
111  38.98700895 -089.16708850
112  38.98700895 -089.16708850  38.98707508 -089.16710581
112  38.98692392 -089.16726908  38.98684495 -089.16726006
111  38.98692392 -089.16726908
114  38.98692392 -089.16726908  38.98680473 -089.16725547
111  38.98764860 -089.16378198
111  38.98756087 -089.16378135
111  38.98756053 -089.16386423
113  38.98764826 -089.16386423
111  38.98689829 -089.16403139
111  38.98676993 -089.16403076
111  38.98676944 -089.16411365
113  38.98689780 -089.16411365
111  38.98708384 -089.16402775
111  38.98695548 -089.16402711
111  38.98695499 -089.16411000
113  38.98708335 -089.16411000
111  38.98725223 -089.16402775
111  38.98712386 -089.16402711
111  38.98712337 -089.16411000
113  38.98725173 -089.16411000
111  38.98742763 -089.16401987
111  38.98729927 -089.16401924
111  38.98729878 -089.16410213
113  38.98742714 -089.16410213
111  38.98681466 -089.16379185
111  38.98676155 -089.16379121
111  38.98676134 -089.16387410
113  38.98681445 -089.16387410
