I
1050 Generated by WorldEditor 2.1.0r1

1   1586 0 0 2O8 Hinton Muni
100 18.29 1 0 0.25 0 2 0 17  35.51270447 -098.34262988    0    0 2 0 0 0 35  35.50173021 -098.34251455    0    0 2 0 0 0
110 2 0.00 0.0000 New Taxiway 4
111  35.50799350 -098.34337464
111  35.50799356 -098.34337987
111  35.50799346 -098.34354102
111  35.50800487 -098.34354089
111  35.50800501 -098.34371838
111  35.50786191 -098.34371865
111  35.50786206 -098.34355444
111  35.50785710 -098.34355450
111  35.50785710 -098.34352869
111  35.50788052 -098.34352860
111  35.50788043 -098.34338096
113  35.50788045 -098.34337429
110 2 0.00 0.0000 New Taxiway 3
111  35.50532109 -098.34334997
111  35.50532160 -098.34372016
111  35.50517261 -098.34372076
111  35.50517212 -098.34355103
111  35.50518290 -098.34353501
113  35.50518471 -098.34334903
110 2 0.00 0.0000 New Taxiway 2
111  35.50756233 -098.34377454
111  35.50756219 -098.34390534
111  35.50749266 -098.34390441
112  35.50749266 -098.34390441  35.50744820 -098.34392048
111  35.50744718 -098.34397338
111  35.50737640 -098.34397279
112  35.50737640 -098.34397279  35.50737365 -098.34392287
111  35.50733244 -098.34390441
111  35.50553049 -098.34389717
111  35.50553176 -098.34359280
111  35.50549143 -098.34359259
111  35.50549142 -098.34354069
111  35.50535846 -098.34353866
111  35.50535802 -098.34335028
111  35.50623871 -098.34335755
111  35.50623671 -098.34372784
111  35.50627938 -098.34372795
111  35.50627945 -098.34373507
111  35.50627962 -098.34380792
111  35.50716798 -098.34381197
113  35.50720742 -098.34377426
110 1 0.00 0.0000 Main Taxiway
111  35.50179207 -098.34275667
111  35.50179316 -098.34289094
112  35.50179316 -098.34289094  35.50179442 -098.34290310
111  35.50179908 -098.34292473
112  35.50179908 -098.34292473  35.50182030 -098.34300871
111  35.50188001 -098.34303653
111  35.50194202 -098.34303651
111  35.50194321 -098.34310912
112  35.50194321 -098.34310912  35.50195723 -098.34318299
111  35.50204290 -098.34323004
111  35.50444727 -098.34325641
112  35.50444727 -098.34325641  35.50455911 -098.34321953
111  35.50456910 -098.34309176
111  35.50456966 -098.34295242
111  35.50457030 -098.34279233
112  35.50457030 -098.34279233  35.50456245 -098.34268325
111  35.50444416 -098.34260901
111  35.50479718 -098.34260973
112  35.50479718 -098.34260973  35.50465060 -098.34267809
111  35.50464399 -098.34278877
111  35.50464451 -098.34295221
111  35.50464505 -098.34312420
112  35.50464505 -098.34312420  35.50466174 -098.34321372
111  35.50474604 -098.34325877
111  35.50720256 -098.34329090
112  35.50720256 -098.34329090  35.50729268 -098.34326416
111  35.50731146 -098.34315093
111  35.50731423 -098.34298169
111  35.50731683 -098.34282250
112  35.50731683 -098.34282250  35.50731223 -098.34270194
111  35.50717230 -098.34263544
111  35.50752057 -098.34263891
112  35.50752057 -098.34263891  35.50738944 -098.34272355
111  35.50738699 -098.34280834
111  35.50738587 -098.34298201
111  35.50738497 -098.34312174
112  35.50738497 -098.34312174  35.50740915 -098.34328584
111  35.50752215 -098.34329114
111  35.50989790 -098.34331231
112  35.50989790 -098.34331231  35.50999762 -098.34326374
111  35.51000495 -098.34314091
111  35.51005445 -098.34313957
112  35.51005445 -098.34313957  35.51012703 -098.34311811
112  35.51016430 -098.34301095  35.51017357 -098.34297719
111  35.51016430 -098.34301095
111  35.51016829 -098.34299345
111  35.51017061 -098.34285262
112  35.51017061 -098.34285262  35.51017021 -098.34273934
111  35.51001472 -098.34266935
111  35.51040895 -098.34266918
112  35.51040895 -098.34266918  35.51025160 -098.34272717
111  35.51024182 -098.34283896
111  35.51023922 -098.34301099
111  35.51023724 -098.34314173
112  35.51023724 -098.34314173  35.51024845 -098.34329540
111  35.51036343 -098.34331829
111  35.51236386 -098.34333791
