I
1050 Generated by WorldEditor 2.1.0r1

1   1008 0 0 KGGI Grinnell Rgnl
100 22.86 2 0 0.25 0 2 0 13  41.71458561 -092.74317402   61    0 2 0 0 1 31  41.70521870 -092.72881249   61    0 2 0 0 1
110 2 0.00 0.0000 New Taxiway 7
111  41.71441588 -092.74274390
111  41.71443579 -092.74272045
112  41.71443579 -092.74272045  41.71452991 -092.74283681
111  41.71462473 -092.74272834
111  41.71462944 -092.74273525
111  41.71468523 -092.74267061
111  41.71482830 -092.74288996
113  41.71464859 -092.74309938
110 2 0.00 0.0000 New Taxiway 6
111  41.71261598 -092.73997883
111  41.71263464 -092.73995812
112  41.71263464 -092.73995812  41.71272521 -092.74006964
111  41.71281725 -092.73997351
111  41.71282266 -092.73998206
111  41.71288543 -092.73991352
111  41.71302469 -092.74013111
113  41.71284897 -092.74033585
110 2 0.00 0.0000 New Taxiway 3
111  41.70709128 -092.73145730
112  41.70709128 -092.73145730  41.70717724 -092.73157470
111  41.70726759 -092.73147527
111  41.70727370 -092.73148429
111  41.70740867 -092.73132782
111  41.70762782 -092.73107373
111  41.70762251 -092.73106525
112  41.70762251 -092.73106525  41.70771089 -092.73095324
111  41.70763344 -092.73082440
111  41.70763988 -092.73081689
111  41.70759486 -092.73075025
111  41.70785694 -092.73045027
111  41.70756305 -092.73000438
111  41.70789799 -092.72961579
111  41.70787314 -092.72957712
111  41.70803929 -092.72938481
111  41.70800188 -092.72932582
111  41.70821462 -092.72908240
111  41.70832994 -092.72926029
111  41.70856578 -092.72962412
112  41.70856578 -092.72962412  41.70859726 -092.72966109
111  41.70864508 -092.72964059
111  41.70864873 -092.72964617
111  41.70876913 -092.72950642
111  41.70893372 -092.72976465
112  41.70893372 -092.72976465  41.70902680 -092.72974306
111  41.70906072 -092.72978206
111  41.70909545 -092.72983476
111  41.70891228 -092.73005204
112  41.70891228 -092.73005204  41.70890715 -092.73006328
111  41.70891232 -092.73007648
111  41.70908735 -092.73034341
111  41.70888445 -092.73058221
