I
1050 Generated by WorldEditor 2.2.0r2

1    166 1 0 LFBD Bordeaux Merignac
100 45.11 1 0 0.00 0 1 0 11  44.83153355 -000.72926183    0  367 2 0 1 1 29  44.82537502 -000.69989031    0  367 3 0 1 1
100 45.11 1 0 0.00 1 1 0 05  44.81906678 -000.72899873    0  354 2 0 1 1 23  44.83867114 -000.70100686    0  393 3 4 1 1
110 2 0.00 0.0000 IMA Hangar 
111  44.83887769 -000.71846292
111  44.83876789 -000.71831564
111  44.83866099 -000.71817056
111  44.83863986 -000.71814154
111  44.83889335 -000.71778401
111  44.83912453 -000.71811003
113  44.83890214 -000.71842902
110 2 0.00 0.0000 Sabena Technics Hangar 
111  44.84295021 -000.71037980
111  44.84300343 -000.71032745
111  44.84366286 -000.71103777
111  44.84181913 -000.71428803
111  44.84138795 -000.71380757
111  44.84122806 -000.71408759
111  44.84085310 -000.71366667
111  44.84091891 -000.71355191
111  44.84085677 -000.71348596
111  44.84091706 -000.71336865
111  44.84125790 -000.71310968
111  44.84127206 -000.71309892
111  44.84130510 -000.71307381
111  44.84133061 -000.71305444
111  44.84157883 -000.71286584
111  44.84182601 -000.71241775
111  44.84184905 -000.71237598
111  44.84187339 -000.71233185
111  44.84221185 -000.71171829
111  44.84262836 -000.71096325
113  44.84268023 -000.71086922
110 5 0.00 0.0000 New Sabena Hangar Site 
111  44.84033337 -000.71222265
111  44.84012331 -000.71200758
111  44.83955327 -000.71141810
111  44.84011852 -000.71038280
111  44.84067581 -000.71099394
113  44.84086957 -000.71120642
110 2 0.00 0.0000 Sabena Technics Paint Hangar 
111  44.84146404 -000.70972604
111  44.84109828 -000.70933524
111  44.84113935 -000.70926122
111  44.84127361 -000.70901922
111  44.84141064 -000.70877222
111  44.84144233 -000.70871510
111  44.84180444 -000.70910375
111  44.84168107 -000.70933382
111  44.84180096 -000.70947731
111  44.84171431 -000.70963718
113  44.84158150 -000.70950925
110 2 0.00 0.0000 Dassault Falcon Service Hangar 
111  44.84413767 -000.70855648
111  44.84353277 -000.70788693
111  44.84408953 -000.70689278
111  44.84469389 -000.70755001
111  44.84461997 -000.70768376
111  44.84445404 -000.70798402
