A
1000 Generated by Infinite Flight Airport Editing (World Parser)/AB

1     2275 0 0 3NE3 Wells
100   29.87   3   0 0.25 0 0 0 36   40.51061576 -099.31650743    0.00    0.00 0  0 0 0 18   40.50371600 -099.31637800    0.00    0.00 0  0 0 0
110   4 1.00   0.00 New Taxiway 13
111  40.51072355 -099.32229385 
111  40.51073269 -099.31755899 
112  40.51057735 -099.31730662  40.51042201 -099.31730662 
112  40.51006565 -099.31737873  40.51000168 -099.31740276 
112  40.50979152 -099.31742680  40.50967273 -099.31740276 
112  40.50953567 -099.31746285  40.50952653 -099.31751092 
112  40.50949912 -099.31778732  40.50949912 -099.31783539 
111  40.50943515 -099.31817188 
112  40.50924326 -099.31844828  40.50909706 -099.31849635 
112  40.50868587 -099.31838819  40.50868587 -099.31807574 
112  40.50869501 -099.31716242  40.50869501 -099.31710233 
112  40.50874070 -099.31683795  40.50874070 -099.31677786 
112  40.50876811 -099.31670575  40.50881380 -099.31669374 
111  40.50886669 -099.31670355 
111  40.50885848 -099.31659115 
111  40.50903433 -099.31656737 
112  40.50908035 -099.31667761  40.50910171 -099.31668193 
112  40.50924962 -099.31674029  40.50930057 -099.31674029 
112  40.50939096 -099.31669274  40.50940575 -099.31667977 
112  40.50950108 -099.31670787  40.50950436 -099.31675542 
112  40.50960801 -099.31688476  40.50967419 -099.31685343 
112  40.50979859 -099.31678033  40.50984888 -099.31678033 
112  40.50987005 -099.31691958  40.50985417 -099.31698920 
112  40.50997592 -099.31725029  40.51005798 -099.31726074 
112  40.51056999 -099.31720710  40.51060253 -099.31720710 
112  40.51072365 -099.31715717  40.51072727 -099.31709772 
111  40.51071416 -099.31308322 
111  40.51079515 -099.31309444 
113  40.51081608 -099.32227476 
111  40.50927868 -099.31797157 
112  40.50923648 -099.31771871  40.50915208 -099.31768788 
112  40.50892232 -099.31774338  40.50884260 -099.31778655 
112  40.50882853 -099.31801474  40.50880978 -099.31816275 
112  40.50889418 -099.31821825  40.50897389 -099.31825526 
112  40.50899265 -099.31834160  40.50908174 -099.31838477 
112  40.50924586 -099.31833543  40.50931619 -099.31827376 
114  40.50933495 -099.31815658  40.50929275 -099.31807641 
14   40.50960898 -099.31678386    6 0 New Tower Viewpoint 38
15   40.50897352 -099.31659731 152.78 New Ramp Start 36
19   40.50988699 -099.31675401 0 New Windsock 37


130 Airport Boundary
111  040.50371552 -099.31637573
111  040.51072311 -099.32229614
111  040.51081467 -099.32227325
111  040.51079559 -099.31309509
113  040.51071548 -099.31307983
99
