A
1000 Generated by Infinite Flight Airport Editing (World Parser)

1        0 1 0 LECS Castellon-Costa Azahar
100   49.99   1   1 0.00 1 2 1 06   40.20747552  000.06018489    0.00    0.00 2  9 0 0 24   40.22068280  000.08603530    0.00    0.00 2  9 0 0
110   1 0.00 236.89 New Taxiway 6
111  40.20890369  000.07492006 
111  40.21007373  000.07509959 
111  40.21074101  000.07568605 
111  40.21204816  000.07834305 
111  40.21244122  000.07794809 
111  40.21229497  000.07760101 
111  40.21198418  000.07786431 
111  40.21083242  000.07551849 
111  40.21007373  000.07497991 
113  40.20908651  000.07477644 
110   1 0.00  55.01 New Taxiway 5
111  40.20687441  000.06855297 
111  40.20957098  000.07404632 
112  40.20897004  000.07460881  40.20888076  000.07456385 
112  40.20726069  000.07129689  40.20704779  000.07089225 
112  40.20649518  000.07028284  40.20638529  000.06994114 
112  40.20589490  000.06872844  40.20575755  000.06852162 
111  40.20561296  000.06848116 
111  40.20550327  000.06863675 
112  40.20550327  000.06863675  40.20593593  000.06871768 
112  40.20637165  000.07037212  40.20670130  000.07116341 
112  40.20730427  000.07169513  40.20760645  000.07236054 
111  40.20889460  000.07495576 
111  40.21072273  000.07336414 
111  40.21061304  000.07318461 
111  40.20975379  000.07393860 
113  40.20696581  000.06846919 
110   1 0.00   0.00 New Taxiway 4
112  40.20588588  000.06800018  40.20597876  000.06808800 
112  40.20527303  000.06862719  40.20496860  000.06892444 
112  40.20467771  000.06844165  40.20456419  000.06826600 
112  40.20440888  000.06788754  40.20427989  000.06778620 
111  40.20395359  000.06764967 
111  40.20387805  000.06783760 
112  40.20431159  000.06802190  40.20439469  000.06808125 
111  40.20465616  000.06870800 
112  40.20516821  000.06887663  40.20549844  000.06876178 
112  40.20591776  000.06827280  40.20616543  000.06802959 
113  40.20595553  000.06781782 
110   1 0.00   0.00 New Taxiway 3
111  40.20242336  000.06827158 
111  40.20254702  000.06853398 
112  40.20348944  000.06793659  40.20366854  000.06805942 
111  40.20348944  000.06793659 
111  40.20321226  000.06742295 
114  40.20321226  000.06742295  40.20325063  000.06767419 
110   1 0.00   0.00 New Taxiway 2
111  40.20457412  000.06523227 
112  40.20362822  000.06612559  40.20312038  000.06641998 
112  40.20336461  000.06707474  40.20347315  000.06712550 
111  40.20348866  000.06693770 
112  40.20343826  000.06655195  40.20351192  000.06636415 
112  40.20410117  000.06604438  40.20434152  000.06587688 
113  40.20468267  000.06541499 
110   1 0.00   0.00 New Taxiway 1
111  40.20344214  000.06708208 
112  40.20344214  000.06708208  40.20381633  000.06689012 
112  40.20383519  000.06776158  40.20351895  000.06815519 
112  40.20343119  000.06708763  40.20376600  000.06674955 
111  40.20343119  000.06708763 
111  40.20337217  000.06696196 
112  40.20337217  000.06696196  40.20284136  000.06755793 
112  40.20392111  000.06785797  40.20429414  000.06738340 
112  40.20338144  000.06695555  40.20292628  000.06728217 
113  40.20338144  000.06695555 
110   1 0.00 325.00 New Taxiway 1
111  40.20546259  000.06572418 
111  40.20463144  000.06407591 
111  40.20418558  000.06451457 
111  40.20497093  000.06612381 
111  40.20413377  000.06680770 
111  40.20502222  000.06868814 
113  40.20637944  000.06753757 
110   1 0.00   0.00 New Taxiway 7
112  40.20481533  000.06631841  40.20479473  000.06582386 
111  40.20430026  000.06620151 
111  40.20364096  000.06691186 
111  40.20379891  000.06698379 
111  40.20439640  000.06630042 
114  40.20469515  000.06639933  40.20462647  000.06674102 
110   1 0.00 327.00 New Taxiway 6
111  40.21985464  000.08509749 
112  40.21988146  000.08589504  40.21999267  000.08625107 
111  40.21988146  000.08589504 
112  40.21988146  000.08589504  40.22006435  000.08633199 
111  40.22033412  000.08625174 
111  40.22008028  000.08645489 
111  40.22038348  000.08714745 
111  40.22149758  000.08622404 
111  40.22116828  000.08552406 
113  40.22093203  000.08571284 
110   4 0.00 327.00 New Taxiway 5
111  40.21110617  000.07275230 
111  40.21120700  000.07297574 
111  40.21294443  000.07159449 
113  40.21282033  000.07137105 
110   1 0.00 327.00 New Taxiway 4
111  40.21092777  000.07230547 
111  40.21034604  000.07276249 
111  40.21079591  000.07371717 
113  40.21137764  000.07324999 
110   2 0.00 327.00 New Taxiway 3
111  40.20461584  000.06410076 
111  40.20685956  000.06859298 
111  40.20805016  000.06754257 
113  40.20584735  000.06310473 
110   1 0.00 327.00 New Taxiway 2
111  40.20763918  000.06102924 
112  40.20763918  000.06102924  40.20772189  000.06063140 
111  40.20693769  000.06036449 
112  40.20689640  000.06078351  40.20677317  000.06087634 
111  40.20689640  000.06078351 
111  40.20645248  000.06113495 
112  40.20645248  000.06113495  40.20623641  000.06133608 
112  40.20634924  000.06212168  40.20651973  000.06247974 
111  40.20634924  000.06212168 
111  40.20687575  000.06316248 
112  40.20687575  000.06316248  40.20703729  000.06350286 
112  40.20682391  000.06372290  40.20673478  000.06378854 
111  40.20682391  000.06372290 
111  40.20652474  000.06395998 
112  40.20652474  000.06395998  40.20639477  000.06405723 
111  40.20621221  000.06390669 
111  40.20665464  000.06479531 
112  40.20674154  000.06436549  40.20686629  000.06425011 
111  40.20674154  000.06436549 
111  40.20702964  000.06410566 
112  40.20702964  000.06410566  40.20712248  000.06403051 
112  40.20733274  000.06412647  40.20738507  000.06421046 
111  40.20733274  000.06412647 
111  40.20804877  000.06551735 
111  40.20832033  000.06526324 
111  40.20676219  000.06210817 
112  40.20676219  000.06210817  40.20670648  000.06197776 
112  40.20673122  000.06147287  40.20696585  000.06126290 
111  40.20673122  000.06147287 
111  40.20728175  000.06100199 
114  40.20728175  000.06100199  40.20741004  000.06095116 
110   1 0.00 327.00 New Taxiway 1
111  40.20806298  000.06035097 
111  40.20758809  000.05936424 
111  40.20675187  000.06006712 
113  40.20722676  000.06101330 
130 Airport Boundary 16
111  40.20769288  000.04985830 
111  40.20032918  000.05583499 
111  40.20427612  000.06358540 
111  40.20136010  000.06616887 
111  40.20409940  000.07183708 
111  40.20563105  000.07064174 
111  40.20863544  000.07669555 
111  40.21031436  000.07542309 
111  40.21835553  000.09134961 
112  40.21935699  000.09061690  40.21984067  000.09049815 
112  40.22180174  000.09215945  40.22293536  000.09275323 
112  40.22346555  000.08921904  40.22296676  000.08646785 
111  40.22346555  000.08921904 
113  40.22495341  000.08456242 
120 Linear Feature 19
111  40.20475867  000.06629269  22 
112  40.20447801  000.06616095  40.20425559  000.06627882  22 
115  40.20376045  000.06690978 
120 Linear Feature 18
111  40.20575447  000.06761509 
112  40.20575447  000.06761509  40.20583126  000.06788896  22 
111  40.20571939  000.06792668  22 
111  40.20518810  000.06836122  22 
112  40.20498482  000.06829039  40.20485508  000.06809278  22 
112  40.20438100  000.06706553  40.20429627  000.06685752  22 
111  40.20441400  000.06676892  22 
112  40.20492468  000.06631929  40.20504119  000.06623955  22 
113  40.20515851  000.06647627  22 
120 Linear Feature 16
111  40.20498131  000.06648901  20 
111  40.20448794  000.06692924  20 
111  40.20511851  000.06824237  20 
113  40.20567713  000.06777973  20 
120 Linear Feature 15
111  40.20398609  000.06777367  22 
112  40.20452177  000.06826026  40.20464637  000.06869602 
111  40.20452177  000.06826026 
112  40.20452177  000.06826026  40.20464637  000.06859908  22 
112  40.20507434  000.06882386  40.20538862  000.06876245  22 
111  40.20591867  000.06816058  22 
116  40.20591867  000.06789650  40.20582016  000.06776752 
120 Linear Feature 14
112  40.20342027  000.06701836  40.20412270  000.06674332  22 
112  40.20380540  000.06787503  40.20349686  000.06798390 
111  40.20380540  000.06787503 
112  40.20380540  000.06787503  40.20329116  000.06819019  22 
116  40.20339401  000.06703269  40.20370912  000.06679202 
120 Linear Feature 13
112  40.20332398  000.06786070  40.20331085  000.06783491  22 
115  40.20255153  000.06845663 
120 Linear Feature 12
111  40.20247931  000.06829332  22 
116  40.20319925  000.06764009  40.20319925  000.06760571 
120 Linear Feature 10
111  40.20322770  000.06770598  20 
111  40.20327584  000.06779480  20 
111  40.20252746  000.06841652  20 
113  40.20249244  000.06834203  20 
120 Linear Feature 10
112  40.21990247  000.08515218  40.21981563  000.08579664   1 
116  40.22035477  000.08619469  40.22069852  000.08622312 
120 Linear Feature 9
112  40.21999293  000.08472569  40.22018108  000.08510479   1 101 
112  40.22001464  000.08555497  40.22000378  000.08566396   1 101 
112  40.22026431  000.08601462  40.22044161  000.08604779   1 101 
116  40.22042714  000.08555497  40.22030049  000.08528012 
120 Linear Feature 11
111  40.20684415  000.06085211   4 103 
115  40.20701939  000.06119042 
120 Linear Feature 13
111  40.20802403  000.06035145   1 102 
111  40.20757468  000.05943244   1 102 
111  40.20679853  000.06006456   1 102 
111  40.20698421  000.06044384 
112  40.20698421  000.06044384  40.20702258  000.06055033   1 102 
112  40.20695572  000.06078211  40.20689280  000.06084238 
111  40.20695572  000.06078211   1 102 
111  40.20643041  000.06123072 
112  40.20643041  000.06123072  40.20634294  000.06132917   1 102 
112  40.20637518  000.06210194  40.20656700  000.06253997 
111  40.20637518  000.06210194   1 102 
111  40.20690066  000.06313522 
112  40.20690066  000.06313522  40.20702649  000.06331405   1 102 
112  40.20684495  000.06375276  40.20664546  000.06390546 
111  40.20684495  000.06375276   1 102 
111  40.20650144  000.06401290 
112  40.20650144  000.06401290  40.20646001  000.06404304   1 102 
116  40.20623622  000.06396723  40.20609811  000.06386877 
120 Linear Feature 12
112  40.20661901  000.06474918  40.20657451  000.06460451   1 102 
112  40.20668289  000.06434391  40.20670745  000.06432181 
111  40.20668289  000.06434391   1 102 
111  40.20706126  000.06401924 
112  40.20706126  000.06401924  40.20715947  000.06395093   1 102 
112  40.20736880  000.06408521  40.20740869  000.06416558 
111  40.20736880  000.06408521   1 102 
111  40.20804451  000.06543615   1 102 
111  40.20826686  000.06522506   1 102 
111  40.20659246  000.06187422 
112  40.20659246  000.06187422  40.20652954  000.06171750   1 102 
112  40.20664049  000.06148176  40.20668806  000.06143956 
111  40.20664049  000.06148176   1 102 
111  40.20720317  000.06098633 
112  40.20720317  000.06098633  40.20731672  000.06090395   1 102 
116  40.20757029  000.06097499  40.20763013  000.06105738 
120 Linear Feature 8
112  40.20783335  000.06089235  40.20761986  000.06043752   1 
111  40.20713812  000.06084722   1 
111  40.20661540  000.06127386 
112  40.20661540  000.06127386  40.20636863  000.06147477   1 
112  40.20650468  000.06203686  40.20662047  000.06232113 
111  40.20650468  000.06203686   1 
111  40.20703498  000.06309744 
112  40.20703498  000.06309744  40.20721881  000.06344754   1 
112  40.20705963  000.06381643  40.20693337  000.06392583 
111  40.20705963  000.06381643   1 
115  40.20627792  000.06446423 
14   40.21231431  000.07776428   82 0 New Tower Viewpoint 1
15   40.20573549  000.06447611   0.00 New Ramp Start 1
18   40.21538842  000.07195954 1 BCN
19   40.20737538  000.06182995 0 New Windsock 2
19   40.22089648  000.08432539 0 New Windsock 3

99
