I
1050 Generated by WorldEditor 2.2.0r2

1     55 0 0 33N Delaware Airpark
1302 gui_label 2D
100 22.86 1 0 0.00 0 2 0 09  39.21704687 -075.60757328    0    0 1 0 0 1 27  39.22035900 -075.59335600    0    0 1 0 0 1
110 2 0.00 0.0000 New Taxiway 47
111  39.21570830 -075.60261573
111  39.21575013 -075.60243583
111  39.21633600 -075.60266231
113  39.21629598 -075.60284229
110 2 0.00 0.0000 New Taxiway 47
111  39.21581026 -075.60217643
111  39.21585377 -075.60199500
111  39.21645916 -075.60223450
113  39.21641691 -075.60241065
110 2 0.00 0.0000 New Taxiway 47
111  39.21591745 -075.60173388
111  39.21595942 -075.60155378
111  39.21656198 -075.60178834
113  39.21652088 -075.60196743
110 2 0.00 0.0000 New Taxiway 46
111  39.21746733 -075.59296546
111  39.21726022 -075.59281873
111  39.21732298 -075.59266774
113  39.21753012 -075.59281148
110 1 0.00 0.0000 New Taxiway 44
111  39.22019923 -075.59358096 102
112  39.22011477 -075.59339600  39.22004783 -075.59336144
111  39.22011477 -075.59339600 102
111  39.21981136 -075.59327933 102
111  39.21939518 -075.59311929
112  39.21939518 -075.59311929  39.21930376 -075.59309729
111  39.21923625 -075.59315605
111  39.21705678 -075.60253388
112  39.21713251 -075.60265902  39.21719514 -075.60269819
111  39.21713251 -075.60265902 102
111  39.21758806 -075.60284251 102
111  39.21788037 -075.60296026
112  39.21788037 -075.60296026  39.21797528 -075.60297942 102
111  39.21803367 -075.60287708
111  39.21803539 -075.60308486
111  39.21794733 -075.60324770 102
112  39.21785657 -075.60307349  39.21778232 -075.60303265
111  39.21785657 -075.60307349 102
111  39.21767365 -075.60300109
112  39.21767365 -075.60300109  39.21763620 -075.60298975 102
112  39.21757721 -075.60299590  39.21755017 -075.60300233
111  39.21757721 -075.60299590
112  39.21757721 -075.60299590  39.21748306 -075.60301828 102
111  39.21744847 -075.60312183 102
111  39.21654286 -075.60699781
112  39.21654286 -075.60699781  39.21651895 -075.60711182 102
112  39.21658902 -075.60723036  39.21661573 -075.60726754
111  39.21658902 -075.60723036
112  39.21658902 -075.60723036  39.21659970 -075.60724523 102
111  39.21660772 -075.60725303 102
111  39.21687699 -075.60736769
112  39.21687699 -075.60736769  39.21695918 -075.60738248 102
111  39.21701148 -075.60726513
111  39.21701539 -075.60745686
111  39.21694862 -075.60753490 102
111  39.21659044 -075.60739015 102
112  39.21651800 -075.60732480  39.21648117 -075.60727977
111  39.21651800 -075.60732480
112  39.21651800 -075.60732480  39.21646854 -075.60726434 102
112  39.21644617 -075.60699906  39.21647547 -075.60683881
111  39.21644617 -075.60699906 102
111  39.21735023 -075.60311779 102
112  39.21722693 -075.60282831  39.21706330 -075.60275631
111  39.21722693 -075.60282831 102
111  39.21680547 -075.60266814
112  39.21680547 -075.60266814  39.21672626 -075.60264654 102
111  39.21665004 -075.60275557 102
111  39.21654734 -075.60316737 102
111  39.21628257 -075.60306445 102
111  39.21625010 -075.60305183
111  39.21566195 -075.60282321 3
111  39.21566941 -075.60278982 3
111  39.21567841 -075.60274952 3
111  39.21568777 -075.60270764 3
111  39.21570830 -075.60261573
111  39.21629598 -075.60284229
111  39.21627545 -075.60293570
112  39.21627545 -075.60293570  39.21628747 -075.60293888 102
112  39.21630994 -075.60294349  39.21632091 -075.60294552
111  39.21630994 -075.60294349
112  39.21630994 -075.60294349  39.21659886 -075.60299679 102
112  39.21645424 -075.60262394  39.21637662 -075.60258637
111  39.21645424 -075.60262394 102
111  39.21638849 -075.60259754 102
