I
1130 Generated by WorldEditor 2.2.0r2

1    365 0 0 T85 Yoakum Muni
1302 gui_label 2D
100 18.29 1 0 0.25 0 2 0 13  29.31647186 -097.14229379    0    0 1 0 0 0 31  29.30986600 -097.13453200    0    0 1 0 0 0
110 1 0.00 0.0000 Taxiway 16south
111  29.31036268 -097.13524387
111  29.31035984 -097.13524788
112  29.31035984 -097.13524788  29.31034724 -097.13523573
112  29.31030951 -097.13523287  29.31029643 -097.13523597
111  29.31030951 -097.13523287
111  29.31025563 -097.13527244
111  29.31018718 -097.13534650
112  29.31018718 -097.13534650  29.31012811 -097.13540176
112  29.31002758 -097.13540793  29.30997291 -097.13540123
111  29.31002758 -097.13540793
112  29.31002758 -097.13540793  29.30997884 -097.13540196
112  29.30989569 -097.13533873  29.30985931 -097.13530069
111  29.30989569 -097.13533873
111  29.30971131 -097.13511328
112  29.30971131 -097.13511328  29.30967660 -097.13506380
112  29.30966065 -097.13496529  29.30966220 -097.13491519
111  29.30966065 -097.13496529
112  29.30966065 -097.13496529  29.30966210 -097.13491838
112  29.30971673 -097.13481787  29.30975318 -097.13476575
111  29.30971673 -097.13481787
111  29.30983406 -097.13469596
112  29.30983406 -097.13469596  29.30984501 -097.13468383
112  29.30985401 -097.13465387  29.30985860 -097.13463365
111  29.30985401 -097.13465387
111  29.30985570 -097.13465164
111  29.30996719 -097.13478310
111  29.30996488 -097.13478608
112  29.30996488 -097.13478608  29.30993321 -097.13477419
112  29.30987194 -097.13480731  29.30984816 -097.13482962
111  29.30987194 -097.13480731
111  29.30982433 -097.13485902
111  29.30979091 -097.13490603
112  29.30979091 -097.13490603  29.30977826 -097.13492743
112  29.30977192 -097.13496479  29.30977087 -097.13498230
111  29.30977192 -097.13496479
112  29.30977192 -097.13496479  29.30977276 -097.13499952
112  29.30979406 -097.13503873  29.30980981 -097.13506149
111  29.30979406 -097.13503873
111  29.30993702 -097.13521236
111  29.30998207 -097.13525860
112  29.30998207 -097.13525860  29.31000731 -097.13527960
112  29.31004652 -097.13529046  29.31006533 -097.13529131
111  29.31004652 -097.13529046
112  29.31004652 -097.13529046  29.31007574 -097.13529178
112  29.31013481 -097.13523486  29.31016851 -097.13519874
111  29.31013481 -097.13523486
111  29.31021762 -097.13512051
113  29.31021774 -097.13507533
110 2 0.00 0.0000 Taxiway 15hangar
111  29.31274036 -097.13934206
111  29.31261676 -097.13948810
111  29.31244965 -097.13930094
113  29.31257897 -097.13916076
110 1 0.00 0.0000 Taxiway 14center
111  29.31321145 -097.13860047
112  29.31321145 -097.13860047  29.31318122 -097.13857240
112  29.31311610 -097.13857287  29.31308113 -097.13858448
111  29.31311610 -097.13857287
111  29.31298253 -097.13873204
111  29.31294175 -097.13878064
111  29.31292541 -097.13882333
112  29.31292541 -097.13882333  29.31291420 -097.13885448
112  29.31293403 -097.13890196  29.31295170 -097.13892948
111  29.31293403 -097.13890196
111  29.31302847 -097.13901131
111  29.31274036 -097.13934206
111  29.31257897 -097.13916076
111  29.31215989 -097.13867702
111  29.31238829 -097.13842837
111  29.31238533 -097.13842430
111  29.31245456 -097.13834428
111  29.31274697 -097.13868274
112  29.31274697 -097.13868274  29.31276909 -097.13870418
112  29.31283203 -097.13869077  29.31285915 -097.13867398
111  29.31283203 -097.13869077
111  29.31288789 -097.13862810
111  29.31303426 -097.13845808
112  29.31303426 -097.13845808  29.31304512 -097.13843918
112  29.31302090 -097.13837953  29.31300021 -097.13834274
111  29.31302090 -097.13837953
111  29.31302575 -097.13837344
113  29.31321508 -097.13859579
110 1 0.00 0.0000 Taxiway 13north
111  29.31638784 -097.14232988
111  29.31635841 -097.14233018
111  29.31625833 -097.14244238
112  29.31625833 -097.14244238  29.31621015 -097.14249254
112  29.31608724 -097.14252738  29.31601978 -097.14252483
111  29.31608724 -097.14252738
112  29.31608724 -097.14252738  29.31604418 -097.14252575
112  29.31595307 -097.14246452  29.31590649 -097.14242287
111  29.31595307 -097.14246452
111  29.31575875 -097.14222956
112  29.31575875 -097.14222956  29.31572201 -097.14217578
112  29.31570863 -097.14206689  29.31571302 -097.14201150
111  29.31570863 -097.14206689
112  29.31570863 -097.14206689  29.31571279 -097.14201439
112  29.31578360 -097.14190238  29.31583033 -097.14184459
111  29.31578360 -097.14190238
111  29.31586382 -097.14181816
112  29.31586382 -097.14181816  29.31588410 -097.14178703
112  29.31587003 -097.14172288  29.31585683 -097.14168940
111  29.31587003 -097.14172288
111  29.31587184 -097.14172132
111  29.31603621 -097.14191243
111  29.31603263 -097.14191905
111  29.31600716 -097.14190449
111  29.31594444 -097.14190523
111  29.31583827 -097.14202330
112  29.31583827 -097.14202330  29.31583012 -097.14203694
112  29.31582102 -097.14207581  29.31582038 -097.14209521
111  29.31582102 -097.14207581
112  29.31582102 -097.14207581  29.31582084 -097.14210330
112  29.31585332 -097.14215937  29.31587592 -097.14218666
111  29.31585332 -097.14215937
111  29.31603666 -097.14237483
112  29.31603666 -097.14237483  29.31605631 -097.14239342
112  29.31609376 -097.14239881  29.31611121 -097.14239854
111  29.31609376 -097.14239881
112  29.31609376 -097.14239881  29.31611924 -097.14239818
112  29.31614640 -097.14237956  29.31616126 -097.14236682
111  29.31614640 -097.14237956
111  29.31623281 -097.14229099
112  29.31623281 -097.14229099  29.31626203 -097.14224235
112  29.31623871 -097.14216029  29.31621531 -097.14212062
111  29.31623871 -097.14216029
111  29.31624325 -097.14215560
113  29.31639036 -097.14232693
130 Airport Boundary
111  29.31207488 -097.13935060
111  29.31111816 -097.13829166
111  29.31082669 -097.13779955
111  29.31023159 -097.13709853
111  29.30935311 -097.13639752
111  29.30733706 -097.13413202
111  29.30791597 -097.13210328
111  29.30806575 -097.13204293
111  29.30851969 -097.13241714
111  29.30892399 -097.13286927
111  29.30898876 -097.13279964
111  29.30963007 -097.13332284
111  29.31021944 -097.13389526
111  29.31451620 -097.13899788
111  29.31612011 -097.14041700
111  29.31682249 -097.14108885
111  29.31718539 -097.14164096
111  29.31792505 -097.14337848
111  29.31733963 -097.14410205
111  29.31679311 -097.14428776
111  29.31621826 -097.14408811
113  29.31444916 -097.14197101
120 Linear Feature Hold5
111  29.30977192 -097.13496479 4
115  29.30966065 -097.13496529
120 Linear Feature Hold4
111  29.31002758 -097.13540793 4
115  29.31004652 -097.13529046
120 Linear Feature Hold3
