I
1050 Generated by WorldEditor 2.2.0r2

1    733 1 0 I63 Mount Sterling Muni
100 22.86 1 0 0.00 0 2 0 18  39.99349092 -090.80397510    5    0 2 0 0 0 36  39.97729572 -090.80431598    6    0 2 0 0 0
110 1 0.00 0.0000 New Taxiway 38
111  39.97732074 -090.80444971
111  39.97729355 -090.80445026
111  39.97728018 -090.80343292
111  39.97727675 -090.80317220
111  39.97746944 -090.80316807
111  39.97747232 -090.80342759
111  39.97747866 -090.80400115
112  39.97747866 -090.80400115  39.97750376 -090.80417655
113  39.97765266 -090.80419325
110 2 0.00 0.0000 New Taxiway 30
111  39.98887258 -090.80151163
111  39.98887283 -090.80146706
111  39.98905475 -090.80146357
113  39.98905470 -090.80150772
110 2 0.00 0.0000 Hangar
111  39.98933276 -090.80127651
111  39.98933382 -090.80120732
111  39.98936490 -090.80120795
111  39.98936397 -090.80113792
111  39.98935357 -090.80113788
111  39.98934907 -090.80085560
111  39.98956357 -090.80085296
111  39.98956548 -090.80113694
111  39.98954602 -090.80113718
111  39.98954619 -090.80120318
111  39.98959703 -090.80120226
111  39.98959738 -090.80123911
113  39.98959709 -090.80127287
110 2 0.00 0.0000 Hangar
111  39.98995875 -090.80080559
111  39.98995757 -090.80069386
111  39.98993391 -090.80069351
111  39.98990680 -090.80069309
111  39.98990857 -090.80080867
111  39.98986896 -090.80080965
111  39.98989496 -090.80076171
111  39.98989496 -090.80071205
111  39.98984229 -090.80071210
111  39.98984229 -090.80065688
111  39.98985663 -090.80065705
111  39.98985691 -090.80045470
111  39.99000552 -090.80045614
111  39.99000747 -090.80068413
111  39.98997172 -090.80068555
111  39.98997127 -090.80076174
113  39.98999981 -090.80080469
110 2 0.00 0.0000 Hangar
111  39.99027396 -090.80118548
111  39.99026844 -090.80118558
111  39.99023518 -090.80121045
111  39.99018893 -090.80120960
111  39.99015894 -090.80118771
111  39.99014633 -090.80118796
111  39.99011850 -090.80121381
111  39.99007826 -090.80121413
111  39.99004302 -090.80118996
111  39.99003760 -090.80119007
111  39.99000486 -090.80121502
111  39.98996176 -090.80121580
111  39.98992496 -090.80119226
111  39.98990574 -090.80119263
111  39.98988155 -090.80119310
111  39.98986449 -090.80119343
111  39.98986381 -090.80100663
111  39.98990210 -090.80098581
111  39.98990553 -090.80098580
111  39.98994011 -090.80098571
111  39.98994482 -090.80098570
111  39.98997644 -090.80100452
111  39.98998457 -090.80100437
111  39.99001893 -090.80098560
111  39.99002015 -090.80098522
111  39.99005461 -090.80098553
111  39.99006152 -090.80098551
111  39.99009330 -090.80100221
111  39.99009845 -090.80100223
111  39.99013577 -090.80098135
111  39.99016958 -090.80098130
111  39.99017608 -090.80098129
111  39.99021053 -090.80100014
111  39.99023022 -090.80099977
111  39.99025482 -090.80099931
