A
1050 Generated by WorldEditor 2.0.0r4

1   5211 0 0 U05 Riddick Field
100 18.29 1 0 0.25 0 0 0 16  46.32231548 -113.30516377    0    0 1 0 0 0 34  46.31243944 -113.30516837    0    0 1 0 0 0
110 2 0.00 0.0000 New Taxiway 6
111  46.32048918 -113.30358639
111  46.32048953 -113.30352357
111  46.32052296 -113.30352293
111  46.32052252 -113.30345837
111  46.32060946 -113.30345773
113  46.32060838 -113.30358515
110 2 0.00 0.0000 New Taxiway 7
111  46.31998047 -113.30359053
111  46.31998091 -113.30352514
111  46.32001496 -113.30352450
111  46.32001525 -113.30346072
111  46.32006796 -113.30346115
111  46.32006841 -113.30352353
111  46.32010110 -113.30352363
111  46.32010156 -113.30359044
113  46.32000697 -113.30359051
110 2 0.00 0.0000 New Taxiway 7
111  46.32049712 -113.30318498
111  46.32049689 -113.30311588
111  46.32052915 -113.30311523
111  46.32052945 -113.30305145
111  46.32058216 -113.30305188
111  46.32058260 -113.30311588
111  46.32061456 -113.30311436
113  46.32061439 -113.30318605
110 2 0.00 0.0000 New Taxiway 7
111  46.32036162 -113.30358772
111  46.32036207 -113.30352234
111  46.32039611 -113.30352169
111  46.32039641 -113.30345791
111  46.32044911 -113.30345834
111  46.32044956 -113.30352234
111  46.32048151 -113.30352082
113  46.32048258 -113.30358670
110 2 0.00 0.0000 New Taxiway 8
111  46.32010837 -113.30359037
111  46.32010820 -113.30345869
111  46.32019447 -113.30345910
111  46.32019551 -113.30352109
111  46.32022879 -113.30352062
113  46.32022757 -113.30358913
110 2 0.00 0.0000 New Taxiway 8
111  46.31998332 -113.30318518
111  46.31998332 -113.30304990
111  46.32010444 -113.30305033
111  46.32010490 -113.30318581
113  46.31999996 -113.30318527
110 2 0.00 0.0000 New Taxiway 8
111  46.32011642 -113.30318578
111  46.32011493 -113.30303275
111  46.32023493 -113.30303211
113  46.32023419 -113.30318554
110 2 0.00 0.0000 New Taxiway 8
111  46.32037730 -113.30318523
111  46.32037627 -113.30305473
111  46.32048661 -113.30305516
113  46.32048690 -113.30318500
110 2 0.00 0.0000 New Taxiway 8
111  46.32023562 -113.30358904
111  46.32023563 -113.30345707
111  46.32035266 -113.30345815
113  46.32035296 -113.30358782
110 2 0.00 0.0000 New Taxiway 5
111  46.32034544 -113.30404581
111  46.32034554 -113.30405638
111  46.32017596 -113.30405486
111  46.32017596 -113.30384990
113  46.32034415 -113.30385140
110 2 0.00 0.0000 New Taxiway 6
111  46.32024237 -113.30318552
111  46.32024335 -113.30311033
111  46.32027709 -113.30310969
111  46.32027603 -113.30304872
111  46.32036297 -113.30304807
113  46.32036337 -113.30318526
110 2 0.00 0.0000 New Taxiway 4
111  46.32039056 -113.30404710
111  46.32034544 -113.30404581
111  46.32034415 -113.30385140
111  46.32034410 -113.30384440
113  46.32038994 -113.30384376
110 1 0.00 0.0000 New Taxiway 3
111  46.32029851 -113.30505734
112  46.32029851 -113.30505734  46.32035319 -113.30503577
112  46.32038860 -113.30496672  46.32039651 -113.30493653
111  46.32038860 -113.30496672
112  46.32038860 -113.30496672  46.32039270 -113.30495109
111  46.32039331 -113.30494022
111  46.32039211 -113.30455102
111  46.32039056 -113.30404710
111  46.32038994 -113.30384376
111  46.32038959 -113.30373162
111  46.32001128 -113.30373893
111  46.32000697 -113.30359051
111  46.32010156 -113.30359044
111  46.32010837 -113.30359037
111  46.32022757 -113.30358913
111  46.32023562 -113.30358904
111  46.32035296 -113.30358782
111  46.32036162 -113.30358772
111  46.32048258 -113.30358670
111  46.32048918 -113.30358639
111  46.32060838 -113.30358515
111  46.32068649 -113.30358433
111  46.32068471 -113.30347200
112  46.32068471 -113.30347200  46.32068149 -113.30339604
111  46.32066064 -113.30337646
111  46.32060981 -113.30332934
111  46.32000036 -113.30333063
111  46.31999996 -113.30318527
111  46.32010490 -113.30318581
111  46.32011642 -113.30318578
111  46.32023419 -113.30318554
111  46.32024237 -113.30318552
111  46.32036337 -113.30318526
111  46.32037730 -113.30318523
111  46.32048690 -113.30318500
111  46.32049712 -113.30318498
111  46.32061439 -113.30318605
111  46.32061238 -113.30323126
111  46.32067925 -113.30329581
112  46.32067925 -113.30329581  46.32073653 -113.30335723
111  46.32073541 -113.30347387
111  46.32073663 -113.30357860
111  46.32093633 -113.30357995
111  46.32094128 -113.30418246
111  46.32053632 -113.30418874
112  46.32053632 -113.30418874  46.32048059 -113.30420057
111  46.32047223 -113.30427436
111  46.32047429 -113.30455133
111  46.32047719 -113.30494053
112  46.32047719 -113.30494053  46.32047794 -113.30494980
112  46.32048090 -113.30496646  46.32048259 -113.30497449
111  46.32048090 -113.30496646
112  46.32048090 -113.30496646  46.32049727 -113.30504432
113  46.32057840 -113.30506605
110 4 0.00 0.0000 New Taxiway 2
111  46.31249837 -113.30536378
112  46.31249837 -113.30536378  46.31223679 -113.30515140
111  46.31247872 -113.30496501
111  46.32038860 -113.30496672
112  46.32038860 -113.30496672  46.32038069 -113.30499690
112  46.32029851 -113.30505734  46.32024384 -113.30507890
111  46.32029851 -113.30505734
111  46.32057840 -113.30506605
112  46.32048090 -113.30496646  46.32046453 -113.30488860
111  46.32048090 -113.30496646
111  46.32231580 -113.30497187
112  46.32231580 -113.30497187  46.32250356 -113.30522499
113  46.32226163 -113.30536318
130 Airport Boundary 1
111  46.32388791 -113.30458140
111  46.32388239 -113.30617536
111  46.31145773 -113.30592617
111  46.30952247 -113.30625615
111  46.30948261 -113.30508379
111  46.31226458 -113.30261019
111  46.31297470 -113.30437841
111  46.31930317 -113.30436838
111  46.31928977 -113.30236855
111  46.32100082 -113.30239598
113  46.32100439 -113.30456725
120 Linear Feature 9
111  46.32039211 -113.30455102 4
115  46.32047429 -113.30455133
14  46.32010460 -113.30346002  82.02 0 New Tower Viewpoint 1
1300  46.32004884 -113.30318306 271.13 hangar props Hangar 11
1301 A none 
1300  46.32017664 -113.30318306 271.01 hangar props Hangar 10
1301 A none 
1300  46.32030482 -113.30318198 270.36 hangar props Hangar 09
1301 A none 
1300  46.32043263 -113.30318252 270.43 hangar props Hangar 08
1301 A none 
1300  46.32055634 -113.30318090 270.22 hangar props Hangar 07
1301 A none 
1300  46.32055597 -113.30358329 269.91 hangar props Hangar 02
1301 A none 
1300  46.32004428 -113.30358715 269.75 hangar props Hangar 06
1301 A none 
1300  46.32016533 -113.30358625 270.38 hangar props Hangar 05
1301 A none 
1300  46.32029661 -113.30358490 270.08 hangar props Hangar 04
1301 A none 
1300  46.32042293 -113.30358490 271.32 hangar props Hangar 03
1301 A none 
1300  46.32034042 -113.30394894   0.78 hangar props Hangar 01
1301 A none 
1300  46.32082487 -113.30367252 179.72 tie_down props GA 03
1301 A general_aviation 
1300  46.32082530 -113.30388269 179.62 tie_down props GA 02
1301 A general_aviation 
1300  46.32082542 -113.30409138 180.37 tie_down props GA 01
1301 A general_aviation 
18  46.32010460 -113.30346002 1 BCN
19  46.31938089 -113.30342194 1 WS
51 12290 Riddick CTAF
99
