I
1050 Generated by WorldEditor 2.1.0r1

1    285 1 0 LEMO Morón
1302 city Seville
1302 country Spain
1302 datum_lat 37.1750000
1302 datum_lon -005.6161111
1302 iata_code OZP
1302 icao_code LEMO
1302 region_code LE
1302 state Arahal
1302 transition_alt 6000
100 61.00 1 0 0.00 0 3 0 02  37.15964706 -005.62288842    0  305 3 7 0 1 20  37.19013074 -005.60914490    0  305 3 7 0 1
110 1 0.00 153.0000 main
111  37.19307421 -005.60441189
111  37.19311221 -005.60439295
111  37.19453113 -005.60963720
112  37.19453113 -005.60963720  37.19461533 -005.60995074
111  37.19437100 -005.61008253
111  37.19074134 -005.61172311
112  37.19074134 -005.61172311  37.19059092 -005.61178541
112  37.19023008 -005.61184729  37.19002693 -005.61193489
112  37.18952576 -005.61227255  37.18911016 -005.61245942
111  37.18952576 -005.61227255
111  37.18821399 -005.61286546
112  37.18821399 -005.61286546  37.18808373 -005.61292191
112  37.18763543 -005.61301955  37.18749560 -005.61308274
112  37.18719781 -005.61332469  37.18701546 -005.61340710
111  37.18719781 -005.61332469
111  37.18080035 -005.61621490
112  37.18080035 -005.61621490  37.18077132 -005.61622611
111  37.18078472 -005.61626535
111  37.18152089 -005.61882661
111  37.18149261 -005.61884109
111  37.18147823 -005.61879247
112  37.18138354 -005.61868442  37.18132027 -005.61867507
111  37.18138354 -005.61868442
112  37.18138354 -005.61868442  37.18123094 -005.61866339
111  37.18134849 -005.61835376
111  37.18125776 -005.61804697
112  37.18125776 -005.61804697  37.18123096 -005.61796009
111  37.18114611 -005.61800493
111  37.17690420 -005.61991890
112  37.17688021 -005.61997954  37.17688951 -005.62001652
111  37.17688021 -005.61997954
111  37.17707715 -005.62073080
111  37.17705205 -005.62074229
111  37.17704156 -005.62070229
112  37.17698069 -005.62066306  37.17693727 -005.62068252
111  37.17698069 -005.62066306
111  37.17692486 -005.62068836
111  37.17687536 -005.62049954
111  37.17693119 -005.62047423
112  37.17693119 -005.62047423  37.17696996 -005.62045672
111  37.17695682 -005.62037906
111  37.17685510 -005.61999103
112  37.17685510 -005.61999103  37.17684269 -005.61995210
111  37.17679706 -005.61996724
111  37.17540384 -005.62057525
111  37.17210022 -005.62208648
112  37.17210022 -005.62208648  37.17195581 -005.62215187
111  37.17191264 -005.62198840
111  37.17150175 -005.62057317
112  37.17150175 -005.62057317  37.17144458 -005.62040502
111  37.17131640 -005.62045547
111  37.15549494 -005.62760662
112  37.15549494 -005.62760662  37.15543688 -005.62763464
111  37.15537212 -005.62762903
111  37.15524260 -005.62768507
112  37.15524260 -005.62768507  37.15521283 -005.62769441
112  37.15511680 -005.62766639  37.15503492 -005.62769301
111  37.15511680 -005.62766639
111  37.15484325 -005.62777706
112  37.15484325 -005.62777706  37.15477179 -005.62780788
112  37.15465753 -005.62791762  37.15458347 -005.62795077
111  37.15465753 -005.62791762
111  37.15407686 -005.62818155
112  37.15407686 -005.62818155  37.15387365 -005.62827961
112  37.15343819 -005.62832164  37.15326178 -005.62838048
111  37.15343819 -005.62832164
111  37.15342349 -005.62828166
112  37.15342349 -005.62828166  37.15359767 -005.62821161
112  37.15406216 -005.62814157  37.15426984 -005.62804351
111  37.15406216 -005.62814157
111  37.15466486 -005.62786668
112  37.15466486 -005.62786668  37.15473148 -005.62782979
112  37.15483011 -005.62774620  37.15490380 -005.62771818
111  37.15483011 -005.62774620
111  37.15510701 -005.62762853
112  37.15510701 -005.62762853  37.15519633 -005.62758977
