I
1050 Generated by WorldEditor 2.1.0r1

1    160 1 0 VYTO Taungoo Airbase
1302 city Taungoo
1302 country Myanmar
1302 datum_lat 19.0312778
1302 datum_lon 96.4012222
1302 iata_code 
1302 icao_code VYTO
1302 state Bago
100 61.00 1 0 0.00 0 1 0 18  19.04783318  096.40130506    0    0 2 9 0 0 36  19.01478927  096.40122576    0    0 2 9 0 0
110 2 0.00 0.0000 New Taxiway 54
111  19.04777891  096.40159501
111  19.04762861  096.40159466
111  19.04767686  096.40165242
111  19.04766792  096.40217293
111  19.04741565  096.40240953
111  19.04768044  096.40267830
111  19.04782178  096.40252688
113  19.04778242  096.40233003
110 2 0.00 0.0000 New Taxiway 17
111  19.03168704  096.39540215
111  19.03168751  096.39545508
111  19.03171733  096.39545508
111  19.03171813  096.39575631
111  19.03168831  096.39575631
111  19.03168934  096.39613957
111  19.03172214  096.39613957
111  19.03172309  096.39649285
111  19.03169029  096.39649285
111  19.03169035  096.39651471
111  19.03178426  096.39651541
111  19.03178419  096.39649130
111  19.03176332  096.39649130
111  19.03176237  096.39613642
111  19.03178324  096.39613642
111  19.03178223  096.39575790
111  19.03175834  096.39575790
111  19.03175756  096.39546140
111  19.03178142  096.39545509
113  19.03178023  096.39540152
110 2 0.00 0.0000 New Taxiway 16
111  19.03050169  096.39615571
111  19.03050296  096.39622565
111  19.03097883  096.39620954
111  19.03097244  096.39591463
111  19.03087952  096.39591231
111  19.03083230  096.39596225
111  19.03083230  096.39600299
111  19.03087703  096.39600168
111  19.03087952  096.39597145
111  19.03090934  096.39597145
113  19.03091182  096.39614625
110 2 0.00 0.0000 New Taxiway 15
111  19.02365038  096.39552261
111  19.02316735  096.39552359
111  19.02316914  096.39550466
111  19.02311009  096.39550478
111  19.02310830  096.39552371
111  19.02261804  096.39552470
111  19.02261446  096.39613220
111  19.02285062  096.39613172
111  19.02285778  096.39575322
111  19.02294012  096.39575305
112  19.02294012  096.39575305  19.02294191  096.39570763
112  19.02304786  096.39576985  19.02304786  096.39581148
111  19.02304786  096.39576985
111  19.02304786  096.39613132
111  19.02324109  096.39613093
111  19.02324109  096.39576946
112  19.02324109  096.39576946  19.02324467  096.39569376
112  19.02334626  096.39575223  19.02334626  096.39578251
111  19.02334626  096.39575223
111  19.02341425  096.39575209
111  19.02340709  096.39613059
113  19.02364680  096.39613010
110 2 0.00 0.0000 New Taxiway 14
111  19.03501874  096.39572175
111  19.03455870  096.39571782
111  19.03455371  096.39602410
113  19.03501375  096.39602803
110 2 0.00 0.0000 New Taxiway 13
111  19.03042360  096.39570226
111  19.03002642  096.39570422
111  19.03002127  096.39608304
113  19.03041845  096.39608108
110 2 0.00 0.0000 New Taxiway 12
111  19.03160817  096.39693094
111  19.03159783  096.39858441
111  19.03232066  096.39858629
113  19.03233493  096.39693457
110 1 0.00 0.0000 Asph main
112  19.02586791  096.39550419  19.02586916  096.39556465
111  19.02586791  096.39550419
111  19.02585288  096.39669194
111  19.02585288  096.39669194
111  19.02380687  096.39670477
111  19.02381718  096.39612976
111  19.02364680  096.39613010
111  19.02340709  096.39613059
111  19.02333731  096.39613073
112  19.02333731  096.39613073  19.02333194  096.39619697
112  19.02324109  096.39613093  19.02324109  096.39606090
111  19.02324109  096.39613093
111  19.02304786  096.39613132
112  19.02304786  096.39613132  19.02304607  096.39616538
112  19.02294191  096.39613153  19.02294012  096.39607287
111  19.02294191  096.39613153
111  19.02285062  096.39613172
111  19.02261446  096.39613220
111  19.02247488  096.39613248
111  19.02247488  096.39692279
111  19.02994125  096.39688734
111  19.02994383  096.39713262
111  19.03084556  096.39712172
111  19.03082742  096.39940429
111  19.01478786  096.39936029
111  19.01478607  096.40151764
111  19.03127701  096.40155631
111  19.03132352  096.40155642
111  19.04762861  096.40159466
111  19.04777891  096.40159501
111  19.04783637  096.40159515
111  19.04784067  096.40101141
111  19.04781920  096.40101141
111  19.04785355  096.39945101
111  19.04777052  096.39945142
112  19.04776634  096.39937971  19.04776634  096.39931430
111  19.04776634  096.39937971
111  19.04776298  096.39710823
112  19.04776298  096.39710823  19.04776477  096.39696060
111  19.04788106  096.39697574
111  19.04897245  096.39697763
112  19.04897245  096.39697763  19.04906549  096.39697763
111  19.04906012  096.39687163
111  19.04906370  096.39632651
112  19.04906370  096.39632651  19.04906727  096.39626405
111  19.04911737  096.39626405
111  19.04957003  096.39627162
112  19.04957003  096.39627162  19.04965770  096.39627162
111  19.04965770  096.39615616
111  19.04971674  096.39319960
111  19.04965412  096.39319392
111  19.04842318  096.39428796
112  19.04842318  096.39428796  19.04839097  096.39431067
111  19.04833014  096.39431825
111  19.04822816  096.39432014
111  19.04822458  096.39440721
111  19.04831583  096.39440910
112  19.04831583  096.39440910  19.04835877  096.39441099
111  19.04835340  096.39446588
111  19.04830688  096.39624132
111  19.04897961  096.39626024
112  19.04902255  096.39632839  19.04902255  096.39638517
111  19.04902255  096.39632839
111  19.04902612  096.39687540
112  19.04895456  096.39693976  19.04889730  096.39693597
111  19.04895456  096.39693976
111  19.04786854  096.39693976
112  19.04772541  096.39706657  19.04772541  096.39720475
111  19.04772541  096.39706657
111  19.04772512  096.39937426
112  19.04772512  096.39937426  19.04772512  096.39942605
111  19.04768229  096.39945185
111  19.03159003  096.39940639
111  19.03159783  096.39858441
111  19.03160817  096.39693094
111  19.03233493  096.39693457
111  19.03270056  096.39693639
111  19.03270829  096.39674289
111  19.03555643  096.39675634
111  19.03555643  096.39664492
111  19.03555643  096.39654376
111  19.03454537  096.39653616
111  19.03455371  096.39602410
111  19.03455870  096.39571782
111  19.03455968  096.39565798
111  19.03441681  096.39565691
111  19.03441896  096.39561830
111  19.03434384  096.39561773
111  19.03434169  096.39565634
111  19.03416603  096.39565502
111  19.03415217  096.39650539
112  19.03415217  096.39650539  19.03414859  096.39653378
111  19.03411956  096.39653296
111  19.03263264  096.39652179
111  19.03263562  096.39599659
111  19.03261321  096.39599642
111  19.03261023  096.39652162
111  19.03207052  096.39651756
111  19.03203027  096.39651726
111  19.03178426  096.39651541
111  19.03169035  096.39651471
111  19.03050806  096.39650582
111  19.03050296  096.39622565
111  19.03050169  096.39615571
111  19.03050033  096.39608067
111  19.03041845  096.39608108
111  19.03002127  096.39608304
111  19.02994898  096.39608340
111  19.02994383  096.39661211
112  19.02994383  096.39661211  19.02993925  096.39665193
111  19.02989230  096.39666662
111  19.02983444  096.39666698
111  19.02979841  096.39666721
111  19.02590657  096.39669161
111  19.02590657  096.39669161
111  19.02592160  096.39550386
112  19.02592160  096.39550386  19.02592409  096.39544077
111  19.02601880  096.39544005
111  19.02973874  096.39541515
111  19.02984823  096.39541442
111  19.03080798  096.39540800
112  19.03085398  096.39548319  19.03085294  096.39553686
111  19.03085398  096.39548319
111  19.03083230  096.39596225
111  19.03087952  096.39591231
111  19.03089876  096.39548743
112  19.03089876  096.39548743  19.03090187  096.39542500
111  19.03094724  096.39540711
111  19.03168704  096.39540215
111  19.03178023  096.39540152
111  19.03228993  096.39539811
111  19.03245952  096.39539697
111  19.03431329  096.39538454
111  19.03431702  096.39533591
111  19.03429687  096.39533603
111  19.03420119  096.39533659
111  19.02602004  096.39538476
112  19.02593432  096.39531827  19.02593862  096.39525696
111  19.02593432  096.39531827
111  19.02596867  096.39439623
111  19.02592767  096.39439648
111  19.02589332  096.39531852
112  19.02589332  096.39531852  19.02588473  096.39538211
111  19.02582127  096.39538593
111  19.02236197  096.39538324
112  19.02219176  096.39536878  19.02210105  096.39535038
111  19.02219176  096.39536878
111  19.02187368  096.39529781
112  19.02181777  096.39518873  19.02182274  096.39508096
111  19.02181777  096.39518873
111  19.02186217  096.39419169
111  19.02183534  096.39417655
111  19.02178305  096.39519118
112  19.02178305  096.39519118  19.02178126  096.39525364
112  19.02168917  096.39525453  19.02165518  096.39524696
111  19.02168917  096.39525453
111  19.02088348  096.39508460
111  19.02076664  096.39505995
112  19.02076664  096.39505995  19.02071197  096.39504681
111  19.02065482  096.39505207
111  19.01688765  096.39561586
111  19.01690629  096.39564872
111  19.02065233  096.39508624
112  19.02074925  096.39509544  19.02080640  096.39510989
111  19.02074925  096.39509544
111  19.02094630  096.39513766
111  19.02219051  096.39540428
112  19.02219051  096.39540428  19.02227376  096.39542136
111  19.02236197  096.39541742
111  19.02303636  096.39542209
112  19.02311009  096.39550478  19.02311438  096.39557973
111  19.02311009  096.39550478
111  19.02316914  096.39550466
112  19.02316914  096.39550466  19.02317987  096.39543199
111  19.02326394  096.39542366
113  19.02582126  096.39544137
111  19.04069730  096.40097768
112  19.04069730  096.40097768  19.04057277  096.40096633
112  19.04062215  096.40068696  19.04072950  096.40060520
111  19.04062215  096.40068696
111  19.04105053  096.40038597
111  19.04134596  096.40035189
111  19.04704936  096.40036271
111  19.04712450  096.40040603
111  19.04717387  096.40036295
111  19.04722421  096.40036305
111  19.04722853  096.40030509
111  19.04135028  096.40029393
112  19.04135028  096.40029393  19.04129772  096.40029066
111  19.04129202  096.40021629
111  19.04177938  096.39987385
111  19.04239986  096.39968307
111  19.04738302  096.39968304
112  19.04762992  096.39992380  19.04763851  096.40016910
112  19.04762777  096.40075284  19.04762563  096.40097997
113  19.04745172  096.40101177
111  19.03164307  096.40096400
112  19.03143911  096.40080275  19.03143481  096.40063923
111  19.03143911  096.40080275
111  19.03143052  096.40050523
112  19.03155075  096.40032809  19.03165595  096.40032809
111  19.03155075  096.40032809
111  19.04059052  096.40035394
112  19.04059052  096.40035394  19.04063703  096.40035394
112  19.04062630  096.40038801  19.04061020  096.40040504
111  19.04062630  096.40038801
112  19.04032767  096.40061029  19.03981136  096.40097005
113  19.03923013  096.40098640
111  19.03292897  096.39965076
112  19.03293970  096.40019015  19.03294149  096.40025450
111  19.03288603  096.40027532
112  19.03155934  096.40026904  19.03145199  096.40027131
111  19.03142408  096.40017592
112  19.03142623  096.39985342  19.03142837  096.39969899
113  19.03160443  096.39964221
111  19.04108327  096.39967504
112  19.04108327  096.39967504  19.04121424  096.39967958
112  19.04122927  096.39996576  19.04116056  096.40001573
111  19.04122927  096.39996576
111  19.04081704  096.40026102
111  19.04060879  096.40029282
111  19.03308641  096.40028100
112  19.03298085  096.40018637  19.03297727  096.40009174
112  19.03297906  096.39981920  19.03297906  096.39964697
113  19.03312041  096.39965454
111  19.02334898  096.40094624
112  19.02225453  096.40054401  19.02167329  096.40014831
111  19.02225453  096.40054401
111  19.02192681  096.40030528
111  19.02206594  096.40029874
111  19.03095768  096.40033679
112  19.03095768  096.40033679  19.03115246  096.40034660
111  19.03118647  096.40048068
111  19.03118647  096.40077502
112  19.03118647  096.40077502  19.03118028  096.40090583
113  19.03102879  096.40096470
111  19.02195464  096.40023661
111  19.02174440  096.40018428
111  19.02136413  096.39990632
112  19.02136413  096.39990632  19.02128065  096.39984418
112  19.02150325  096.39961854  19.02167329  096.39962181
111  19.02150325  096.39961854
111  19.03100084  096.39964138
112  19.03118325  096.39987685  19.03118325  096.40010250
111  19.03118325  096.39987685
111  19.03117398  096.40019408
112  19.03095138  096.40026275  19.03075042  096.40026275
113  19.03095138  096.40026275
111  19.01525391  096.40091777
112  19.01500905  096.40065486  19.01500163  096.40039195
111  19.01500905  096.40065486
111  19.01500905  096.40028600
111  19.02115206  096.40028756
111  19.02149932  096.40031111
111  19.02194897  096.40063132
112  19.02194897  096.40063132  19.02207362  096.40071609
112  19.02188664  096.40093741  19.02176198  096.40094212
113  19.02188664  096.40093741
111  19.01501276  096.40021536
111  19.01501647  096.39987789
112  19.01501647  096.39987789  19.01502760  096.39960713
111  19.01525020  096.39960321
111  19.02001087  096.39961322
112  19.02103854  096.39996247  19.02143551  096.40025287
111  19.02103854  096.39996247
111  19.02137986  096.40021755
113  19.02133163  096.40023717
111  19.04841065  096.39619968
112  19.04835161  096.39613721  19.04835519  096.39607286
111  19.04835161  096.39613721
111  19.04839634  096.39446777
112  19.04844465  096.39440720  19.04849117  096.39440720
111  19.04844465  096.39440720
111  19.04960939  096.39445263
112  19.04960939  096.39445263  19.04965233  096.39445452
111  19.04965412  096.39447156
111  19.04961655  096.39615804
112  19.04954319  096.39622807  19.04947878  096.39622618
113  19.04954319  096.39622807
111  19.04847864  096.39437124
112  19.04847864  096.39437124  19.04843928  096.39437124
112  19.04846612  096.39430688  19.04848043  096.39429174
111  19.04846612  096.39430688
111  19.04962012  096.39328098
112  19.04962012  096.39328098  19.04965949  096.39324881
112  19.04968632  096.39331505  19.04968274  096.39335102
111  19.04968632  096.39331505
111  19.04965770  096.39438259
112  19.04962012  096.39442424  19.04958971  096.39442234
113  19.04962012  096.39442424
130 Airport Boundary
111  19.05868531  096.39228133
111  19.05463839  096.39039530
111  19.04825933  096.39133832
111  19.04345789  096.39656117
111  19.03858786  096.39627101
111  19.03676767  096.39402689
111  19.03675439  096.38823942
111  19.03458488  096.38778382
111  19.03437750  096.38602892
111  19.01828162  096.38559061
111  19.01560164  096.38685610
111  19.01440521  096.38992686
111  19.01223570  096.39083795
111  19.01158166  096.39783984
111  19.00984286  096.40084304
111  19.01384688  096.40428492
111  19.01556973  096.40303639
111  19.02976728  096.40318835
111  19.03043728  096.40389705
111  19.03238346  096.40393080
111  19.03337251  096.40301961
111  19.04541650  096.40347514
111  19.04583126  096.40546643
111  19.04678839  096.40664770
111  19.04908553  096.40637769
111  19.05025004  096.40465641
111  19.05280241  096.40435268
111  19.05337670  096.40239507
111  19.05588121  096.40231069
111  19.05647144  096.40146690
113  19.05950238  096.39706229
120 Linear Feature 44
111  19.04782386  096.40044470 4
115  19.04764289  096.40044387
120 Linear Feature 43
111  19.04069902  096.40062590 4
115  19.04058702  096.40044030
120 Linear Feature 42
111  19.03141268  096.40039761 4
115  19.03120319  096.40039599
120 Linear Feature 41
111  19.02209046  096.40044829 4
115  19.02197856  096.40062904
120 Linear Feature 40
111  19.01499155  096.40034585 4
115  19.01479339  096.40035046
120 Linear Feature 39
111  19.01499422  096.39997683 6
115  19.01479401  096.39997766
120 Linear Feature 38
111  19.02179398  096.40023328 6
115  19.02167297  096.40040693
120 Linear Feature 37
111  19.03141344  096.40010328 6
115  19.03120394  096.40010438
120 Linear Feature 36
111  19.04100453  096.40041139 6
115  19.04088334  096.40023495
120 Linear Feature 35
111  19.04782804  096.40023065 6
115  19.04764289  096.40022355
120 Linear Feature 34
111  19.04764289  096.39995937 2
115  19.04783319  096.39996632
120 Linear Feature 33
111  19.04741058  096.39945563 2
115  19.04740329  096.39967591
120 Linear Feature 32
111  19.04250648  096.39967063 2
115  19.04250648  096.39944289
120 Linear Feature 31
111  19.04128952  096.39991033 2
115  19.04142728  096.40011456
120 Linear Feature 30
111  19.04123261  096.39943958 2
115  19.04123026  096.39968139
120 Linear Feature 29
111  19.02139801  096.39961509 2
115  19.02140160  096.39938486
120 Linear Feature 28
111  19.02120117  096.40006401 2
115  19.02132686  096.39986461
120 Linear Feature 27
111  19.02015457  096.39938129 2
115  19.02015963  096.39960984
120 Linear Feature 26
111  19.01510555  096.39936685 2
115  19.01510398  096.39961957
