I
1050 Generated by WorldEditor 2.1.0r1

1     13 1 0 PHNL Daniel K. Inouye International Airport
100 45.72 1 0 0.00 0 2 1 4L  21.31833639 -157.92334867    0    0 2 0 0 1 22R  21.32985854 -157.90702695    0    0 2 0 0 1
100 45.72 1 0 0.00 1 3 1 4R  21.31392221 -157.92716330    0   59 3 8 0 0 22L  21.32883237 -157.90603567    0   60 3 0 0 1
100 60.96 1 0 0.00 1 3 1 08R  21.30681252 -157.94588178    0  170 3 0 0 1 26L  21.30680561 -157.91062365    0  169 3 9 0 1
100 45.72 1 0 0.00 1 3 1 8L  21.32525369 -157.94326727    0  143 3 8 0 0 26R  21.32525032 -157.90709232    0  212 3 0 0 1
110 2 0.00 0.0000 New Taxiway 14
111  21.31167292 -157.92326849
111  21.31154058 -157.92316384
111  21.31250011 -157.92180198
113  21.31263189 -157.92190580
110 2 0.00 0.0000 New Taxiway 23
111  21.33074489 -157.95028762
111  21.33107687 -157.95028812
111  21.33107874 -157.95064150
113  21.33074690 -157.95064159
110 2 0.00 0.0000 New Taxiway 175
111  21.32687204 -157.94376127
111  21.32618808 -157.94303699
111  21.32618315 -157.94304285
112  21.32618315 -157.94304285  21.32593451 -157.94285699
111  21.32570464 -157.94304250
111  21.32570204 -157.94303859
111  21.32565161 -157.94309105
111  21.32552944 -157.94296017
111  21.32552890 -157.94388157
111  21.32497793 -157.94329247
111  21.32497685 -157.94325666
111  21.32463905 -157.94289568
111  21.32473566 -157.94279289
111  21.32488240 -157.94294782
111  21.32492981 -157.94289725
111  21.32497785 -157.94295117
111  21.32498027 -157.94211961
111  21.32553110 -157.94211953
111  21.32557027 -157.94207399
113  21.32701162 -157.94360946
110 2 0.00 0.0000 New Taxiway 15
111  21.32752841 -157.94303439
111  21.32753472 -157.94303687
112  21.32753472 -157.94303687  21.32758060 -157.94328400
111  21.32780067 -157.94328067
111  21.32780037 -157.94328396
111  21.32794495 -157.94328155
111  21.32796976 -157.94327960
112  21.32796976 -157.94327960  21.32821477 -157.94323576
111  21.32821310 -157.94299168
111  21.32821890 -157.94298979
111  21.32821727 -157.94207822
111  21.32820886 -157.94207822
112  21.32820886 -157.94207822  21.32815521 -157.94189678
111  21.32800579 -157.94186951
111  21.32800492 -157.94186121
112  21.32773762 -157.94186282  21.32773720 -157.94186259
111  21.32773720 -157.94186981
112  21.32773720 -157.94186981  21.32756755 -157.94192064
111  21.32753538 -157.94208213
112  21.32752873 -157.94208195  21.32752856 -157.94208195
111  21.32752889 -157.94141411
111  21.32753766 -157.94141443
