I
1050 Generated by WorldEditor 1.6.0r1

1   2558 0 0 KMKJ MOUNTAIN EMPIRE
100 23.00 1 0 0.25 0 2 0 08  36.89277566 -081.35855059    0    0 2 0 0 1 26  36.89694096 -081.34135238    0    0 2 0 0 1
110 2 0.00 0.0000 New Taxiway 29
111  36.89570952 -081.34146758
111  36.89571767 -081.34148876
111  36.89565339 -081.34153112
111  36.89564619 -081.34151333
111  36.89557686 -081.34155778
111  36.89551508 -081.34141675
111  36.89574791 -081.34125777
113  36.89580901 -081.34140308
110 2 0.00 0.0000 New Taxiway 28
111  36.89524168 -081.34419031
111  36.89522371 -081.34418378
111  36.89511538 -081.34414361
111  36.89515285 -081.34396681
111  36.89522201 -081.34399007
111  36.89524969 -081.34385972
111  36.89506898 -081.34379512
111  36.89505401 -081.34385865
111  36.89499808 -081.34383685
111  36.89517346 -081.34309706
111  36.89520200 -081.34298247
111  36.89529220 -081.34301903
111  36.89526737 -081.34312259
111  36.89545604 -081.34319305
113  36.89544718 -081.34326375
110 2 0.00 0.0000 New Taxiway 27
111  36.89513120 -081.34462429
111  36.89501649 -081.34458642
111  36.89502001 -081.34456721
111  36.89496065 -081.34454826
111  36.89501880 -081.34427806
113  36.89519186 -081.34433542
110 2 0.00 0.0000 New Taxiway 26
111  36.89506600 -081.34493475
111  36.89500963 -081.34491719
111  36.89501750 -081.34487749
111  36.89492488 -081.34484441
111  36.89494554 -081.34473856
113  36.89509556 -081.34479399
110 1 0.00 0.0000 New Taxiway 2
111  36.89585267 -081.34092853 102
111  36.89613320 -081.34103830 102
111  36.89641396 -081.34114816 102
111  36.89686052 -081.34132290
111  36.89269866 -081.35852045 102
111  36.89232080 -081.35838075 102
112  36.89225640 -081.35833195  36.89222227 -081.35829753
111  36.89225640 -081.35833195
112  36.89225640 -081.35833195  36.89219741 -081.35827247 102
112  36.89218123 -081.35794484  36.89223555 -081.35773654
111  36.89218123 -081.35794484 102
111  36.89526174 -081.34522801 102
112  36.89517724 -081.34499806  36.89505869 -081.34492468
111  36.89517724 -081.34499806 102
111  36.89506210 -081.34495334
111  36.89506600 -081.34493475
111  36.89509556 -081.34479399
111  36.89513120 -081.34462429
111  36.89519186 -081.34433542
111  36.89522371 -081.34418378
111  36.89524168 -081.34419031
111  36.89544718 -081.34326375
111  36.89545604 -081.34319305
111  36.89526737 -081.34312259
111  36.89529220 -081.34301903
111  36.89520200 -081.34298247
111  36.89517346 -081.34309706
111  36.89488099 -081.34298373
111  36.89490573 -081.34286510
112  36.89487034 -081.34279957  36.89483751 -081.34278759
111  36.89487034 -081.34279957
111  36.89473285 -081.34275191
111  36.89505095 -081.34140868
111  36.89554819 -081.34160045
111  36.89565339 -081.34153112
111  36.89571767 -081.34148876
111  36.89583121 -081.34141393
111  36.89592444 -081.34103444
113  36.89583086 -081.34099969
111  36.89577290 -081.34355360 102
112  36.89578857 -081.34372661  36.89582867 -081.34380542
111  36.89578857 -081.34372661
112  36.89578857 -081.34372661  36.89580407 -081.34375707 102
112  36.89586883 -081.34380423  36.89590902 -081.34382427
111  36.89586883 -081.34380423 102
111  36.89606426 -081.34388344
112  36.89606426 -081.34388344  36.89619801 -081.34391046 102
111  36.89624281 -081.34380300
111  36.89675450 -081.34170769 102
112  36.89660811 -081.34136581  36.89641764 -081.34127953
111  36.89660811 -081.34136581 102
111  36.89645825 -081.34131387
112  36.89645825 -081.34131387  36.89642567 -081.34130046 102
112  36.89637519 -081.34131717  36.89635127 -081.34133087
111  36.89637519 -081.34131717
112  36.89637519 -081.34131717  36.89630385 -081.34135805 102
113  36.89626872 -081.34148526 102
111  36.89563855 -081.34409762 102
111  36.89552506 -081.34457295 102
