I
1050 Generated by WorldEditor 1.6.0r1

1   3020 1 0 MMEP Amado Nervo Intl
100 45.11 1 0 0.25 0 2 1 02  21.41009792 -104.84751306    0   54 3 0 0 0 20  21.42876622 -104.83762729    0   57 3 0 0 0
102 H2  21.41509258 -104.84206592  25.15 9.75 9.77 2 0 0 0.00 1
102 H1  21.41533460 -104.84193881  25.15 9.75 9.77 2 0 0 0.00 1
110 2 0.00 0.0000 New Taxiway 66
111  21.41503648 -104.84026634
111  21.41502907 -104.84025640
111  21.41494204 -104.84030115
111  21.41488000 -104.84016987
111  21.41509296 -104.84006344
113  21.41515593 -104.84020667
110 2 0.00 0.0000 New Taxiway 65
111  21.41510500 -104.84043344
111  21.41505500 -104.84031408
111  21.41535130 -104.84016688
113  21.41540501 -104.84028624
110 2 0.00 0.0000 New Taxiway 64
111  21.41492510 -104.84057634
111  21.41482325 -104.84062706
111  21.41475634 -104.84049035
111  21.41473384 -104.84050278
111  21.41464832 -104.84032942
113  21.41477177 -104.84026242
110 2 0.00 0.0000 New Taxiway 63
111  21.41572768 -104.83975171
111  21.41561472 -104.83981337
111  21.41557120 -104.83972087
113  21.41568324 -104.83965921
110 2 0.00 0.0000 New Taxiway 62
111  21.41578046 -104.83987305
111  21.41540289 -104.84008399
111  21.41539802 -104.84007369
111  21.41534811 -104.84010272
111  21.41530737 -104.84002039
111  21.41535052 -104.83999494
111  21.41534395 -104.83998193
111  21.41535824 -104.83997434
111  21.41534197 -104.83993789
111  21.41537043 -104.83992302
111  21.41539246 -104.83996960
113  21.41573046 -104.83977657
110 2 0.00 0.0000 New Taxiway 61
111  21.41589435 -104.83980939
111  21.41584435 -104.83983227
111  21.41581565 -104.83976861
113  21.41587028 -104.83974076
110 2 0.00 0.0000 New Taxiway 60
111  21.41621287 -104.83981934
111  21.41598880 -104.83993770
111  21.41592213 -104.83980541
111  21.41602046 -104.83975325
111  21.41599027 -104.83968600
111  21.41606260 -104.83965019
111  21.41609135 -104.83971563
113  21.41615084 -104.83968407
110 2 0.00 0.0000 New Taxiway 59
111  21.41766613 -104.83891409
111  21.41760233 -104.83894585
111  21.41758000 -104.83889616
113  21.41764400 -104.83886628
110 2 0.00 0.0000 New Taxiway 58
111  21.41738725 -104.83921828
111  21.41721503 -104.83931376
111  21.41724559 -104.83937444
111  21.41717336 -104.83940825
111  21.41716503 -104.83945003
111  21.41724391 -104.83961220
111  21.41721346 -104.83962835
111  21.41713169 -104.83946196
111  21.41703169 -104.83941522
112  21.41701410 -104.83951070  21.41698354 -104.83953059
111  21.41699373 -104.83954651
111  21.41707071 -104.83970407
111  21.41704199 -104.83971930
