A
1050 Generated by WorldEditor 2.0.0r4

1   1348 0 0 Y49 Walker Muni
100 22.86 1 0 0.00 0 2 0 15  47.16324671 -094.64876343    0    0 2 0 0 1 33  47.15573373 -094.64195308    0    0 2 0 0 1
110 2 0.00 0.0000 New Taxiway 16
111  47.15859903 -094.64262219
111  47.15860434 -094.64261346
111  47.15906351 -094.64303772
113  47.15905980 -094.64304601
110 2 0.00 0.0000 T-Hangar 3
111  47.15918126 -094.64226156
111  47.15913505 -094.64221891
111  47.15903878 -094.64213003
111  47.15894358 -094.64204214
111  47.15884602 -094.64195208
111  47.15892039 -094.64177654
111  47.15896872 -094.64182084
111  47.15906526 -094.64190930
111  47.15915855 -094.64199477
113  47.15925771 -094.64208563
110 2 0.00 0.0000 T-Hangar 2
111  47.15913863 -094.64282158
111  47.15904512 -094.64273602
111  47.15894869 -094.64264777
111  47.15885396 -094.64256109
111  47.15875585 -094.64247132
111  47.15866153 -094.64238500
111  47.15874183 -094.64222104
111  47.15878228 -094.64225746
111  47.15887779 -094.64234345
111  47.15897647 -094.64243229
111  47.15906980 -094.64251632
111  47.15916686 -094.64260370
113  47.15921325 -094.64264547
110 2 0.00 0.0000 T-Hangar 1
111  47.15923239 -094.64352195
111  47.15918326 -094.64347686
111  47.15908675 -094.64338972
111  47.15899132 -094.64330356
111  47.15889616 -094.64321764
111  47.15880059 -094.64313135
111  47.15870471 -094.64304478
111  47.15860304 -094.64295153
111  47.15868313 -094.64277204
111  47.15873432 -094.64281779
111  47.15882908 -094.64290311
111  47.15892622 -094.64299057
111  47.15902087 -094.64307580
111  47.15911710 -094.64316243
111  47.15921436 -094.64325001
113  47.15930928 -094.64333547
110 1 0.00 0.0000 Main
111  47.15566893 -094.64210769
111  47.15578771 -094.64182432 102
111  47.15591292 -094.64152577 102
111  47.15610790 -094.64106084
111  47.15754939 -094.64238087
112  47.15754939 -094.64238087  47.15759486 -094.64238267
111  47.15764575 -094.64233513
111  47.15767966 -094.64228524
111  47.15796256 -094.64170656
111  47.15805227 -094.64180054
112  47.15805227 -094.64180054  47.15806448 -094.64180821
111  47.15807119 -094.64178897
111  47.15812650 -094.64184583
111  47.15812508 -094.64186926
111  47.15820744 -094.64194481
111  47.15839231 -094.64211443
111  47.15854661 -094.64225599
112  47.15854661 -094.64225599  47.15855486 -094.64226174
111  47.15855935 -094.64225442
111  47.15867438 -094.64198793
112  47.15867438 -094.64198793  47.15866922 -094.64193985
111  47.15864783 -094.64190309
111  47.15867827 -094.64183126
112  47.15873773 -094.64183802  47.15875437 -094.64180958
111  47.15873773 -094.64183802
111  47.15888107 -094.64149553
111  47.15934082 -094.64191558
111  47.15915395 -094.64235281
112  47.15915395 -094.64235281  47.15915205 -094.64235753
111  47.15915501 -094.64236270
111  47.15928879 -094.64248189
111  47.15911077 -094.64292172
111  47.15918972 -094.64299320
111  47.15928465 -094.64307917
111  47.15939532 -094.64317937
111  47.15919606 -094.64368479
112  47.15919606 -094.64368479  47.15916184 -094.64381782
112  47.15918792 -094.64386748  47.15920218 -094.64388664
111  47.15918792 -094.64386748
111  47.16361268 -094.64789050 102
111  47.16341915 -094.64835208 102
111  47.16330069 -094.64863460
111  47.16317625 -094.64893152
111  47.16294572 -094.64872040
112  47.16290841 -094.64866768  47.16289903 -094.64864710
111  47.16290841 -094.64866768
112  47.16290841 -094.64866768  47.16289301 -094.64862627
111  47.16287490 -094.64860036
111  47.16300948 -094.64837153 102
112  47.16303726 -094.64837945  47.16305433 -094.64837945 102
111  47.16307880 -094.64840079 102
111  47.16318108 -094.64849084
112  47.16318108 -094.64849084  47.16324439 -094.64848400 102
111  47.16326532 -094.64844035 102
111  47.16333388 -094.64827722 102
111  47.16342458 -094.64806139 102
112  47.16338176 -094.64784640  47.16331848 -094.64775270
111  47.16338176 -094.64784640
111  47.15840286 -094.64332198
112  47.15840286 -094.64332198  47.15830093 -094.64327139 102
111  47.15822499 -094.64339169 102
111  47.15815419 -094.64356202 102
111  47.15807515 -094.64375221
112  47.15807515 -094.64375221  47.15804627 -094.64384964 102
111  47.15812408 -094.64394408
111  47.15785192 -094.64369899 102
112  47.15798749 -094.64363678  47.15803421 -094.64353997
111  47.15798749 -094.64363678 102
111  47.15805719 -094.64347271 102
111  47.15813427 -094.64329126
112  47.15813427 -094.64329126  47.15810114 -094.64313261 102
111  47.15806708 -094.64305428 102
