I
1050 Generated by WorldEditor 2.1.0r1

1   1753 0 0 KJCT Kimble County
100 22.86 1 0 0.25 0 2 0 17  30.51771138 -099.76439443    0    0 2 0 0 0 35  30.50394957 -099.76448922    0    0 2 0 0 0
100 39.62 3 0 0.25 0 0 0 8  30.51184564 -099.76262961    0    0 1 0 0 0 26  30.51162438 -099.75545460    0    0 1 0 0 0
110 2 0.00 0.0000 New Taxiway 4
111  30.51269225 -099.76578644
111  30.51269095 -099.76561219
111  30.51281167 -099.76561118
111  30.51292703 -099.76561062
111  30.51303029 -099.76560988
111  30.51304253 -099.76560988
111  30.51305459 -099.76560982
111  30.51310668 -099.76560991
111  30.51310818 -099.76578423
111  30.51298613 -099.76578426
111  30.51287148 -099.76578421
113  30.51275581 -099.76578549
110 2 0.00 0.0000 New Taxiway 3
111  30.50926589 -099.76557384
111  30.50927113 -099.76527697
111  30.50957703 -099.76527459
111  30.50957026 -099.76557086
113  30.50928503 -099.76557340
110 2 0.00 0.0000 New Taxiway 9
111  30.50830296 -099.76568227
111  30.50830295 -099.76582177
111  30.50813372 -099.76582051
111  30.50813381 -099.76568250
111  30.50814847 -099.76568240
111  30.50814856 -099.76565541
111  30.50829229 -099.76565549
113  30.50829222 -099.76568228
110 2 0.00 0.0000 New Taxiway 8
111  30.50846391 -099.76568223
111  30.50846395 -099.76592238
111  30.50831922 -099.76592364
111  30.50831909 -099.76581246
111  30.50832585 -099.76581219
111  30.50832442 -099.76568231
111  30.50835642 -099.76568251
111  30.50835630 -099.76565392
111  30.50842657 -099.76565409
113  30.50842657 -099.76568221
110 1 0.00 0.0000 New Taxiway 2
111  30.51770860 -099.76446953
111  30.51771480 -099.76501887
111  30.51771450 -099.76535383
111  30.51740521 -099.76535821
111  30.51728372 -099.76523587
111  30.51728045 -099.76522495
111  30.51725406 -099.76521789
111  30.51331722 -099.76524385
111  30.51331688 -099.76525389
112  30.51326242 -099.76530871  30.51325507 -099.76535040
111  30.51326242 -099.76530871
111  30.51326558 -099.76593396
111  30.51253960 -099.76594275
111  30.51253149 -099.76532926
112  30.51247125 -099.76525951  30.51241835 -099.76523586
111  30.51247125 -099.76525951
111  30.51247090 -099.76525114
111  30.51108978 -099.76526254
112  30.51097027 -099.76539770  30.51095482 -099.76550944
111  30.51097027 -099.76539770
111  30.51096490 -099.76556308
111  30.51045826 -099.76557051
111  30.51044167 -099.76558250
111  30.51034980 -099.76558604
111  30.51029017 -099.76556616
111  30.50982640 -099.76556942
111  30.50982267 -099.76557755
111  30.50974985 -099.76558012
111  30.50974940 -099.76557103
111  30.50970267 -099.76557166
112  30.50968215 -099.76559147  30.50967590 -099.76560559
111  30.50968215 -099.76559147
111  30.50956949 -099.76559256
111  30.50957026 -099.76557086
111  30.50957703 -099.76527459
111  30.50927113 -099.76527697
111  30.50926589 -099.76557384
111  30.50928503 -099.76557340
111  30.50928230 -099.76567303
111  30.50926581 -099.76568185
111  30.50919214 -099.76568131
111  30.50914907 -099.76568099
111  30.50914932 -099.76566605
111  30.50900312 -099.76566572
111  30.50900312 -099.76567883
111  30.50881391 -099.76567860
111  30.50881324 -099.76566710
111  30.50866908 -099.76566606
111  30.50866905 -099.76568227
111  30.50866511 -099.76568227
111  30.50846391 -099.76568223
111  30.50842657 -099.76568221
111  30.50842657 -099.76565409
111  30.50835630 -099.76565392
111  30.50835642 -099.76568251
111  30.50832442 -099.76568231
111  30.50830296 -099.76568227
111  30.50829222 -099.76568228
111  30.50829229 -099.76565549
111  30.50814856 -099.76565541
111  30.50814847 -099.76568240
111  30.50813381 -099.76568250
111  30.50808306 -099.76568358
111  30.50808302 -099.76567018
111  30.50792883 -099.76566891
111  30.50792880 -099.76568498
111  30.50791265 -099.76568497
111  30.50773614 -099.76568661
111  30.50773094 -099.76541266
112  30.50762404 -099.76528390  30.50752684 -099.76525789
111  30.50762404 -099.76528390
111  30.50437429 -099.76530799
111  30.50427181 -099.76543760
111  30.50395138 -099.76544587
