I
1050 Generated by WorldEditor 2.1.0r1

1     43 1 0 ULAM Naryan-Mar
1302 city Naryan-Mar
1302 country Russia
1302 datum_lat 67.6402778
1302 datum_lon 53.1213889
1302 iata_code NNM
1302 icao_code ULAM
1302 region_code UL
1302 state Nenets Autonomous Okrug
100 40.00 2 0 0.00 0 3 0 06  67.63869720  053.09136054    0    0 3 7 0 0 24  67.64185000  053.15112780    0    0 3 7 0 0
100 60.00 4 0 0.00 0 0 0 03  67.62916152  053.08820671    0    0 0 0 0 0 21  67.63296344  053.09988271    0    0 0 0 0 0
100 60.00 4 0 0.00 0 0 0 11  67.63228486  053.08290858    0    0 0 0 0 0 29  67.62807584  053.09357643    0    0 0 0 0 0
110 1 0.00 0.0000 New Taxiway 30
111  67.63368114  053.09636056
111  67.63371948  053.09615168
111  67.63072801  053.09200514
113  67.63068828  053.09221950
110 4 0.00 0.0000 New Taxiway 29
111  67.63275728  053.10034618
111  67.63286238  053.10061465
111  67.63294294  053.10044433
111  67.63322444  053.10118881
111  67.63350826  053.10122241
111  67.63355617  053.10135945
111  67.63366688  053.10127574
111  67.63423593  053.09932711
112  67.63423593  053.09932711  67.63435723  053.09901236
111  67.63444515  053.09888194
111  67.63399823  053.09890539
111  67.63388892  053.09950131
111  67.63326652  053.09872949
111  67.63340202  053.09797939
111  67.63303171  053.09752485
113  67.63232460  053.09740014
110 1 0.00 0.0000 New Taxiway 25
111  67.63347310  053.08403314
111  67.63342972  053.08406887
111  67.63339873  053.08416038
111  67.63346815  053.08428105
111  67.63335390  053.08470147
111  67.63326944  053.08454343
111  67.63328299  053.08484843
111  67.63315947  053.08529356
111  67.63350336  053.08594113
111  67.63357427  053.08566978
111  67.63372993  053.08595819
111  67.63366236  053.08623557
111  67.63382019  053.08651546
111  67.63403660  053.08689926
111  67.63395449  053.08725816
111  67.63393992  053.08723014
111  67.63389872  053.08748962
111  67.63393693  053.08755926
111  67.63417434  053.08669093
111  67.63419284  053.08672351
111  67.63421298  053.08664849
111  67.63419809  053.08662433
111  67.63426268  053.08638141
111  67.63355064  053.08507245
111  67.63388600  053.08380151
111  67.63406361  053.08312843
111  67.63392205  053.08285723
111  67.63399227  053.08260410
111  67.63395383  053.08253046
111  67.63392853  053.08255474
113  67.63386959  053.08244184
110 2 0.00 0.0000 New Taxiway 24
111  67.63880320  053.08987574
111  67.63844067  053.09001555
111  67.63852282  053.09153814
111  67.63757892  053.09064596
111  67.63698217  053.09008136
111  67.63698287  053.09003307
111  67.63682205  053.08976137
111  67.63680202  053.08967736
111  67.63678422  053.08967720
111  67.63633924  053.08731280
111  67.63619168  053.08704090
111  67.63521471  053.08524075
111  67.63522415  053.08520534
111  67.63520374  053.08516772
111  67.63521477  053.08512637
111  67.63519344  053.08508708
111  67.63520355  053.08504919
111  67.63519335  053.08503040
111  67.63564285  053.08328786
111  67.63566874  053.08333350
111  67.63572841  053.08310312
111  67.63575150  053.08314345
111  67.63578740  053.08300443
111  67.63568908  053.08282578
111  67.63565618  053.08295453
111  67.63567499  053.08299443
111  67.63516634  053.08498062
111  67.63516033  053.08496956
111  67.63515022  053.08500745
111  67.63512786  053.08496625
111  67.63511683  053.08500760
111  67.63509296  053.08496361
111  67.63508351  053.08499901
111  67.63491046  053.08468672
111  67.63504964  053.08415942
111  67.63497145  053.08401485
111  67.63483227  053.08454215
111  67.63469472  053.08428917
111  67.63478092  053.08395972
111  67.63469006  053.08379262
111  67.63460386  053.08412207
111  67.63406361  053.08312843
111  67.63388600  053.08380151
111  67.63355064  053.08507245
111  67.63426268  053.08638141
111  67.63419809  053.08662433
111  67.63421298  053.08664849
111  67.63422418  053.08661026
111  67.63445922  053.08704522
111  67.63440041  053.08728354
111  67.63463616  053.08770594
111  67.63466435  053.08758566
111  67.63550239  053.08911902
111  67.63561608  053.08868338
111  67.63592819  053.08925495
111  67.63591794  053.08930292
111  67.63596546  053.08937489
111  67.63594673  053.08945724
111  67.63597504  053.08951026
111  67.63596884  053.08967531
111  67.63597999  053.08968926
111  67.63595743  053.08981781
111  67.63597188  053.08983860
111  67.63563118  053.09176273
111  67.63556178  053.09168073
111  67.63551949  053.09193923
111  67.63558575  053.09201931
111  67.63467223  053.09714174
111  67.63375541  053.09595592
111  67.63371948  053.09615168
111  67.63368114  053.09636056
111  67.63358549  053.09688173
111  67.63352632  053.09681367
111  67.63338884  053.09755337
111  67.63346143  053.09765052
111  67.63340202  053.09797939
111  67.63326652  053.09872949
111  67.63388892  053.09950131
111  67.63399823  053.09890539
111  67.63444515  053.09888194
111  67.63455474  053.09887620
111  67.63459945  053.09892988
111  67.63460643  053.09889189
111  67.63476658  053.09909484
111  67.63484757  053.09862763
111  67.63475119  053.09851122
111  67.63484336  053.09798015
111  67.63518555  053.09839703
111  67.63527482  053.09788187
111  67.63542337  053.09807238
111  67.63546368  053.09783203
111  67.63546864  053.09780243
111  67.63548704  053.09782738
111  67.63554489  053.09750133
111  67.63561830  053.09708767
111  67.63567149  053.09678790
111  67.63667102  053.09115503
111  67.63668752  053.09116678
111  67.63673373  053.09090570
111  67.63678269  053.09085242
111  67.63678836  053.09082065
111  67.63680367  053.09083721
111  67.63682456  053.09071643
111  67.63686207  053.09075391
111  67.63688002  053.09063819
111  67.63690000  053.09065664
111  67.63690690  053.09060762
111  67.63694594  053.09064374
111  67.63695165  053.09059928
111  67.63700152  053.09064616
111  67.63700833  053.09059795
111  67.63705961  053.09064892
111  67.63706537  053.09060608
111  67.63752539  053.09103641
111  67.63838801  053.09184334
111  67.63838224  053.09190295
111  67.63842966  053.09194765
111  67.63842827  053.09200021
111  67.63847810  053.09204674
111  67.63847969  053.09214617
111  67.63851315  053.09213410
111  67.63852062  053.09227351
111  67.63853973  053.09227014
111  67.63854714  053.09240012
111  67.63856489  053.09239398
111  67.64159437  053.14979459
111  67.64158308  053.14979870
111  67.64159072  053.14994351
111  67.64157336  053.14994984
111  67.64161761  053.15078839
111  67.64163498  053.15078205
111  67.64164229  053.15092059
111  67.64165358  053.15091647
111  67.64174259  053.15260295
111  67.64210993  053.15247038
111  67.64203527  053.15105703
111  67.64318880  053.15064498
111  67.64314509  053.14981693
111  67.64318041  053.14980404
111  67.64317354  053.14967390
111  67.64319229  053.14966706
111  67.64318385  053.14950729
111  67.64331702  053.14945870
111  67.64319795  053.14720334
111  67.64303002  053.14726461
111  67.64238612  053.13506751
111  67.64240359  053.13506113
111  67.64239656  053.13492794
111  67.64241604  053.13492084
111  67.64240745  053.13475812
111  67.64471718  053.13391527
111  67.64463345  053.13232927
111  67.64431311  053.13244618
111  67.64402498  053.12700420
111  67.64429102  053.12690704
111  67.64423276  053.12580409
111  67.64394566  053.12590894
111  67.64394448  053.12588645
111  67.64391443  053.12589742
111  67.64391286  053.12586777
111  67.64383332  053.12589681
111  67.64383838  053.12599255
111  67.64375739  053.12602213
111  67.64370896  053.12510528
111  67.64365385  053.12512540
111  67.64369854  053.12597133
111  67.64330670  053.12611442
111  67.64329655  053.12592225
111  67.64326750  053.12593286
111  67.64323527  053.12532276
111  67.64280638  053.12547937
111  67.64282880  053.12590367
111  67.64279424  053.12591629
111  67.64280045  053.12603392
111  67.64276803  053.12604576
111  67.64278179  053.12630610
111  67.64240088  053.12644519
111  67.64238478  053.12614054
111  67.64214679  053.12622744
111  67.64214919  053.12627285
111  67.64200410  053.12632583
111  67.64195430  053.12631190
111  67.64194803  053.12619338
111  67.64191202  053.12620653
111  67.64189835  053.12594794
111  67.64188125  053.12595419
111  67.64049473  053.09970816
111  67.64051041  053.09970244
