I
1050 Generated by WorldEditor 2.3.0r2

1    712 0 0 CCK3 Grand Falls
100 22.86 1 0 0.00 0 0 0 14  47.07916681 -067.68902091    0    0 0 0 0 0 32  47.07207701 -067.68115356    0    0 0 0 0 0
110 2 0.00 0.0000 New Taxiway 26
111  47.07361922 -067.68208226
111  47.07354721 -067.68201844
111  47.07363327 -067.68183535
113  47.07370527 -067.68189917
110 5 0.00 0.0000 New Taxiway 25
111  47.07239702 -067.68167386
111  47.07200807 -067.68212850
111  47.07180887 -067.68172198
111  47.07143651 -067.68214038
111  47.07140009 -067.68201206
111  47.07151116 -067.68193720
111  47.07156397 -067.68179952
111  47.07151207 -067.68169124
111  47.07153939 -067.68148806
111  47.07199625 -067.68098950
112  47.07199625 -067.68098950  47.07207148 -067.68093659
113  47.07215236 -067.68105276
110 2 0.00 0.0000 New Taxiway 22
111  47.07310711 -067.68142695
111  47.07296599 -067.68128547
111  47.07297224 -067.68127327
111  47.07287741 -067.68116837
111  47.07299828 -067.68093237
111  47.07301659 -067.68095149
111  47.07309633 -067.68103475
111  47.07307542 -067.68107575
111  47.07320286 -067.68120882
113  47.07321332 -067.68121975
110 2 0.00 0.0000 New Taxiway 21
111  47.07349932 -067.68186127
111  47.07325784 -067.68159889
111  47.07336324 -067.68141182
111  47.07341505 -067.68146662
111  47.07352433 -067.68127266
111  47.07366835 -067.68142803
111  47.07353117 -067.68167149
113  47.07357683 -067.68172371
110 2 0.00 0.0000 New Taxiway 20
111  47.07357024 -067.68164864
111  47.07367761 -067.68145137
111  47.07390135 -067.68170280
113  47.07379398 -067.68190007
110 3 0.00 0.0000 New Taxiway 19
111  47.07387776 -067.68237111
111  47.07388072 -067.68246063
111  47.07378968 -067.68270259
112  47.07378968 -067.68270259  47.07377102 -067.68277834
111  47.07380061 -067.68289909
111  47.07348104 -067.68255153
111  47.07361215 -067.68232828
111  47.07366586 -067.68233764
113  47.07376068 -067.68224709
110 2 0.00 0.0000 New Taxiway 18
111  47.07387776 -067.68237111
111  47.07376068 -067.68224709
111  47.07389450 -067.68200186
113  47.07401159 -067.68212587
110 3 0.00 0.0000 New Taxiway 17
111  47.07277155 -067.68174162
111  47.07276700 -067.68161018
111  47.07280797 -067.68153331
111  47.07288915 -067.68153220
111  47.07343693 -067.68211481
112  47.07343693 -067.68211481  47.07345522 -067.68214812
111  47.07345742 -067.68224515
113  47.07337356 -067.68241658
110 1 0.00 0.0000 New Taxiway 16
111  47.07337356 -067.68241658
111  47.07345742 -067.68224515
