I
1050 Generated by WorldEditor

1    160 0 0 CSS3 Les Cedres Aerodrome
100 22.86 1 0 0.25 0 0 0 07  45.34553782 -074.08197888    0    0 1 0 0 0 25  45.34968015 -074.07186226    0    0 1 0 0 0
110 1 0.00 0.0000 New Taxiway 9
111  45.34955704 -074.07193461
111  45.34931411 -074.07171443
111  45.34934979 -074.07165135
113  45.34959358 -074.07184183
110 1 0.00 0.0000 New Taxiway 8
111  45.34887406 -074.07568938
112  45.34998047 -074.07294593  45.35001377 -074.07288013
112  45.34997924 -074.07263008  45.34995951 -074.07247566
111  45.34987608 -074.07218960
111  45.34969682 -074.07205032
111  45.34972498 -074.07194934
112  45.35004158 -074.07219004  45.35009665 -074.07222986
111  45.35012363 -074.07229003
111  45.35020306 -074.07260518
113  45.34892502 -074.07573880
110 2 0.00 0.0000 New Taxiway 15
111  45.34475165 -074.08098191
111  45.34478018 -074.08091426
111  45.34484060 -074.08096617
113  45.34481292 -074.08103182
110 2 0.00 0.0000 New Taxiway 11
111  45.34437187 -074.08188941
111  45.34471624 -074.08103030
111  45.34480277 -074.08110703
111  45.34477997 -074.08116210
111  45.34446433 -074.08192430
113  45.34445220 -074.08195357
110 2 0.00 0.0000 New Taxiway 12
111  45.34620084 -074.08349275
111  45.34607815 -074.08340829
111  45.34595712 -074.08332498
111  45.34618988 -074.08275602
111  45.34630184 -074.08284999
113  45.34642317 -074.08295182
110 2 0.00 0.0000 New Taxiway 10
111  45.34491482 -074.08600809
111  45.34497080 -074.08586051
111  45.34504119 -074.08591454
111  45.34523188 -074.08543882
111  45.34543206 -074.08559715
111  45.34539843 -074.08567690
111  45.34545773 -074.08578838
111  45.34535533 -074.08605014
111  45.34528072 -074.08597902
111  45.34520149 -074.08616848
111  45.34507563 -074.08606585
113  45.34505529 -074.08612375
110 2 0.00 0.0000 New Taxiway 14
111  45.34638273 -074.08262471
111  45.34628822 -074.08254627
111  45.34631463 -074.08248431
113  45.34640867 -074.08256605
110 2 0.00 0.0000 New Taxiway 13
111  45.34590428 -074.08243413
112  45.34592274 -074.08226924  45.34595754 -074.08220212
111  45.34599350 -074.08218534
111  45.34630421 -074.08243861
112  45.34626609 -074.08256821  45.34623358 -074.08264693
113  45.34619816 -074.08266320
110 1 0.00 0.0000 New Taxiway 1
111  45.34461519 -074.08504085
112  45.34473655 -074.08435856  45.34476167 -074.08401354
112  45.34465596 -074.08315197  45.34458168 -074.08278985
112  45.34443513 -074.08235708  45.34437717 -074.08218513
111  45.34430965 -074.08206233
111  45.34435467 -074.08200619
111  45.34442252 -074.08214803
111  45.34450055 -074.08195768
111  45.34446433 -074.08192430
111  45.34477997 -074.08116210
111  45.34481664 -074.08119237
111  45.34648712 -074.07711135
112  45.34701337 -074.07749125  45.34710894 -074.07755003
111  45.34727424 -074.07751351
111  45.34724010 -074.07760197
112  45.34711678 -074.07760270  45.34704136 -074.07760052
111  45.34694011 -074.07753099
112  45.34675744 -074.07785007  45.34673553 -074.07790517
111  45.34522523 -074.08160180
111  45.34550413 -074.08184553
111  45.34547823 -074.08192449
112  45.34523044 -074.08170194  45.34520449 -074.08167821
111  45.34517523 -074.08170785
111  45.34469305 -074.08288091
112  45.34467796 -074.08298789  45.34469093 -074.08303667
112  45.34478071 -074.08363632  45.34480234 -074.08389618
112  45.34480106 -074.08433124  45.34479808 -074.08451382
111  45.34486061 -074.08450267
111  45.34491805 -074.08449737
112  45.34574094 -074.08248304  45.34580334 -074.08232092
111  45.34570789 -074.08213138
111  45.34562670 -074.08204965
112  45.34569627 -074.08185572  45.34568634 -074.08192495
111  45.34571812 -074.08196593
111  45.34599350 -074.08218534
112  45.34592274 -074.08226924  45.34588793 -074.08233636
111  45.34590428 -074.08243413
111  45.34619816 -074.08266320
111  45.34618988 -074.08275553
111  45.34595712 -074.08332448
111  45.34585313 -074.08324947
111  45.34580845 -074.08336109
111  45.34602439 -074.08351772
111  45.34607815 -074.08340780
111  45.34620084 -074.08349225
111  45.34642317 -074.08295133
111  45.34630184 -074.08284950
111  45.34643609 -074.08256221
111  45.34666123 -074.08274109
111  45.34545773 -074.08578789
111  45.34539843 -074.08567641
111  45.34543206 -074.08559665
111  45.34523188 -074.08543833
111  45.34504119 -074.08591404
