I
1050 Generated by WorldEditor 2.1.0r1

1   7808 0 0 MGQZ Quezaltenango
100 23.00 1 0 0.00 1 0 0 05  14.86095165 -091.50915481    0    0 1 0 0 0 23  14.87133597 -091.49508821    0    0 1 0 0 0
110 1 0.00 0.0000 RWY 05 Backtaxi
111  14.86019443 -091.51035696
111  14.85974727 -091.51000381
111  14.85976616 -091.50997736
111  14.86001803 -091.50962483
111  14.86068864 -091.50933434
111  14.86086940 -091.50908982
111  14.86087924 -091.50907650
111  14.86104402 -091.50920608
111  14.86103389 -091.50921981
113  14.86021378 -091.51033075
110 1 0.00 0.0000 RWY 23 Backtaxi
111  14.87140177 -091.49517547
111  14.87123720 -091.49504559
111  14.87125372 -091.49502321
111  14.87143290 -091.49478038
111  14.87151910 -091.49406466
111  14.87179984 -091.49369053
111  14.87181945 -091.49366440
111  14.87226018 -091.49401267
111  14.87224059 -091.49403922
113  14.87141821 -091.49515321
110 2 0.00 0.0000 New Taxiway 1
111  14.86180114 -091.50633162
111  14.86184496 -091.50627428
111  14.86190038 -091.50631962
113  14.86185656 -091.50637695
110 1 0.00 0.0000 Apron
111  14.86123427 -091.50868657
112  14.86123427 -091.50868657  14.86124382 -091.50864829
112  14.86125633 -091.50858444  14.86126168 -091.50855460
111  14.86125633 -091.50858444
112  14.86125633 -091.50858444  14.86127675 -091.50847048
111  14.86127077 -091.50841714
111  14.86121987 -091.50804142
111  14.86118959 -091.50781788
112  14.86118959 -091.50781788  14.86117252 -091.50770243
111  14.86112829 -091.50766810
111  14.86110528 -091.50764934
111  14.86086763 -091.50745570
111  14.86180475 -091.50620308
111  14.86204758 -091.50638801
112  14.86204758 -091.50638801  14.86210385 -091.50643197
111  14.86217846 -091.50642096
111  14.86244019 -091.50638579
111  14.86281133 -091.50633599
112  14.86281133 -091.50633599  14.86285528 -091.50633037
112  14.86297047 -091.50625663  14.86301807 -091.50622309
111  14.86297047 -091.50625663
111  14.86309019 -091.50615431
111  14.86269674 -091.50670071
111  14.86269705 -091.50665700
112  14.86269705 -091.50665700  14.86269704 -091.50662327
112  14.86269222 -091.50652574  14.86268131 -091.50650403
111  14.86269222 -091.50652574
112  14.86269222 -091.50652574  14.86266730 -091.50647614
111  14.86259728 -091.50648662
111  14.86245420 -091.50650551
111  14.86219076 -091.50654029
112  14.86219076 -091.50654029  14.86206716 -091.50656781
111  14.86200521 -091.50665270
111  14.86134348 -091.50754440
112  14.86134348 -091.50754440  14.86128679 -091.50762744
111  14.86129493 -091.50769586
111  14.86133066 -091.50802881
111  14.86134679 -091.50817913
112  14.86140136 -091.50825309  14.86145121 -091.50827690
111  14.86140136 -091.50825309
112  14.86140136 -091.50825309  14.86142254 -091.50826321
112  14.86150993 -091.50822802  14.86155342 -091.50820763
111  14.86150993 -091.50822802
112  14.86150993 -091.50822802  14.86156881 -091.50820042
113  14.86162693 -091.50816262
110 5 0.00 0.0000 New Taxiway 4
111  14.86155102 -091.51010203
112  14.86155102 -091.51010203  14.86152377 -091.51009482
112  14.86147389 -091.51007228  14.86145245 -091.51005773
111  14.86147389 -091.51007228
111  14.86157151 -091.51004692
111  14.86191020 -091.50958535
112  14.86191020 -091.50958535  14.86194582 -091.50953482
111  14.86208389 -091.50953938
112  14.86208389 -091.50953938  14.86214873 -091.50954173
111  14.86217372 -091.50956155
111  14.86222327 -091.50960142
111  14.86220024 -091.50963132
111  14.86216068 -091.50959856
112  14.86216068 -091.50959856  14.86200387 -091.50953766
111  14.86192044 -091.50963576
113  14.86159748 -091.51007796
110 2 0.00 0.0000 New Taxiway 3
111  14.86169348 -091.51015830
111  14.86172184 -091.51011797
111  14.86202287 -091.50968228
111  14.86212753 -091.50976679
111  14.86217709 -091.50970557
111  14.86215592 -091.50968888
111  14.86220024 -091.50963132
111  14.86222327 -091.50960142
111  14.86227281 -091.50953707
111  14.86243438 -091.50966633
111  14.86232105 -091.50981723
111  14.86231142 -091.50980975
111  14.86225895 -091.50987658
111  14.86227087 -091.50988652
111  14.86206158 -091.51016625
111  14.86204830 -091.51015503
113  14.86191282 -091.51032796
110 4 0.00 0.0000 New Taxiway 2
111  14.86078907 -091.50951646
