I
1050 Generated by WorldEditor 2.1.0r1

1    258 1 0 UWGG Nizhny Novgorod - Strigino
1302 city Nizhny Novgorod
1302 country Russia
1302 datum_lat 56.23000
1302 datum_lon 43.7841
1302 iata_code GOJ
1302 icao_code UWGG
1302 region_code UW
1302 state Nizhegorodskaya Oblast
100 45.00 2 0 0.00 1 3 0 18L  56.24144170  043.79006390    0    0 3 2 1 1 36R  56.21504667  043.78040262    0    0 3 1 0 1
100 45.00 2 0 0.00 0 3 0 18R  56.24181808  043.78675063    0    0 3 1 0 1 36L  56.21718551  043.77771454    0    0 3 1 0 1
110 2 0.00 0.0000 New Taxiway 6
112  56.21975630  043.78116213  56.21973988  043.78087549
111  56.21975630  043.78116213
111  56.21978233  043.78091949
111  56.21976029  043.78090818
111  56.21976592  043.78085796
111  56.21950854  043.78074598
111  56.21950237  043.78082201
111  56.21956112  043.78084431
111  56.21956651  043.78086062
111  56.21949913  043.78146822
111  56.21948184  043.78146186
111  56.21947059  043.78155743
112  56.21947059  043.78155743  56.21946135  043.78157253
112  56.21944050  043.78159091  56.21943004  043.78159853
111  56.21944050  043.78159091
111  56.21938512  043.78157434
111  56.21929394  043.78235479
111  56.21934312  043.78237122
112  56.21934312  043.78237122  56.21935579  043.78239036
112  56.21936965  043.78243411  56.21937513  043.78245580
111  56.21936965  043.78243411
111  56.21935903  043.78253511
111  56.21937926  043.78253859
111  56.21941335  043.78220872
111  56.22008690  043.78202854
111  56.22010477  043.78185003
111  56.21998928  043.78179978
114  56.21998928  043.78179978  56.21986185  043.78167254
110 2 0.00 0.0000 New Taxiway 4
111  56.21909824  043.78497622
111  56.21908422  043.78497009
111  56.21906133  043.78514953
112  56.21906133  043.78514953  56.21896763  043.78549689
112  56.21862573  043.78567689  56.21846016  043.78570021
111  56.21862573  043.78567689
111  56.21851180  043.78564259
111  56.21850808  043.78567104
111  56.21585328  043.78470578
111  56.21569715  043.78464901
111  56.21569965  043.78461807
111  56.21556773  043.78457774
111  56.21556951  043.78455591
111  56.21550638  043.78453848
111  56.21508971  043.78426846
112  56.21508971  043.78426846  56.21495169  043.78414634
111  56.21494760  043.78386194
111  56.21497275  043.78318656
111  56.21500111  043.78296800
111  56.21498672  043.78296134
111  56.21501152  043.78272522
111  56.21499167  043.78271652
111  56.21503128  043.78237886
111  56.21510300  043.78176747
111  56.21512337  043.78177291
111  56.21514462  043.78154504
111  56.21516006  043.78154358
111  56.21515936  043.78149239
112  56.21515936  043.78149239  56.21525279  043.78118250
112  56.21560937  043.78100474  56.21579438  043.78099110
111  56.21560937  043.78100474
111  56.21572890  043.78104854
111  56.21574172  043.78092448
111  56.21501961  043.78064241
111  56.21500626  043.78075946
111  56.21483153  043.78231101
111  56.21466857  043.78378344
112  56.21466857  043.78378344  56.21462975  043.78428120
