A
1050 Generated by WorldEditor 2.2.0r2

1   3443 0 0 KSBX Shelby
100 22.86 1 0 0.00 0 2 0 5  48.53835470 -111.88144147    0    0 2 0 0 0 23  48.54415779 -111.86272616    0    0 2 0 0 0
100 18.29 1 0 0.00 0 2 0 11  48.54310244 -111.87610847    0    0 2 0 0 0 29  48.53673071 -111.86421855    0    0 2 0 0 0
110 2 0.00 0.0000 New Taxiway 134
111  48.54129291 -111.86465545
111  48.54122065 -111.86460354
111  48.54153953 -111.86358717
113  48.54160943 -111.86364042
110 2 0.00 0.0000 New Taxiway 133
111  48.54124018 -111.86471744
111  48.54122497 -111.86470615
111  48.54122606 -111.86470236
111  48.54119980 -111.86468027
112  48.54119980 -111.86468027  48.54112672 -111.86460255
111  48.54115800 -111.86447527
111  48.54143902 -111.86356638
111  48.54144797 -111.86357340
111  48.54116337 -111.86449095
112  48.54120247 -111.86466705  48.54126288 -111.86473351
111  48.54120247 -111.86466705
111  48.54123029 -111.86468968
111  48.54123139 -111.86468668
113  48.54124663 -111.86469723
110 2 0.00 0.0000 New Taxiway 132
111  48.54048674 -111.86444015
111  48.54087296 -111.86471670
111  48.54080042 -111.86494289
113  48.54041463 -111.86467669
110 2 0.00 0.0000 New Taxiway 132
111  48.54078103 -111.86381016
111  48.54079811 -111.86382025
111  48.54109567 -111.86402743
111  48.54100225 -111.86432630
111  48.54071297 -111.86412490
111  48.54069442 -111.86418669
113  48.54067167 -111.86416685
110 2 0.00 0.0000 New Taxiway 132
111  48.54093113 -111.86479241
111  48.54118851 -111.86497068
111  48.54112834 -111.86516917
113  48.54086783 -111.86498941
110 2 0.00 0.0000 New Taxiway 131
111  48.54048081 -111.86725375
111  48.54056492 -111.86698159
111  48.54078598 -111.86626627
111  48.54079040 -111.86626897
111  48.54105401 -111.86645486
111  48.54096871 -111.86672290
111  48.54088052 -111.86665827
111  48.54074047 -111.86710749
113  48.54065680 -111.86737587
110 1 0.00 0.0000 New Taxiway 128
111  48.54254964 -111.86200837
112  48.54254964 -111.86200837  48.54260322 -111.86185415
112  48.54288282 -111.86183051  48.54304854 -111.86192591
111  48.54288282 -111.86183051
111  48.54323379 -111.86206755
111  48.54367169 -111.86238106
111  48.54406472 -111.86266142
111  48.54408696 -111.86267729
111  48.54399206 -111.86297990
111  48.54396444 -111.86295795
112  48.54389952 -111.86270957  48.54380106 -111.86260601
111  48.54389952 -111.86270957
111  48.54387325 -111.86269062
111  48.54387003 -111.86267679
111  48.54363026 -111.86251257
