I
1050 Generated by WorldEditor 2.1.0r1

1    383 1 0 EPPW Powidz
1302 city Powidz
1302 country Poland
1302 datum_lat 52.381389
1302 datum_lon 17.851111
1302 iata_code 
1302 icao_code EPPW
1302 state Słupca
1302 transition_alt 6500
1302 transition_level FL065
100 50.00 3 0 0.00 0 0 0 10  52.38043833  017.83735100    0  144 0 0 0 0 28  52.37478330  017.86729695    0   63 0 0 0 0
100 29.87 2 0 0.00 0 1 1 10L  52.38594015  017.82874813    0    0 4 7 0 1 28R  52.37864062  017.86686209    0    0 4 3 0 1
100 60.05 2 0 0.00 0 1 1 10R  52.38377513  017.82744781    0    0 5 7 0 1 28L  52.37434804  017.87668656    0    0 4 3 0 1
110 2 0.00 107.0000 firestation apron
111  52.38278544  017.85685129
111  52.38266695  017.85748025
111  52.38265914  017.85751633
111  52.38299580  017.85768217
113  52.38311898  017.85702307
110 2 0.00 107.0000 shelter
111  52.38687479  017.84022121
111  52.38683094  017.84029784
111  52.38688071  017.84061150
111  52.38692908  017.84068347
111  52.38717293  017.84076716
111  52.38727085  017.84059715
111  52.38719485  017.84048700
111  52.38710927  017.84063940
111  52.38706905  017.84057784
111  52.38723220  017.84030250
111  52.38710049  017.84010093
111  52.38693734  017.84037626
111  52.38690255  017.84032302
113  52.38692291  017.84028569
110 2 0.00 107.0000 Hangar
111  52.38718032  017.83461148
111  52.38712923  017.83486350
111  52.38702217  017.83539153
111  52.38697619  017.83561832
111  52.38731922  017.83581486
111  52.38733800  017.83572131
111  52.38760738  017.83586957
111  52.38777538  017.83503246
111  52.38750600  017.83488419
113  52.38752336  017.83479767
110 2 0.00 107.0000 mid dispersal concrete
111  52.38685245  017.84141048
111  52.38696639  017.84175657
111  52.38694584  017.84192056
111  52.38695415  017.84201578
111  52.38683377  017.84266528
111  52.38690573  017.84269896
111  52.38695529  017.84265824
111  52.38696939  017.84266071
111  52.38689778  017.84309204
111  52.38683599  017.84306428
111  52.38677383  017.84343237
111  52.38694816  017.84351069
111  52.38701032  017.84314261
111  52.38695041  017.84311569
111  52.38703307  017.84262427
111  52.38706716  017.84261107
111  52.38708886  017.84254048
111  52.38714459  017.84249225
111  52.38725804  017.84189525
111  52.38746313  017.84172253
111  52.38817504  017.84208631
111  52.38811213  017.84238345
111  52.38816299  017.84240983
111  52.38821305  017.84216074
111  52.38834463  017.84222767
111  52.38829213  017.84247678
111  52.38833861  017.84250088
111  52.38839118  017.84225135
111  52.38852375  017.84231878
111  52.38847201  017.84257005
111  52.38851604  017.84259288
111  52.38857793  017.84229975
111  52.38876179  017.84239537
111  52.38884008  017.84292375
111  52.38877941  017.84294665
111  52.38883168  017.84332005
111  52.38900630  017.84325413
111  52.38895403  017.84288074
111  52.38889379  017.84290347
111  52.38883142  017.84244880
111  52.38885660  017.84244001
111  52.38972270  017.84288257
111  52.38975543  017.84342819
111  52.38969186  017.84343644
111  52.38971124  017.84381754
111  52.38989019  017.84379433
111  52.38987081  017.84341323
111  52.38980888  017.84342126
111  52.38978810  017.84301076
111  52.38984145  017.84294869
111  52.39045100  017.84326016
111  52.39054021  017.84342890
111  52.39058817  017.84362277
111  52.39048076  017.84415807
111  52.39061376  017.84459733
111  52.39061376  017.84467010
111  52.39054298  017.84500381
111  52.39048932  017.84503716
111  52.39038384  017.84498561
111  52.39034913  017.84515829
111  52.39047127  017.84521591
111  52.39045102  017.84531733
111  52.39056728  017.84538395
111  52.39059924  017.84521510
111  52.39054065  017.84518986
111  52.39064243  017.84468348
111  52.39069847  017.84458453
111  52.39121735  017.84485118
111  52.39127542  017.84480500
111  52.39129046  017.84482317
111  52.39129460  017.84519380
111  52.39123072  017.84519527
111  52.39123706  017.84557907
111  52.39141465  017.84557337
111  52.39141183  017.84519110
111  52.39134876  017.84519255
111  52.39134603  017.84481995
111  52.39136092  017.84473140
111  52.39141318  017.84468640
111  52.39154652  017.84399377
111  52.39175947  017.84429727
111  52.39171666  017.84437770
111  52.39189145  017.84463063
111  52.39201100  017.84440605
111  52.39183621  017.84415312
111  52.39179470  017.84423109
111  52.39156458  017.84389258
111  52.39158906  017.84376423
111  52.39156028  017.84357037
111  52.39150912  017.84339222
111  52.39145795  017.84326123
111  52.39140039  017.84320581
111  52.39103802  017.84301981
111  52.39110174  017.84292952
111  52.39114461  017.84292368
111  52.39124454  017.84299180
111  52.39132924  017.84302605
111  52.39137881  017.84303109
111  52.39147417  017.84289243
111  52.39140978  017.84276940
111  52.39133119  017.84287053
111  52.39132407  017.84294048
111  52.39127983  017.84294308
111  52.39120329  017.84285617
111  52.39119865  017.84277635
111  52.39122836  017.84273132
111  52.39126926  017.84281197
111  52.39144828  017.84256482
111  52.39133317  017.84233787
111  52.39115415  017.84258501
111  52.39119482  017.84266522
111  52.39096527  017.84298271
111  52.38963548  017.84230450
111  52.38956930  017.84215261
111  52.38956929  017.84208740
111  52.38967258  017.84197948
111  52.38984919  017.84183150
111  52.38987777  017.84192402
111  52.39008676  017.84174839
111  52.39000669  017.84148908
111  52.38979665  017.84166137
111  52.38982530  017.84175412
111  52.38964770  017.84190093
111  52.38956871  017.84195935
111  52.38954413  017.84191753
111  52.38964001  017.84142395
111  52.38954276  017.84109334
111  52.38963407  017.84060539
111  52.38969421  017.84063530
111  52.38976322  017.84026960
111  52.38959064  017.84018375
111  52.38952163  017.84054945
111  52.38958249  017.84057973
111  52.38950405  017.84099601
111  52.38894319  017.84071152
111  52.38888954  017.84075349
111  52.38885282  017.84072657
111  52.38892254  017.84037461
111  52.38898108  017.84040609
111  52.38905596  017.84004279
111  52.38888530  017.83995103
111  52.38881042  017.84031432
111  52.38887200  017.84034744
111  52.38876686  017.84085027
111  52.38869523  017.84089647
111  52.38857392  017.84150323
111  52.38839393  017.84167047
111  52.38759417  017.84126508
111  52.38758944  017.84121474
111  52.38775424  017.84096437
111  52.38779723  017.84103896
111  52.38796804  017.84077511
111  52.38784370  017.84055939
111  52.38767289  017.84082324
111  52.38771620  017.84089839
111  52.38750873  017.84122144
113  52.38694366  017.84093288
111  52.38929168  017.84155537
111  52.38929130  017.84166236
111  52.38925267  017.84183519
111  52.38920534  017.84192997
111  52.38909367  017.84203141
111  52.38895160  017.84195901
111  52.38886976  017.84173426
111  52.38885371  017.84160617
111  52.38889200  017.84142969
111  52.38900647  017.84130543
113  52.38925282  017.84143074
111  52.39116793  017.84362697
111  52.39127360  017.84392352
111  52.39126846  017.84404171
111  52.39123659  017.84412971
111  52.39109255  017.84426176
111  52.39092200  017.84417822
111  52.39084427  017.84411455
111  52.39080356  017.84388410
111  52.39082800  017.84375711
111  52.39092940  017.84362636
113  52.39104662  017.84356497
110 2 0.00 107.0000 west dispersal concrete
111  52.38990650  017.82971635
111  52.38986914  017.83023870
111  52.39024538  017.83031427
111  52.39031223  017.83032770
111  52.39036820  017.83040967
111  52.39045822  017.83058527
111  52.39046149  017.83067812
111  52.39042169  017.83119481
111  52.39040833  017.83127203
111  52.39029807  017.83141133
111  52.39025971  017.83132913
111  52.39007411  017.83156107
111  52.39018446  017.83179756
111  52.39037006  017.83156562
111  52.39033108  017.83148209
111  52.39046392  017.83131645
111  52.39057497  017.83153883
111  52.39061984  017.83159609
111  52.39116500  017.83171387
111  52.39122371  017.83166735
111  52.39135837  017.83149828
111  52.39137716  017.83151534
111  52.39144908  017.83175644
111  52.39139330  017.83179927
111  52.39149609  017.83214574
111  52.39165655  017.83201831
111  52.39155376  017.83167184
111  52.39149768  017.83171670
111  52.39140948  017.83141012
111  52.39145222  017.83088075
111  52.39160998  017.83062894
111  52.39166981  017.83060037
111  52.39183836  017.83063423
111  52.39188795  017.83071615
111  52.39201741  017.83106400
111  52.39196246  017.83111783
111  52.39208463  017.83144698
111  52.39223909  017.83129565
111  52.39211692  017.83096649
111  52.39206324  017.83101909
111  52.39195069  017.83071494
111  52.39196211  017.83065908
111  52.39215137  017.83069710
111  52.39237788  017.83081051
111  52.39261845  017.83106825
111  52.39264621  017.83113800
111  52.39281646  017.83249952
111  52.39284154  017.83257381
111  52.39311439  017.83286037
111  52.39315510  017.83287857
111  52.39343453  017.83278760
111  52.39349005  017.83274211
111  52.39362144  017.83242068
111  52.39366400  017.83236307
111  52.39373432  017.83241462
111  52.39385090  017.83237520
111  52.39399709  017.83200525
111  52.39396563  017.83182633
111  52.39381019  017.83165075
111  52.39370385  017.83168886
111  52.39363739  017.83161716
111  52.39358857  017.83140043
111  52.39344749  017.83124107
111  52.39332535  017.83128050
111  52.39329389  017.83136541
111  52.39289048  017.83092571
111  52.39266471  017.83034653
111  52.39265731  017.83000387
111  52.39272283  017.82979078
111  52.39278810  017.82965931
111  52.39293777  017.82978503
111  52.39290925  017.82987608
111  52.39311815  017.83004654
111  52.39319959  017.82978660
111  52.39299069  017.82961613
111  52.39296268  017.82970554
111  52.39281369  017.82958178
111  52.39282314  017.82946453
111  52.39378084  017.82629779
111  52.39393358  017.82621334
111  52.39403963  017.82622874
111  52.39435033  017.82647741
111  52.39442067  017.82682559
111  52.39436024  017.82685710
111  52.39443129  017.82722300
111  52.39460266  017.82713364
111  52.39453161  017.82676775
111  52.39447169  017.82679899
111  52.39440195  017.82644581
111  52.39461458  017.82632251
111  52.39488105  017.82541581
111  52.39481385  017.82511011
111  52.39501986  017.82511618
111  52.39501819  017.82522069
111  52.39525247  017.82522900
111  52.39525718  017.82493381
111  52.39502291  017.82492550
111  52.39502122  017.82503082
111  52.39479624  017.82501462
111  52.39423123  017.82455669
111  52.39408954  017.82465627
111  52.39401880  017.82434860
111  52.39407774  017.82431227
111  52.39399739  017.82395469
111  52.39383024  017.82405774
111  52.39391058  017.82441532
111  52.39396791  017.82437998
111  52.39403727  017.82469300
111  52.39394711  017.82475637
111  52.39383427  017.82512925
111  52.39376569  017.82525506
111  52.39361378  017.82514296
111  52.39363953  017.82504890
111  52.39342724  017.82489091
111  52.39335401  017.82515849
111  52.39356629  017.82531649
111  52.39359117  017.82522558
111  52.39374254  017.82533728
111  52.39371857  017.82551160
111  52.39314007  017.82741678
111  52.39302174  017.82746665
111  52.39297126  017.82719868
111  52.39303011  017.82717084
111  52.39296498  017.82680080
111  52.39279184  017.82688270
111  52.39285697  017.82725274
111  52.39291874  017.82722352
111  52.39296563  017.82749031
111  52.39285085  017.82753800
111  52.39255250  017.82729491
111  52.39236757  017.82740328
111  52.39227456  017.82695657
111  52.39233454  017.82692589
111  52.39226180  017.82656278
111  52.39209444  017.82664910
111  52.39216367  017.82701332
111  52.39222256  017.82698318
111  52.39231544  017.82743160
111  52.39208121  017.82821418
111  52.39193375  017.82811784
111  52.39172146  017.82795708
111  52.39164342  017.82822265
111  52.39185571  017.82838342
111  52.39206756  017.82850587
111  52.39210743  017.82859063
111  52.39221373  017.82865719
